Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
,,0431.HK,Greater China Financial Holdings Limited,HKD,HKSE,Conglomerates,"Greater China Financial Holdings Limited, an investment holding company, engages in the industrial property development, general trading, securities brokerage, insurance brokerage, asset management, and loan financing operations in Hong Kong and the People's Republic of China. The company's Industrial Property Development segment operates a warehouse located in Taicang, Jiangsu Province, the People's Republic of China. Its General Trading segment engages in trading Moutai, a distilled Chinese liquor; and other Chinese liquors. The company's Securities Brokerage segment offers securities related services, including securities brokerage, securities trading, margin financing, and placement services. Its Insurance Brokerage segment provides tailor-made financial solutions to its clients; advisory services related to insurance products; and general insurance and mandatory provident products, as well as linked long term products. The company's Asset Management segment offers asset management services. Its Loan Financing segment provides financing guarantee, loan financing, financing consultancy, and loan referral services. Greater China Financial Holdings Limited also provides commercial factoring services. The company was formerly known as Greater China Holdings Limited and changed its name to Greater China Financial Holdings Limited in December 2015. Greater China Financial Holdings Limited is headquartered in Causeway Bay, Hong Kong.",Industrials,HK,,Greater China Financial Holdings Limited,,,,0.207,1609234560.0,Greater China Financial Holdings Limited,HKD,Greater China Financial Holdings Limited,Greater China Financial Holdings Limited,,Greater China Financial Holdings Limited,0431.hk,,,Greater China Financial Holdings Limited,,8753,0
,,0432.HK,Pacific Century Premium Developments Limited,HKD,HKSE,Real Estate Services,"Pacific Century Premium Developments Limited and its subsidiaries develop and manage property and infrastructure projects in the Asia-Pacific region. The company also invests in residential and office buildings and properties; and provides professional property management, facilities management, asset management, and administrative services. In addition, it offers property leasing and sale agency, leasing and financing, travel agency, trademark registrant, ski operation, and hotel management services. The company is based in Hong Kong, Hong Kong. Pacific Century Premium Developments Limited is a subsidiary of Asian Motion Limited.",Real Estate,HK,,Pacific Century Premium Developments Limited,,,,0.82,1301553150.0,Pacific Century Premium Developments Limited,HKD,Pacific Century Premium Developments Limited,Pacific Century Premium Developments Limited,,Pacific Century Premium Developments Limited,0432.hk,,,Pacific Century Premium Developments Limited,,8754,0
,,0433.HK,North Mining Shares Company Limited,HKD,HKSE,Other Industrial Metals & Mining,"North Mining Shares Company Limited, an investment holding company, engages in the exploitation, exploration, and trading of mineral resources in the People's Republic of China and internationally. It operates through Mining Operation, Property Management Operation, and Chemical Trading Operation segments. The company has exploitation rights in the molybdenum mine located at Xi Ban Cha Gou, Huanglongpu Village, Shimen Town, Luonan County, and Shaanxi Province, as well as a potassium feldspar mine located in Shaanxi Province. It is also involved in the provision of management service to commercial premises; manufactures and sells chemical products; and in the sale of molybdenum concentrates. The company was incorporated in 1995 and is headquartered in North Point, Hong Kong.",Basic Materials,HK,,North Mining Shares Company Limited,,,,0.011,257074400.0,North Mining Shares Company Limited,HKD,North Mining Shares Company Limited,North Mining Shares Company Limited,,North Mining Shares Company Limited,0433.hk,,,North Mining Shares Company Limited,,8755,0
,,0434.HK,Boyaa Interactive International Limited,HKD,HKSE,Electronic Gaming & Multimedia,"Boyaa Interactive International Limited, an investment holding company, develops and operates online card and board games in the People's Republic of China and internationally. Its Web-based and mobile games include board games; and casual shooting, casual virtual-pet-raising, 8-Ball Pool, and Mahjong games. As of December 31, 2019, the company had a portfolio of 78 online games in 11 versions of languages. It also provides advisory services relating to online game applications. Boyaa Interactive International Limited was founded in 2004 and is headquartered in Shenzhen, the People's Republic of China.",Communication Services,CN,,Boyaa Interactive International Limited,,,,0.85,604244670.0,Boyaa Interactive International Limited,HKD,Boyaa Interactive International Limited,Boyaa Interactive International Limited,,Boyaa Interactive International Limited,0434.hk,,,Boyaa Interactive International Limited,,8756,0
,,0435.HK,Sunlight Real Estate Investment Trust,HKD,HKSE,REIT—Diversified,"Sunlight REIT (Stock code: 435) is a real estate investment trust authorized by the Securities and Futures Commission and constituted by the trust deed dated 26 May 2006 (as amended and supplemented by six supplemental deeds) (the ?Trust Deed?), and has been listed on The Stock Exchange of Hong Kong Limited on 21 December 2006. Sunlight REIT offers investors the opportunity to invest in a diversified portfolio of 11 office and five retail properties in Hong Kong with a total gross rentable area of over 1.2 million sq. ft.. The office properties are primarily located in core business areas, including Wan Chai and Sheung Wan, as well as in decentralized business areas such as Mong Kok and North Point. The key retail properties are situated in regional transportation hubs and new towns including Sheung Shui, Tseung Kwan O and Yuen Long.",Real Estate,HK,,Sunlight Real Estate Investment Trust,,,,3.89,6484124700.0,Sunlight Real Estate Investment Trust,HKD,Sunlight Real Estate Investment Trust,Sunlight Real Estate Investment Trust,,Sunlight Real Estate Investment Trust,0435.hk,,,Sunlight Real Estate Investment Trust,,8757,0
,,0436.HK,New Universe Environmental Group Limited,HKD,HKSE,Waste Management,"New Universe Environmental Group Limited, an investment holding company, primarily provides environmental waste treatment and disposal services in the People's Republic of China. It provides environmental treatment and management services for handling general and hazardous industrial waste for various chemical related industries; and regulated medical waste for hospitals and clinics, as well as chemical tank truck cleansing services. The company is also involved in the operation of solid waste landfill, which handles general industrial waste and environmentally friendly post-incineration substances; provision of environmental industrial sewage and sludge treatment, and facility services in an eco-plating zone; and provision of environmental technical consultancy and engineering, and management services. In addition, it provides environmental plating sewage treatment services in an eco-plating specialized zone; invests in plastic materials dyeing business; and holds land and buildings. The company was formerly known as New Universe International Group Limited and changed its name to New Universe Environmental Group Limited in May 2016. The company was founded in 1996 and is headquartered in Kowloon Bay, Hong Kong.",Industrials,HK,,New Universe Environmental Group Limited,,,,0.255,774103490.0,New Universe Environmental Group Limited,HKD,New Universe Environmental Group Limited,New Universe Environmental Group Limited,,New Universe Environmental Group Limited,0436.hk,,,New Universe Environmental Group Limited,,8759,0
,,0438.HK,IRICO Group New Energy Company Limited,HKD,HKSE,Solar,"IRICO Group New Energy Company Limited, together with its subsidiaries, engages in the solar photovoltaic, new materials, trading, and other businesses in the People's Republic of China and internationally. It researches, develops, produces, and sells solar photovoltaic glasses, solar cells and modules, and related products; luminous materials, and lithium battery anode materials and related products of flat panel display; and photovoltaic glass upstream quartz sand. The company also constructs and operates solar power stations. In addition, it is involved in the mining and exploration activities; production and sale of inorganic nonmetallic materials and products; and trading of solar modules and other related accessories. The company was formerly known as IRICO Group Electronics Company Limited and changed its name to IRICO Group New Energy Company Limited in January 2016. The company was founded in 2004 and is headquartered in Xianyang, the People's Republic of China. IRICO Group New Energy Company Limited is a subsidiary of IRICO Group Corporation Limited.",Technology,CN,,IRICO Group New Energy Company Limited,,,,2.29,8075547100.0,IRICO Group New Energy Company Limited,HKD,IRICO Group New Energy Company Limited,IRICO Group New Energy Company Limited,,IRICO Group New Energy Company Limited,0438.hk,,,IRICO Group New Energy Company Limited,,8760,0
,,0439.HK,KuangChi Science Limited,HKD,HKSE,Aerospace & Defense,"KuangChi Science Limited, an investment holding company, engages in the research and development, manufacture, and sale of future technology products in the People's Republic of China and Hong Kong. The company provides KC N901 Smart Helmet for traffic police bayonet, hospitals, airport/rail transit/bus, pedestrian zone, scenic spots and parks, and office buildings. It also offers Cloud, a cloud platform that offers communication, internet access, and big data collection and analysis with applications in the field of monitoring system; ship and aircraft automatic identification system; radio and television broadcasting and Internet system; and private communication and command system. In addition, the company provides the traveler, a research and space services platform. Further, it offers administrative services, as well as trades in chips. The company was formerly known as Climax International Company Limited and changed its name to KuangChi Science Limited in September 2014. KuangChi Science Limited is headquartered in Causeway Bay, Hong Kong. KuangChi Science Limited is a subsidiary of New Horizon Wireless Technology Limited.",Industrials,HK,,KuangChi Science Limited,,,,0.55,3386311680.0,KuangChi Science Limited,HKD,KuangChi Science Limited,KuangChi Science Limited,,KuangChi Science Limited,0439.hk,,,KuangChi Science Limited,,8761,0
,,0440.HK,Dah Sing Financial Holdings Limited,HKD,HKSE,Banks,"Dah Sing Financial Holdings Limited, an investment holding company, provides banking, insurance, financial, and other related services in the People's Republic of China. The company operates through Personal Banking, Commercial Banking, Treasury, Overseas Banking, and Insurance segments. The Personal Banking segment accepts various deposits from individual customers; and provides residential mortgage loans, personal loans, overdrafts, vehicle financing, and credit card services, as well as insurance sales and investment services. The Commercial Banking segment accepts various deposits; and offers loans and working capital financing to commercial, industrial, and institutional customers, as well as trade financing services. The Treasury segment provides foreign exchange services; cash management services for deposit taking and lending; and interest rate risk management services. It also manages investment in securities. The Overseas Banking segment offers personal and commercial banking products and services. The Insurance Business segment is involved in the insurance and pension fund management business. The company also provides insurance agency, nominee, and securities dealing services; and invest in properties. The company was formerly known as Fivetech Investments Limited and changed its name to Dah Sing Financial Holdings Limited in July 1987. Dah Sing Financial Holdings Limited was incorporated in 1987 and is based in Wan Chai, Hong Kong.",Financial Services,HK,,Dah Sing Financial Holdings Limited,,,,23.0,7350225400.0,Dah Sing Financial Holdings Limited,HKD,Dah Sing Financial Holdings Limited,Dah Sing Financial Holdings Limited,,Dah Sing Financial Holdings Limited,0440.hk,,,Dah Sing Financial Holdings Limited,,8762,0
,,0442.HK,"Hifood Group Holdings Co., Limited",HKD,HKSE,Luxury Goods,"Hifood Group Holdings Co., Limited, an investment holding company, designs, manufactures, exports, and sells fine jewelry and related products in the Americas, Mainland China, Russia, rest of Asia, rest of Europe, and internationally. The company offers a range of fine jewelry products in karat gold, including rings, earrings, pendants, necklaces, bracelets, bangles, cufflinks, brooches, and anklets. It offers its jewelry products to wholesalers and retailers. The company was formerly known as KTL International Holdings Group Limited and changed its name to Hifood Group Holdings Co., Limited in October 2017. Hifood Group Holdings Co., Limited was incorporated in 2014 and is headquartered in Central, Hong Kong. Hifood Group Holdings Co., Limited is a subsidiary of HNA Aviation Investment Holding Company Ltd.",Consumer Cyclical,HK,,"Hifood Group Holdings Co., Limited",,,,0.84,144984000.0,"Hifood Group Holdings Co., Limited",HKD,"Hifood Group Holdings Co., Limited","Hifood Group Holdings Co., Limited",,"Hifood Group Holdings Co., Limited",0442.hk,,,"Hifood Group Holdings Co., Limited",,8763,0
,,0444.HK,Sincere Watch (Hong Kong) Limited,HKD,HKSE,Luxury Goods,"Sincere Watch (Hong Kong) Limited, an investment holding company, distributes branded luxury watches, timepieces, and accessories in Hong Kong, Macau, Mainland China, and internationally. It operates in two segments, Watch Distribution and Property Investment. The company primarily provides Franck Muller watches and accessories. It offers its products under the CVSTOS, Pierre Kunz, European Company Watch, and Backes & Strauss brands. The company also engages in the property investment activities. It operates a distribution network of 51 retail points of sales and 10 boutiques. The company was incorporated in 2004 and is headquartered in Central, Hong Kong.",Consumer Cyclical,HK,,Sincere Watch (Hong Kong) Limited,,,,0.069,417032544.0,Sincere Watch (Hong Kong) Limited,HKD,Sincere Watch (Hong Kong) Limited,Sincere Watch (Hong Kong) Limited,,Sincere Watch (Hong Kong) Limited,0444.hk,,,Sincere Watch (Hong Kong) Limited,,8764,0
,,0449.HK,Chigo Holding Limited,HKD,HKSE,Consumer Electronics,"Chigo Holding Limited, an investment holding company, engages in the design, development, manufacture, and sale of residential and commercial air-conditioning products. It also provides air-conditioner parts and components, compressors, and copper products. The company offers its products principally under the CHIGO and HYUNDAI brands through independent regional distributors and household appliances retail chain operators. Chigo Holding Limited offers its products primarily in the People's Republic of China, rest of Asia, the Americas, Africa, Europe, and Oceania. The company was founded in 1994 and is headquartered in Foshan, China. Chigo Holding Limited is a subsidiary of Chigo Group Holding Limited.",Technology,CN,,Chigo Holding Limited,,,,0.043,362669760.0,Chigo Holding Limited,HKD,Chigo Holding Limited,Chigo Holding Limited,,Chigo Holding Limited,0449.hk,,,Chigo Holding Limited,,8765,0
,,0450.HK,Hung Hing Printing Group Limited,HKD,HKSE,Specialty Business Services,"Hung Hing Printing Group Limited, an investment holding company engages in the book and package printing, consumer product packaging, and corrugated box and paper trading in the People's Republic of China, Hong Kong, Europe, the United States, and internationally. It produces corrugated packaging; prints and produces cards and social stationery items, including diaries, gift sets and bags, and greetings cards; and children's and conventional books. The company also offers novelty items, such as pop-ups, paper mechanisms, pull tabs, and novelty additions or reactive inks; luxury packaging comprising chocolate boxes, cosmetics, fine bone china, and spirits; printed corrugate cartons, flat packs, POS, and POP; prepress services, including film, and color separation and proof production services for packaging, books, magazines, posters, and other paper products; and paper trading services, as well as operates BELUGA, a boutique digital service provider. In addition, it engages in the trading of paper and corrugated carton boxes; and printing and manufacturing of paper cartons, as well as provision of selling and purchasing agency services. Hung Hing Printing Group Limited was founded in 1950 and is headquartered in Tai Po, Hong Kong.",Industrials,HK,,Hung Hing Printing Group Limited,,,,1.21,1098516740.0,Hung Hing Printing Group Limited,HKD,Hung Hing Printing Group Limited,Hung Hing Printing Group Limited,,Hung Hing Printing Group Limited,0450.hk,,,Hung Hing Printing Group Limited,,8766,0
,,0451.HK,GCL New Energy Holdings Limited,HKD,HKSE,Utilities,"GCL New Energy Holdings Limited, an investment holding company, develops, constructs, operates, and manages solar power plants in the People's Republic of China, Japan, the United States, and internationally. As of December 31, 2019, it owned and operated 211 solar power plants with an aggregate installed capacity of 7,011 megawatts. The company was formerly known as Same Time Holdings Limited and changed its name to GCL New Energy Holdings Limited in May 2014. GCL New Energy Holdings Limited was founded in 1982 and is based in Kowloon, Hong Kong. GCL New Energy Holdings Limited is a subsidiary of GCL-Poly Energy Holdings Limited.",Utilities,HK,,GCL New Energy Holdings Limited,,,,0.47,8964638700.0,GCL New Energy Holdings Limited,HKD,GCL New Energy Holdings Limited,GCL New Energy Holdings Limited,,GCL New Energy Holdings Limited,0451.hk,,,GCL New Energy Holdings Limited,,8767,0
,,0455.HK,Tianda Pharmaceuticals Limited,HKD,HKSE,Drug Manufacturers—Specialty & Generic,"Tianda Pharmaceuticals Limited, an investment holding company, engages in the research and development, production, and sale of pharmaceutical, biotechnology, and healthcare products in Mainland China, Hong Kong, and Australia. Its product range includes Chinese and western medicines and biochemical drugs, etc., such as cardio-cerebrovascular drugs, pediatric drugs, anti-flu and respiratory system drugs, anti-infection drugs, detoxification agents, and other pharmaceutical products. The company offers its health care products under the Herb Valley brand name. It also engages in the sale and wholesale of Chinese herbal medicines, traditional Chinese medicine decoction pieces and Chinese medicines; property holding business; provision of Chinese medical services; and trading of agricultural by-products. The company was formerly known as Tianda Holdings Limited and changed its name to Tianda Pharmaceuticals Limited in September 2012. The company is headquartered in Central, Hong Kong. Tianda Pharmaceuticals Limited is a subsidiary of Tianda Group Limited.",Healthcare,HK,,Tianda Pharmaceuticals Limited,,,,0.167,359056672.0,Tianda Pharmaceuticals Limited,HKD,Tianda Pharmaceuticals Limited,Tianda Pharmaceuticals Limited,,Tianda Pharmaceuticals Limited,0455.hk,,,Tianda Pharmaceuticals Limited,,8768,0
,,0456.HK,New City Development Group Limited,HKD,HKSE,Real Estate,"New City Development Group Limited, an investment holding company, engages in the property development and investment activities in the People's Republic of China and Hong Kong. It also trades in buses; and offers general management services. The company was formerly known as New City (China) Development Limited and changed its name to New City Development Group Limited in May 2012. New City Development Group Limited was incorporated in 1998 and is based in Kwun Tong, Hong Kong. New City Development Group Limited is a subsidiary of Junyi Investments Limited.",Real Estate,HK,,New City Development Group Limited,,,,0.107,463006112.0,New City Development Group Limited,HKD,New City Development Group Limited,New City Development Group Limited,,New City Development Group Limited,0456.hk,,,New City Development Group Limited,,8769,0
,,0458.HK,Tristate Holdings Limited,HKD,HKSE,Apparel Manufacturing,"Tristate Holdings Limited, an investment holding company, designs, manufactures, and trades in garments in the People's Republic of China, Canada, the United States, and the United Kingdom. It offers military, work, and sportswear; outerwear; and womenswear under the C.P. Company, Cissonne, Nautica, and Spyder brand names. The company also engages in the branded product distribution, retail, and trading. In addition, it offers sales liaison, general administrative and supporting, factory facilities leasing, nominee and secretarial, technical, and design and customer support services. Further, the company is involved in trademark holding and licensing, retail store operation, and trading of apparel and accessories, as well as general trading and marketing, and product design and development activities. It also exports its products. The company was founded in 1937 and is headquartered in Kwai Chung, Hong Kong. Tristate Holdings Limited operates as a subsidiary of Silver Tree Holdings Inc.",Consumer Cyclical,HK,,Tristate Holdings Limited,,,,1.2,325928416.0,Tristate Holdings Limited,HKD,Tristate Holdings Limited,Tristate Holdings Limited,,Tristate Holdings Limited,0458.hk,,,Tristate Holdings Limited,,8771,0
,,0459.HK,Midland IC&I Limited,HKD,HKSE,Real Estate Services,"Midland IC&I Limited, an investment holding company, provides property agency services for commercial and industrial properties, and shops in Hong Kong. It is also involved in the property investment, securities investment, surveying, and money lending activities; and operation of serviced apartments. In addition, the company provides treasury and management services. The company was incorporated in 2001 is headquartered in Central, Hong Kong.",Real Estate,HK,,Midland IC&I Limited,,,,0.12,216633600.0,Midland IC&I Limited,HKD,Midland IC&I Limited,Midland IC&I Limited,,Midland IC&I Limited,0459.hk,,,Midland IC&I Limited,,8772,0
,,0460.HK,Sihuan Pharmaceutical Holdings Group Ltd.,HKD,HKSE,Drug Manufacturers,"Sihuan Pharmaceutical Holdings Group Ltd., an investment holding company, engages in the research and development, manufacture, and sale of pharmaceutical products in the People's Republic of China. The company offers cardio-cerebral vascular system, central nervous system, metabolism, anti-infective, oncology, and digestive drugs. It also engages in the marketing of pharmaceutical products; manufacture of pharmaceutical materials; project preparation for the manufacture of pharmaceutical products; sale of medical appliances; promotion of technology and consulting services; and construction of medical projects, as well as the provision of information support, research and development, business and development, and general hospital and hospital management services. In addition, the company provides import and export trade services; and markets aesthetic medicines. Additionally, it invests in property; constructs environmental protection projects; and wholesales medical devices raw materials. The company was founded in 2001 and is based in Wanchai, Hong Kong. Sihuan Pharmaceutical Holdings Group Ltd. is a subsidiary of Plenty Gold Enterprises Limited.",Healthcare,HK,,Sihuan Pharmaceutical Holdings Group Ltd.,,,,2.28,21581750300.0,Sihuan Pharmaceutical Holdings Group Ltd.,HKD,Sihuan Pharmaceutical Holdings Group Ltd.,Sihuan Pharmaceutical Holdings Group Ltd.,,Sihuan Pharmaceutical Holdings Group Ltd.,0460.hk,,,Sihuan Pharmaceutical Holdings Group Ltd.,,8773,0
,,0464.HK,China Overseas Nuoxin International Holdings Limited,HKD,HKSE,Household & Personal Products,"China Overseas Nuoxin International Holdings Limited, an investment holding company, designs, manufactures, and sells electrical haircare and healthcare products, and other small household electrical appliances. It also provides contract processing services. The company sells its products through brand owners and importers to beauty supply retailers and wholesalers, chain stores, mass merchandisers, warehouse clubs, and grocery stores, as well as through catalogues. China Overseas Nuoxin International Holdings Limited offers its products in Asia, Europe, North and South America, Africa, and Australia. The company was formerly known as Kenford Group Holdings Limited and changed its name to China Overseas Nuoxin International Holdings Limited in May 2019. China Overseas Nuoxin International Holdings Limited was founded in 1984 and is headquartered in Causeway Bay, Hong Kong. China Overseas Nuoxin International Holdings Limited is a subsidiary of China Yuen Capital Limited.",Consumer Defensive,HK,,China Overseas Nuoxin International Holdings Limited,,,,0.5,222823008.0,China Overseas Nuoxin International Holdings Limited,HKD,China Overseas Nuoxin International Holdings Limited,China Overseas Nuoxin International Holdings Limited,,China Overseas Nuoxin International Holdings Limited,0464.hk,,,China Overseas Nuoxin International Holdings Limited,,8774,0
,,0465.HK,Futong Technology Development Holdings Limited,HKD,HKSE,Information Technology Services,"Futong Technology Development Holdings Limited, an investment holding company, provides enterprise information technology (IT) infrastructure products, services, and solutions; cloud computing products; and intelligent digitalized application products in the People's Republic of China and Hong Kong. It also distributes traditional enterprise-grade IT products; and offers system integration services. The company was founded in 1996 and is headquartered in Beijing, the People's Republic of China. Futong Technology Development Holdings Limited is a subsidiary of China Group Associates Limited.",Technology,CN,,Futong Technology Development Holdings Limited,,,,0.72,224100000.0,Futong Technology Development Holdings Limited,HKD,Futong Technology Development Holdings Limited,Futong Technology Development Holdings Limited,,Futong Technology Development Holdings Limited,0465.hk,,,Futong Technology Development Holdings Limited,,8775,0
,,0467.HK,United Energy Group Limited,HKD,HKSE,Oil & Gas E&P,"United Energy Group Limited, an investment holding company, engages in the investment and operation of upstream oil, natural gas, and other energy related businesses in Hong Kong, South Asia, Pakistan, the Middle East, and North Africa. The company explores for and produces crude oil and natural gas. Its proved and probable reserves consist of 931.3 million barrels of oil equivalent. United Energy Group Limited is headquartered in Admiralty, Hong Kong.",Energy,HK,,United Energy Group Limited,,,,1.49,39162864000.0,United Energy Group Limited,HKD,United Energy Group Limited,United Energy Group Limited,,United Energy Group Limited,0467.hk,,,United Energy Group Limited,,8776,0
,,0479.HK,CIL Holdings Limited,HKD,HKSE,Auto Parts,"CIL Holdings Limited, an investment holding company, distributes and trades in server storage, multi-media, and communication products in Hong Kong. The company also distributes rice cookers and household electrical appliances in the People's Republic of China, Southeast Asia, the Middle East, Africa, and South America. In addition, it engages in money lending operations in Hong Kong. Further, the company purchases and sells securities, and holds equity investments; organizes concerts in Hong Kong and Macau; and provides corporate services. CIL Holdings Limited is headquartered in Kowloon, Hong Kong.",Consumer Cyclical,HK,,CIL Holdings Limited,,,,0.01,52021496.0,CIL Holdings Limited,HKD,CIL Holdings Limited,CIL Holdings Limited,,CIL Holdings Limited,0479.hk,,,CIL Holdings Limited,,8777,0
,,0468.HK,Greatview Aseptic Packaging Company Limited,HKD,HKSE,Packaging & Containers,"Greatview Aseptic Packaging Company Limited, an investment holding company, manufactures, distributes, and sells paper packaging products and filling machines to dairy and non-carbonated soft drink producers in the People's Republic of China and internationally. The company sells its aseptic packaging materials under the GREATVIEW trademark, which includes Greatview Brick, Greatview Pillow, Greatview Crown, Greatview Octagon, and Greatview Blank-Fed. It also provides filling machines, spare parts, technical services, digital marketing, and product traceability solutions to the liquid food industry; and rubber and plastic films. In addition, the company is involved in the technical research and development; software research and development; and research and development of multi-layer food packaging materials. Greatview Aseptic Packaging Company Limited was founded in 2001 and is headquartered in Beijing, the People's Republic of China.",Consumer Cyclical,CN,,Greatview Aseptic Packaging Company Limited,,,,4.11,5493549600.0,Greatview Aseptic Packaging Company Limited,HKD,Greatview Aseptic Packaging Company Limited,Greatview Aseptic Packaging Company Limited,,Greatview Aseptic Packaging Company Limited,0468.hk,,,Greatview Aseptic Packaging Company Limited,,8778,0
,,0471.HK,CMMB Vision Holdings Limited,HKD,HKSE,Electronics & Computer Distribution,"CMMB Vision Holdings Limited, an investment holding company, engages in the convergent mobile multimedia broadcasting (CMMB) business in the United States and Taiwan. The company operates through CMMB Business and Trading Business segments. It delivers digital mobile television (TV) and multimedia contents through terrestrial and satellite networks directly to mobile and wireless devices, such as smartphones, tablets, pocket TVs, laptops, automobile digital receivers, and personal media players. The company also engages in the free-to-air digital TV programming activities; and procurement and distribution of PCB materials. In addition, it provides convergent satellite-mobile multimedia infotainment broadcasting services. The company was formerly known as Global Flex Holdings Limited and changed its name to CMMB Vision Holdings Limited in May 2010. CMMB Vision Holdings Limited was incorporated in 2004 and is headquartered in Hong Kong, Hong Kong.",Technology,HK,,CMMB Vision Holdings Limited,,,,0.25,69481248.0,CMMB Vision Holdings Limited,HKD,CMMB Vision Holdings Limited,CMMB Vision Holdings Limited,,CMMB Vision Holdings Limited,0471.hk,,,CMMB Vision Holdings Limited,,8779,0
,,0472.HK,New Silkroad Culturaltainment Limited,HKD,HKSE,Beverages,"New Silkroad Culturaltainment Limited, an investment holding company, produces and distributes wine in the People's Republic of China. The company also develops and operates integrated resort and cultural tourism; and entertainment business in South Korea. In addition, it is involved in the development and operation of real estate properties; and procurement and distribution of grapes. The company was formerly known as JLF Investment Company Limited and changed its name to New Silkroad Culturaltainment Limited in July 2015. New Silkroad Culturaltainment Limited is headquartered in Causeway Bay, Hong Kong.",Consumer Defensive,HK,,New Silkroad Culturaltainment Limited,,,,0.143,455500768.0,New Silkroad Culturaltainment Limited,HKD,New Silkroad Culturaltainment Limited,New Silkroad Culturaltainment Limited,,New Silkroad Culturaltainment Limited,0472.hk,,,New Silkroad Culturaltainment Limited,,8780,0
,,0474.HK,Aceso Life Science Group Limited,HKD,HKSE,Conglomerates,"Aceso Life Science Group Limited, an investment holding company, engages in the financial services, money lending, rental of construction machinery, property investment, and health care businesses in Hong Kong, Macau, the United Kingdom, and the Peoples Republic of China. It provides property mortgage and personal loans to individuals, corporates, and high net worth clients, as well as unsecured loans to individual high net worth customers; commodities, futures, and securities brokerage services; asset management and other financial services; and transportation services, as well as rents and trades in construction machinery and spare parts. The company also retails men and women apparels; sells construction materials; and offers management services. The company was formerly known as Hao Tian Development Group Limited and changed its name to Aceso Life Science Group Limited in October 2020. The company was incorporated in 2005 and is based in Wanchai, Hong Kong. Aceso Life Science Group Limited is a subsidiary of Asia Link Capital Investment Holdings Limited.",Industrials,HK,,Aceso Life Science Group Limited,,,,0.238,1649789950.0,Aceso Life Science Group Limited,HKD,Aceso Life Science Group Limited,Aceso Life Science Group Limited,,Aceso Life Science Group Limited,0474.hk,,,Aceso Life Science Group Limited,,8781,0
,,0475.HK,Central Development Holdings Limited,HKD,HKSE,Solar,"Central Development Holdings Limited, an investment holding company, engages in the design, manufacture, and wholesale of fine jewelry products primarily in the People's Republic of China. It also manufactures and sells solar cooling intelligent technology products using thermal cooling-stored pipes; sells solar photovoltaic modules and components; and provides energy efficiency analysis and technology enhancement advisory services on solar energy projects. The company offers its jewelry products to jewelry distributors and retailers. The company was formerly known as Zhong Fa Zhan Holdings Limited and changed its name to Central Development Holdings Limited in October 2019. The company is headquartered in Wan Chai, Hong Kong. Central Development Holdings Limited is a subsidiary of Resources Rich Capital Limited.",Technology,HK,,Central Development Holdings Limited,,,,0.77,286643264.0,Central Development Holdings Limited,HKD,Central Development Holdings Limited,Central Development Holdings Limited,,Central Development Holdings Limited,0475.hk,,,Central Development Holdings Limited,,8782,0
,,0476.HK,China Dynamics (Holdings) Limited,HKD,HKSE,Recreational Vehicles,"China Dynamics (Holdings) Limited, an investment holding company, engages in manufacturing of electric vehicles primarily in the People's Republic of China, Hong Kong, and Chile. It operates through Development of Electric Vehicles, Mining, and Metals and Minerals Trading segments. It manufactures and trades in electric buses, electric power system and control system, and other buses; markets and sells vehicle components; and owns Glauberite Mine in Guangxi. The company also engages in the manufacturing and trading of motor vehicles and battery; trading of metals and minerals; mining and sale of mineral resources; and development of new energy technology and products. In addition, it provides management and computer maintenance services; trades in computer hardware and software; and develops software, and energy saving and environmental protection products. The company was formerly known as Sinocop Resources (Holdings) Limited and changed its name to China Dynamics (Holdings) Limited in May 2014. China Dynamics (Holdings) Limited is headquartered in Wanchai, Hong Kong.",Consumer Cyclical,HK,,China Dynamics (Holdings) Limited,,,,0.136,1091034240.0,China Dynamics (Holdings) Limited,HKD,China Dynamics (Holdings) Limited,China Dynamics (Holdings) Limited,,China Dynamics (Holdings) Limited,0476.hk,,,China Dynamics (Holdings) Limited,,8783,0
,,0480.HK,HKR International Limited,HKD,HKSE,Real Estate,"HKR International Limited, an investment holding company, invests in, develops, and manages real estate properties in Hong Kong, Macau, Mainland China, Japan, and South East Asia. It operates in five segments: Property Development, Property Investment, Services Provided, Hotel Operations, and Healthcare. The company primarily develops and manages residential, commercial, and industrial properties, as well as leisure projects. It also owns, operates, and manages hotels; and a healthcare service network, including chronic disease management and integrated medical centers, Chinese medicine centers, dental clinics, medical diagnostic centers, and medical network services. In addition, the company offers transportation services in Discovery Bay, including ferry, land transport, and tunnel operations; operates clubs; and invests in securities. Further, HKR International Limited provides cancer treatment and diagnostic imaging, commercial leasing agency, property agency, bus and garage, dental health and care, and project management services; corporate consultancy services to healthcare operating units; and financial services to first hand purchasers of properties in Discovery Bay, as well as trades in medical and dental equipment and supplies. Additionally, the company engages in the operation of a shipyard and road tunnel; and diabetes and endocrine disorders clinics, as well as acts as an estate manager and principal lessee of communication network in Discovery Bay. HKR International Limited was founded in 1977 and is based in Central, Hong Kong.",Real Estate,HK,,HKR International Limited,,,,3.21,4767813100.0,HKR International Limited,HKD,HKR International Limited,HKR International Limited,,HKR International Limited,0480.hk,,,HKR International Limited,,8784,0
