Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
2593.0,12305.0,ZAYO,Zayo Group Holdings Inc.,USD,NYSE,Communication Equipment,,Technology,,,Zayo Group,Stock,"['Technology', 'Communication Equipment']","['CCOI', 'CTL', 'FTR', 'XLK']",34.99,8321287700.0,Zayo Group Holdings Inc.,$,0,Zayo Group,False,Zayo Group,zayo,"$9,000,000,008,321,280,000.00 ",,Zayo Group,0.0,Z
2594.0,7561.0,ZEAL,Zealand Pharma A/S,USD,NASDAQ,Biotechnology,,Healthcare,DK,,Zealand Pharma A/S,Stock,"['Healthcare', 'Biotechnology']",['XLV'],38.05,1492880260.0,Zealand Pharma A/S,$,Zealand Pharma,Zealand Pharma,False,Zealand Pharma,zealand-pharma,"$9,000,000,001,492,880,000.00 ",,Zealand Pharma,0.0,Z
2595.0,9920.0,ZGNX,Zogenix Inc,USD,NASDAQ,Biotechnology,"Zogenix, Inc. is a pharmaceutical company. The company is headquartered in Emeryville, California and currently employs 136 full-time employees. Its primary area of therapeutic focus is epilepsy and related seizure disorders. Its lead product candidate, ZX008, is a low-dose fenfluramine for the treatment of seizures associated with Dravet syndrome. ZX008 has received orphan drug designation in the United States and European Union (EU), for the treatment of Dravet syndrome. The firm has an additional product candidate, Relday (risperidone once-monthly long-acting injectable) for the treatment of schizophrenia. Relday is a long-acting injectable formulation of risperidone. Risperidone is used to treat the symptoms of schizophrenia and bipolar disorder in adults and teenagers 13 years of age and older. The company has completed the Phase I program for Relday.",Healthcare,US,11/23/2010,Zogenix,Stock,"['Healthcare', 'Drug Manufacturers - Major', 'Drug Manufacturers']","['DRRX', 'NKTR', 'CAH', 'JNJ', 'LLY', 'PFE', 'MRK', 'ALKS', 'ATRS', 'MNK', 'XLV']",20.86,1161340930.0,Zogenix Inc,$,0,Zogenix,False,Zogenix,zogenix,"$9,000,000,001,161,340,000.00 ",,Zogenix,0.0,Z
2596.0,449.0,ZION,Zions Bancorporation N.A.,USD,NASDAQ,Banks Regional,"Zions Bancorporation NA is a bank holding company, which engages in the provision of full banking and related services. The company is headquartered in Salt Lake City, Utah and currently employs 10,201 full-time employees. The firm conducts its banking operations through separately managed and branded segments, including Zions Bank, Amegy Bank, California Bank & Trust, National Bank of Arizona, Nevada State Bank (NSB), Vectra Bank Colorado, The Commerce Bank of Washington (TCBW) and Other. The company focuses on providing community banking services through its business lines, including small and medium-sized business and corporate banking; commercial and residential development, construction and term lending; retail banking; treasury cash management and related products and services; residential mortgage servicing and lending; trust and wealth management; limited capital markets activities, including municipal finance advisory and underwriting, and investment activities. The company provides a range of banking and related services, primarily in Arizona, California, Colorado, Idaho, Nevada, New Mexico, Oregon, Texas, Utah, Washington and Wyoming.",Financial Services,US,1/1/1966,Zions Bancorporation NA,Stock,"['Financial Services', 'Banks - Regional - US', 'Banks']","['GBCI', 'PMBC', 'FIBK', 'TCF', 'USB', 'WAL', 'NBHC', 'GBNK']",37.24,6107807200.0,Zions Bancorporation N.A.,$,Zions Bank,Zions Bank,False,Zions Bank,zions-bank,"$9,000,000,006,107,800,000.00 ",,Zions Bank,0.0,Z
2597.0,9918.0,ZLAB,Zai Lab Ltd,USD,NASDAQ,Biotechnology,"Zai Lab Ltd. is a biopharmaceutical company, which engages in the licensing, developing, and commercializing proprietary therapeutics that address areas of unmet medical need. The company is headquartered in Shanghai, Shanghai and currently employs 309 full-time employees. The firm is focused on discovering or licensing, developing and commercializing proprietary therapeutics that address areas of large unmet medical need in the China market, including in the fields of oncology, autoimmune and infectious diseases. The firm has a broad pipeline of proprietary drug candidates that range from discovery stage to late-stage clinical programs. These include three drug candidates with greater China rights and three drug candidates with global rights. The greater China rights drug candidates include Niraparib (ZL-2306), Omadacycline (ZL-2401) and ZL-2301. The global rights drug candidates include Fugan (ZL-3101), ZL-2302 and ZL-1101.",Healthcare,CN,9/20/2017,Zai Lab,Stock,"['Healthcare', 'Biotechnology']","['PDLI', 'PIRS', 'XLV']",98.4,1097110780.0,Zai Lab Ltd,$,0,Zai Lab,False,Zai Lab,zai-lab,"$9,000,000,001,097,110,000.00 ",,Zai Lab,0.0,Z
2598.0,10075.0,ZNGA,Zynga Inc,USD,NASDAQ,Electronic Gaming & Multimedia,"Zynga, Inc. provides social game services. The company is headquartered in San Francisco, California and currently employs 1,777 full-time employees. The firm develops, markets and operates social games as live services played on mobile platforms, such as iPhone Operating System (iOS) operating system and Android operating system and social networking sites, such as Facebook. The firm has developed a range of social games, including games in its Slots, Words With Friends, Zynga Poker and FarmVille franchises. The company operates its games as live services and updates them with new features. The company analyzes the data generated by its players' game play and social interactions to guide the creation of new content and features. The firm operates its games as live services that are available anytime and anywhere. The firm invests in game categories, including Social Casino, Casual, Action Strategy and Invest Express. Social Casino includes Zynga Poker and its Slots games, such as Hit It Rich! Slots, Wizard of Oz Slots, Willy Wonka and the Chocolate Factory Slots, and Black Diamond Casino.",Communication Services,US,12/15/2011,Zynga,Stock,"['Technology', 'Electronic Gaming & Multimedia', 'Application Software']","['AAPL', 'EA', 'GLUU', 'ATVI', 'CYOU', 'FB', 'GRVY', 'GOOGL', 'PTE', 'XLK']",8.0,8632000500.0,Zynga Inc,$,0,Zynga,False,Zynga,zynga,"$9,000,000,008,632,000,000.00 ",,Zynga,0.0,Z
2599.0,7563.0,ZNTL,Zentalis Pharmaceuticals Inc,USD,NASDAQ,Biotechnology,"Zentalis Pharmaceuticals, Inc., formerly Zentalis Pharmaceuticals LLC., is a clinical-stage biopharmaceutical company focused on developing small molecule therapeutics targeting fundamental biological pathways of cancers. It is developing a pipeline of product candidates with a focus on validated oncology targets. Its lead product candidate, ZN-c5, is an oral selective estrogen receptor degrader. ZN-c5 is in a Phase I/II clinical trial for the treatment of estrogen receptor positive, human epidermal growth factor receptor 2-negative. Its other products include ZN-c3, an oral and small molecule inhibitor of WEE1, a protein tyrosine kinase. ZN-c3 is in a Phase I/II clinical trial for the treatment of advanced solid tumors; ZN-d5, a selective inhibitor of B-cell lymphoma 2, in development for the treatment of hematological malignancies; and ZN-e4, an irreversible inhibitor of mutant epidermal growth factor receptor, in a Phase I/II clinical trial for the treatment of cell lung cancer.",Healthcare,US,4/3/2020,Zentalis Pharmaceuticals Inc,Stock,,,40.93,1662326910.0,Zentalis Pharmaceuticals Inc,$,0,Zentalis Pharmaceuticals Inc,False,Zentalis Pharma ,zentalis-pharma-inc,"$9,000,000,001,662,320,000.00 ",,Zentalis Pharma,1.0,Z
2600.0,7574.0,ZTO,ZTO Express Inc,CNY,NYSE,Integrated Freight & Logistics,"ZTO Express (Cayman) Inc. engages in the provision of express delivery and value-added logistics services through a nationwide network partner. The company is headquartered in Shanghai, Shanghai and currently employs 15,700 full-time employees. The express delivery services mainly include parcel sorting and line-haul transportation. The firm directly provides express delivery services to certain enterprise customers, including vertical e-commerce and traditional merchants, in connection with the delivery of their products to end consumers. The firm conducts its businesses in domestic and overseas markets.",Industrials,CN,10/27/2016,ZTO Express Inc,Stock,,,29.93,3301338880.0,ZTO Express (Cayman) Inc,CNY,ZTO Express,ZTO Express,False,ZTO Express,zto-express,"$9,000,000,003,301,330,000.00 ",,ZTO Express,0.0,Z
2601.0,7576.0,ZUO,Zuora Inc,USD,NYSE,Software Infrastructure,"Zuora, Inc. operates as an online subscription billing and management platform. The company is headquartered in San Mateo, California and currently employs 1,221 full-time employees. The firm's products include Zuora Billing, a recurring billing platform designed for subscription businesses of all sizes across any industry; Zoura Configure Price Quote (CPQ), it configures subscription deal, quote for changes along the subscription lifecycle, and leverage pricing strategies to maximize customer lifetime value; Zuora Collect, it configures user's own automated dunning workflow and automate user's payment retry logic to prevent involuntary churn, and Zuora Revpro, automates revenue management to meet compliance for the latest revenue standards and accelerate user's time to close. Its multi-tenant cloud platform helps companies to launch, scale, and monetize their subscription services.",Technology,US,4/12/2018,Zuora Inc,Stock,,,10.11,1195001980.0,Zuora Inc,$,Zuora,Zuora,False,Zuora,zuora,"$9,000,000,001,195,000,000.00 ",,Zuora,0.0,Z
2602.0,6610.0,ZVV,SuperMontage,USD,NYSE,,,Industrials,,,SuperMontage,Stock,,,25.1,2822058750.0,SuperMontage,$,0,SuperMontage,False,SuperMontage,supermontage,"$9,000,000,002,822,050,000.00 ",,SuperMontage,0.0,Z
2603.0,7577.0,ZYME,Zymeworks Inc,USD,NYSE,Biotechnology,"Zymeworks, Inc. is a clinical-stage biopharmaceutical company, which engages in the discovery, development and commercialization of biotherapeutics. The company is headquartered in Vancouver, British Columbia and currently employs 226 full-time employees. The firm specializes in the discovery, development and commercialization of next-generation multifunctional biotherapeutics, initially focused on the treatment of cancer. The firm operates through a number of platforms, including Azymetric platform, which is developed for the development of IgG-like, novel bispecific antibodies for the targeting of synergistic drug targets; Albucore platform, which is developed as a flexible and alternative platform to antibodies where it is advantageous for multi-valent therapeutic to target multiple disease targets; Effect, which comprises a library of Fc modifications that can selectively modulate the activity of recruited immune cells, and the ZymeLink Conjugation platform, which is a suite of novel protein site-specific conjugation technologies and customizable cleavable and non-cleavable linkers that is compatible with a variety of small molecule therapeutics.",Healthcare,CA,4/28/2017,Zymeworks Inc,Stock,,,40.88,1865244030.0,Zymeworks Inc,$,Zymeworks,Zymeworks,False,Zymeworks,zymeworks,"$9,000,000,001,865,240,000.00 ",,Zymeworks,0.0,Z
4567.0,9353.0,ZEUS,Olympic Steel Inc,USD,NASDAQ,Steel,"Olympic Steel, Inc. engages in the processing, sale, and distribution of metal products. The company is headquartered in Bedford Heights, Ohio and currently employs 1,835 full-time employees. The firm provides metals processing and distribution services for a range of customers. The firm operates through three segments: carbon flat products, specialty metals flat products, and tubular and pipe products. The firm's carbon flat products segment's focus is on the direct sale and distribution of large volumes of processed carbon and coated flat-rolled sheet, coil and plate products and fabricated parts. The firm's specialty metals flat products segment's focus is on the direct sale and distribution of processed aluminum and stainless flat-rolled sheet and coil products, flat bar products and fabricated parts. The firm's tubular and pipe products segment consists of the Chicago Tube and Iron Company (CTI) business. Through its tubular and pipe products segment, it distributes metals tubing, pipe, bar, valve and fittings, and fabricate pressure parts supplied to various industrial markets.",Basic Materials,US,3/10/1994,Olympic Steel,Stock,"['Basic Materials', 'Steel']","['FSTR', 'RS', 'HSC', 'WOR', 'FRD', 'MRC']",12.94,143309200.0,Olympic Steel Inc,$,Olympic Steel,Olympic Steel,False,Olympic Steel,olympic-steel,"$900,000,000,143,309,000.00 ",,Olympic Steel,0.0,Z
4568.0,8994.0,ZIOP,ZIOPHARM Oncology Inc,USD,NASDAQ,Biotechnology,"ZIOPHARM Oncology, Inc. is a biopharmaceutical company, which engages in the development, acquisition, and commercialization of immuno-oncology platforms that leverage cell- and gene-based therapies to treat patients with cancer. The company is headquartered in Boston, Massachusetts and currently employs 48 full-time employees. The firm is focused on developing products in immuno-oncology that employ gene expression, control and cell technologies to deliver cell- and viral-based therapies for the treatment of cancer and graft-versus-host-disease. The company has developed an adenoviral vector, Ad-RTS-IL-12, which is administered intra-tumorally under the control of the RheoSwitch Therapeutic System (RTS) expression platform. Its initial clinical stage product candidate, which is being developed using the immuno-oncology platform is Ad-RTS-IL-12 + veledimex. Ad-RTS-IL-12 + veledimex uses its gene delivery system to produce interleukin-12. As of December 31, 2016, it had completed two Phase II studies evaluating Ad-RTS-IL-12 + veledimex, for the treatment of metastatic melanoma and metastatic breast cancer.",Healthcare,US,8/20/2004,ZIOPHARM Oncology,Stock,"['Healthcare', 'Biotechnology']","['AMGN', 'BAX', 'BMY', 'TSRO', 'CBLI', 'CYTR', 'IQV', 'XON', 'XLV']",2.66,570014080.0,ZIOPHARM Oncology Inc,$,Ziopharm Oncology,Ziopharm Oncology,False,Ziopharm Oncology,ziopharm-oncology,"$900,000,000,570,014,000.00 ",,Ziopharm Oncology,0.0,Z
4569.0,11290.0,ZIXI,Zix Corp,USD,NASDAQ,Software Infrastructure,"Zix Corp. provides an email encryption and security solutions. The company is headquartered in Dallas, Texas and currently employs 265 full-time employees. The firm serves organizations in the healthcare, financial services, insurance and government sectors, including federal financial regulators, such as the Federal Financial Institutions Examination Council (FFIEC), divisions of the United States Treasury, the United States Securities and Exchange Commission (SEC), the United States banks, over 30 Blue Cross Blue Shield organizations and the United States hospitals. The firm's ZixEncrypt enables the secure exchange of e-mails that include sensitive information through a secure messaging service, which allows an enterprise to use policy-driven rules to determine which e-mail messages should be sent securely to comply with regulations or company-defined policies. The company also offers ZixOne and ZixProtect product solutions.",Technology,US,11/9/1989,Zix,Stock,"['Technology', 'Software - Application', 'Application Software']","['MSFT', 'CTXS', 'IBM', 'VMW', 'VHC', 'PFPT', 'XLK']",6.7,381841024.0,Zix Corp,$,0,Zix,False,Zix,zix,"$900,000,000,381,841,000.00 ",,Zix,0.0,Z
4570.0,10821.0,ZOES,Zoe's Kitchen Inc.,USD,NYSE,Restaurants,,Consumer Cyclical,,,Zoe's Kitchen,Stock,"['Consumer Cyclical', 'Restaurants']","['PZZA', 'JACK', 'TAST', 'MCD', 'YUM', 'DNKN', 'RAVE']",12.76,242345000.0,Zoe's Kitchen Inc.,$,0,Zoe's Kitchen,False,Zoe's Kitchen,zoe-s-kitchen,"$900,000,000,242,345,000.00 ",,Zoe's Kitchen,0.0,Z
4571.0,7575.0,ZUMZ,Zumiez Inc,USD,NASDAQ,Apparel Retail,"Zumiez, Inc. engages in retailing apparel, footwear and accessories for young men and women. The company is headquartered in Lynnwood, Washington and currently employs 2,500 full-time employees. The firm operates under the names Zumiez, Blue Tomato and Fast Times. Additionally, it operates e-commerce Websites at www.zumiez.com, www.blue-tomato.com and www.fasttimes.com.au. The company offers various categories of shoes, such as skate shoes, casual shoes, high tops, sandals, slip ons, runners, boots and shoe accessories, such as socks. The company also offers flannels, baseball tees, hoodies, baseball hats, windbreakers, shirts, jackets, jerseys, sweaters and tanks, among others. For women, it offers t-shirts, tank tops, hoodies and sweatshirts, cardigans, jackets, skirts, jeans, joggers, leggings and dresses, among others.",Consumer Cyclical,US,5/6/2005,Zumiez Inc,Stock,,,33.25,846046270.0,Zumiez Inc,$,0,Zumiez Inc,False,Zumiez Inc,zumiez-inc,"$900,000,000,846,046,000.00 ",,Zumiez Inc,0.0,Z
4572.0,7571.0,ZVO,Zovio Inc,USD,NASDAQ,Education & Training Services,"Zovio, Inc. provides postsecondary education services. The company is headquartered in Chandler, Arizona and currently employs 200 full-time employees. The firm's academic institutions include Ashford University and University of the Rockies. Its institutions conduct ongoing faculty and student assessment processes and provide a range of student services. The company offers Constellation, its learning platform, Waypoint Outcomes, its assessment software, and its mobile application technology. Its offers' over 1,250 courses and over 80 degree programs. Ashford University offers associate's, bachelor's and master's degree programs online. Ashford University comprises four colleges: the Forbes School of Business and Technology, the College of Education, the College of Health, Human Services and Science, and the College of Liberal Arts. University of the Rockies is a graduate institution that offers master's and doctoral degree programs in the social and behavioral sciences.",Consumer Defensive,US,4/15/2009,Zovio Inc,Stock,,,3.52,113286272.0,Zovio Inc,$,Zovio,Zovio,False,Zovio,zovio,"$900,000,000,113,286,000.00 ",,Zovio,0.0,Z
4573.0,7578.0,ZYNE,Zynerba Pharmaceuticals Inc,USD,NASDAQ,Drug Manufacturers General Specialty & Generic,"Zynerba Pharmaceuticals, Inc. engages in the provision of pharmaceutically-produced transdermal cannabinoid therapies. The company is headquartered in Devon, Pennsylvania and currently employs 25 full-time employees. The firm is engaged in developing and commercializing transdermal synthetic cannabinoid treatments for patients with high unmet needs. Its development pipeline includes two product candidates: ZYN002 and ZYN001. ZYN002 is a synthetic cannabidiol (CBD), which is a non-psychoactive cannabinoid, formulated as a patent-protected permeation-enhanced gel for transdermal delivery through the skin and into the circulatory system. ZYN002 is in Phase II clinical development in patients with refractory epilepsy, in patients with osteoarthritis of the knee, as well as in patients with Fragile X syndrome. ZYN001 is a pro-drug of tetrahydrocannabinol (THC) that enables transdermal delivery through the skin and into the circulatory system through a patch. ZYN001 is targeting two pain indications, fibromyalgia and peripheral neuropathic pain.",Healthcare,US,8/5/2015,Zynerba Pharmaceuticals Inc,Stock,,,3.78,111280176.0,Zynerba Pharmaceuticals Inc,$,0,Zynerba Pharmaceuticals Inc,False,Zynerba Pharma ,zynerba-pharma-inc,"$900,000,000,111,280,000.00 ",,Zynerba Pharma,1.0,Z
4574.0,7579.0,ZYXI,Zynex Inc,USD,NASDAQ,Medical Devices,"Zynex, Inc. engages in the design, manufacture, and marketing of medical devices. The company is headquartered in Lone Tree, Colorado and currently employs 182 full-time employees. The firm conducts its business through its subsidiaries and the operating subsidiary is Zynex Medical, Inc. (ZMI). Its other subsidiaries include Zynex Monitoring Solutions, Inc. (ZMS) and Zynex Europe, ApS (ZEU). ZMI designs, manufactures and markets medical devices that treat chronic and acute pain, as well as activate and exercise muscles for rehabilitative purposes with electrical stimulation. ZMS is in the process of developing its blood volume monitoring product for non-invasive cardiac monitoring. ZEU intends to focus on sales and marketing its products within the international marketplace, upon receipt of necessary regulatory approvals. The company markets and sells Zynex-manufactured products and distributes private labeled products. Its products include NexWave, NeuroMove, InWave, Electrodes and Batteries. ZMI devices are intended for pain management to reduce reliance on drugs and medications.",Healthcare,US,11/27/2002,Zynex Inc,Stock,,,13.87,481857664.0,Zynex Inc,$,0,Zynex Inc,False,Zynex Inc,zynex-inc,"$900,000,000,481,857,000.00 ",,Zynex Inc,0.0,Z
5573.0,10120.0,ZAGG,Zagg Inc,USD,NASDAQ,Specialty Retail,"Zagg, Inc. engages in the design, production, and distribution of mobile tech accessories for smartphones and tablets. The company is headquartered in Midvale, Utah and currently employs 618 full-time employees. In addition, the Company designs, produces and distributes earbuds, headphones, mobile power solutions, Bluetooth speakers, cases and cables for mobile devices under the iFrogz brand in the fashion and youth oriented lifestyle sector. The firm designs product solutions for users of mobile devices, and sells these products to consumers through global distribution partners and online. The firm offers products for various market segments of handheld electronic devices, including smartphones, tablets, notebook computers, laptops, gaming devices, global positioning system (GPS) devices, watch faces, and similar devices and surfaces. Its other brands include mophie and BRAVEN.",Consumer Cyclical,US,7/19/2007,ZAGG,Stock,"['Consumer Cyclical', 'Specialty Retail', 'Retail - Apparel & Specialty']","['AAPL', 'LOGI', 'BBY', 'ACCO']",3.32,99097016.0,Zagg Inc,$,0,ZAGG,False,ZAGG,zagg,"$90,000,000,099,097,000.00 ",,ZAGG,0.0,Z
