,date,symbol,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
0,2019-12-31,CPK,2020-02-26,2020-02-26 17:19:00,FY,65153000,45900000,24476000,4279000.0,48199000,36489000,8227000.0,-62021000,-288498000,1942000.0,102964000,-184727000,-23988000,0.0,0.0,-1860000.0,-186587000,-41936000,0.0,-721000.0,-24693000,158133000,84519000,0.0,896000.0,6985000.0,6089000.0,102964000,-184727000,-81763000,https://www.sec.gov/Archives/edgar/data/19745/000162828020002321/0001628280-20-002321-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000162828020002321/cpk1231201910-k.htm
0,2018-12-31,CPK,2019-02-27,2019-02-26 18:04:44,FY,56580000,40802000,21226000,2813000.0,-102284000,-16311000,2107000.0,35907000,-336697000,18130000,117362000,-269767000,-16654000,0.0,0.0,-16497000,-256848000,-34388000,0.0,-706000.0,-22043000,202481000,139961000,0.0,475000.0,6089000.0,5614000.0,117362000,-240351000,-122989000,https://www.sec.gov/Archives/edgar/data/19745/000162828019002015/0001628280-19-002015-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000162828019002015/cpk1231201810-k.htm
0,2017-12-31,CPK,2018-03-01,2018-03-01 11:59:26,FY,58124000,36599000,11085000,2490000.0,-41513000,-19506000,-9036000.0,15596000,-234413000,13617000,110089000,-175329000,-11945000,0.0,0.0,-11566000,-186895000,-12100000,-10000.0,79000.0,-19928000,115894000,78242000,0.0,1436000.0,5614000.0,4178000.0,110089000,-175329000,-65240000,https://www.sec.gov/Archives/edgar/data/19745/000162828018002594/0001628280-18-002594-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000162828018002594/cpk1231201710-k.htm
0,2016-12-31,CPK,2017-02-28,2017-02-27 20:37:04,FY,44675000,32159000,31257000,2367000.0,-25014000,-27013000,-2531000.0,18829000,-192900000,11819000,104141000,-169861000,0.0,811000.0,0.0,-176000.0,-170037000,-9146000.0,57360000,58171000,-17482000,41435000,67219000,0.0,1323000.0,4178000.0,2855000.0,104141000,-169861000,-65720000,https://www.sec.gov/Archives/edgar/data/19745/000162828017001844/0001628280-17-001844-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000162828017001844/cpk1231201610-k.htm
0,2015-12-31,CPK,2016-02-29,2016-02-26 18:33:37,FY,41140000,29972000,20520000,1937000.0,-96024000,17097000,1527000.0,-10897000,-167886000,9953000.0,104715000,-144618000,-20930000,813000.0,0.0,-20940000,-164539000,-10820000,0.0,813000.0,-15924000,88296000,58105000,0.0,-1719000.0,2855000.0,4574000.0,104715000,-143599000,-38884000,https://www.sec.gov/Archives/edgar/data/19745/000162828016011868/0001628280-16-011868-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000162828016011868/cpk1231201510-k.htm
0,2014-12-31,CPK,2015-03-05,2015-03-05 12:20:26,FY,36092000,26316000,22235000,1958000.0,23638000,20683000,4177000.0,-8047000.0,-71862000,9311000.0,79284000,-97164000,0.0,-165000.0,0.0,10578000,-86586000,-9969000.0,0.0,-165000.0,-13887000,36950000,8520000.0,0.0,1218000.0,4618000.0,3400000.0,79284000,-97164000,-17880000,https://www.sec.gov/Archives/edgar/data/19745/000162828015001482/0001628280-15-001482-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000162828015001482/cpk1231201410-k.htm
0,2013-12-31,CPK,2014-03-06,2014-03-06 15:56:23,FY,32800000,24000000,14900000,1631000.0,-33900000,-21244000,-4492000.0,18824000,-95500000,7200000.0,72900000,-97120000,0.0,0.0,0.0,-17661000,-114800000,-15191000,0.0,-1300000.0,-13100000,73473000,41800000,0.0,0.0,3400000.0,3400000.0,72900000,-97100000,-24200000,https://www.sec.gov/Archives/edgar/data/19745/000144530514000904/0001445305-14-000904-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000144530514000904/cpk1231201310-k.htm
0,2012-12-31,CPK,2013-03-08,2013-03-08 07:45:35,FY,28900000,22500000,13900000,1419000.0,-31900000,21549000,603000.0,-19936000,-61600000,7100000.0,65900000,-72007000,0.0,0.0,0.0,2178000.0,-69800000,-8202000.0,0.0,-1300000.0,-12300000,28579000,4700000.0,0.0,700000.0,3300000.0,2600000.0,65900000,-72000000,-6100000.0,https://www.sec.gov/Archives/edgar/data/19745/000119312513097201/0001193125-13-097201-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000119312513097201/d466906d10k.htm
0,2011-12-31,CPK,2012-03-07,2012-03-07 06:09:05,FY,27600000,20200000,17700000,0.0,30700000,0.0,0.0,0.0,-29700000,5700000.0,71100000,0.0,0.0,0.0,0.0,0.0,-47800000,0.0,0.0,-1200000.0,-11700000,0.0,-22300000,0.0,1000000.0,2600000.0,1600000.0,71100000,-47000000,24100000,https://www.sec.gov/Archives/edgar/data/19745/000119312512099980/0001193125-12-099980-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000119312512099980/d302139d10k.htm
0,2010-12-31,CPK,2011-03-08,2011-03-08 16:32:16,FY,26100000,20800000,13400000,-169000.0,-6400000.0,-3814000.0,1050000.0,1636000.0,-60400000,2900000.0,61000000,-13969000,0.0,-297000.0,0.0,0.0,-48800000,-6637000.0,0.0,600000.0,-11000000,0.0,-13400000,0.0,-1200000.0,1600000.0,2800000.0,61000000,-45400000,15600000,https://www.sec.gov/Archives/edgar/data/19745/000095012311023151/0000950123-11-023151-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000095012311023151/c13513e10vk.htm
0,2009-12-31,CPK,2010-03-08,2010-03-08 17:27:59,FY,15900000,11600000,10100000,1217000.0,-44400000,-16770000,3383000.0,9832000.0,-54000000,6500000.0,45800000,-12615000,0.0,-146000.0,0.0,0.0,-23100000,-6637000.0,0.0,400000.0,-8000000.0,0.0,-21400000,0.0,1200000.0,2800000.0,1600000.0,45800000,-26600000,19200000,https://www.sec.gov/Archives/edgar/data/19745/000095012310022158/0000950123-10-022158-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000095012310022158/c97091e10vk.htm
0,2008-12-31,CPK,2009-03-09,2009-03-09 16:53:30,FY,13600000,9000000.0,11400000,151910000,20000000,19410552000,-1729641000,-15139134000,-9600000.0,2400000.0,28500000,-30755845000,0.0,-200603000,0.0,0.0,-31200000,-7656623000,0.0,0.0,-8000000.0,0.0,1700000.0,0.0,-1000000.0,1600000.0,2600000.0,28500000,-30800000,-2300000.0,https://www.sec.gov/Archives/edgar/data/19745/000136231009003438/0001362310-09-003438-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000136231009003438/c82120e10vk.htm
0,2007-12-31,CPK,2008-03-10,2008-03-10 17:19:38,FY,13200000,9100000.0,1800000.0,1825028000,-16600000,-28189132000,1193336000,22130049000,-29600000,4900000.0,25700000,-31277390000,0.0,229125000,0.0,0.0,-31300000,-7656580000,0.0,300000.0,-7000000.0,0.0,3700000.0,0.0,-1900000.0,2600000.0,4500000.0,25700000,-31300000,-5600000.0,https://www.sec.gov/Archives/edgar/data/19745/000001974508000006/0000019745-08-000006-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000001974508000006/dqk.htm
0,2006-12-31,CPK,2007-03-14,2007-03-13 18:07:58,FY,10500000,8200000.0,-400000.0,382608000,700000.0,9705860000,354764000,-11434370000,-13000000,3200000.0,30100000,-48845828000,0.0,-177990000,0.0,0.0,-48900000,-4929674000,0.0,300000.0,-6000000.0,0.0,20700000,0.0,2000000.0,4500000.0,2500000.0,30100000,-48800000,-18700000,https://www.sec.gov/Archives/edgar/data/19745/000001974507000004/0000019745-07-000004-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000001974507000004/cpk200610k.htm
0,2005-12-31,CPK,2006-03-07,2006-03-07 13:39:22,FY,10500000,7600000.0,1500000.0,1621607000,-22300000,-16831750000,-5704040000,15258551000,-13700000,2800000.0,13300000,-33008235000,0.0,-1242563000,0.0,0.0,-32800000,-4794827000,0.0,500000.0,-5800000.0,0.0,20400000,0.0,900000.0,2500000.0,1600000.0,13300000,-33000000,-19700000,https://www.sec.gov/Archives/edgar/data/19745/000001974506000005/0000019745-06-000005-index.htm,https://www.sec.gov/Archives/edgar/data/19745/000001974506000005/cpk_10k05.htm
0,2004-12-31,CPK,,,FY,9400000.0,7300000.0,4200000.0,0.0,300000.0,-11500000,-1700000.0,-11500000,8600000.0,4700000.0,23500000,0.0,0.0,0.0,0.0,0.0,-16800000,0.0,0.0,100000.0,-5600000.0,0.0,-8100000.0,0.0,-1500000.0,1600000.0,3100000.0,23500000,-17800000,5700000.0,,
0,2003-12-31,CPK,,,FY,9300000.0,8000000.0,2400000.0,0.0,9600000.0,-6700000.0,200000.0,-900000.0,8300000.0,4100000.0,22000000,0.0,0.0,0.0,0.0,0.0,-5900000.0,0.0,0.0,300000.0,-6100000.0,0.0,-15500000,0.0,700000.0,3200000.0,2500000.0,22000000,-11800000,10200000,,
0,2002-12-31,CPK,,,FY,3700000.0,9300000.0,300000.0,0.0,27300000,-2700000.0,300000.0,-6500000.0,-1300000.0,5300000.0,24400000,0.0,0.0,0.0,0.0,0.0,-14100000,0.0,0.0,300000.0,-5300000.0,0.0,-9100000.0,0.0,1300000.0,2500000.0,1200000.0,24400000,-14700000,9700000.0,,
0,2001-12-31,CPK,,,FY,6700000.0,9299999.999999998,500000.0,0.0,-19000000,16700000,1100000.0,19100000,-28600000,800000.0,15500000,0.0,0.0,0.0,0.0,0.0,-29200000,0.0,0.0,200000.0,-5200000.0,0.0,10300000,0.0,-3400000.0,1200000.0,4600000.0,15500000,-29200000,-13700000,,
0,2000-12-31,CPK,,,FY,7500000.0,8200000.0,2900000.0,0.0,5200000.0,-16300000,-3300000.0,-16900000,-9600000.0,-1500000.0,8400000.0,0.0,0.0,0.0,0.0,0.0,-21800000,0.0,0.0,200000.0,-5000000.0,0.0,15700000,0.0,2200000.0,4600000.0,2400000.0,8400000.0,-21800000,-13400000,,
0,1999-12-31,CPK,,,FY,8300000.0,7600000.0,400000.0,0.0,-11900000,-6800000.0,-1700000.0,-5700000.0,-14800000,200000.0,16600000,0.0,0.0,0.0,0.0,0.0,-22900000,0.0,0.0,200000.0,-4800000.0,0.0,6100000.0,0.0,-200000.0,2400000.0,2600000.0,16600000,-25100000,-8500000.0,,
