datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
2012-11-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,24.73,25.05,24.07,25.05,22.44,155800.0,155800.0,0.28,0.06711764705882353,24.648431176470584
2012-12-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,25.07,25.52,24.65,25.08,22.61,260000.0,260000.0,0.06999999999999995,0.016473684210526314,25.052280526315787
2013-01-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,25.39,26.96,25.35,26.55,23.93,669700.0,669700.0,-0.05999999999999994,-0.008772727272727267,26.040455000000005
2013-02-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,26.73,27.88,26.5,27.86,25.11,560200.0,560200.0,-1.3800000000000001,-0.26436842105263164,27.135963684210527
2013-03-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,27.71,28.52,27.56,28.24,25.55,559300.0,559300.0,-0.06000000000000002,-0.009349999999999994,28.226999499999998
2013-04-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,28.3,28.81,27.86,28.53,25.82,567700.0,567700.0,-0.7500000000000001,-0.11913636363636365,28.366211363636364
2013-05-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,28.52,30.96,28.3,30.15,27.28,513700.0,513700.0,0.019999999999999934,0.005500000000000005,29.72772636363636
2013-06-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,30.12,30.23,29.11,29.97,27.22,488400.0,488400.0,-1.4599999999999995,-0.24295,29.704666500000002
2013-07-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,30.23,31.26,30.04,30.76,27.94,443500.0,443500.0,-0.53,-0.07709090909090908,30.800454545454553
2013-08-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,31.12,31.48,30.32,30.57,27.77,186400.0,186400.0,-0.5400000000000001,-0.08109523809523808,30.88301428571429
2013-09-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,30.86,31.63,30.49,30.69,28.0,240400.0,240400.0,-0.17000000000000004,-0.02554999999999998,31.024833
2013-10-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,30.79,32.92,30.38,32.57,29.72,341700.0,341700.0,0.8300000000000003,0.12054545454545451,31.612575454545468
2013-11-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,32.6,34.3,32.44,34.1,31.11,285400.0,285400.0,0.09000000000000002,0.015047619047619058,33.25857095238094
2013-12-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,34.2,35.0,33.48,34.78,31.85,349300.0,349300.0,-0.5299999999999999,-0.07644999999999999,34.182332499999994
2014-01-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,34.69,36.28,34.45,35.21,32.25,518200.0,518200.0,-0.47000000000000003,-0.05890909090909092,35.40408954545453
2014-02-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,34.96,36.79,34.28,36.62,33.54,363400.0,363400.0,1.18,0.17447368421052634,35.69719315789474
2014-03-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,36.33,37.54,36.1,36.69,33.73,484200.0,484200.0,-1.4799999999999998,-0.18895238095238098,36.819207142857145
2014-04-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,36.81,37.05,35.35,36.64,33.69,373100.0,373100.0,-1.3400000000000003,-0.17409523809523814,36.3498419047619
2014-05-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,36.7,37.12,36.0,37.08,34.09,340600.0,340600.0,-0.29000000000000004,-0.03814285714285716,36.57476285714286
2014-06-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,37.33,37.96,36.93,37.1,34.24,246300.0,246300.0,0.13999999999999996,0.018190476190476198,37.45619047619048
2014-07-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,37.26,38.27,36.98,37.39,34.51,265600.0,265600.0,-0.21000000000000008,-0.024045454545454547,37.62530454545454
2014-08-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,37.28,39.08,36.98,38.73,35.75,241800.0,241800.0,0.2600000000000001,0.03399999999999999,38.09316700000001
2014-09-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,38.92,39.37,38.61,39.28,36.39,381800.0,381800.0,0.3100000000000001,0.039428571428571424,39.02603238095237
2014-10-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,39.13,40.5,36.6,40.38,37.41,650400.0,650400.0,1.0199999999999998,0.1271818181818182,38.61575772727273
2014-11-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,40.54,42.19,40.46,42.07,38.98,684400.0,684400.0,0.8899999999999999,0.10854999999999997,41.1946675
2014-12-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,41.7,43.37,40.9,42.46,39.36,1360400.0,1360400.0,-0.3900000000000001,-0.04114285714285715,42.154444761904756
2015-01-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,42.93,45.71,41.77,44.99,41.7,1876800.0,1876800.0,-1.0199999999999996,-0.10923809523809522,43.59952380952382
2015-02-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,44.93,47.44,44.3,46.84,43.42,1436400.0,1436400.0,-0.05000000000000003,-0.004736842105263161,46.22070157894736
2015-03-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,46.88,47.52,45.17,46.45,43.25,992800.0,992800.0,-0.2400000000000002,-0.020545454545454537,46.650605454545456
2015-04-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,46.37,47.09,44.52,44.64,41.57,955100.0,955100.0,-0.49999999999999983,-0.05023809523809521,45.81206333333332
2015-05-01,VFV.TO,Vanguard S&amp;P 500 Index ETF,Toronto,2012-11-08,,45.07,47.28,44.08,46.65,43.44,810200.0,810200.0,-0.7100000000000001,-0.07270000000000001,45.73233350000001
