datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
2009-06-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,15.13,15.48,14.13,15.01,11.68,54400.0,54400.0,-1.19,-0.41389473684210526,14.947367894736841
2009-07-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,14.92,15.7,13.82,15.67,12.2,47800.0,47800.0,0.19,0.05449999999999999,14.896970454545453
2009-08-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,15.94,16.07,15.12,15.55,12.11,36600.0,36600.0,-0.59,-0.18315,14.828000500000002
2009-09-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,15.58,16.73,15.35,16.14,12.56,38800.0,38800.0,-0.37,-0.10485714285714286,15.391429523809526
2009-10-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.14,16.48,15.32,15.34,11.94,106800.0,106800.0,-0.5700000000000001,-0.168,14.549683333333334
2009-11-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,15.43,16.7,15.39,16.34,12.72,137800.0,137800.0,0.05999999999999997,0.021380952380952396,16.209048095238096
2009-12-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.49,16.79,16.0,16.56,12.89,142100.0,142100.0,-0.26999999999999996,-0.07714285714285715,16.42317380952381
2010-01-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.67,16.95,14.91,15.53,12.09,205300.0,205300.0,-1.02,-0.3134500000000001,16.3016675
2010-02-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,15.61,16.48,15.44,16.29,12.68,128700.0,128700.0,0.32000000000000006,0.10957894736842107,15.998070526315791
2010-03-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.38,17.09,16.38,16.8,13.08,11773000.0,11773000.0,-0.23,-0.05847826086956521,16.802608260869565
2010-04-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.88,17.21,16.71,17.21,13.4,231600.0,231600.0,-0.049999999999999996,-0.012428571428571426,16.18079333333333
2010-05-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,17.23,17.23,15.9,16.42,12.78,501600.0,501600.0,-0.9500000000000001,-0.2748499999999999,16.591167
2010-06-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.42,16.95,15.7,15.74,12.33,236900.0,236900.0,-0.42999999999999994,-0.11913636363636361,15.663788181818182
2010-07-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,15.74,16.39,15.48,16.34,12.8,197700.0,197700.0,-0.32,-0.10473684210526317,16.065964210526317
2010-08-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.44,16.6,15.91,16.51,12.93,307300.0,307300.0,0.66,0.1934285714285714,16.276825238095242
2010-09-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,16.64,17.09,16.64,17.0,13.4,14502200.0,14502200.0,-0.27,-0.07452380952380955,16.02999904761905
2010-10-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,17.09,17.45,16.9,17.3,13.64,269200.0,269200.0,-0.4600000000000001,-0.13315000000000002,17.2416655
2010-11-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,17.44,17.88,17.16,17.74,13.98,229300.0,229300.0,-0.23,-0.05849999999999999,17.559242272727275
2010-12-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,17.9,18.34,17.88,18.3,14.51,479800.0,479800.0,0.09000000000000001,0.024619047619047624,18.10460238095238
2011-01-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,18.49,18.5,17.89,18.49,14.66,589000.0,589000.0,-0.79,-0.21475,18.232332999999997
2011-02-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,18.69,19.44,18.62,19.3,15.3,304800.0,304800.0,-0.36000000000000004,-0.09636842105263156,18.992982631578943
2011-03-01,ZCN.TO,BMO S&amp;P/TSX Capped Composite Index ETF,Toronto,2009-06-04,,19.47,19.69,18.3,19.27,15.36,331700.0,331700.0,-0.8600000000000001,-0.18513043478260874,19.115507826086958
