datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
1999-10-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.19,10.83,10.05,10.81,6.87,37384700.0,37384700.0,0.32,0.16610526315789473,10.391403157894736
1999-11-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.81,11.85,10.73,11.23,7.13,43785200.0,43785200.0,-0.28,-0.10704545454545454,11.257727727272728
1999-12-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.23,12.63,11.21,12.41,7.89,41438400.0,41438400.0,0.22999999999999998,0.10414285714285716,11.983650952380954
2000-01-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.2,13.0,11.88,12.56,7.98,65789300.0,65789300.0,-0.8900000000000001,-0.34224999999999994,12.4285
2000-02-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.58,14.13,12.44,13.1,8.33,87880700.0,87880700.0,-0.7199999999999998,-0.23452380952380952,13.484443809523809
2000-03-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.18,15.14,13.18,14.29,9.13,198864400.0,198864400.0,0.51,0.17152173913043486,14.083477391304347
2000-04-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,14.31,14.38,12.55,13.98,8.94,204097500.0,204097500.0,-0.06000000000000005,0.015210526315789447,13.716489473684213
2000-05-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,14.08,14.58,13.29,14.08,9.0,157946900.0,157946900.0,0.24000000000000005,0.08654545454545454,14.048485000000001
2000-06-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,14.11,15.71,14.11,15.6,10.0,180575100.0,180575100.0,0.7000000000000001,0.2173636363636364,15.057728181818185
2000-07-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,15.78,16.99,15.41,16.04,10.28,136837100.0,136837100.0,-1.22,-0.3619,16.2318335
2000-08-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,16.11,17.44,15.53,17.17,11.01,102687500.0,102687500.0,0.30000000000000016,0.09059090909090908,16.835302727272726
2000-09-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,17.2,17.5,15.13,15.48,9.94,140713000.0,140713000.0,-1.88,-0.5479499999999999,16.306833500000003
2000-10-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,15.71,16.17,13.53,14.24,9.15,147624200.0,147624200.0,-1.6800000000000004,-0.509904761904762,15.24761857142857
2000-11-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,14.13,14.48,12.8,13.21,8.49,134075800.0,134075800.0,-1.17,-0.3746363636363635,13.587726818181823
2000-12-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.29,14.49,12.7,13.26,8.52,264418700.0,264418700.0,0.35,0.15694736842105259,13.465963684210529
2001-01-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.28,14.1,12.59,13.85,8.9,143927800.0,143927800.0,0.24999999999999997,0.10186363636363632,13.314394090909094
2001-02-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.88,13.93,11.48,11.86,7.62,145003900.0,145003900.0,-1.0700000000000003,-0.3919,12.786000500000002
2001-03-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.88,12.31,10.84,11.15,7.19,216071100.0,216071100.0,-0.6100000000000001,-0.22868181818181818,11.531817727272728
2001-04-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.14,12.0,10.75,11.5,7.41,165134200.0,165134200.0,0.15000000000000008,0.07004999999999999,11.3814995
2001-05-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.53,12.25,11.33,11.8,7.61,169201700.0,169201700.0,0.05000000000000002,0.026409090909090913,11.766968636363636
2001-06-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.83,12.1,10.8,11.1,7.19,100604000.0,100604000.0,-0.6,-0.24857142857142855,11.429048095238093
2001-07-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.19,11.21,10.84,11.16,7.23,93032400.0,93032400.0,0.22,0.09828571428571424,11.039840476190475
2001-08-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.2,11.33,10.78,10.83,7.01,80551300.0,80551300.0,-0.21999999999999995,-0.08690909090909091,11.053334090909091
2001-09-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.89,11.01,9.14,9.95,6.48,120413900.0,120413900.0,0.29,0.18505882352941175,10.135098823529411
2001-10-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.95,10.26,9.84,9.96,6.48,82138400.0,82138400.0,0.11999999999999988,0.0601818181818182,10.033333636363635
2001-11-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.0,10.98,9.94,10.8,7.03,72874300.0,72874300.0,0.55,0.24240909090909096,10.607575454545456
2001-12-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.75,11.19,10.68,11.08,7.31,129866600.0,129866600.0,0.13999999999999996,0.06926315789473685,10.95701842105263
2002-01-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.09,11.4,10.69,10.96,7.23,104107000.0,104107000.0,-0.37000000000000005,-0.1491818181818182,11.029847727272728
2002-02-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.98,11.1,10.54,10.95,7.22,63100400.0,63100400.0,-0.17,-0.07594999999999999,10.781332500000001
2002-03-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.99,11.5,10.96,11.24,7.44,137550700.0,137550700.0,0.29,0.13410000000000002,11.255665999999998
2002-04-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.21,11.34,10.74,10.85,7.19,52178900.0,52178900.0,-0.5499999999999999,-0.22499999999999998,11.031817727272728
2002-05-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.86,10.98,10.65,10.76,7.13,48433800.0,48433800.0,-0.17,-0.07036363636363639,10.826818181818181
2002-06-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.73,10.8,9.81,10.09,6.71,277977700.0,277977700.0,-0.45000000000000007,-0.20975000000000002,10.287833
2002-07-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.0,10.08,8.39,9.34,6.21,111032800.0,111032800.0,-0.53,-0.23222727272727264,9.412576363636363
2002-08-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.26,9.56,9.04,9.32,6.2,79224500.0,79224500.0,0.38,0.19899999999999998,9.304762857142856
2002-09-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.25,9.39,8.46,8.65,5.78,165926600.0,165926600.0,-0.3999999999999999,-0.21425,8.947332499999998
2002-10-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,8.65,9.17,7.98,8.84,5.91,171833100.0,171833100.0,-0.04999999999999995,-0.018636363636363642,8.689090454545457
2002-11-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,8.81,9.5,8.78,9.35,6.25,172067300.0,172067300.0,0.52,0.2764285714285714,9.170633809523808
2002-12-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.48,9.59,9.25,9.36,6.28,120382500.0,120382500.0,0.15000000000000002,0.08449999999999999,9.406500000000003
2003-01-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.39,9.77,9.15,9.3,6.25,196541200.0,196541200.0,-0.10000000000000007,-0.044000000000000004,9.54893909090909
2003-02-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.33,9.48,9.11,9.38,6.3,67186100.0,67186100.0,0.040000000000000036,0.023099999999999996,9.270833000000001
2003-03-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.39,9.44,8.89,9.04,6.1,59752600.0,59752600.0,-0.09999999999999995,-0.047761904761904776,9.141746190476189
2003-04-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.08,9.5,9.04,9.39,6.34,115195300.0,115195300.0,-0.050000000000000024,-0.025190476190476197,9.27762
2003-05-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.39,9.81,9.31,9.75,6.58,52532500.0,52532500.0,0.5399999999999999,0.27009523809523805,9.589524285714285
2003-06-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.81,10.18,9.81,9.91,6.72,147656500.0,147656500.0,0.20999999999999996,0.10404761904761906,9.990159523809524
2003-07-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,9.91,10.39,9.88,10.27,6.96,83544700.0,83544700.0,0.23000000000000004,0.10454545454545454,10.112575909090905
2003-08-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.2,10.7,10.03,10.65,7.22,67272800.0,67272800.0,0.49000000000000005,0.23724999999999996,10.4400005
2003-09-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.64,10.86,10.36,10.41,7.09,94547400.0,94547400.0,-0.27,-0.12000000000000002,10.704761904761904
2003-10-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.45,11.05,10.44,10.93,7.45,90875800.0,90875800.0,0.19999999999999998,0.08672727272727275,10.791060454545455
2003-11-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,10.98,11.13,10.6,11.03,7.51,69808000.0,69808000.0,0.22,0.10455,10.975834
2003-12-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.06,11.58,11.03,11.51,7.88,107251600.0,107251600.0,0.33000000000000007,0.13495454545454552,10.77333409090909
2004-01-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.53,12.18,11.53,11.94,8.17,230773800.0,230773800.0,-0.09000000000000002,-0.03171428571428571,11.907779047619046
2004-02-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.99,12.35,11.97,12.35,8.45,83207900.0,83207900.0,0.19000000000000003,0.0806,12.164999
2004-03-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.38,12.44,11.7,11.91,8.18,131679000.0,131679000.0,-0.6499999999999999,-0.23082608695652174,11.997534782608694
2004-04-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.97,12.43,11.4,11.4,7.83,174296200.0,174296200.0,-0.7,-0.2785238095238095,12.032698571428572
2004-05-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.5,11.82,11.26,11.64,8.0,117251400.0,117251400.0,-0.07000000000000005,-0.029099999999999994,11.497333
2004-06-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.63,12.02,11.51,11.85,8.18,94353900.0,94353900.0,0.009999999999999995,0.004409090909090898,11.739544545454548
2004-07-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.79,11.85,11.49,11.8,8.14,73327900.0,73327900.0,-0.12000000000000002,-0.0475238095238095,11.70206238095238
2004-08-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.85,11.87,11.32,11.69,8.07,55728100.0,55728100.0,-0.12000000000000008,-0.045714285714285714,11.558889047619047
2004-09-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,11.67,12.19,11.62,12.03,8.34,110858600.0,110858600.0,0.7200000000000002,0.2910952380952381,11.900951904761907
2004-10-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.07,12.46,12.07,12.42,8.61,109913900.0,109913900.0,0.33,0.13674999999999998,12.317000499999999
2004-11-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.45,12.68,12.27,12.61,8.74,89465000.0,89465000.0,0.25,0.09172727272727274,12.477121363636364
2004-12-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.61,12.96,12.54,12.87,8.92,78160700.0,78160700.0,0.24000000000000013,0.09019047619047617,12.738888571428571
2005-01-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.75,12.79,12.41,12.71,8.81,77202700.0,77202700.0,0.020000000000000004,0.008799999999999985,12.586667000000002
2005-02-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,12.73,13.54,12.72,13.37,9.27,128020600.0,128020600.0,0.5699999999999998,0.22014999999999993,13.165332500000005
2005-03-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.4,13.82,13.03,13.39,9.32,108222500.0,108222500.0,-0.06999999999999999,-0.021772727272727263,13.457880000000001
2005-04-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.48,13.53,12.9,13.09,9.11,101408000.0,101408000.0,-0.5099999999999999,-0.18157142857142858,13.220793333333331
2005-05-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.06,13.63,13.01,13.54,9.42,156096200.0,156096200.0,0.14,0.051809523809523805,13.307776666666665
2005-06-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,13.52,14.24,13.49,13.93,9.73,77894500.0,77894500.0,0.3600000000000001,0.11954545454545454,13.888787727272728
2005-07-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,14.09,14.89,13.95,14.68,10.26,76650500.0,76650500.0,0.26,0.09239999999999995,14.425166
2005-08-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,14.78,15.14,14.61,15.06,10.53,142487300.0,142487300.0,0.020000000000000046,0.007545454545454552,14.907121363636366
2005-09-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,15.06,15.8,15.06,15.55,10.91,66437200.0,66437200.0,0.16,0.05357142857142854,15.420317619047621
2005-10-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,15.56,15.66,14.34,14.73,10.33,87876800.0,87876800.0,-0.86,-0.27819999999999995,14.826000500000001
2005-11-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,14.71,15.88,14.7,15.35,10.77,73826100.0,73826100.0,0.29000000000000015,0.0936363636363637,15.228029545454547
2005-12-01,XIU.TO,iShares S&amp;P/TSX 60 Index ETF,Toronto,1999-10-04,,15.43,16.06,15.43,15.9,11.19,102031500.0,102031500.0,0.2099999999999999,0.06820000000000001,15.809833499999996
