datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
2014-07-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,9.99,10.46,9.94,10.23,8.26,120600.0,120600.0,-0.23,-0.16707692307692307,10.23487
2014-08-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,10.16,10.97,10.09,10.93,8.83,325700.0,325700.0,0.04999999999999999,0.023000000000000003,10.641666
2014-09-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,11.0,11.17,10.32,10.48,8.52,64300.0,64300.0,-0.2300000000000001,-0.09471428571428572,10.290793333333331
2014-10-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,10.43,10.43,9.04,10.12,8.23,146700.0,146700.0,-0.42,-0.17559090909090916,9.566363181818183
2014-11-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,10.12,10.34,9.65,9.65,7.85,136400.0,136400.0,-0.5,-0.24764999999999998,9.5845005
2014-12-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,9.9,10.06,8.91,9.98,8.19,194000.0,194000.0,-0.5000000000000001,-0.22976190476190472,2.750316666666667
2015-01-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,10.12,10.18,9.05,9.52,7.82,0.0,0.0,0.0,0.0,0.0
2015-02-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,9.56,10.1,9.56,9.8,8.05,0.0,0.0,0.0,0.0,0.0
2015-03-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,9.72,9.9,9.34,9.68,8.02,18600.0,18600.0,-0.07,-0.03268181818181818,0.4406059090909091
2015-04-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,9.68,10.33,9.68,10.28,8.52,2900.0,2900.0,-0.02,-0.009285714285714286,0.9798414285714285
2015-05-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,10.11,10.23,9.68,9.72,8.05,16300.0,16300.0,-0.01,-0.00495,0.9991665000000001
2015-06-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,9.7,9.77,9.31,9.37,7.82,17800.0,17800.0,-0.010000000000000002,-0.004681818181818181,1.2821213636363635
2015-07-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,9.24,9.24,8.49,8.6,7.18,35300.0,35300.0,-0.05,-0.026363636363636363,0.8021213636363637
2015-08-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,8.69,8.69,7.54,8.24,6.88,46200.0,46200.0,-0.07999999999999999,-0.045399999999999996,2.4873325
2015-09-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,8.24,8.37,7.69,7.69,6.48,6200.0,6200.0,-0.05,-0.03004761904761905,1.9014285714285715
2015-10-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,7.52,8.48,7.52,8.0,6.75,0.0,0.0,0.0,0.0,0.0
2015-11-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,8.0,8.0,7.58,7.58,6.39,18300.0,18300.0,-0.10999999999999999,-0.06838095238095238,1.0888885714285716
2015-12-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,7.58,7.63,6.99,7.24,6.18,15400.0,15400.0,-0.38,-0.2430952380952381,2.781587142857143
2016-01-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,7.2,7.48,6.38,7.47,6.38,306100.0,306100.0,0.09000000000000002,0.05505,5.572500499999999
2016-02-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,7.47,7.47,6.76,7.34,6.27,33100.0,33100.0,-0.14,-0.09705000000000001,5.011667000000001
2016-03-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,7.4,7.93,7.4,7.7,6.66,136000.0,136000.0,-0.33,-0.19059090909090906,5.9592422727272725
2016-04-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,7.7,8.12,7.45,8.08,6.99,59600.0,59600.0,0.18,0.10838095238095237,4.886349047619047
2016-05-01,HOG.TO,Horizons Canadian Midstream Oil &amp; Gas Index ETF,Toronto,2014-07-15,,8.15,8.15,7.57,7.98,6.9,42300.0,42300.0,-0.25,-0.15314285714285714,4.4746033333333335
