datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
2010-04-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,91.2,98.7,89.1,90.0,90.0,3100.0,3100.0,-0.8000000000000002,-0.09855555555555556,60.725925555555555
2010-05-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,92.0,104.0,91.0,98.0,98.0,44600.0,44600.0,-0.9999999999999998,-0.026600000000000013,96.22333300000003
2010-06-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,98.0,109.0,94.4,104.0,104.0,48100.0,48100.0,0.3000000000000007,0.01804545454545454,94.54848500000001
2010-07-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,104.2,108.0,95.3,97.1,97.1,33700.0,33700.0,-6.2,-0.32026315789473686,99.46666631578947
2010-08-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,95.4,102.2,93.6,102.0,102.0,42100.0,42100.0,-3.1999999999999993,-0.14985714285714283,93.3492057142857
2010-09-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,98.2,98.9,91.5,92.7,92.7,34100.0,34100.0,-20.5,-1.0028095238095238,94.7936519047619
2010-10-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,91.9,93.4,87.9,89.8,89.8,27400.0,27400.0,-2.0999999999999996,-0.10880000000000001,85.75833350000002
2010-11-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,88.3,89.5,84.5,88.7,88.7,12700.0,12700.0,2.699999999999999,0.1491818181818181,79.83636272727273
2010-12-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,89.7,89.7,83.1,83.2,83.2,6000.0,6000.0,-2.3999999999999995,-0.126,72.59523714285714
2011-01-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,83.2,83.2,80.3,81.5,81.5,5100.0,5100.0,1.6000000000000005,0.10010000000000001,40.7383335
2011-02-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,81.5,81.5,76.9,78.5,78.5,15300.0,15300.0,-0.4,-0.02473684210526316,62.30000052631579
2011-03-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,78.5,82.9,78.0,78.1,78.1,47200.0,47200.0,-5.8,-0.3076086956521739,62.598551304347836
2011-04-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,77.6,80.0,75.2,76.0,76.0,7000.0,7000.0,1.6,0.1065,58.28166650000001
2011-05-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,75.5,79.4,74.9,76.8,76.8,10900.0,10900.0,-3.0,-0.17347619047619048,44.13174571428571
2011-06-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,78.5,81.9,77.9,78.7,78.7,282500.0,282500.0,-2.2999999999999994,-0.12349999999999996,65.50303090909091
2011-07-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,77.0,79.3,70.0,78.9,78.9,19400.0,19400.0,10.7,0.7417499999999999,65.6283335
2011-08-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,79.1,97.3,79.1,82.6,82.6,67000.0,67000.0,-11.200000000000003,-0.4988181818181819,85.92121227272729
2011-09-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,83.0,89.7,82.1,88.0,88.0,139700.0,139700.0,0.09999999999999876,0.03304761904761912,85.39047761904762
2011-10-01,HIU.TO,BetaPro S&amp;P 500 Daily Inverse ETF,Toronto,2010-04-20,,88.4,93.5,76.8,78.8,78.8,150500.0,150500.0,-7.9999999999999964,-0.44794999999999996,82.495
