datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
2001-02-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.49,12.81,12.33,12.74,7.07,6167600.0,6167600.0,0.31000000000000005,0.4944,12.642002000000002
2001-03-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.74,13.11,11.81,12.15,6.74,10448400.0,10448400.0,-0.16999999999999998,-0.056318181818181816,12.438940000000002
2001-04-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.11,12.89,11.8,12.5,6.94,7240400.0,7240400.0,0.019999999999999962,0.011549999999999982,12.3666665
2001-05-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.54,13.31,12.34,12.94,7.18,4871200.0,4871200.0,-0.16999999999999998,-0.05513636363636364,12.826060909090911
2001-06-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.98,13.24,11.96,12.29,6.93,2065900.0,2065900.0,-0.84,-0.31476190476190474,12.606349047619046
2001-07-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.25,12.39,11.99,12.38,6.98,915100.0,915100.0,0.45999999999999996,0.18071428571428572,12.212063333333333
2001-08-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.41,12.49,11.93,12.01,6.78,1384400.0,1384400.0,-0.19999999999999996,-0.07100000000000001,12.226060454545456
2001-09-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.05,12.18,10.2,11.04,6.34,2520000.0,2520000.0,0.27,0.15699999999999997,11.214704705882353
2001-10-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.01,11.41,10.95,11.08,6.36,2332000.0,2332000.0,0.1700000000000001,0.07463636363636357,11.120000454545455
2001-11-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.04,12.14,11.01,11.96,6.87,3189600.0,3189600.0,0.6400000000000001,0.25586363636363635,11.752120454545457
2001-12-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.93,12.38,11.85,12.26,7.25,2092400.0,2092400.0,-0.049999999999999996,-0.019421052631578943,12.132280526315787
2002-01-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.3,12.63,11.86,12.16,7.19,1171600.0,1171600.0,-0.44000000000000006,-0.16068181818181818,12.220909090909094
2002-02-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.18,12.26,11.68,12.14,7.17,1086800.0,1086800.0,-0.22999999999999995,-0.09344999999999998,11.938335
2002-03-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.16,12.73,12.14,12.45,7.47,1011200.0,1011200.0,0.26,0.10939999999999998,12.456168
2002-04-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.43,12.55,11.86,11.99,7.2,670800.0,670800.0,-0.5399999999999999,-0.1995909090909091,12.206211818181817
2002-05-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.99,12.13,11.81,11.93,7.16,643200.0,643200.0,-0.09999999999999999,-0.03763636363636363,11.983181363636364
2002-06-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.89,11.94,10.86,11.15,6.81,897900.0,897900.0,-0.48000000000000004,-0.2056,11.390333000000002
2002-07-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.09,11.11,9.25,10.3,6.29,1221100.0,1221100.0,-0.9200000000000003,-0.37686363636363623,10.418181363636364
2002-08-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.25,10.58,10.06,10.36,6.33,934800.0,934800.0,0.15999999999999995,0.07604761904761906,10.30381047619048
2002-09-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.28,10.39,9.33,9.58,5.97,1989200.0,1989200.0,-0.30999999999999994,-0.14665,9.905666499999999
2002-10-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,9.53,10.14,8.86,9.84,6.14,1410400.0,1410400.0,0.15000000000000002,0.07527272727272726,9.61954409090909
2002-11-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,9.76,10.51,9.76,10.4,6.49,918400.0,918400.0,0.38999999999999996,0.1854761904761905,10.154603809523811
2002-12-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.49,10.6,10.25,10.4,6.62,1895500.0,1895500.0,0.22999999999999995,0.11399999999999996,10.407
2003-01-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.39,10.8,10.15,10.28,6.54,1101200.0,1101200.0,-0.13999999999999993,-0.056318181818181816,10.566666818181819
2003-02-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.33,10.49,10.08,10.4,6.62,934100.0,934100.0,-0.08000000000000003,-0.036849999999999994,10.263333500000002
2003-03-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.39,10.41,9.85,10.04,6.52,1130700.0,1130700.0,-0.24,-0.10838095238095237,10.111110952380951
2003-04-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.05,10.5,10.04,10.38,6.74,6098400.0,6098400.0,-0.030000000000000034,-0.012523809523809529,10.27063476190476
2003-05-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.38,10.85,10.31,10.83,7.03,874000.0,874000.0,0.3,0.13576190476190475,10.612857619047618
2003-06-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.86,11.24,10.85,10.96,7.26,5826700.0,5826700.0,0.029999999999999978,0.016857142857142824,11.047302857142858
2003-07-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,10.94,11.5,10.9,11.3,7.48,481500.0,481500.0,0.08000000000000007,0.03736363636363638,11.188636363636364
2003-08-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.29,11.88,11.11,11.79,7.81,541600.0,541600.0,0.24000000000000016,0.10830000000000002,11.552333
2003-09-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.88,12.01,11.5,11.56,7.8,480800.0,480800.0,-0.26,-0.10400000000000001,11.844603333333334
2003-10-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,11.59,12.24,11.59,12.11,8.17,892500.0,892500.0,0.07,0.028454545454545444,11.941364090909092
2003-11-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.16,12.3,11.96,12.24,8.26,785900.0,785900.0,-0.009999999999999998,-0.0033999999999999933,12.153165500000002
2003-12-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.26,12.83,12.2,12.76,8.65,1809600.0,1809600.0,0.39,0.14254545454545453,11.923030000000004
2004-01-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.77,13.48,12.77,13.2,8.95,13418400.0,13418400.0,-0.35,-0.12300000000000001,13.176031904761901
2004-02-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.25,13.74,13.25,13.64,9.25,1126000.0,1126000.0,0.2599999999999999,0.10119999999999998,13.4649995
2004-03-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.72,13.75,12.94,13.23,9.0,5714800.0,5714800.0,-0.8399999999999999,-0.27013043478260873,13.282463913043477
2004-04-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.26,13.76,12.63,12.64,8.6,5516400.0,5516400.0,-0.9099999999999999,-0.32580952380952377,13.319999523809523
2004-05-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.77,13.09,12.47,12.89,8.77,730800.0,730800.0,-0.23999999999999994,-0.09144999999999999,12.721999499999999
2004-06-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.83,13.3,12.75,13.13,8.98,1106000.0,1106000.0,-0.11000000000000003,-0.03750000000000001,12.987879090909093
2004-07-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.04,13.1,12.69,13.07,8.94,617200.0,617200.0,-0.06999999999999995,-0.024666666666666677,12.947618571428572
2004-08-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.1,13.12,12.53,12.92,8.83,756800.0,756800.0,-0.3700000000000003,-0.13519047619047617,12.78714285714286
2004-09-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,12.92,13.63,12.88,13.36,9.17,708000.0,708000.0,0.7600000000000001,0.277952380952381,13.174602857142856
2004-10-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.37,13.78,13.37,13.77,9.45,718000.0,718000.0,-0.03,-0.00879999999999998,13.625834000000001
2004-11-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.79,14.0,13.57,13.94,9.57,896400.0,896400.0,0.13999999999999999,0.04681818181818184,13.799393636363636
2004-12-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,13.95,14.31,13.89,14.23,9.77,960100.0,960100.0,0.28,0.09461904761904762,14.091429047619048
2005-01-01,XIC.TO,iShares Core S&amp;P/TSX Capped Composite Index ETF,Toronto,2001-02-22,,14.09,14.14,13.73,14.03,9.63,904000.0,904000.0,-0.13,-0.045850000000000016,13.923667499999999
