datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
2007-01-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,24.54,26.68,24.37,26.53,26.53,154000.0,154000.0,1.03,0.2528125,25.685833750000004
2007-02-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,26.67,27.77,25.77,26.17,26.17,618400.0,618400.0,-1.38,-0.25084999999999996,27.035166499999992
2007-03-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,25.45,27.3,24.62,26.74,26.74,1453600.0,1453600.0,0.61,0.11572727272727276,26.1663640909091
2007-04-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,26.8,29.05,26.8,27.55,27.55,1184200.0,1184200.0,0.9000000000000002,0.17095000000000005,28.167
2007-05-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,27.7,30.94,26.98,30.49,30.49,1895700.0,1895700.0,1.05,0.1838636363636363,29.700908636363632
2007-06-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,30.4,31.15,28.13,29.85,29.85,2300800.0,2300800.0,-0.08999999999999964,0.0025714285714285526,29.854920476190483
2007-07-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,30.31,33.08,29.08,29.86,29.86,2714100.0,2714100.0,-1.3799999999999994,-0.2086666666666667,31.051270000000002
2007-08-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,29.32,29.65,24.08,29.07,29.07,13107100.0,13107100.0,-4.58,-0.7243181818181819,27.934091818181823
2007-09-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,29.0,31.19,28.54,30.77,30.77,10126400.0,10126400.0,1.7499999999999993,0.32626315789473675,29.875614210526322
2007-10-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,30.89,33.1,29.55,33.05,33.05,9930900.0,9930900.0,1.4700000000000002,0.2257727272727273,31.205150909090904
2007-11-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,32.5,32.5,26.91,29.34,29.34,16026600.0,16026600.0,-4.079999999999998,-0.5950909090909091,29.308333181818174
2007-12-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,29.0,30.64,27.48,29.78,29.78,9634800.0,9634800.0,-1.6500000000000001,-0.2871052631578948,29.09754368421052
2008-01-01,HXU.TO,BetaPro S&amp;P/TSX 60 2x Daily Bull ETF,Toronto,2007-01-10,,30.17,30.83,22.49,26.99,26.99,29101200.0,29101200.0,-0.23999999999999955,0.09395454545454542,27.277576363636367
