,date,symbol,fillingDate,acceptedDate,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
0,2020-09-30,AGYS,2020-10-28,2020-10-28 17:03:19,Q2,34359000,11206000,23153000,0.6738554672720394,0.0,5217000.0,2350000.0,9537000.0,17104000,28310000,-2000.0,715000.0,6850000.0,0.1993655228615501,6135000.0,0.17855583689862917,0.0,5987000.0,0.174248377426584,120000.0,5867000.0,0.17075584271952035,0.16,0.16,23415000,23415000,https://www.sec.gov/Archives/edgar/data/78749/000156459020048402/0001564590-20-048402-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000156459020048402/agys-10q_20200930.htm
0,2020-06-30,AGYS,2020-07-31,2020-07-31 13:02:32,Q1,29807000,11257000,18550000,0.6223370349246822,8266000.0,8320000.0,2601000.0,10653000,18973000,30230000,1000.0,1184000.0,676000.0,0.022679,-423000.0,-0.014191,-106000.0,-509000.0,-0.017077,8000.0,-517000.0,-0.017345,-0.02209,-0.02209,23405000,23405000,https://www.sec.gov/Archives/edgar/data/78749/000156459020035113/0001564590-20-035113-index.htm,https://www.sec.gov/Archives/edgar/data/78749/000156459020035113/agys-10q_20200630.htm
0,2020-03-31,AGYS,2020-05-22,2020-05-22 16:07:04,Q4,39658000,20002000,19656000,0.495638,9336000.0,11933000,5557000.0,34661000,46594000.00000001,66596000.00000001,-19000.0,4569999.999999999,-22401000,-0.564855,-26938000,-0.679258,-126000.0,-26952000,-0.679611,40000.0,-26992000,-0.680619,-1.16135,-1.16135,23242000,23242000,https://www.sec.gov/Archives/edgar/data/78749/000156459020026737/agys-10k_20200331.htm,https://www.sec.gov/Archives/edgar/data/78749/000156459020026737/agys-10k_20200331.htm
0,2019-12-31,AGYS,2020-01-29 00:00:00,2020-01-29 15:40:25,Q3,41987000,20923000,21064000,0.501679,11285000,11002000,4918000.0,12758000,23760000,44683000,25000.0,4591000.000000001,2129000.000000001,0.050706,-2696000.0,-0.06421,142000.0,-2487000.0,-0.059233,95000.0,-2582000.0,-0.061495,-0.1111,-0.1111,23240000,23240000,https://www.sec.gov/Archives/edgar/data/78749/000095012320000629/0000950123-20-000629-index.html,https://www.sec.gov/Archives/edgar/data/78749/000095012320000629/agys-10q_20191231.htm
0,2019-09-30,AGYS,2019-10-29 00:00:00,2019-10-29 21:08:30,Q2,40722000,20505000,20217000,0.496464,10778000,10928000,4891000.0,12170000,23098000.000000004,43603000,2000.0,4449000.0,1574000.0,0.038652,-2881000.0,-0.070748,-108000.0,-2877000.0,-0.07065,41000.0,-2918000.0,-0.071657,-0.12557,-0.12557,23238000,23238000,https://www.sec.gov/Archives/edgar/data/78749/000156459019038463/0001564590-19-038463-index.html,https://www.sec.gov/Archives/edgar/data/78749/000156459019038463/agys-10q_20190930.htm
0,2019-06-30,AGYS,2019-07-29,2019-07-29 17:10:25,Q1,38389000,18375000,20014000,0.521347,10064000,10372000,4498000.0,11186000,21558000,39933000,1000.0,4066000.0,2517000.0,0.065566,-1544000.0,-0.04022,-85000.0,-1550000.0,-0.040376,25000.0,-1575000.0,-0.041027,-0.06785,-0.06785,23212000,23212000,https://www.sec.gov/Archives/edgar/data/78749/000007874919000021/agys-3312019xfy1910k.htm,https://www.sec.gov/Archives/edgar/data/78749/000007874919000021/agys-3312019xfy1910k.htm
0,2019-03-31,AGYS,2019-05-24 00:00:00,2019-05-24 14:11:59,Q4,36618000,17023000,19595000,0.535119,10518000,11354000,5283000.0,6380000.0,23352999.999999996,40376000,2000.0,4491000.0,713000.0,0.019471,-3758000.0,-0.102627,102000.0,-3554000.0,-0.097056,-191000.0,-3589000.0,-0.098012,-0.15565,-0.15565,23058000,23058000,https://www.sec.gov/Archives/edgar/data/78749/000007874919000021/0000078749-19-000021-index.html,https://www.sec.gov/Archives/edgar/data/78749/000007874919000021/agys-3312019xfy1910k.htm
0,2018-12-31,AGYS,2019-01-30 00:00:00,2019-01-30 14:17:04,Q3,36014000,17367000,18647000,0.517771,10059000,11082000,5217000.0,11444000,22525000.000000004,39892000,3000.0,4682000.0,819000.0,0.022741,-3878000.0,-0.10768,-68000.0,-3866000.0,-0.107347,182000.0,-4048000.0,-0.112401,-0.17563,-0.17563,23048000,23048000,https://www.sec.gov/Archives/edgar/data/78749/000007874919000010/0000078749-19-000010-index.html,https://www.sec.gov/Archives/edgar/data/78749/000007874919000010/agys-12312018x10q.htm
0,2018-09-30,AGYS,2018-10-26 00:00:00,2018-10-26 17:12:08,Q2,34200000,16500000,17700000,0.517544,10200000,9600000.0,4392000.0,11985000,21500000,38000000,2000.0,4700000.0,1002000.0,0.029298,-3800000.0,-0.111111,0.0,-3700000.0,-0.108187,100000.0,-3800000.0,-0.111111,-0.1645,-0.1645,23100000,23100000,https://www.sec.gov/Archives/edgar/data/78749/000007874918000046/0000078749-18-000046-index.html,https://www.sec.gov/Archives/edgar/data/78749/000007874918000046/agys-9302018x10q.htm
0,2018-06-30,AGYS,2018-08-02 00:00:00,2018-08-02 16:30:47,Q1,34000000,16100000,17900000,0.526471,7100000.0,10800000,4754000.0,8769000.0,19500000,35600000,3000.0,3800000.0000000005,2103000.0000000005,0.061853,-1600000.0,-0.047059,-200000.0,-1800000.0,-0.052941,0.0,-1700000.0,-0.05,-0.07359,-0.07359,23100000,23100000,https://www.sec.gov/Archives/edgar/data/78749/000007874918000033/0000078749-18-000033-index.html,https://www.sec.gov/Archives/edgar/data/78749/000007874918000033/agys-6302018x10q.htm
