,date,Net Revenue (Sales),Cost of Revenue (Sales),Gross Profit Margin,Gross Profit Margin Ratio,Research and Development (R&D),"Selling, General, and Administrative (SG&A)",Selling & Marketing Expenses (S&M),"Other Income/Expenses, Net",Total Operating Expenses,Cost & Expenses,"Interest Expense/Income, Net",Depreciation & Amortization (D&A),EBITDA,Operating Income,Total Other Income/Expenses,Pretax Income (Earnings),Pretax Income (Earnings) Margin,Provision For Income Taxes,Net Income (Earnings),Earnings Per Share (EPS),Earnings Per Share (EPS) Diluted,Shares Outstanding,Shares Outstanding (Diluted),finalLink,Year,QQ-YYYY
29,2017-06-30,2939687750.0,2384066000.0,555621750.0,0.04725176594010708,344518250.0,619125000.0,0.0,-31343250.0,963643250.0000002,3347709250.0,117814750.0,409000750.0,-136309500.0,-408021500.0,-44418250.0,-552258000.0,-0.04696575,-172775000.0,-490350000.0,-0.591645,-0.591645,41439500.0,41439500.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459018002956/tsla-10k_20171231.htm,2017,FY-2017
28,2017-03-31,2939687750.0,2384066000.0,555621750.0,0.04725176594010708,344518250.0,619125000.0,0.0,-31343250.0,963643250.0000002,3347709250.0,117814750.0,409000750.0,-136309500.0,-408021500.0,-44418250.0,-552258000.0,-0.04696575,-172775000.0,-490350000.0,-0.591645,-0.591645,41439500.0,41439500.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459018002956/tsla-10k_20171231.htm,2017,FY-2017
27,2016-12-31,1750033000.0,1350218750.0,399814250.0,0.0571152443982485,208602000.0,358047250.0,0.0,27818000.0,566649250.0,1916868000.0,49702500.0,236774750.0,124423250.0,-166835000.0,21293000.0,-186587000.0,-0.02665475,6674500.0,-168728500.0,-0.23399999999999999,-0.23399999999999999,36053000.0,36053000.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459017003118/tsla-10k_20161231.htm,2016,FY-2016
26,2016-09-30,1750033000.0,1350218750.0,399814250.0,0.0571152443982485,208602000.0,358047250.0,0.0,27818000.0,566649250.0,1916868000.0,49702500.0,236774750.0,124423250.0,-166835000.0,21293000.0,-186587000.0,-0.02665475,6674500.0,-168728500.0,-0.23399999999999999,-0.23399999999999999,36053000.0,36053000.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459017003118/tsla-10k_20161231.htm,2016,FY-2016
25,2016-06-30,1750033000.0,1350218750.0,399814250.0,0.0571152443982485,208602000.0,358047250.0,0.0,27818000.0,566649250.0,1916868000.0,49702500.0,236774750.0,124423250.0,-166835000.0,21293000.0,-186587000.0,-0.02665475,6674500.0,-168728500.0,-0.23399999999999999,-0.23399999999999999,36053000.0,36053000.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459017003118/tsla-10k_20161231.htm,2016,FY-2016
24,2016-03-31,1750033000.0,1350218750.0,399814250.0,0.0571152443982485,208602000.0,358047250.0,0.0,27818000.0,566649250.0,1916868000.0,49702500.0,236774750.0,124423250.0,-166835000.0,21293000.0,-186587000.0,-0.02665475,6674500.0,-168728500.0,-0.23399999999999999,-0.23399999999999999,36053000.0,36053000.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459017003118/tsla-10k_20161231.htm,2016,FY-2016
23,2015-12-31,1011506250.0,780630500.0,230875750.0,0.057062363677930814,179475000.0,230558000.0,0.0,-10413000.0,410033000.0000001,1190663500.0000002,29712750.0,105647500.0,-83545750.0,-179157250.0,-10413000.0,-218906000.0,-0.054104,3259750.0,-222165750.0,-0.3465875,-0.3465875,32050500.0,32050500.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459016013195/tsla-10k_20151231.htm,2015,FY-2015
22,2015-09-30,1011506250.0,780630500.0,230875750.0,0.057062363677930814,179475000.0,230558000.0,0.0,-10413000.0,410033000.0000001,1190663500.0000002,29712750.0,105647500.0,-83545750.0,-179157250.0,-10413000.0,-218906000.0,-0.054104,3259750.0,-222165750.0,-0.3465875,-0.3465875,32050500.0,32050500.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459016013195/tsla-10k_20151231.htm,2015,FY-2015
21,2015-06-30,1011506250.0,780630500.0,230875750.0,0.057062363677930814,179475000.0,230558000.0,0.0,-10413000.0,410033000.0000001,1190663500.0000002,29712750.0,105647500.0,-83545750.0,-179157250.0,-10413000.0,-218906000.0,-0.054104,3259750.0,-222165750.0,-0.3465875,-0.3465875,32050500.0,32050500.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459016013195/tsla-10k_20151231.htm,2015,FY-2015
20,2015-03-31,1011506250.0,780630500.0,230875750.0,0.057062363677930814,179475000.0,230558000.0,0.0,-10413000.0,410033000.0000001,1190663500.0000002,29712750.0,105647500.0,-83545750.0,-179157250.0,-10413000.0,-218906000.0,-0.054104,3259750.0,-222165750.0,-0.3465875,-0.3465875,32050500.0,32050500.0,https://www.sec.gov/Archives/edgar/data/1318605/000156459016013195/tsla-10k_20151231.htm,2015,FY-2015
19,2014-12-31,799500000.0,579250000.0,220250000.0,0.06887116948092557,116250000.0,151000000.0,0.0,453250.0,267000000.0,846250000.0,25221500.0,57975000.0,11946500.0,-46750000.0,500000.0,-71250000.0,-0.022279499999999997,2250000.0,-73500000.0,-0.588,-0.588,31134835.75,31134835.75,https://www.sec.gov/Archives/edgar/data/1318605/000156459015001031/tsla-10k_20141231.htm,2014,FY-2014
18,2014-09-30,799500000.0,579250000.0,220250000.0,0.06887116948092557,116250000.0,151000000.0,0.0,453250.0,267000000.0,846250000.0,25221500.0,57975000.0,11946500.0,-46750000.0,500000.0,-71250000.0,-0.022279499999999997,2250000.0,-73500000.0,-0.588,-0.588,31134835.75,31134835.75,https://www.sec.gov/Archives/edgar/data/1318605/000156459015001031/tsla-10k_20141231.htm,2014,FY-2014
17,2014-06-30,799500000.0,579250000.0,220250000.0,0.06887116948092557,116250000.0,151000000.0,0.0,453250.0,267000000.0,846250000.0,25221500.0,57975000.0,11946500.0,-46750000.0,500000.0,-71250000.0,-0.022279499999999997,2250000.0,-73500000.0,-0.588,-0.588,31134835.75,31134835.75,https://www.sec.gov/Archives/edgar/data/1318605/000156459015001031/tsla-10k_20141231.htm,2014,FY-2014
16,2014-03-31,799500000.0,579250000.0,220250000.0,0.06887116948092557,116250000.0,151000000.0,0.0,453250.0,267000000.0,846250000.0,25221500.0,57975000.0,11946500.0,-46750000.0,500000.0,-71250000.0,-0.022279499999999997,2250000.0,-73500000.0,-0.588,-0.588,31134835.75,31134835.75,https://www.sec.gov/Archives/edgar/data/1318605/000156459015001031/tsla-10k_20141231.htm,2014,FY-2014
15,2013-12-31,503250000.0,389250000.0,114000000.0,0.05663189269746648,58000000.0,71500000.0,0.0,5650500.0,129500000.0,518750000.0,8233500.0,26525000.0,17008500.0,-15250000.0,5750000.0,-17750000.0,-0.00881775,750000.0,-18500000.0,-0.1554625,-0.1554625,29855353.5,29855353.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312514069681/d668062d10k.htm,2013,FY-2013
14,2013-09-30,503250000.0,389250000.0,114000000.0,0.05663189269746648,58000000.0,71500000.0,0.0,5650500.0,129500000.0,518750000.0,8233500.0,26525000.0,17008500.0,-15250000.0,5750000.0,-17750000.0,-0.00881775,750000.0,-18500000.0,-0.1554625,-0.1554625,29855353.5,29855353.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312514069681/d668062d10k.htm,2013,FY-2013
13,2013-06-30,503250000.0,389250000.0,114000000.0,0.05663189269746648,58000000.0,71500000.0,0.0,5650500.0,129500000.0,518750000.0,8233500.0,26525000.0,17008500.0,-15250000.0,5750000.0,-17750000.0,-0.00881775,750000.0,-18500000.0,-0.1554625,-0.1554625,29855353.5,29855353.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312514069681/d668062d10k.htm,2013,FY-2013
12,2013-03-31,503250000.0,389250000.0,114000000.0,0.05663189269746648,58000000.0,71500000.0,0.0,5650500.0,129500000.0,518750000.0,8233500.0,26525000.0,17008500.0,-15250000.0,5750000.0,-17750000.0,-0.00881775,750000.0,-18500000.0,-0.1554625,-0.1554625,29855353.5,29855353.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312514069681/d668062d10k.htm,2013,FY-2013
11,2012-12-31,103250000.0,95750000.0,7500000.0,0.018159806295399514,68500000.0,37500000.0,0.0,-457000.0,106250000.0,202000000.0,63500.0,7200000.0,-91736500.0,-98500000.0,-500000.0,-99000000.0,-0.2397095,34000.0,-99000000.0,-0.9252325000000001,-0.9252325000000001,26837297.0,26837297.0,https://www.sec.gov/Archives/edgar/data/1318605/000119312513096241/d452995d10k.htm,2012,FY-2012
10,2012-09-30,103250000.0,95750000.0,7500000.0,0.018159806295399514,68500000.0,37500000.0,0.0,-457000.0,106250000.0,202000000.0,63500.0,7200000.0,-91736500.0,-98500000.0,-500000.0,-99000000.0,-0.2397095,34000.0,-99000000.0,-0.9252325000000001,-0.9252325000000001,26837297.0,26837297.0,https://www.sec.gov/Archives/edgar/data/1318605/000119312513096241/d452995d10k.htm,2012,FY-2012
9,2012-06-30,103250000.0,95750000.0,7500000.0,0.018159806295399514,68500000.0,37500000.0,0.0,-457000.0,106250000.0,202000000.0,63500.0,7200000.0,-91736500.0,-98500000.0,-500000.0,-99000000.0,-0.2397095,34000.0,-99000000.0,-0.9252325000000001,-0.9252325000000001,26837297.0,26837297.0,https://www.sec.gov/Archives/edgar/data/1318605/000119312513096241/d452995d10k.htm,2012,FY-2012
8,2012-03-31,103250000.0,95750000.0,7500000.0,0.018159806295399514,68500000.0,37500000.0,0.0,-457000.0,106250000.0,202000000.0,63500.0,7200000.0,-91736500.0,-98500000.0,-500000.0,-99000000.0,-0.2397095,34000.0,-99000000.0,-0.9252325000000001,-0.9252325000000001,26837297.0,26837297.0,https://www.sec.gov/Archives/edgar/data/1318605/000119312513096241/d452995d10k.htm,2012,FY-2012
7,2011-12-31,51000000.0,35750000.0,15250000.0,0.07475490196078431,52250000.0,26000000.0,0.0,-661500.0,78250000.0,114000000.0,10750.0,4225000.0,-59264250.0,-62750000.0,-750000.0,-63500000.0,-0.3112745,122250.0,-63500000.0,-0.635,-0.635,25097203.75,25097203.75,https://www.sec.gov/Archives/edgar/data/1318605/000119312512081990/d279413d10k.htm,2011,FY-2011
6,2011-09-30,51000000.0,35750000.0,15250000.0,0.07475490196078431,52250000.0,26000000.0,0.0,-661500.0,78250000.0,114000000.0,10750.0,4225000.0,-59264250.0,-62750000.0,-750000.0,-63500000.0,-0.3112745,122250.0,-63500000.0,-0.635,-0.635,25097203.75,25097203.75,https://www.sec.gov/Archives/edgar/data/1318605/000119312512081990/d279413d10k.htm,2011,FY-2011
5,2011-06-30,51000000.0,35750000.0,15250000.0,0.07475490196078431,52250000.0,26000000.0,0.0,-661500.0,78250000.0,114000000.0,10750.0,4225000.0,-59264250.0,-62750000.0,-750000.0,-63500000.0,-0.3112745,122250.0,-63500000.0,-0.635,-0.635,25097203.75,25097203.75,https://www.sec.gov/Archives/edgar/data/1318605/000119312512081990/d279413d10k.htm,2011,FY-2011
4,2011-03-31,51000000.0,35750000.0,15250000.0,0.07475490196078431,52250000.0,26000000.0,0.0,-661500.0,78250000.0,114000000.0,10750.0,4225000.0,-59264250.0,-62750000.0,-750000.0,-63500000.0,-0.3112745,122250.0,-63500000.0,-0.635,-0.635,25097203.75,25097203.75,https://www.sec.gov/Archives/edgar/data/1318605/000119312512081990/d279413d10k.htm,2011,FY-2011
3,2010-12-31,29250000.0,21250000.0,8000000.0,0.06837606837606838,23250000.0,21250000.0,0.0,-1645750.0,44750000.0,66000000.0,248000.0,2650000.0,-35602000.0,-36750000.0,-1750000.0,-38500000.0,-0.32905975,43250.0,-38500000.0,-0.7549024999999999,-0.7549024999999999,12679575.5,12679575.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312511054847/d10k.htm,2010,FY-2010
2,2010-09-30,29250000.0,21250000.0,8000000.0,0.06837606837606838,23250000.0,21250000.0,0.0,-1645750.0,44750000.0,66000000.0,248000.0,2650000.0,-35602000.0,-36750000.0,-1750000.0,-38500000.0,-0.32905975,43250.0,-38500000.0,-0.7549024999999999,-0.7549024999999999,12679575.5,12679575.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312511054847/d10k.htm,2010,FY-2010
1,2010-06-30,29250000.0,21250000.0,8000000.0,0.06837606837606838,23250000.0,21250000.0,0.0,-1645750.0,44750000.0,66000000.0,248000.0,2650000.0,-35602000.0,-36750000.0,-1750000.0,-38500000.0,-0.32905975,43250.0,-38500000.0,-0.7549024999999999,-0.7549024999999999,12679575.5,12679575.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312511054847/d10k.htm,2010,FY-2010
0,2010-03-31,29250000.0,21250000.0,8000000.0,0.06837606837606838,23250000.0,21250000.0,0.0,-1645750.0,44750000.0,66000000.0,248000.0,2650000.0,-35602000.0,-36750000.0,-1750000.0,-38500000.0,-0.32905975,43250.0,-38500000.0,-0.7549024999999999,-0.7549024999999999,12679575.5,12679575.5,https://www.sec.gov/Archives/edgar/data/1318605/000119312511054847/d10k.htm,2010,FY-2010
