Quarter & Year,index,date,filing_date,accepted_date,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math,current_ratio,repeater,Quarter & Year
Q1-2018,0,1522454400000,2018-04-24,2018-04-23 18:54:51,31146000000,13467000000.0,17679000000,0.567617,5039000000.0,5007000000,3604000000.0,3542000000.0,10046000000,23513000000,30000000.0,1986000000.0,12559000000,0.40323000000000003,7633000000,0.24507199999999998,-331000000.0,10543000000,0.338503,1142000000.0,9401000000.0,0.30183699999999997,13.33475,13.33475,705000000,705000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000016/goog10-qq12018.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000016/goog10-qq12018.htm,12658000000,90227000000,102885000000,636000000.0,3426000000,123761000000,48845000000,17862000000,2809000000,20671000000,10976000000.0,394000000.0,2868000000.0,206935000000,3526000000,0.0,1343000000.0,1596000000.0,11552000000,25394000000,3973000000.0,315000000.0,394000000.0,16349000000,20716000000,16349000000,46110000000,1000000.0,120008000000,-670000000.0,-636000000.0,160825000000,206935000000,101203000000,5302000000.0,-7356000000,-18000000.0,2457000000.0,-1758000000.0,1700000000.0,98367000000.0,-792000000.0,11642000000,-7299000000.0,-1250000000.0,-11349000000.0,9849000000.0,2203000000.0,-7846000000,-3378000000.0,0.0,-2173000000.0,0.0,3533000000.0,-2018000000.0,165000000.0,1943000000.0,12658000000.0,10715000000.0,11642000000,-7299000000,4343000000,Q1-2018,2018,1338000000.0,160825000000,10573000000.0,98367000000,104585000000.0,123125000000.0,0.20518580166611453,,Q1-2018
Q4-2017,0,1514678400000,2018-02-06,2018-02-05 20:46:29,32323000000,14267000000.0,18056000000,0.558612,4306000000.0,6086000000,4310000000.0,354000000.0,10392000000,24659000000,36000000.0,2026000000.0,256000000,0.00792,7664000000,0.237107,-9000000.0,8018000000,0.248059,1214000000.0,-3020000000.0,-0.093432,-4.34532,-4.34532,695000000,695000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000007/goog10-kq42017.htm,10715000000,91156000000,101871000000,749000000.0,2983000000,124308000000,42383000000,16747000000,2692000000,19439000000,7813000000.0,430000000.0,3432000000.0,197295000000,3137000000,0.0,881000000.0,1432000000.0,6640000000,24183000000,3969000000.0,340000000.0,430000000.0,16211000000,20610000000,16211000000,44793000000,1000000.0,113247000000,-992000000.0,-1225000000.0,152502000000,197295000000,98969000000,3969000000.0,-6746000000,16000000.0,1868000000.0,1473000000.0,-3049000000.0,100125000000.0,1919000000.0,10268000000,-4307000000.0,-14000000.0,-16461000000.0,11689000000.0,2119000000.0,-6974000000,-1615000000.0,0.0,-2101000000.0,0.0,538000000.0,-3178000000.0,18000000.0,134000000.0,10715000000.0,10581000000.0,10268000000,-4307000000,5961000000,Q4-2017,2017,-10087000000.0,152502000000,-1770000000.0,100125000000,98822000000.0,123559000000.0,0.1945409788589632,0.1686036849687961,Q4-2017
Q3-2017,0,1506729600000,2017-10-27,2017-10-26 17:49:09,27772000000,11148000000.0,16624000000,0.598589,4205000000.0,4637000000,3042000000.0,197000000.0,8842000000,19990000000,27000000.0,1761000000.0,9767000000,0.35168499999999997,7782000000,0.28021,55000000.0,7979000000,0.287304,1247000000.0,6732000000.0,0.242402,9.5625,9.5625,704000000,704000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000042/goog10-qq32017.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000042/goog10-qq32017.htm,10581000000,89562000000,100143000000,765000000.0,2860000000,119345000000,40120000000,16731000000,2883000000,19614000000,7269000000.0,151000000.0,3354000000.0,189536000000,2674000000,0.0,221000000.0,1269000000.0,5272000000,20693000000,3964000000.0,346000000.0,151000000.0,7628000000,11743000000,7628000000,32436000000,1000000.0,118237000000,-746000000.0,-1468000000.0,157100000000,189536000000,96831000000,3964000000.0,-6617000000,-296000000.0,1820000000.0,4951000000.0,-1150000000.0,98652000000.0,1961000000.0,9872000000,-3538000000.0,-130000000.0,-39210000000.0,28447000000.0,27000000.0,-14404000000,-2706000000.0,0.0,320000000.0,0.0,2000000000.0,-706000000.0,108000000.0,-5130000000.0,10581000000.0,15711000000.0,9872000000,-3538000000,6334000000,Q3-2017,2017,-5938000000.0,157100000000,8006000000.0,98652000000,98993000000.0,118580000000.0,0.17338807658469144,,Q3-2017
Q2-2017,0,1498780800000,2017-07-25,2017-07-24 18:23:27,26010000000,10373000000.0,15637000000,0.6011920000000001,4172000000.0,4597000000,2897000000.0,245000000.0,11505000000,21878000000,21000000.0,1625000000.0,6023000000,0.23156500000000002,4132000000,0.15886199999999998,31000000.0,4377000000,0.168281,853000000.0,3524000000.0,0.135486,5.00568,5.00568,704000000,704000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000026/goog10-qq22017.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000026/goog10-qq22017.htm,15711000000,79002000000,94713000000,398000000.0,2398000000,112386000000,37676000000,16604000000,2933000000,19537000000,6642000000.0,369000000.0,2438000000.0,178621000000,2488000000,0.0,133000000.0,1226000000.0,4767000000,18685000000,3955000000.0,345000000.0,369000000.0,7326000000,11650000000,7326000000,30335000000,1000000.0,111505000000,-1728000000.0,-1825000000.0,148286000000,178621000000,85644000000,3955000000.0,-11756000000,-75000000.0,2003000000.0,163000000.0,-836000000.0,93701000000.0,2045000000.0,7403000000,-2831000000.0,-42000000.0,-21515000000.0,14916000000.0,2300000000.0,-7172000000,-38000000.0,0.0,-1618000000.0,0.0,-1084000000.0,-2740000000.0,88000000.0,-2421000000.0,15711000000.0,18132000000.0,7403000000,-2831000000,4572000000,Q2-2017,2017,-4323000000.0,148286000000,4398000000.0,93701000000,93877000000.0,111988000000.0,0.16625736301674585,,Q2-2017
Q1-2017,0,1490918400000,2017-05-02,2017-05-02 16:25:09,24750000000,9795000000.0,14955000000,0.6042420000000001,3942000000.0,4445000000,2644000000.0,251000000.0,8387000000,18182000000,25000000.0,1503000000.0,8347000000,0.337253,6568000000,0.265374,205000000.0,6819000000,0.275515,1393000000.0,5426000000.0,0.219232,7.72934,7.72934,702000000,702000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000014/goog10-qq12017.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000014/goog10-qq12017.htm,18132000000,74307000000,92439000000,280000000.0,3106000000,108794000000,35936000000,16547000000,3137000000,19684000000,6131000000.0,604000000.0,2371000000.0,172756000000,2306000000,0.0,803000000.0,1148000000.0,4997000000,15256000000,3937000000.0,323000000.0,604000000.0,8010000000,12551000000,8010000000,27807000000,1000000.0,109420000000,-2169000000.0,-2154000000.0,144949000000,172756000000,80438000000,3937000000.0,-14195000000,613000000.0,2009000000.0,4886000000.0,1267000000.0,93538000000.0,2085000000.0,9548000000,-2508000000.0,-101000000.0,-21600000000.0,19440000000.0,1918000000.0,-2851000000,-18000000.0,0.0,-647000000.0,0.0,-529000000.0,-1674000000.0,191000000.0,5214000000.0,18132000000.0,12918000000.0,9548000000,-2508000000,7040000000,Q1-2017,2017,2160000000.0,144949000000,6844000000.0,93538000000,93706000000.0,108514000000.0,0.1402283214147839,,Q1-2017
Q4-2016,0,1483142400000,2017-02-03,2017-02-02 18:13:47,26064000000,10661000000.0,15403000000,0.590968,3622000000.0,5142000000,3118000000.0,434000000.0,8764000000,19425000000,33000000.0,1687000000.0,8577000000,0.329075,6639000000,0.25471900000000003,-227000000.0,6857000000,0.263083,1524000000.0,5333000000.0,0.204612,7.7178,7.7178,691000000,691000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000008/goog10-kq42016.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000008/goog10-kq42016.htm,12918000000,73415000000,86333000000,268000000.0,4575000000,105408000000,34234000000,16468000000,3307000000,19775000000,5878000000.0,226000000.0,2798000000.0,167497000000,2041000000,0.0,554000000.0,1099000000.0,4608000000,16756000000,3935000000.0,202000000.0,226000000.0,7544000000,11705000000,7544000000,28461000000,1000000.0,105131000000,-2402000000.0,-2223000000.0,139036000000,167497000000,79293000000,3935000000.0,-8983000000,-157000000.0,1846000000.0,4429000000.0,-2279000000.0,88652000000.0,1974000000.0,9413000000,-3078000000.0,-662000000.0,-13986000000.0,13010000000.0,14000000.0,-4702000000,-13000000.0,0.0,0.0,0.0,-879000000.0,-892000000.0,-307000000.0,3512000000.0,12918000000.0,9406000000.0,9413000000,-3078000000,6335000000,Q4-2016,2016,2304000000.0,139036000000,6890000000.0,88652000000,84054000000.0,105140000000.0,0.15896326654523377,0.1706862978936696,Q4-2016
Q3-2016,0,1475193600000,2016-11-03,2016-11-02 17:46:02,22451000000,8699000000.0,13752000000,0.612534,3596000000.0,4389000000,2565000000.0,0.0,7985000000,16684000000,29000000.0,1596000000.0,7670000000,0.341633,5767000000,0.256871,188000000.0,6045000000,0.269253,984000000.0,5061000000.0,0.22542399999999999,7.250719999999999,7.250719999999999,698000000,698000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000038/goog10-qq32016.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000038/goog10-qq32016.htm,9406000000,73650000000,83056000000,559000000.0,2536000000,98546000000,32753000000,16028000000,3367000000,19395000000,5705000000.0,393000000.0,3774000000.0,159948000000,2175000000,0.0,171000000.0,923000000.0,3666000000,14323000000,3938000000.0,169000000.0,393000000.0,7191000000,11522000000,7191000000,25845000000,1000000.0,99798000000,-1032000000.0,-1710000000.0,134103000000,159948000000,79355000000,3938000000.0,-5468000000,-245000000.0,1860000000.0,7326000000.0,-282000000.0,84223000000.0,1796000000.0,9845000000,-2583000000.0,-252000000.0,-25461000000.0,16590000000.0,-1339000000.0,-13045000000,-3250000000.0,0.0,0.0,0.0,2161000000.0,-1089000000.0,68000000.0,-4221000000.0,9406000000.0,13627000000.0,9845000000,-2554000000,7291000000,Q3-2016,2016,-5049000000.0,134103000000,6074000000.0,84223000000,82774000000.0,97987000000.0,0.14534329145779637,,Q3-2016
Q2-2016,0,1467244800000,2016-08-04,2016-08-04 16:22:44,21500000000,8130000000.0,13370000000,0.6218600000000001,3363000000.0,4039000000,2415000000.0,0.0,7402000000,15532000000,32000000.0,1490000000.0,7641000000,0.35539499999999996,5968000000,0.277581,149000000.0,6119000000,0.284605,1242000000.0,4877000000.0,0.22683699999999998,6.99713,6.99713,697000000,697000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000032/goog10-qq22016.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000032/goog10-qq22016.htm,13627000000,64833000000,78460000000,0.0,3016000000,94238000000,31413000000,15841000000,3452000000,19293000000,5820000000.0,651000000.0,3946000000.0,154292000000,1716000000,1999000000.0,185000000.0,900000000.0,5497000000,17341000000,1984000000.0,151000000.0,651000000.0,6437000000,9072000000,6437000000,26413000000,1000000.0,94737000000,-1151000000.0,-1804000000.0,127879000000,154292000000,70653000000,4203000000.0,-9424000000,-50000000.0,1503000000.0,3626000000.0,-835000000.0,76897000000.0,1544000000.0,9120000000,-2123000000.0,-38000000.0,-26697000000.0,20346000000.0,1339000000.0,-7173000000,-2839000000.0,0.0,-1595000000.0,0.0,994000000.0,-3440000000.0,9000000.0,-1484000000.0,13627000000.0,15111000000.0,9120000000,-2152000000,6968000000,Q2-2016,2016,-2145000000.0,127879000000,6151000000.0,76897000000,77625000000.0,94238000000.0,0.18401281860820476,,Q2-2016
Q1-2016,0,1459382400000,2016-05-03,2016-05-02 20:56:36,20257000000,7648000000.0,12609000000,0.622451,3367000000.0,3900000000,2387000000.0,-1000000.0,7267000000,14915000000,30000000.0,1371000000.0,6530000000,0.322358,5342000000,0.26371100000000003,234000000.0,5129000000,0.253196,922000000.0,4207000000.0,0.207681,6.0186,6.0186,699000000,699000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000021/goog10-qq12016.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000021/goog10-qq12016.htm,15111000000,60153000000,75264000000,0.0,2719000000,90955000000,30162000000,15866000000,3657000000,19523000000,5577000000.0,599000000.0,3968000000.0,149747000000,1667000000,1998000000.0,330000000.0,933000000.0,5671000000,17684000000,1987000000.0,131000000.0,599000000.0,5908000000,8494000000,5908000000,26178000000,1000000.0,91168000000,-1294000000.0,-1733000000.0,123569000000,149747000000,65730000000,5208000000.0,-9903000000,414000000.0,1494000000.0,2467000000.0,818000000.0,73271000000.0,1838000000.0,7658000000,-2428000000.0,-34000000.0,-23167000000.0,17443000000.0,1941000000.0,-6245000000,-3962000000.0,0.0,-2098000000.0,0.0,3149000000.0,-2911000000.0,60000000.0,-1438000000.0,15111000000.0,16549000000.0,7658000000,-2428000000,5230000000,Q1-2016,2016,-2608000000.0,123569000000,5159000000.0,73271000000,76082000000.0,90955000000.0,0.19442581496344347,,Q1-2016
Q4-2015,0,1451520000000,2016-02-11,2016-02-11 16:38:35,21329000000,8188000000.0,13141000000,0.61611,3510000000.0,4251000000,2679000000.0,291000000.0,7761000000,15949000000,26000000.0,1404000000.0,6630000000,0.310844,5380000000,0.252239,145000000.0,5200000000,0.2438,277000000.0,4923000000.0,0.23081300000000002,7.06313,7.06313,697000000,697000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000012/goog10-k2015.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000012/goog10-k2015.htm,16549000000,56517000000,73066000000,0.0,3139000000,90114000000,29016000000,15869000000,3847000000,19716000000,5183000000.0,189000000.0,4060000000.0,147461000000,1931000000,2000000000.0,302000000.0,788000000.0,5861000000,19310000000,1995000000.0,151000000.0,189000000.0,5636000000,7820000000,5636000000,27130000000,1000000.0,89223000000,-1874000000.0,-1788000000.0,120331000000,147461000000,61700000000,5220000000.0,-11329000000,387000000.0,1436000000.0,1158000000.0,-1758000000.0,70804000000.0,1793000000.0,6609000000,-2100000000.0,8000000.0,-20332000000.0,16045000000.0,892000000.0,-5487000000,-3387000000.0,0.0,-1780000000.0,0.0,-15266000000.0,-2559000000.0,-82000000.0,-1519000000.0,16549000000.0,18068000000.0,6609000000,-2102000000,4507000000,Q4-2015,2015,-52000000.0,120331000000,5226000000.0,70804000000,71308000000.0,90114000000.0,0.21428412899216548,0.20214172480568943,Q4-2015
Q3-2015,0,1443571200000,,,18675000000,7037000000.0,11638000000,0.623186,3230000000.0,3700000000,6368000000.0,0.0,6930000000,13967000000,78000000.0,1248000000.0,6217000000,0.332905,4708000000,0.252102,-40000000.0,4891000000,0.261901,912000000.0,3979000000.0,0.21306599999999998,5.73343,5.73343,694000000,694000000,,,18068000000,54699000000,72767000000,0.0,4900000000,88103000000,28338000000,15675000000,4023000000,19698000000,4813000000.0,1976000000.0,6087000000.0,144281000000,1549000000,2000000000.0,215000000.0,705000000.0,6095000000,18457000000,1994000000.0,133000000.0,1976000000.0,5613000000,9583000000,5613000000,28040000000,1000000.0,85969000000,-1592000000.0,-1436000000.0,116241000000,144281000000,59512000000,5231000000.0,-12837000000,-416000000.0,3767000000.0,2844000000.0,-336000000.0,69646000000.0,1472000000.0,6145000000,-7815000000.0,-244000000.0,-57988000000.0,46860000000.0,963000000.0,-5817000000,-10341000000.0,0.0,0.0,0.0,27144000000.0,-609000000.0,-104000000.0,-385000000.0,18068000000.0,18453000000.0,6145000000,-2406000000,3739000000,Q3-2015,2015,-13960000000.0,116241000000,4969000000.0,69646000000,72431000000.0,88103000000.0,0.2094934338217768,,Q3-2015
Q2-2015,0,1435622400000,,,17727000000,6583000000.0,11144000000,0.628646,2789000000.0,3530000000,0.0,0.0,6319000000,12902000000,100000000.0,1234000000.0,6290000000,0.35482600000000003,4825000000,0.27218400000000004,31000000.0,4956000000,0.279574,1025000000.0,3931000000.0,0.221752,5.68886,5.68886,691000000,691000000,,,18453000000,51327000000,69780000000,0.0,4365000000,84164000000,27008000000,15610000000,4213000000,19823000000,4409000000.0,1754000000.0,5510000000.0,138807000000,1315000000,3000000000.0,0.0,0.0,6187000000,17362000000,2225000000.0,0.0,0.0,5683000000,9662000000,5683000000,27024000000,1000000.0,81990000000,-929000000.0,-1158000000.0,111783000000,138807000000,55736000000,5233000000.0,-13220000000,-221000000.0,0.0,825000000.0,-810000000.0,66802000000.0,1204000000.0,7096000000,0.0,0.0,0.0,0.0,0.0,-5103000000,0.0,0.0,0.0,0.0,0.0,-561000000.0,45000000.0,1477000000.0,18453000000.0,16976000000.0,7096000000,-2515000000,4581000000,Q2-2015,2015,5165000000.0,111783000000,5056000000.0,66802000000,68970000000.0,84164000000.0,0.20628772396749204,,Q2-2015
Q1-2015,0,1427760000000,,,17258000000,6356000000.0,10902000000,0.631707,2753000000.0,3702000000,0.0,0.0,6455000000,12811000000,169000000.0,1177000000.0,5950000000,0.34476799999999996,4447000000,0.257678,-12000000.0,4604000000,0.266775,1089000000.0,3515000000.0,0.203674,5.1016,5.1016,689000000,689000000,,,16976000000,48460000000,65436000000,0.0,4567000000,80313000000,25448000000,15573000000,4380000000,19953000000,4090000000.0,1845000000.0,5712000000.0,133400000000,1688000000,2000000000.0,0.0,0.0,4256000000,14336000000,3226000000.0,0.0,0.0,5545000000,10616000000,5545000000,24952000000,1000000.0,79292000000,-371000000.0,-986000000.0,108448000000,133400000000,52550000000,5235000000.0,-11741000000,71000000.0,0.0,4100000000.0,799000000.0,65977000000.0,1280000000.0,6722000000,0.0,0.0,0.0,0.0,0.0,-7304000000,0.0,0.0,0.0,0.0,0.0,-496000000.0,-293000000.0,-1371000000.0,16976000000.0,18347000000.0,6722000000,-2927000000,3795000000,Q1-2015,2015,4692000000.0,108448000000,4773000000.0,65977000000,66235000000.0,80313000000.0,0.17850161244132332,,Q1-2015
Q4-2014,0,1419984000000,,,18103000000,6921000000.0,11182000000,0.617688,2813000000.0,3970000000,0.0,0.0,6783000000,13704000000,-86000000.0,1267000000.0,6675000000,0.368723,4399000000,0.242998,214000000.0,4527000000,0.250069,819000000.0,4675000000.0,0.25824400000000003,6.79506,6.79506,688000000,688000000,,,18347000000,46048000000,64395000000,0.0,3412000000,78656000000,23883000000,15599000000,4607000000,20206000000,3079000000.0,758000000.0,4215000000.0,129187000000,1715000000,2000000000.0,0.0,0.0,5582000000,16779000000,3228000000.0,0.0,0.0,4562000000,8548000000,4562000000,25327000000,1000000.0,75066000000,27000000.0,-394000000.0,103860000000,129187000000,49127000000,5237000000.0,-13110000000,394000000.0,0.0,-318000000.0,-1146000000.0,61877000000.0,936000000.0,7172000000,0.0,0.0,0.0,0.0,0.0,-3241000000,0.0,0.0,0.0,0.0,0.0,-992000000.0,-197000000.0,2742000000.0,18347000000.0,15605000000.0,7172000000,-3606000000,3566000000,Q4-2014,2014,5942000000.0,103860000000,5408000000.0,61877000000,63249000000.0,78656000000.0,0.21332129780309195,0.2181220626532211,Q4-2014
Q3-2014,0,1412035200000,,,16523000000,6695000000.0,9828000000,0.594807,2655000000.0,3449000000,0.0,0.0,6104000000,12799000000,331000000.0,1547000000.0,5550000000,0.335895,3724000000,0.225383,-198000000.0,3857000000,0.23343200000000003,933000000.0,2739000000.0,0.165769,3.9811,3.9811,688000000,688000000,,,15605000000,46552000000,62157000000,279000000.0,7660000000,80115000000,20981000000,15461000000,4744000000,20205000000,2470000000.0,1554000000.0,7543000000.0,125781000000,1368000000,0.0,0.0,0.0,8185000000,17920000000,3230000000.0,0.0,0.0,4262000000,9046000000,4262000000,26966000000,1000000.0,70949000000,-82000000.0,-260000000.0,98815000000,125781000000,49022000000,5239000000.0,-10366000000,-360000000.0,0.0,1387000000.0,84000000.0,62195000000.0,1169000000.0,5994000000,0.0,0.0,0.0,0.0,0.0,-9327000000,0.0,0.0,0.0,0.0,0.0,-455000000.0,-227000000.0,-4015000000.0,15605000000.0,19620000000.0,5994000000,-2417000000,3577000000,Q3-2014,2014,4286000000.0,98815000000,4003000000.0,62195000000,62241000000.0,79836000000.0,0.2236784622105723,,Q3-2014
Q2-2014,0,1404086400000,,,15955000000,6114000000.0,9841000000,0.616797,2238000000.0,3345000000,0.0,0.0,5583000000,11697000000,118000000.0,1079000000.0,5532000000,0.346725,4258000000,0.266876,27000000.0,4403000000,0.275964,984000000.0,3351000000.0,0.21002800000000002,4.8848400000000005,4.8848400000000005,686000000,686000000,,,19620000000,41584000000,61204000000,293000000.0,6869000000,77905000000,19486000000,14586000000,5234000000,19820000000,2415000000.0,1625000000.0,6899000000.0,121608000000,1345000000,0.0,0.0,0.0,7969000000,17097000000,3232000000.0,0.0,0.0,3905000000,8762000000,3905000000,25859000000,1000000.0,68136000000,502000000.0,114000000.0,95749000000,121608000000,43999000000,5241000000.0,-14379000000,-282000000.0,0.0,1764000000.0,-494000000.0,60808000000.0,738000000.0,5627000000,0.0,0.0,0.0,0.0,0.0,-1180000000,0.0,0.0,0.0,0.0,0.0,-1462000000.0,-4000000.0,2981000000.0,17517000000.0,14536000000.0,5627000000,-2646000000,2981000000,Q2-2014,2014,4430000000.0,95749000000,4453000000.0,60808000000,60710000000.0,77612000000.0,0.21945959822861177,,Q2-2014
Q1-2014,0,1396224000000,,,15420000000,5961000000.0,9459000000,0.613424,2126000000.0,3218000000,0.0,0.0,5344000000,11305000000,352000000.0,1086000000.0,5712000000,0.37042800000000004,4115000000,0.266861,5000000.0,4472000000,0.290013,903000000.0,3371000000.0,0.218612,4.91399,4.91399,686000000,686000000,,,14536000000,42740000000,57276000000,337000000.0,9280000000,75314000000,17877000000,14177000000,5317000000,19494000000,2123000000.0,1848000000.0,8944000000.0,116526000000,1623000000,0.0,0.0,0.0,6820000000,16270000000,3234000000.0,0.0,0.0,3463000000,8545000000,3463000000,24815000000,1000000.0,64714000000,345000000.0,145000000.0,91711000000,116526000000,44863000000,6243000000.0,-8293000000,144000000.0,0.0,2066000000.0,1055000000.0,59044000000.0,498000000.0,4231000000,0.0,0.0,0.0,0.0,0.0,-7307000000,0.0,0.0,0.0,0.0,0.0,822000000.0,-5000000.0,-2259000000.0,16639000000.0,18898000000.0,4231000000,-2345000000,1886000000,Q1-2014,2014,4457000000.0,91711000000,4626000000.0,59044000000,58331000000.0,74977000000.0,0.21602889237060838,,Q1-2014
Q4-2013,0,1388448000000,,,15707000000,6253000000.0,9454000000,0.601897,1933000000.0,3092000000,0.0,0.0,5025000000,11278000000,65000000.0,1036000000.0,5136000000,0.326988,4429000000,0.281976,104000000.0,4541000000,0.289107,846000000.0,3189000000.0,0.20303,3.4700800000000003,3.4700800000000003,919000000,919000000,,,18898000000,39819000000,58717000000,0.0,4779000000,72886000000,16524000000,11492000000,6066000000,17558000000,1976000000.0,1947000000.0,3734000000.0,110920000000,2453000000,0.0,0.0,0.0,4193000000,15908000000,2236000000.0,0.0,0.0,3520000000,7703000000,3520000000,23611000000,1000000.0,61262000000,125000000.0,75000000.0,87309000000,110920000000,41795000000,5245000000.0,-13653000000,-562000000.0,0.0,2595000000.0,-961000000.0,56978000000.0,790000000.0,5238000000,0.0,0.0,0.0,0.0,0.0,-1617000000,0.0,0.0,0.0,0.0,0.0,32000000.0,3000000.0,3656000000.0,18898000000.0,15242000000.0,5238000000,-2255000000,2983000000,Q4-2013,2013,4225000000.0,87309000000,4100000000.0,56978000000,57756000000.0,72886000000.0,0.21825865049529403,0.2171831984816676,Q4-2013
Q3-2013,0,1380499200000,,,13754000000,5409000000.0,8345000000,0.606733,1821000000.0,2763000000,0.0,0.0,4584000000,9993000000,183000000.0,974000000.0,4739000000,0.34455399999999997,3761000000,0.273448,-169000000.0,3775000000,0.274466,612000000.0,2970000000.0,0.215937,4.38053,4.38053,678000000,678000000,,,15242000000,41281000000,56523000000,235000000.0,3508000000,68858000000,14867000000,11426000000,6290000000,17716000000,1843000000.0,2097000000.0,3076000000.0,105068000000,2124000000,0.0,0.0,0.0,4287000000,14475000000,2238000000.0,0.0,0.0,3269000000,7604000000,3269000000,22079000000,0.0,57886000000,99000000.0,30000000.0,82989000000,105068000000,43124000000,5247000000.0,-9995000000,-140000000.0,0.0,2851000000.0,-600000000.0,54383000000.0,865000000.0,5083000000,0.0,0.0,0.0,0.0,0.0,-5818000000,0.0,0.0,0.0,0.0,0.0,-267000000.0,80000000.0,-922000000.0,15242000000.0,16164000000.0,5083000000,-2289000000,2794000000,Q3-2013,2013,3944000000.0,82989000000,3765000000.0,54383000000,55923000000.0,68623000000.0,0.21021522553661157,,Q3-2013
Q2-2013,0,1372550400000,,,13107000000,5195000000.0,7912000000,0.603647,1766000000.0,2681000000,0.0,0.0,4447000000,9642000000,186000000.0,1030000000.0,5371000000,0.40978100000000006,3465000000,0.264363,50000000.0,3701000000,0.282368,927000000.0,3228000000.0,0.246281,4.76809,4.76809,677000000,677000000,,,16164000000,38268000000,54432000000,342000000.0,3924000000,66861000000,12912000000,11396000000,6558000000,17954000000,1564000000.0,1905000000.0,3332000000.0,101182000000,1758000000,0.0,0.0,0.0,5468000000,15329000000,1989000000.0,0.0,0.0,3107000000,7001000000,3107000000,22330000000,0.0,54916000000,-398000000.0,-189000000.0,78852000000,101182000000,39832000000,4989000000.0,-11175000000,63000000.0,0.0,1976000000.0,291000000.0,51532000000.0,-38000000.0,4705000000,0.0,0.0,0.0,0.0,0.0,-3803000000,0.0,0.0,0.0,0.0,0.0,-105000000.0,-8000000.0,789000000.0,16164000000.0,15375000000.0,4705000000,-1611000000,3094000000,Q2-2013,2013,4258000000.0,78852000000,4341000000.0,51532000000,54723000000.0,66519000000.0,0.2292666876056296,,Q2-2013
