,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,link,finalLink,timestamp,est_time,est_date
0,2020-12-31,AMD.DE,USD,2020-12-31,2020-12-31,FY,1595000000,695000000.0,2290000000,2076000000,1399000000,0.0,6143000000,849000000,289000000.0,229000000.0,518000000.0,63000000.0,1245000000.0,144000000.0,2819000000,0.0,8962000000,468000000.0,695000000.0,0.0,0.0,75000000.0,2417000000,330000000,0.0,0.0,177000000.0,708000000,0.0,3125000000,12000000.0,-4605000000,-912000000,0.0,5837000000,8962000000,758000000.0,1025000000,-570000000,,,1620587397,15:09:57,20210509
1,2019-12-31,AMD.DE,USD,2019-12-31,2019-12-31,FY,1466000000,37000000.0,1503000000,1859000000,982000000,0.0,4597000000,705000000,289000000.0,210000000.0,499000000.0,58000000.0,0.0,169000000.0,1431000000,0.0,6028000000,988000000.0,136000000.0,0.0,2000000.0,29000000.0,2359000000,486000000,0.0,0.0,157000000.0,842000000,0.0,3201000000,12000000.0,-7095000000,-768000000,0.0,2827000000,6028000000,95000000.0,622000000,-844000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
2,2018-12-31,AMD.DE,USD,2018-12-31,2018-12-31,FY,1078000000,78000000.0,1156000000,1235000000,845000000,195000000.0,3540000000,348000000,289000000.0,226000000.0,515000000.0,58000000.0,0.0,95000000.0,1016000000,0.0,4556000000,528000000.0,78000000.0,0.0,0.0,24000000.0,1984000000,1114000000,0.0,0.0,192000000.0,1306000000,0.0,3290000000,10000000.0,-7436000000,-707000000,0.0,1266000000,4556000000,136000000.0,1192000000,114000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
3,2017-12-31,AMD.DE,USD,2017-12-31,2017-12-31,FY,1185000000,0.0,1185000000,400000000,739000000,188000000.0,2622000000,261000000,289000000.0,239000000.0,528000000.0,58000000.0,0.0,71000000.0,918000000,0.0,3540000000,384000000.0,0.0,0.0,22000000.0,57000000.0,1486000000,1325000000,0.0,0.0,118000000.0,1443000000,0.0,2929000000,9000000.0,-7760000000,-740000000,0.0,611000000,3540000000,0.0,1395000000,210000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
4,2016-12-31,AMD.DE,USD,2016-12-31,2016-12-31,FY,1264000000,0.0,1264000000,311000000,751000000,109000000.0,2530000000,164000000,289000000.0,232000000.0,521000000.0,59000000.0,0.0,47000000.0,791000000,0.0,3321000000,440000000.0,0.0,0.0,63000000.0,69000000.0,1346000000,1435000000,0.0,0.0,124000000.0,1559000000,0.0,2905000000,9000000.0,-7803000000,-717000000,0.0,416000000,3321000000,0.0,1435000000,171000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
5,2015-12-31,AMD.DE,USD,2015-12-31,2015-12-31,FY,785000000,0.0,785000000,533000000,678000000,65000000.0,2320000000,188000000,278000000.0,189000000.0,467000000.0,0.0,0.0,134000000.0,789000000,0.0,3109000000,279000000.0,0.0,0.0,53000000.0,124000000.0,1403000000,2032000000,0.0,0.0,86000000.0,2118000000,0.0,3521000000,8000000.0,-7306000000,-796000000,0.0,-412000000,3109000000,0.0,2262000000,1477000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
6,2014-12-31,AMD.DE,USD,2014-12-31,2014-12-31,FY,805000000,235000000.0,1040000000,818000000,685000000,0.0,2736000000,302000000,320000000.0,284000000.0,604000000.0,0.0,0.0,125000000.0,1031000000,0.0,3767000000,415000000.0,235000000.0,0.0,72000000.0,0.0,1440000000,2035000000,0.0,0.0,105000000.0,2140000000,0.0,3580000000,8000000.0,-6646000000,-1378000000,0.0,187000000,3767000000,0.0,2270000000,1465000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
7,2013-12-31,AMD.DE,USD,2013-12-31,2013-12-31,FY,869000000,228000000.0,1097000000,832000000,884000000,0.0,2884000000,346000000,553000000.0,358000000.0,911000000.0,0.0,0.0,106000000.0,1453000000,0.0,4337000000,519000000.0,228000000.0,0.0,145000000.0,0.0,1618000000,1998000000,0.0,0.0,177000000.0,2175000000,0.0,3793000000,7000000.0,-6243000000,-1387000000,0.0,544000000,4337000000,0.0,2226000000,1357000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
8,2012-12-31,AMD.DE,USD,2012-12-31,2012-12-31,FY,549000000,453000000.0,1002000000,630000000,562000000,0.0,2265000000,658000000,553000000.0,96000000.0,649000000.0,0.0,0.0,247000000.0,1735000000,0.0,4000000000,278000000.0,453000000.0,0.0,108000000.0,63000000.0,1397000000,2037000000,0.0,0.0,28000000.0,2065000000,0.0,3462000000,7000000.0,-6160000000,-1560000000,0.0,538000000,4000000000,0.0,2490000000,1941000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
9,2011-12-31,AMD.DE,USD,2011-12-31,2011-12-31,FY,869000000,896000000.0,1765000000,919000000,476000000,1765000000.0,3229000000,726000000,323000000.0,0.0,323000000.0,278000000.0,0.0,249000000.0,1725000000,0.0,4954000000,540000000.0,896000000.0,0.0,123000000.0,72000000.0,1774000000,1527000000,0.0,0.0,63000000.0,1590000000,0.0,3364000000,7000000.0,-4977000000,-1470000000,0.0,1590000000,4954000000,1174000000.0,2423000000,1554000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
10,2010-12-31,AMD.DE,USD,2010-12-31,2010-12-31,FY,606000000,1183000000.0,1789000000,968000000,632000000,1789000000.0,3594000000,700000000,323000000.0,37000000.0,360000000.0,0.0,0.0,310000000.0,1370000000,0.0,4964000000,581000000.0,1183000000.0,0.0,143000000.0,19000000.0,1674000000,2188000000,0.0,0.0,89000000.0,2277000000,0.0,3951000000,7000000.0,-5468000000,-1379000000,0.0,1013000000,4964000000,0.0,3371000000,2765000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587397,15:09:57,20210509
