,symbol,historical
84,0001.HK,"{'date': '2020-10-12', 'open': 46.799999, 'high': 47.799999, 'low': 46.799999, 'close': 47.299999, 'adjClose': 47.299999, 'volume': 12414630.0, 'unadjustedVolume': 12414630.0, 'change': 0.5, 'changePercent': 1.068, 'vwap': 47.3, 'label': 'October 12, 20', 'changeOverTime': 0.01068}"
85,0001.HK,"{'date': '2020-10-09', 'open': 47.799999, 'high': 47.799999, 'low': 47.049999, 'close': 47.25, 'adjClose': 47.25, 'volume': 5360334.0, 'unadjustedVolume': 5360334.0, 'change': -0.55, 'changePercent': -1.151, 'vwap': 47.36667, 'label': 'October 09, 20', 'changeOverTime': -0.01151}"
86,0001.HK,"{'date': '2020-10-08', 'open': 47.5, 'high': 47.900002, 'low': 47.150002, 'close': 47.599998, 'adjClose': 47.599998, 'volume': 2873958.0, 'unadjustedVolume': 2873958.0, 'change': 0.1, 'changePercent': 0.211, 'vwap': 47.55, 'label': 'October 08, 20', 'changeOverTime': 0.00211}"
87,0001.HK,"{'date': '2020-10-07', 'open': 47.650002, 'high': 48.150002, 'low': 47.450001, 'close': 47.900002, 'adjClose': 47.900002, 'volume': 3805716.0, 'unadjustedVolume': 3805716.0, 'change': 0.25, 'changePercent': 0.525, 'vwap': 47.83334, 'label': 'October 07, 20', 'changeOverTime': 0.00525}"
88,0001.HK,"{'date': '2020-10-06', 'open': 47.400002, 'high': 47.900002, 'low': 47.349998, 'close': 47.650002, 'adjClose': 47.650002, 'volume': 4209146.0, 'unadjustedVolume': 4209146.0, 'change': 0.25, 'changePercent': 0.527, 'vwap': 47.63333, 'label': 'October 06, 20', 'changeOverTime': 0.00527}"
89,0001.HK,"{'date': '2020-10-05', 'open': 47.299999, 'high': 47.799999, 'low': 47.0, 'close': 47.099998, 'adjClose': 47.099998, 'volume': 5219906.0, 'unadjustedVolume': 5219906.0, 'change': -0.2, 'changePercent': -0.423, 'vwap': 47.3, 'label': 'October 05, 20', 'changeOverTime': -0.00423}"
90,0001.HK,"{'date': '2020-09-30', 'open': 46.150002, 'high': 47.150002, 'low': 46.150002, 'close': 46.599998, 'adjClose': 46.599998, 'volume': 6518072.0, 'unadjustedVolume': 6518072.0, 'change': 0.45, 'changePercent': 0.975, 'vwap': 46.63333, 'label': 'September 30, 20', 'changeOverTime': 0.00975}"
91,0001.HK,"{'date': '2020-09-29', 'open': 46.25, 'high': 46.599998, 'low': 46.099998, 'close': 46.5, 'adjClose': 46.5, 'volume': 5319638.0, 'unadjustedVolume': 5319638.0, 'change': 0.25, 'changePercent': 0.541, 'vwap': 46.4, 'label': 'September 29, 20', 'changeOverTime': 0.00541}"
92,0001.HK,"{'date': '2020-09-28', 'open': 46.849998, 'high': 47.0, 'low': 46.400002, 'close': 46.549999, 'adjClose': 46.549999, 'volume': 4628062.0, 'unadjustedVolume': 4628062.0, 'change': -0.3, 'changePercent': -0.64, 'vwap': 46.65, 'label': 'September 28, 20', 'changeOverTime': -0.0064}"
93,0001.HK,"{'date': '2020-09-25', 'open': 46.099998, 'high': 46.900002, 'low': 46.049999, 'close': 46.549999, 'adjClose': 46.549999, 'volume': 3907163.0, 'unadjustedVolume': 3907163.0, 'change': 0.45, 'changePercent': 0.976, 'vwap': 46.5, 'label': 'September 25, 20', 'changeOverTime': 0.00976}"
94,0001.HK,"{'date': '2020-09-24', 'open': 46.299999, 'high': 46.650002, 'low': 46.0, 'close': 46.349998, 'adjClose': 46.349998, 'volume': 4728562.0, 'unadjustedVolume': 4728562.0, 'change': 0.05, 'changePercent': 0.108, 'vwap': 46.33333, 'label': 'September 24, 20', 'changeOverTime': 0.00108}"
95,0001.HK,"{'date': '2020-09-23', 'open': 46.950001, 'high': 47.200001, 'low': 46.5, 'close': 46.75, 'adjClose': 46.75, 'volume': 4944232.0, 'unadjustedVolume': 4944232.0, 'change': -0.2, 'changePercent': -0.426, 'vwap': 46.81667, 'label': 'September 23, 20', 'changeOverTime': -0.00426}"
96,0001.HK,"{'date': '2020-09-22', 'open': 47.299999, 'high': 47.650002, 'low': 46.650002, 'close': 46.950001, 'adjClose': 46.950001, 'volume': 8884880.0, 'unadjustedVolume': 8884880.0, 'change': -0.35, 'changePercent': -0.74, 'vwap': 47.08334, 'label': 'September 22, 20', 'changeOverTime': -0.0074}"
97,0001.HK,"{'date': '2020-09-21', 'open': 48.900002, 'high': 49.150002, 'low': 47.900002, 'close': 48.049999, 'adjClose': 48.049999, 'volume': 4737731.0, 'unadjustedVolume': 4737731.0, 'change': -0.85, 'changePercent': -1.738, 'vwap': 48.36667, 'label': 'September 21, 20', 'changeOverTime': -0.01738}"
98,0001.HK,"{'date': '2020-09-18', 'open': 48.450001, 'high': 48.900002, 'low': 48.200001, 'close': 48.900002, 'adjClose': 48.900002, 'volume': 10181170.0, 'unadjustedVolume': 10181170.0, 'change': 0.45, 'changePercent': 0.929, 'vwap': 48.66667, 'label': 'September 18, 20', 'changeOverTime': 0.00929}"
99,0001.HK,"{'date': '2020-09-17', 'open': 48.75, 'high': 49.0, 'low': 48.299999, 'close': 48.5, 'adjClose': 48.5, 'volume': 5260333.0, 'unadjustedVolume': 5260333.0, 'change': -0.25, 'changePercent': -0.513, 'vwap': 48.6, 'label': 'September 17, 20', 'changeOverTime': -0.00513}"
100,0001.HK,"{'date': '2020-09-16', 'open': 49.349998, 'high': 49.599998, 'low': 48.900002, 'close': 49.150002, 'adjClose': 49.150002, 'volume': 5622160.0, 'unadjustedVolume': 5622160.0, 'change': -0.2, 'changePercent': -0.405, 'vwap': 49.21667, 'label': 'September 16, 20', 'changeOverTime': -0.00405}"
101,0001.HK,"{'date': '2020-09-15', 'open': 48.950001, 'high': 49.650002, 'low': 48.900002, 'close': 49.5, 'adjClose': 49.5, 'volume': 4488184.0, 'unadjustedVolume': 4488184.0, 'change': 0.55, 'changePercent': 1.124, 'vwap': 49.35, 'label': 'September 15, 20', 'changeOverTime': 0.01124}"
102,0001.HK,"{'date': '2020-09-14', 'open': 48.700001, 'high': 49.299999, 'low': 48.5, 'close': 49.049999, 'adjClose': 49.049999, 'volume': 4789952.0, 'unadjustedVolume': 4789952.0, 'change': 0.35, 'changePercent': 0.719, 'vwap': 48.95, 'label': 'September 14, 20', 'changeOverTime': 0.00719}"
103,0001.HK,"{'date': '2020-09-11', 'open': 48.5, 'high': 48.799999, 'low': 48.299999, 'close': 48.549999, 'adjClose': 48.549999, 'volume': 7599968.0, 'unadjustedVolume': 7599968.0, 'change': 0.05, 'changePercent': 0.103, 'vwap': 48.55, 'label': 'September 11, 20', 'changeOverTime': 0.00103}"
104,0001.HK,"{'date': '2020-09-10', 'open': 48.900002, 'high': 49.5, 'low': 48.549999, 'close': 48.799999, 'adjClose': 48.799999, 'volume': 6920608.0, 'unadjustedVolume': 6920608.0, 'change': -0.1, 'changePercent': -0.204, 'vwap': 48.95, 'label': 'September 10, 20', 'changeOverTime': -0.00204}"
105,0001.HK,"{'date': '2020-09-09', 'open': 48.599998, 'high': 49.049999, 'low': 48.599998, 'close': 48.75, 'adjClose': 48.75, 'volume': 4951402.0, 'unadjustedVolume': 4951402.0, 'change': 0.15, 'changePercent': 0.309, 'vwap': 48.8, 'label': 'September 09, 20', 'changeOverTime': 0.00309}"
106,0001.HK,"{'date': '2020-09-08', 'open': 50.0, 'high': 50.150002, 'low': 49.0, 'close': 49.099998, 'adjClose': 49.099998, 'volume': 4942056.0, 'unadjustedVolume': 4942056.0, 'change': -0.9, 'changePercent': -1.8, 'vwap': 49.41667, 'label': 'September 08, 20', 'changeOverTime': -0.018}"
107,0001.HK,"{'date': '2020-09-07', 'open': 49.599998, 'high': 50.150002, 'low': 49.5, 'close': 49.599998, 'adjClose': 49.599998, 'volume': 3566809.0, 'unadjustedVolume': 3566809.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 49.75, 'label': 'September 07, 20', 'changeOverTime': 0.0}"
108,0001.HK,"{'date': '2020-09-04', 'open': 49.849998, 'high': 50.450001, 'low': 49.650002, 'close': 50.0, 'adjClose': 49.386002, 'volume': 12456490.0, 'unadjustedVolume': 12456490.0, 'change': 0.15, 'changePercent': 0.301, 'vwap': 50.03333, 'label': 'September 04, 20', 'changeOverTime': 0.00301}"
109,0001.HK,"{'date': '2020-09-03', 'open': 50.049999, 'high': 50.400002, 'low': 49.650002, 'close': 50.150002, 'adjClose': 49.534161, 'volume': 6049910.0, 'unadjustedVolume': 6049910.0, 'change': 0.1, 'changePercent': 0.2, 'vwap': 50.06667, 'label': 'September 03, 20', 'changeOverTime': 0.002}"
110,0001.HK,"{'date': '2020-09-02', 'open': 50.150002, 'high': 50.400002, 'low': 49.799999, 'close': 50.099998, 'adjClose': 49.484772, 'volume': 8511630.0, 'unadjustedVolume': 8511630.0, 'change': -0.05, 'changePercent': -0.1, 'vwap': 50.1, 'label': 'September 02, 20', 'changeOverTime': -0.001}"
111,0001.HK,"{'date': '2020-09-01', 'open': 50.200001, 'high': 50.599998, 'low': 50.0, 'close': 50.299999, 'adjClose': 49.682316, 'volume': 6383120.0, 'unadjustedVolume': 6383120.0, 'change': 0.1, 'changePercent': 0.199, 'vwap': 50.3, 'label': 'September 01, 20', 'changeOverTime': 0.00199}"
112,0001.HK,"{'date': '2020-08-31', 'open': 51.200001, 'high': 51.950001, 'low': 50.75, 'close': 50.75, 'adjClose': 50.126789, 'volume': 7869427.0, 'unadjustedVolume': 7869427.0, 'change': -0.45, 'changePercent': -0.879, 'vwap': 51.15, 'label': 'August 31, 20', 'changeOverTime': -0.00879}"
113,0001.HK,"{'date': '2020-08-28', 'open': 50.549999, 'high': 51.450001, 'low': 50.5, 'close': 50.650002, 'adjClose': 50.028019, 'volume': 5709804.0, 'unadjustedVolume': 5709804.0, 'change': 0.1, 'changePercent': 0.198, 'vwap': 50.86667, 'label': 'August 28, 20', 'changeOverTime': 0.00198}"
114,0001.HK,"{'date': '2020-08-27', 'open': 50.700001, 'high': 51.099998, 'low': 50.5, 'close': 50.549999, 'adjClose': 49.929245, 'volume': 5007631.0, 'unadjustedVolume': 5007631.0, 'change': -0.15, 'changePercent': -0.296, 'vwap': 50.71667, 'label': 'August 27, 20', 'changeOverTime': -0.00296}"
115,0001.HK,"{'date': '2020-08-26', 'open': 51.200001, 'high': 51.349998, 'low': 50.75, 'close': 51.049999, 'adjClose': 50.423107, 'volume': 5570897.0, 'unadjustedVolume': 5570897.0, 'change': -0.15, 'changePercent': -0.293, 'vwap': 51.05, 'label': 'August 26, 20', 'changeOverTime': -0.00293}"
116,0001.HK,"{'date': '2020-08-25', 'open': 51.849998, 'high': 52.150002, 'low': 51.5, 'close': 51.599998, 'adjClose': 50.966351, 'volume': 3663352.0, 'unadjustedVolume': 3663352.0, 'change': -0.25, 'changePercent': -0.482, 'vwap': 51.75, 'label': 'August 25, 20', 'changeOverTime': -0.00482}"
117,0001.HK,"{'date': '2020-08-24', 'open': 51.799999, 'high': 52.099998, 'low': 50.900002, 'close': 51.599998, 'adjClose': 50.966351, 'volume': 4539360.0, 'unadjustedVolume': 4539360.0, 'change': -0.2, 'changePercent': -0.386, 'vwap': 51.53333, 'label': 'August 24, 20', 'changeOverTime': -0.00386}"
118,0001.HK,"{'date': '2020-08-21', 'open': 51.0, 'high': 51.599998, 'low': 50.650002, 'close': 51.049999, 'adjClose': 50.423107, 'volume': 4867266.0, 'unadjustedVolume': 4867266.0, 'change': 0.05, 'changePercent': 0.098, 'vwap': 51.1, 'label': 'August 21, 20', 'changeOverTime': 0.00098}"
119,0001.HK,"{'date': '2020-08-20', 'open': 51.799999, 'high': 51.799999, 'low': 50.099998, 'close': 50.549999, 'adjClose': 49.929245, 'volume': 7184232.0, 'unadjustedVolume': 7184232.0, 'change': -1.25, 'changePercent': -2.413, 'vwap': 50.81667, 'label': 'August 20, 20', 'changeOverTime': -0.02413}"
120,0001.HK,"{'date': '2020-08-19', 'open': 52.549999, 'high': 52.549999, 'low': 51.200001, 'close': 51.75, 'adjClose': 51.11451, 'volume': 3302793.0, 'unadjustedVolume': 3302793.0, 'change': -0.8, 'changePercent': -1.522, 'vwap': 51.83333, 'label': 'August 19, 20', 'changeOverTime': -0.01522}"
121,0001.HK,"{'date': '2020-08-18', 'open': 52.5, 'high': 52.599998, 'low': 51.799999, 'close': 52.150002, 'adjClose': 51.509602, 'volume': 5234128.0, 'unadjustedVolume': 5234128.0, 'change': -0.35, 'changePercent': -0.667, 'vwap': 52.18333, 'label': 'August 18, 20', 'changeOverTime': -0.00667}"
122,0001.HK,"{'date': '2020-08-17', 'open': 52.25, 'high': 52.75, 'low': 51.900002, 'close': 52.349998, 'adjClose': 51.707142, 'volume': 4221747.0, 'unadjustedVolume': 4221747.0, 'change': 0.1, 'changePercent': 0.191, 'vwap': 52.33333, 'label': 'August 17, 20', 'changeOverTime': 0.00191}"
123,0001.HK,"{'date': '2020-08-14', 'open': 51.549999, 'high': 52.25, 'low': 51.549999, 'close': 52.0, 'adjClose': 51.361443, 'volume': 4483075.0, 'unadjustedVolume': 4483075.0, 'change': 0.45, 'changePercent': 0.873, 'vwap': 51.93333, 'label': 'August 14, 20', 'changeOverTime': 0.00873}"
124,0001.HK,"{'date': '2020-08-13', 'open': 52.599998, 'high': 52.599998, 'low': 51.650002, 'close': 52.299999, 'adjClose': 51.657757, 'volume': 6771640.0, 'unadjustedVolume': 6771640.0, 'change': -0.3, 'changePercent': -0.57, 'vwap': 52.18333, 'label': 'August 13, 20', 'changeOverTime': -0.0057}"
125,0001.HK,"{'date': '2020-08-12', 'open': 51.099998, 'high': 52.549999, 'low': 50.849998, 'close': 52.450001, 'adjClose': 51.805916, 'volume': 9405826.0, 'unadjustedVolume': 9405826.0, 'change': 1.35, 'changePercent': 2.642, 'vwap': 51.95, 'label': 'August 12, 20', 'changeOverTime': 0.02642}"
126,0001.HK,"{'date': '2020-08-11', 'open': 50.5, 'high': 51.5, 'low': 50.25, 'close': 51.150002, 'adjClose': 50.521881, 'volume': 8633891.0, 'unadjustedVolume': 8633891.0, 'change': 0.65, 'changePercent': 1.287, 'vwap': 50.96667, 'label': 'August 11, 20', 'changeOverTime': 0.01287}"
127,0001.HK,"{'date': '2020-08-10', 'open': 49.950001, 'high': 50.200001, 'low': 49.650002, 'close': 49.799999, 'adjClose': 49.188457, 'volume': 4417692.0, 'unadjustedVolume': 4417692.0, 'change': -0.15, 'changePercent': -0.3, 'vwap': 49.88333, 'label': 'August 10, 20', 'changeOverTime': -0.003}"
128,0001.HK,"{'date': '2020-08-07', 'open': 50.200001, 'high': 50.349998, 'low': 49.25, 'close': 49.799999, 'adjClose': 49.188457, 'volume': 9781651.0, 'unadjustedVolume': 9781651.0, 'change': -0.4, 'changePercent': -0.797, 'vwap': 49.8, 'label': 'August 07, 20', 'changeOverTime': -0.00797}"
129,0001.HK,"{'date': '2020-08-06', 'open': 51.5, 'high': 51.599998, 'low': 50.0, 'close': 50.900002, 'adjClose': 50.274952, 'volume': 5395197.0, 'unadjustedVolume': 5395197.0, 'change': -0.6, 'changePercent': -1.165, 'vwap': 50.83333, 'label': 'August 06, 20', 'changeOverTime': -0.01165}"
130,0001.HK,"{'date': '2020-08-05', 'open': 51.5, 'high': 51.75, 'low': 51.0, 'close': 51.25, 'adjClose': 50.620651, 'volume': 7515328.0, 'unadjustedVolume': 7515328.0, 'change': -0.25, 'changePercent': -0.485, 'vwap': 51.33333, 'label': 'August 05, 20', 'changeOverTime': -0.00485}"
131,0001.HK,"{'date': '2020-08-04', 'open': 50.650002, 'high': 51.950001, 'low': 50.349998, 'close': 51.700001, 'adjClose': 51.065125, 'volume': 8260594.0, 'unadjustedVolume': 8260594.0, 'change': 1.05, 'changePercent': 2.073, 'vwap': 51.33333, 'label': 'August 04, 20', 'changeOverTime': 0.02073}"
132,0001.HK,"{'date': '2020-08-03', 'open': 50.049999, 'high': 50.900002, 'low': 49.650002, 'close': 50.349998, 'adjClose': 49.731701, 'volume': 6242401.0, 'unadjustedVolume': 6242401.0, 'change': 0.3, 'changePercent': 0.599, 'vwap': 50.3, 'label': 'August 03, 20', 'changeOverTime': 0.00599}"
133,0001.HK,"{'date': '2020-07-31', 'open': 50.049999, 'high': 51.0, 'low': 50.049999, 'close': 50.549999, 'adjClose': 49.929245, 'volume': 5609644.0, 'unadjustedVolume': 5609644.0, 'change': 0.5, 'changePercent': 0.999, 'vwap': 50.53333, 'label': 'July 31, 20', 'changeOverTime': 0.00999}"
134,0001.HK,"{'date': '2020-07-30', 'open': 50.0, 'high': 51.900002, 'low': 50.0, 'close': 50.549999, 'adjClose': 49.929245, 'volume': 7122484.0, 'unadjustedVolume': 7122484.0, 'change': 0.55, 'changePercent': 1.1, 'vwap': 50.81667, 'label': 'July 30, 20', 'changeOverTime': 0.011}"
135,0001.HK,"{'date': '2020-07-29', 'open': 49.650002, 'high': 50.099998, 'low': 49.5, 'close': 50.0, 'adjClose': 49.386002, 'volume': 5880385.0, 'unadjustedVolume': 5880385.0, 'change': 0.35, 'changePercent': 0.705, 'vwap': 49.86667, 'label': 'July 29, 20', 'changeOverTime': 0.00705}"
136,0001.HK,"{'date': '2020-07-28', 'open': 50.0, 'high': 50.650002, 'low': 49.599998, 'close': 49.849998, 'adjClose': 49.237843, 'volume': 6037371.0, 'unadjustedVolume': 6037371.0, 'change': -0.15, 'changePercent': -0.3, 'vwap': 50.03333, 'label': 'July 28, 20', 'changeOverTime': -0.003}"
137,0001.HK,"{'date': '2020-07-27', 'open': 49.799999, 'high': 50.0, 'low': 49.049999, 'close': 49.25, 'adjClose': 48.64521, 'volume': 6007146.0, 'unadjustedVolume': 6007146.0, 'change': -0.55, 'changePercent': -1.104, 'vwap': 49.43333, 'label': 'July 27, 20', 'changeOverTime': -0.01104}"
138,0001.HK,"{'date': '2020-07-24', 'open': 50.0, 'high': 50.200001, 'low': 49.450001, 'close': 49.799999, 'adjClose': 49.188457, 'volume': 7284377.0, 'unadjustedVolume': 7284377.0, 'change': -0.2, 'changePercent': -0.4, 'vwap': 49.81667, 'label': 'July 24, 20', 'changeOverTime': -0.004}"
139,0001.HK,"{'date': '2020-07-23', 'open': 50.049999, 'high': 50.450001, 'low': 49.900002, 'close': 50.150002, 'adjClose': 49.534161, 'volume': 6234463.0, 'unadjustedVolume': 6234463.0, 'change': 0.1, 'changePercent': 0.2, 'vwap': 50.16667, 'label': 'July 23, 20', 'changeOverTime': 0.002}"
140,0001.HK,"{'date': '2020-07-22', 'open': 50.599998, 'high': 51.200001, 'low': 50.200001, 'close': 50.299999, 'adjClose': 49.682316, 'volume': 5725070.0, 'unadjustedVolume': 5725070.0, 'change': -0.3, 'changePercent': -0.593, 'vwap': 50.56667, 'label': 'July 22, 20', 'changeOverTime': -0.00593}"
141,0001.HK,"{'date': '2020-07-21', 'open': 50.400002, 'high': 51.049999, 'low': 50.400002, 'close': 50.849998, 'adjClose': 50.225559, 'volume': 6675345.0, 'unadjustedVolume': 6675345.0, 'change': 0.45, 'changePercent': 0.893, 'vwap': 50.76667, 'label': 'July 21, 20', 'changeOverTime': 0.00893}"
142,0001.HK,"{'date': '2020-07-20', 'open': 50.5, 'high': 51.099998, 'low': 50.400002, 'close': 50.849998, 'adjClose': 50.225559, 'volume': 5682260.0, 'unadjustedVolume': 5682260.0, 'change': 0.35, 'changePercent': 0.693, 'vwap': 50.78333, 'label': 'July 20, 20', 'changeOverTime': 0.00693}"
143,0001.HK,"{'date': '2020-07-17', 'open': 51.349998, 'high': 51.349998, 'low': 50.799999, 'close': 50.950001, 'adjClose': 50.324337, 'volume': 6124546.0, 'unadjustedVolume': 6124546.0, 'change': -0.4, 'changePercent': -0.779, 'vwap': 51.03333, 'label': 'July 17, 20', 'changeOverTime': -0.00779}"
144,0001.HK,"{'date': '2020-07-16', 'open': 51.25, 'high': 51.75, 'low': 50.849998, 'close': 51.0, 'adjClose': 50.373722, 'volume': 5009729.0, 'unadjustedVolume': 5009729.0, 'change': -0.25, 'changePercent': -0.488, 'vwap': 51.2, 'label': 'July 16, 20', 'changeOverTime': -0.00488}"
145,0001.HK,"{'date': '2020-07-15', 'open': 52.5, 'high': 52.5, 'low': 51.099998, 'close': 51.200001, 'adjClose': 50.571266, 'volume': 7450659.0, 'unadjustedVolume': 7450659.0, 'change': -1.3, 'changePercent': -2.476, 'vwap': 51.6, 'label': 'July 15, 20', 'changeOverTime': -0.02476}"
146,0001.HK,"{'date': '2020-07-14', 'open': 51.0, 'high': 51.799999, 'low': 50.650002, 'close': 51.700001, 'adjClose': 51.065125, 'volume': 10271990.0, 'unadjustedVolume': 10271990.0, 'change': 0.7, 'changePercent': 1.373, 'vwap': 51.38333, 'label': 'July 14, 20', 'changeOverTime': 0.01373}"
147,0001.HK,"{'date': '2020-07-13', 'open': 50.5, 'high': 51.25, 'low': 50.349998, 'close': 50.75, 'adjClose': 50.126789, 'volume': 6984082.0, 'unadjustedVolume': 6984082.0, 'change': 0.25, 'changePercent': 0.495, 'vwap': 50.78333, 'label': 'July 13, 20', 'changeOverTime': 0.00495}"
148,0001.HK,"{'date': '2020-07-10', 'open': 50.700001, 'high': 51.049999, 'low': 50.0, 'close': 50.349998, 'adjClose': 49.731701, 'volume': 10338540.0, 'unadjustedVolume': 10338540.0, 'change': -0.35, 'changePercent': -0.69, 'vwap': 50.46667, 'label': 'July 10, 20', 'changeOverTime': -0.0069}"
149,0001.HK,"{'date': '2020-07-09', 'open': 52.400002, 'high': 52.400002, 'low': 51.25, 'close': 51.349998, 'adjClose': 50.719421, 'volume': 8157846.0, 'unadjustedVolume': 8157846.0, 'change': -1.05, 'changePercent': -2.004, 'vwap': 51.66667, 'label': 'July 09, 20', 'changeOverTime': -0.02004}"
150,0001.HK,"{'date': '2020-07-08', 'open': 53.25, 'high': 53.25, 'low': 51.549999, 'close': 52.049999, 'adjClose': 51.410828, 'volume': 8226736.0, 'unadjustedVolume': 8226736.0, 'change': -1.2, 'changePercent': -2.254, 'vwap': 52.28333, 'label': 'July 08, 20', 'changeOverTime': -0.02254}"
151,0001.HK,"{'date': '2020-07-07', 'open': 53.950001, 'high': 54.150002, 'low': 52.299999, 'close': 52.700001, 'adjClose': 52.052845, 'volume': 12130440.0, 'unadjustedVolume': 12130440.0, 'change': -1.25, 'changePercent': -2.317, 'vwap': 53.05, 'label': 'July 07, 20', 'changeOverTime': -0.02317}"
152,0001.HK,"{'date': '2020-07-06', 'open': 52.0, 'high': 53.950001, 'low': 51.799999, 'close': 53.799999, 'adjClose': 53.139336, 'volume': 12990930.0, 'unadjustedVolume': 12990930.0, 'change': 1.8, 'changePercent': 3.462, 'vwap': 53.18333, 'label': 'July 06, 20', 'changeOverTime': 0.03462}"
153,0001.HK,"{'date': '2020-07-03', 'open': 51.900002, 'high': 52.099998, 'low': 51.349998, 'close': 51.75, 'adjClose': 51.11451, 'volume': 9240624.0, 'unadjustedVolume': 9240624.0, 'change': -0.15, 'changePercent': -0.289, 'vwap': 51.73333, 'label': 'July 03, 20', 'changeOverTime': -0.00289}"
