,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,timestamp,est_time,est_date
0,2020-12-31,AM3D.DE,EUR,2020-12-31,2020-12-31,Q4,-8770000,2527000,0,0,1251000,0,1536000,0,0,1170000,-1366000,0,0,0,0,0,-3288000,-333000,0,0,0,0,-2099000,-255000,-7008000,18864000,25872000,-1366000,-3303000,-4669000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
1,2020-09-30,AM3D.DE,EUR,2020-09-30,2020-09-30,Q3,-8984000,1718000,0,0,8178000,0,5687000,0,0,1217000,1947000,-4311000,0,0,0,0,-4303000,-755000,0,0,0,0,13443000,-225000,10862000,25872000,15010000,1947000,-4311000,-2364000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
2,2020-06-30,AM3D.DE,EUR,2020-06-30,2020-06-30,Q2,-6399000,2184000,0,0,709000,0,1091000,0,0,1072000,-2276000,-1558000,0,0,0,0,-1549000,113000,0,0,0,0,-1476000,-27000,-5327000,15010000,20337000,-2276000,-1558000,-3834000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
3,2020-03-31,AM3D.DE,EUR,2020-03-31,2020-03-31,Q1,-6099000,2184000,0,0,1378000,0,-804000,0,0,1003000,-1643000,-2018000,0,0,0,1000,-2015000,-333000,0,0,0,0,-1424000,-104000,-5186000,20337000,25523000,-1643000,-2018000,-3661000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
4,2019-12-31,AM3D.DE,EUR,2019-12-31,2019-12-31,Q4,-12402000,2482000,0,0,8455000,0,6787000,0,0,947000,2072000,-2665000,0,4000,0,0,-2652000,-296000,0,0,0,0,-1863000,-148000,-2591000,25523000,28114000,2072000,-2665000,-593000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
5,2019-09-30,AM3D.DE,EUR,2019-09-30,2019-09-30,Q3,-3858000,1721000,0,0,1572000,0,2524000,0,0,1242000,790000,-2020000,0,-2000,0,0,-2014000,-191000,0,0,0,0,-1215000,171000,-2269000,28114000,30383000,790000,-2020000,-1230000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
6,2019-06-30,AM3D.DE,EUR,2019-06-30,2019-06-30,Q2,-23091000,2204000,0,0,8693000,0,-1163000,0,0,1175000,-985000,-5084000,0,-1000,0,0,-5069000,-476000,0,0,0,0,-1586000,-86000,-7726000,30383000,38109000,-985000,-5084000,-6069000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
7,2019-03-31,AM3D.DE,EUR,2019-03-31,2019-03-31,Q1,-7704000,2252000,0,0,9458000,0,334000,0,0,1054000,1576000,-3081000,0,-1000,0,0,-3280000,0,13000000,0,0,0,11866000,160000,10323000,38109000,27786000,1576000,-3081000,-1505000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
8,2018-12-31,AM3D.DE,EUR,2018-12-31,2018-12-31,Q4,-5016000,1423000,0,0,2219000,0,1273000,0,0,222000,-1906000,-561000,0,-1000,0,0,-665000,0,0,0,0,0,-320000,118000,-2773000,27786000,30559000,-1906000,-561000,-2467000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
9,2018-09-30,AM3D.DE,EUR,2018-09-30,2018-09-30,Q3,-2099000,1865000,0,0,-6993000,0,-5455000,0,0,2015000,-6506000,-2119000,0,-2000,0,0,-2210000,-198000,0,0,0,0,-1555000,-17000,-10288000,30559000,40847000,-6506000,-2119000,-8625000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620587284,15:08:04,20210509
