date,max_ratio,max_ratio_hi,max_ratio_lo,query
2019-01-06,1.1794871794871797,1.2077922077922079,1.1518987341772153,AAPL stock
2019-01-13,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2019-01-20,0.6923076923076924,0.7142857142857143,0.6708860759493672,AAPL stock
2019-01-27,1.5897435897435899,1.6233766233766234,1.5569620253164558,AAPL stock
2019-02-03,0.9487179487179488,0.974025974025974,0.9240506329113924,AAPL stock
2019-02-10,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2019-02-17,0.5897435897435899,0.6103896103896104,0.569620253164557,AAPL stock
2019-02-24,0.7179487179487181,0.7402597402597402,0.6962025316455698,AAPL stock
2019-03-03,0.6410256410256411,0.6623376623376623,0.620253164556962,AAPL stock
2019-03-10,0.8461538461538463,0.8701298701298702,0.8227848101265823,AAPL stock
2019-03-17,0.9487179487179488,0.974025974025974,0.9240506329113924,AAPL stock
2019-03-24,0.9743589743589745,1.0,0.949367088607595,AAPL stock
2019-03-31,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2019-04-07,0.8974358974358975,0.922077922077922,0.8734177215189873,AAPL stock
2019-04-14,0.7179487179487181,0.7402597402597402,0.6962025316455698,AAPL stock
2019-04-21,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2019-04-28,1.4615384615384615,1.4935064935064934,1.430379746835443,AAPL stock
2019-05-05,0.9487179487179488,0.974025974025974,0.9240506329113924,AAPL stock
2019-05-12,1.0256410256410258,1.051948051948052,1.0000000000000002,AAPL stock
2019-05-19,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2019-05-26,0.6410256410256411,0.6623376623376623,0.620253164556962,AAPL stock
2019-06-02,0.8974358974358975,0.922077922077922,0.8734177215189873,AAPL stock
2019-06-09,0.7179487179487181,0.7402597402597402,0.6962025316455698,AAPL stock
2019-06-16,0.7435897435897436,0.7662337662337662,0.7215189873417721,AAPL stock
2019-06-23,0.6666666666666667,0.6883116883116883,0.6455696202531647,AAPL stock
2019-06-30,0.5641025641025642,0.5844155844155844,0.5443037974683544,AAPL stock
2019-07-07,0.7435897435897436,0.7662337662337662,0.7215189873417721,AAPL stock
2019-07-14,0.5897435897435899,0.6103896103896104,0.569620253164557,AAPL stock
2019-07-21,0.6923076923076924,0.7142857142857143,0.6708860759493672,AAPL stock
2019-07-28,1.1794871794871797,1.2077922077922079,1.1518987341772153,AAPL stock
2019-08-04,0.8974358974358975,0.922077922077922,0.8734177215189873,AAPL stock
2019-08-11,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2019-08-18,0.7948717948717949,0.8181818181818182,0.7721518987341772,AAPL stock
2019-08-25,0.6923076923076924,0.7142857142857143,0.6708860759493672,AAPL stock
2019-09-01,0.5128205128205129,0.5324675324675324,0.49367088607594944,AAPL stock
2019-09-08,0.9230769230769231,0.948051948051948,0.8987341772151899,AAPL stock
2019-09-15,0.7179487179487181,0.7402597402597402,0.6962025316455698,AAPL stock
2019-09-22,0.6153846153846154,0.6363636363636364,0.5949367088607594,AAPL stock
2019-09-29,0.7179487179487181,0.7402597402597402,0.6962025316455698,AAPL stock
2019-10-06,0.7692307692307693,0.7922077922077921,0.7468354430379747,AAPL stock
2019-10-13,0.7179487179487181,0.7402597402597402,0.6962025316455698,AAPL stock
2019-10-20,0.8461538461538463,0.8701298701298702,0.8227848101265823,AAPL stock
2019-10-27,1.3846153846153848,1.4155844155844157,1.3544303797468356,AAPL stock
2019-11-03,0.8974358974358975,0.922077922077922,0.8734177215189873,AAPL stock
2019-11-10,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2019-11-17,0.8205128205128206,0.8441558441558442,0.7974683544303798,AAPL stock
2019-11-24,0.5641025641025642,0.5844155844155844,0.5443037974683544,AAPL stock
2019-12-01,0.7435897435897436,0.7662337662337662,0.7215189873417721,AAPL stock
2019-12-08,0.8205128205128206,0.8441558441558442,0.7974683544303798,AAPL stock
2019-12-15,0.9230769230769231,0.948051948051948,0.8987341772151899,AAPL stock
2019-12-22,0.7692307692307693,0.7922077922077921,0.7468354430379747,AAPL stock
2019-12-29,0.9487179487179488,0.974025974025974,0.9240506329113924,AAPL stock
2020-01-05,1.205128205128205,1.2337662337662336,1.1772151898734178,AAPL stock
2020-01-12,1.205128205128205,1.2337662337662336,1.1772151898734178,AAPL stock
2020-01-19,0.8974358974358975,0.922077922077922,0.8734177215189873,AAPL stock
2020-01-26,1.7692307692307692,1.805194805194805,1.7341772151898738,AAPL stock
2020-02-02,1.307692307692308,1.3376623376623378,1.278481012658228,AAPL stock
2020-02-09,1.0769230769230769,1.103896103896104,1.0506329113924051,AAPL stock
2020-02-16,1.1794871794871797,1.2077922077922079,1.1518987341772153,AAPL stock
2020-02-23,2.1794871794871797,2.2207792207792205,2.1392405063291138,AAPL stock
2020-03-01,1.9743589743589747,2.012987012987013,1.9367088607594938,AAPL stock
2020-03-08,2.5641025641025643,2.5974025974025974,2.518987341772152,AAPL stock
2020-03-15,2.4615384615384617,2.5064935064935066,2.4177215189873418,AAPL stock
2020-03-22,2.128205128205128,2.1688311688311686,2.088607594936709,AAPL stock
2020-03-29,1.4102564102564106,1.4415584415584417,1.3797468354430382,AAPL stock
2020-04-05,1.2307692307692308,1.2597402597402596,1.2025316455696202,AAPL stock
2020-04-12,1.4615384615384615,1.4935064935064934,1.430379746835443,AAPL stock
2020-04-19,1.205128205128205,1.2337662337662336,1.1772151898734178,AAPL stock
2020-04-26,1.6923076923076925,1.7272727272727273,1.658227848101266,AAPL stock
2020-05-03,1.2564102564102564,1.2857142857142856,1.2278481012658229,AAPL stock
2020-05-10,1.2564102564102564,1.2857142857142856,1.2278481012658229,AAPL stock
2020-05-17,1.1025641025641026,1.12987012987013,1.0759493670886076,AAPL stock
2020-05-24,0.8717948717948719,0.8961038961038961,0.8481012658227849,AAPL stock
2020-05-31,0.9743589743589745,1.0,0.949367088607595,AAPL stock
2020-06-07,1.4615384615384615,1.4935064935064934,1.430379746835443,AAPL stock
2020-06-14,1.2307692307692308,1.2597402597402596,1.2025316455696202,AAPL stock
2020-06-21,1.4358974358974361,1.4675324675324675,1.4050632911392407,AAPL stock
2020-06-28,1.0512820512820513,1.077922077922078,1.0253164556962027,AAPL stock
2020-07-05,1.2564102564102564,1.2857142857142856,1.2278481012658229,AAPL stock
2020-07-12,1.5128205128205128,1.5454545454545454,1.481012658227848,AAPL stock
2020-07-19,1.3846153846153848,1.4155844155844157,1.3544303797468356,AAPL stock
2020-07-26,2.5641025641025643,2.5974025974025974,2.518987341772152,AAPL stock
2019-01-06,0.46341463414634143,0.48148148148148145,0.44578313253012053,MSFT stock
2019-01-13,0.43902439024390244,0.4567901234567901,0.42168674698795183,MSFT stock
2019-01-20,0.36585365853658536,0.38271604938271603,0.3493975903614458,MSFT stock
2019-01-27,0.7073170731707317,0.728395061728395,0.6867469879518072,MSFT stock
