,date,symbol,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
0,2019-12-28,FOSL,2020-02-27,2020-02-27 16:13:55,FY,-50012000,54792000,-6416000.0,15845000,-152488000,30940000,-78135000,4862000.0,500278000,164715000,-14209000,-20894000,0.0,-4197000.0,0.0,43770000,18679000,-870552000,0.0,0.0,0.0,-200428000,-208486000,882000.0,-203134000,200239000,403373000,-14209000,-20894000,-35103000,https://www.sec.gov/Archives/edgar/data/883569/000088356920000006/0000883569-20-000006-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000088356920000006/fosl-20191228x10k.htm
0,2018-12-29,FOSL,2019-02-21,2019-02-20 17:32:53,FY,-938000.0,67584000,6435000.0,23044000,-129134000,-8921000.0,153445000,-38365000,652766000,34746000,248139000,-17961000,0.0,-2856000.0,0.0,5199000.0,-15618000,-857474000,0.0,0.0,0.0,-55577000,-62657000,9364000.0,179228000,410472000,231244000,248139000,-17961000,230178000,https://www.sec.gov/Archives/edgar/data/883569/000088356919000008/0000883569-19-000008-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000088356919000008/fosl-20181229x10k.htm
0,2017-12-30,FOSL,2018-03-02,2018-03-02 17:00:56,FY,-473559000,80973000,-47215000,30400000,-150805000,-7140000.0,6829000.0,34864000,781900000,464202000,179542000,-25520000,0.0,-1218000.0,0.0,2017000.0,-24861000,-2318246000,0.0,0.0,0.0,-196470000,-201710000,-19178000,-66207000,231123000,297330000,179542000,-25520000,154022000,https://www.sec.gov/Archives/edgar/data/883569/000088356918000010/0000883569-18-000010-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000088356918000010/fosl-20171230x10k.htm
0,2016-12-31,FOSL,2017-03-01,2017-03-01 16:18:18,FY,85603000,94592000,-20409000,31034000,-20436000,2819000.0,64827000,-43020000,932705000,33001000,210127000,-65674000,0.0,-7237000.0,0.0,60509000,-12407000,-1207205000,0.0,0.0,0.0,-182569000,-198494000,8817000.0,8043000.0,297318000,289275000,210127000,-65674000,144453000,https://www.sec.gov/Archives/edgar/data/883569/000088356917000009/0000883569-17-000009-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000088356917000009/fosl-20161231x10k.htm
0,2016-01-02,FOSL,2016-02-29,2016-02-29 17:38:07,FY,229902000,87662000,929000.0,18627000,-55123000,-2384000.0,-43082000,41843000,953141000,42231000,360771000,-79767000,-220189000,-231282000,0.0,237408000,-293830000,-2368408000,0.0,770000.0,0.0,177138000,-64027000,10100000,13014000,289275000,276261000,360771000,-79767000,281004000,https://www.sec.gov/Archives/edgar/data/883569/000088356916000005/0000883569-16-000005-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000088356916000005/fosl-20150103x10k.htm
0,2015-01-03,FOSL,2015-02-20,2015-02-20 14:07:08,FY,386611000,95931000,2708000.0,18823000,20664000,-550000.0,-60746000,2477000.0,1008264000,32487000,387883000,-94763000,0.0,-437911000,0.0,429514000,-103160000,-838684000,0.0,0.0,0.0,123047000,-325181000,-3760000.0,-44218000,276282000,320500000,387883000,-94763000,293120000,https://www.sec.gov/Archives/edgar/data/883569/000104746915000992/0001047469-15-000992-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000104746915000992/a2223039z10-k.htm
0,2013-12-28,FOSL,2014-02-26,2014-02-26 16:15:13,FY,388000000,81900000,12400000,15338000,250300000,5422000.0,-52923000,15347000,987600000,1200000.0,411700000,-95234000,-15521000,-582254000,18000.0,750055000,-123200000,-791495000,0.0,7600000.0,0.0,444140000,-148200000,3000000.0,143200000,320400000,177200000,411700000,-95200000,316500000,https://www.sec.gov/Archives/edgar/data/883569/000104746914001392/0001047469-14-001392-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000104746914001392/a2218326z10-k.htm
0,2012-12-29,FOSL,2013-02-27,2013-02-27 15:42:55,FY,354300000,65500000,10600000,18568000,-106800000,1221000.0,10677000,-7017000.0,737300000,3100000.0,451600000,-112385000,-229151000,-271293000,0.0,267676000,-345200000,0.0,0.0,6100000.0,0.0,59899000,-219600000,2900000.0,-110300000,177200000,287500000,451600000,-112400000,339200000,https://www.sec.gov/Archives/edgar/data/883569/000104746913001813/0001047469-13-001813-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000104746913001813/a2213013z10-k.htm
0,2011-12-31,FOSL,2012-02-29,2012-02-29 16:13:35,FY,307400000,51900000,29700000,14615000,42800000,-44061000,-122648000,12657000,844100000,9700000.0,251300000,-109852000,0.0,-270882000,8255000.0,270661000,-110100000,0.0,0.0,16400000,0.0,30398000,-249900000,3400000.0,-105300000,287500000,392800000,251300000,-109900000,141400000,https://www.sec.gov/Archives/edgar/data/883569/000119312512089155/0001193125-12-089155-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000119312512089155/d265438d10k.htm
0,2011-01-01,FOSL,2011-03-02,2011-03-02 15:42:46,FY,264900000,40600000,11200000,10553000,100100000,-85893000,-115921000,18193000,801300000,29900000,209200000,-46538000,0.0,-199222000,314000.0,198227000,-47500000,0.0,0.0,23400000,0.0,36225000,-170600000,-3400000.0,-12400000,392800000,405200000,209200000,-46500000,162700000,https://www.sec.gov/Archives/edgar/data/883569/000119312511053553/0001193125-11-053553-index.htm,https://www.sec.gov/Archives/edgar/data/883569/000119312511053553/d10k.htm
