,date,open,high,low,close,adjClose,change,changePercent,label,changeOverTime,volume,unadjustedVolume,vwap
0,2020-03-05,6.5,6.515,6.26,6.41,0.099641,-0.09,-1.385,"March 05, 20",-0.01385,40200.0,40200.0,6.395
0,2020-03-04,6.53,6.55,6.51,6.51,0.101195,-0.02,-0.306,"March 04, 20",-0.00306,128300.0,128300.0,6.52333
0,2020-03-03,6.85,6.85,6.61,6.61,0.102749,-0.24,-3.504,"March 03, 20",-0.03504,8000.0,8000.0,6.69
0,2020-03-02,6.85,6.85,6.85,6.85,0.10648,0.0,0.0,"March 02, 20",0.0,,,
0,2020-02-28,6.9,6.9,6.85,6.85,0.10648,-0.05,-0.725,"February 28, 20",-0.00725,15300.0,15300.0,6.86667
0,2020-02-27,7.07,7.07,6.9,6.9,0.107257,-0.17,-2.405,"February 27, 20",-0.02405,11500.0,11500.0,6.95667
0,2020-02-26,7.15,7.15,7.09,7.1,0.110366,-0.05,-0.699,"February 26, 20",-0.00699,54200.0,54200.0,7.11333
0,2020-02-25,7.28,7.29,7.23,7.25,0.112698,-0.03,-0.412,"February 25, 20",-0.00412,71000.0,71000.0,7.25667
0,2020-02-24,7.1,7.35,7.1,7.3,0.113475,0.2,2.817,"February 24, 20",0.02817,46000.0,46000.0,7.25
0,2020-02-21,7.51,7.51,7.45,7.45,0.115807,-0.06,-0.799,"February 21, 20",-0.00799,29700.0,29700.0,7.47
0,2020-02-20,7.5,7.51,7.5,7.5,0.116584,0.0,0.0,"February 20, 20",0.0,24200.0,24200.0,7.50333
0,2020-02-19,7.35,7.5,7.21,7.5,0.116584,0.15,2.041,"February 19, 20",0.02041,25400.0,25400.0,7.40333
0,2020-02-18,7.31,7.5,7.31,7.35,0.114252,0.04,0.547,"February 18, 20",0.00547,23800.0,23800.0,7.38667
0,2020-02-14,7.21,7.625,7.21,7.45,0.115807,0.24,3.329,"February 14, 20",0.03329,14000.0,14000.0,7.42833
0,2020-02-13,7.7,7.75,7.5,7.7,0.119693,0.0,0.0,"February 13, 20",0.0,15000.0,15000.0,7.65
0,2020-02-12,7.21,7.89,7.21,7.89,0.122647,0.68,9.431,"February 12, 20",0.09431,12100.0,12100.0,7.66333
0,2020-02-11,7.375,7.4,7.3,7.35,0.114252,-0.025,-0.339,"February 11, 20",-0.00339,47000.0,47000.0,7.35
0,2020-02-10,7.26,7.4,7.26,7.3,0.113475,0.04,0.551,"February 10, 20",0.00551,3100.0,3100.0,7.32
0,2020-02-07,7.27,7.27,7.26,7.26,0.112853,-0.01,-0.138,"February 07, 20",-0.00138,1500.0,1500.0,7.26333
0,2020-02-06,7.45,7.47,7.45,7.45,0.115807,0.0,0.0,"February 06, 20",0.0,37700.0,37700.0,7.45667
0,2020-02-05,7.41,7.5,7.41,7.5,0.116584,0.09,1.215,"February 05, 20",0.01215,95600.0,95600.0,7.47
0,2020-02-04,7.26,7.5,7.26,7.5,0.116584,0.24,3.306,"February 04, 20",0.03306,34100.0,34100.0,7.42
0,2020-02-03,7.26,7.435,7.26,7.435,0.115574,0.175,2.41,"February 03, 20",0.0241,5900.0,5900.0,7.37667
0,2020-01-31,7.55,7.55,7.35,7.35,0.114252,-0.2,-2.649,"January 31, 20",-0.02649,24000.0,24000.0,7.41667
0,2020-01-30,7.5,7.5,7.25,7.49,0.116429,-0.01,-0.133,"January 30, 20",-0.00133,10300.0,10300.0,7.41333
0,2020-01-29,8.03,8.03,6.65,7.89,0.122647,-0.14,-1.743,"January 29, 20",-0.01743,180300.0,180300.0,7.52333
0,2020-01-28,8.06,8.06,8.03,8.03,0.124823,-0.03,-0.372,"January 28, 20",-0.00372,15400.0,15400.0,8.04
0,2020-01-27,8.06,8.15,8.06,8.15,0.126688,0.09,1.117,"January 27, 20",0.01117,800.0,800.0,8.12
0,2020-01-24,8.08,8.18,8.06,8.18,0.127154,0.1,1.238,"January 24, 20",0.01238,1200.0,1200.0,8.14
0,2020-01-23,8.06,8.15,8.06,8.06,0.125289,0.0,0.0,"January 23, 20",0.0,4300.0,4300.0,8.09
0,2020-01-22,8.13,8.13,8.13,8.13,0.126377,0.0,0.0,"January 22, 20",0.0,,,
0,2020-01-21,8.15,8.2,8.12,8.13,0.126377,-0.02,-0.245,"January 21, 20",-0.00245,8500.0,8500.0,8.15
0,2020-01-17,8.135,8.15,8.03,8.15,0.126688,0.015,0.184,"January 17, 20",0.00184,4200.0,4200.0,8.11
0,2020-01-16,8.15,8.157,8.15,8.15,0.126688,0.0,0.0,"January 16, 20",0.0,2400.0,2400.0,8.15233
0,2020-01-15,8.165,8.18,8.15,8.18,0.127154,0.015,0.184,"January 15, 20",0.00184,11300.0,11300.0,8.17
0,2020-01-14,8.185,8.19,8.01,8.15,0.126688,-0.035,-0.428,"January 14, 20",-0.00428,4900.0,4900.0,8.11667
0,2020-01-13,8.15,8.18,8.15,8.18,0.127154,0.03,0.368,"January 13, 20",0.00368,10400.0,10400.0,8.17
0,2020-01-10,8.05,8.1,8.05,8.1,0.125911,0.05,0.621,"January 10, 20",0.00621,2400.0,2400.0,8.08333
0,2020-01-09,8.19,8.19,8.08,8.08,0.1256,-0.11,-1.343,"January 09, 20",-0.01343,3000.0,3000.0,8.11667
0,2020-01-08,8.12,8.145,8.08,8.14,0.126533,0.02,0.246,"January 08, 20",0.00246,1300.0,1300.0,8.12167
0,2020-01-07,8.08,8.2,8.08,8.2,0.127465,0.12,1.485,"January 07, 20",0.01485,3100.0,3100.0,8.16
0,2020-01-06,8.075,8.3,8.06,8.06,0.125289,-0.015,-0.186,"January 06, 20",-0.00186,158900.0,158900.0,8.14
0,2020-01-03,8.0,8.1,8.0,8.1,0.125911,0.1,1.25,"January 03, 20",0.0125,3900.0,3900.0,8.06667
0,2020-01-02,7.98,7.98,7.98,7.98,0.124046,0.0,0.0,"January 02, 20",0.0,400.0,400.0,7.98
0,2019-12-31,7.85,8.05,7.85,7.98,0.124046,0.13,1.656,"December 31, 19",0.01656,15200.0,15200.0,7.96
0,2019-12-30,7.75,7.89,7.75,7.85,0.122025,0.1,1.29,"December 30, 19",0.0129,70300.0,70300.0,7.83
0,2019-12-27,7.795,7.8,7.75,7.75,0.12047,-0.045,-0.577,"December 27, 19",-0.00577,373900.0,373900.0,7.76667
0,2019-12-26,7.75,7.82,7.75,7.79,0.121092,0.04,0.516,"December 26, 19",0.00516,115800.0,115800.0,7.78667
0,2019-12-24,7.62,7.8,7.62,7.75,0.12047,0.13,1.706,"December 24, 19",0.01706,65900.0,65900.0,7.72333
0,2019-12-23,7.73,7.8,7.73,7.75,0.12047,0.02,0.259,"December 23, 19",0.00259,87600.0,87600.0,7.76
0,2019-12-20,7.724,7.75,7.71,7.75,0.12047,0.026,0.337,"December 20, 19",0.00337,44600.0,44600.0,7.73667
0,2019-12-19,7.73,7.734,7.71,7.72,0.120004,-0.01,-0.129,"December 19, 19",-0.00129,4100.0,4100.0,7.72133
0,2019-12-18,7.71,7.82,7.71,7.75,0.12047,0.04,0.519,"December 18, 19",0.00519,355200.0,355200.0,7.76
0,2019-12-17,7.76,7.775,7.75,7.75,0.12047,-0.01,-0.129,"December 17, 19",-0.00129,61000.0,61000.0,7.75833
0,2019-12-16,7.55,8.56,7.41,7.76,0.120626,0.21,2.781,"December 16, 19",0.02781,81200.0,81200.0,7.91
0,2019-12-13,7.3,7.6,7.3,7.49,0.116429,0.19,2.603,"December 13, 19",0.02603,58700.0,58700.0,7.46333
0,2019-12-12,11.52,11.75,11.15,11.75,0.116584,0.23,1.997,"December 12, 19",0.01997,1296700.0,1296700.0,11.55
0,2019-12-11,11.7,11.8,11.61,11.62,0.115294,-0.08,-0.684,"December 11, 19",-0.00684,261800.0,261800.0,11.67667
0,2019-12-10,12.05,12.05,11.65,11.66,0.115691,-0.39,-3.237,"December 10, 19",-0.03237,568700.0,568700.0,11.78667
0,2019-12-09,12.06,12.1,11.98,12.0,0.119065,-0.06,-0.498,"December 09, 19",-0.00498,203300.0,203300.0,12.02667
0,2019-12-06,12.0,12.16,12.0,12.06,0.11966,0.06,0.5,"December 06, 19",0.005,110200.0,110200.0,12.07333
0,2019-12-05,12.3,12.3,12.03,12.2,0.121049,-0.1,-0.813,"December 05, 19",-0.00813,99900.0,99900.0,12.17667
0,2019-12-04,12.45,12.45,12.26,12.26,0.121644,-0.19,-1.526,"December 04, 19",-0.01526,19100.0,19100.0,12.32333
0,2019-12-03,12.46,12.5,12.41,12.425,0.123282,-0.035,-0.281,"December 03, 19",-0.00281,22800.0,22800.0,12.445
0,2019-12-02,12.57,12.585,12.3,12.3,0.122041,-0.27,-2.148,"December 02, 19",-0.02148,67500.0,67500.0,12.395
0,2019-11-29,12.7,12.7,12.55,12.55,0.124522,-0.15,-1.181,"November 29, 19",-0.01181,27100.0,27100.0,12.6
0,2019-11-27,12.75,12.75,12.57,12.6,0.125018,-0.15,-1.176,"November 27, 19",-0.01176,100300.0,100300.0,12.64
0,2019-11-26,12.995,13.0,12.62,12.7,0.12601,-0.295,-2.27,"November 26, 19",-0.0227,270000.0,270000.0,12.77333
0,2019-11-25,12.81,13.1,12.81,12.95,0.128491,0.14,1.093,"November 25, 19",0.01093,235500.0,235500.0,12.95333
0,2019-11-22,12.51,12.91,12.51,12.75,0.126506,0.24,1.918,"November 22, 19",0.01918,68500.0,68500.0,12.72333
0,2019-11-21,12.565,12.605,12.51,12.51,0.124125,-0.055,-0.438,"November 21, 19",-0.00438,1100.0,1100.0,12.54167
0,2019-11-20,12.5,12.5,12.5,12.5,0.124026,0.0,0.0,"November 20, 19",0.0,900.0,900.0,12.5
0,2019-11-19,12.66,12.66,12.54,12.54,0.124423,-0.12,-0.948,"November 19, 19",-0.00948,16300.0,16300.0,12.58
0,2019-11-18,12.65,12.675,12.6,12.61,0.125117,-0.04,-0.316,"November 18, 19",-0.00316,10700.0,10700.0,12.62833
0,2019-11-15,12.734,12.755,12.7,12.7,0.12601,-0.034,-0.267,"November 15, 19",-0.00267,15700.0,15700.0,12.71833
0,2019-11-14,12.75,12.775,12.7,12.7,0.12601,-0.05,-0.392,"November 14, 19",-0.00392,27200.0,27200.0,12.725
0,2019-11-13,12.82,12.835,12.8,12.8,0.127002,-0.02,-0.156,"November 13, 19",-0.00156,11500.0,11500.0,12.81167
0,2019-11-12,12.85,12.95,12.85,12.85,0.127498,0.0,0.0,"November 12, 19",0.0,12900.0,12900.0,12.88333
0,2019-11-11,12.9,12.925,12.9,12.9,0.127995,0.0,0.0,"November 11, 19",0.0,1700.0,1700.0,12.90833
0,2019-11-08,12.95,12.95,12.76,12.9,0.127995,-0.05,-0.386,"November 08, 19",-0.00386,26000.0,26000.0,12.87
0,2019-11-07,13.0,13.0,12.9,12.95,0.128491,-0.05,-0.385,"November 07, 19",-0.00385,27300.0,27300.0,12.95
0,2019-11-06,13.07,13.07,12.9,12.95,0.128491,-0.12,-0.918,"November 06, 19",-0.00918,40400.0,40400.0,12.97333
0,2019-11-05,13.05,13.07,13.05,13.07,0.129681,0.02,0.153,"November 05, 19",0.00153,5300.0,5300.0,13.06333
0,2019-11-04,13.08,13.09,13.05,13.05,0.129483,-0.03,-0.229,"November 04, 19",-0.00229,2600.0,2600.0,13.06333
0,2019-11-01,13.045,13.08,13.02,13.08,0.12978,0.035,0.268,"November 01, 19",0.00268,1700.0,1700.0,13.06
0,2019-10-31,13.0,13.04,13.0,13.04,0.129384,0.04,0.308,"October 31, 19",0.00308,9900.0,9900.0,13.02667
0,2019-10-30,13.06,13.06,12.95,13.0,0.128987,-0.06,-0.459,"October 30, 19",-0.00459,6400.0,6400.0,13.00333
0,2019-10-29,13.02,13.05,13.02,13.05,0.129483,0.03,0.23,"October 29, 19",0.0023,5900.0,5900.0,13.04
0,2019-10-28,13.0,13.03,13.0,13.0,0.128987,0.0,0.0,"October 28, 19",0.0,20900.0,20900.0,13.01
0,2019-10-25,12.975,13.025,12.95,13.0,0.128987,0.025,0.193,"October 25, 19",0.00193,5200.0,5200.0,12.99167
0,2019-10-24,13.0,13.01,12.96,13.0,0.128987,0.0,0.0,"October 24, 19",0.0,18000.0,18000.0,12.99
0,2019-10-23,13.0,13.035,12.95,13.02,0.129185,0.02,0.154,"October 23, 19",0.00154,8700.0,8700.0,13.00167
0,2019-10-22,13.0,13.028,13.0,13.0,0.128987,0.0,0.0,"October 22, 19",0.0,1000.0,1000.0,13.00933
0,2019-10-21,13.05,13.1,12.96,13.0,0.128987,-0.05,-0.383,"October 21, 19",-0.00383,30100.0,30100.0,13.02
0,2019-10-18,13.1,13.1,13.0,13.0,0.128987,-0.1,-0.763,"October 18, 19",-0.00763,28400.0,28400.0,13.03333
0,2019-10-17,13.1,13.1,13.0,13.0,0.128987,-0.1,-0.763,"October 17, 19",-0.00763,8700.0,8700.0,13.03333
0,2019-10-16,13.05,13.08,13.05,13.05,0.129483,0.0,0.0,"October 16, 19",0.0,5000.0,5000.0,13.06
0,2019-10-15,13.08,13.1,13.05,13.05,0.129483,-0.03,-0.229,"October 15, 19",-0.00229,5100.0,5100.0,13.06667
0,2019-10-14,13.05,13.15,13.05,13.1,0.129979,0.05,0.383,"October 14, 19",0.00383,23000.0,23000.0,13.1
0,2019-10-11,13.15,13.15,13.05,13.05,0.129483,-0.1,-0.76,"October 11, 19",-0.0076,6300.0,6300.0,13.08333
0,2019-10-10,13.26,13.26,13.05,13.05,0.129483,-0.21,-1.584,"October 10, 19",-0.01584,61600.0,61600.0,13.12
0,2019-10-09,13.4,13.45,13.26,13.26,0.131566,-0.14,-1.045,"October 09, 19",-0.01045,18900.0,18900.0,13.32333
0,2019-10-08,13.4,13.4,13.26,13.26,0.131566,-0.14,-1.045,"October 08, 19",-0.01045,56300.0,56300.0,13.30667
0,2019-10-07,13.44,13.53,13.44,13.53,0.134245,0.09,0.67,"October 07, 19",0.0067,1900.0,1900.0,13.5
0,2019-10-04,13.41,13.41,13.4,13.4,0.132956,-0.01,-0.075,"October 04, 19",-0.00075,500.0,500.0,13.40333
0,2019-10-03,13.5,13.5,13.25,13.42,0.133154,-0.08,-0.593,"October 03, 19",-0.00593,7000.0,7000.0,13.39
0,2019-10-02,13.39,13.5,13.3,13.5,0.133948,0.11,0.822,"October 02, 19",0.00822,6800.0,6800.0,13.43333
0,2019-10-01,13.4,13.5,13.34,13.5,0.133948,0.1,0.746,"October 01, 19",0.00746,32700.0,32700.0,13.44667
0,2019-09-30,13.28,13.36,13.28,13.36,0.132559,0.08,0.602,"September 30, 19",0.00602,4400.0,4400.0,13.33333
0,2019-09-27,13.47,13.48,13.27,13.36,0.132559,-0.11,-0.817,"September 27, 19",-0.00817,18500.0,18500.0,13.37
0,2019-09-26,13.26,13.28,13.26,13.28,0.131765,0.02,0.151,"September 26, 19",0.00151,600.0,600.0,13.27333
0,2019-09-25,13.37,13.49,13.37,13.49,0.133849,0.12,0.898,"September 25, 19",0.00898,1000.0,1000.0,13.45
0,2019-09-24,13.495,13.5,13.27,13.49,0.133849,-0.005,-0.037,"September 24, 19",-0.00037,50700.0,50700.0,13.42
0,2019-09-23,13.5,13.5,13.48,13.49,0.133849,-0.01,-0.074,"September 23, 19",-0.00074,6400.0,6400.0,13.49
0,2019-09-20,13.6,13.6,13.45,13.45,0.133452,-0.15,-1.103,"September 20, 19",-0.01103,8500.0,8500.0,13.5
0,2019-09-19,13.42,13.5,13.42,13.45,0.133452,0.03,0.224,"September 19, 19",0.00224,2800.0,2800.0,13.45667
0,2019-09-18,13.45,13.535,13.45,13.5,0.133948,0.05,0.372,"September 18, 19",0.00372,49800.0,49800.0,13.495
0,2019-09-17,13.5,13.7,13.45,13.48,0.133749,-0.02,-0.148,"September 17, 19",-0.00148,44700.0,44700.0,13.54333
0,2019-09-16,13.1,14.0,13.1,13.7,0.135932,0.6,4.58,"September 16, 19",0.0458,22700.0,22700.0,13.6
0,2019-09-13,13.1,13.1,13.05,13.05,0.129483,-0.05,-0.382,"September 13, 19",-0.00382,9300.0,9300.0,13.06667
0,2019-09-12,13.03,13.15,13.03,13.03,0.129284,0.0,0.0,"September 12, 19",0.0,6500.0,6500.0,13.07
0,2019-09-11,13.01,13.49,12.97,13.49,0.133849,0.48,3.689,"September 11, 19",0.03689,23500.0,23500.0,13.31667
0,2019-09-10,13.05,13.1,13.0,13.0,0.128987,-0.05,-0.383,"September 10, 19",-0.00383,3000.0,3000.0,13.03333
0,2019-09-09,13.0,13.1,12.96,13.05,0.129483,0.05,0.385,"September 09, 19",0.00385,45700.0,45700.0,13.03667
0,2019-09-06,13.0,13.2,12.88,13.04,0.129384,0.04,0.308,"September 06, 19",0.00308,33600.0,33600.0,13.04
0,2019-09-05,13.05,13.05,13.0,13.0,0.128987,-0.05,-0.383,"September 05, 19",-0.00383,6600.0,6600.0,13.01667
0,2019-09-04,13.15,13.2,13.1,13.1,0.129979,-0.05,-0.38,"September 04, 19",-0.0038,55300.0,55300.0,13.13333
0,2019-09-03,13.1,13.5,13.1,13.25,0.131467,0.15,1.145,"September 03, 19",0.01145,14900.0,14900.0,13.28333
0,2019-08-30,13.18,13.5,13.1,13.5,0.133948,0.32,2.428,"August 30, 19",0.02428,16900.0,16900.0,13.36667
0,2019-08-29,11.85,13.25,11.85,13.25,0.131467,1.4,11.814,"August 29, 19",0.11814,71000.0,71000.0,12.78333
0,2019-08-28,11.525,11.75,11.525,11.75,0.116584,0.225,1.952,"August 28, 19",0.01952,11500.0,11500.0,11.675
0,2019-08-27,11.5,11.5,11.45,11.5,0.114104,0.0,0.0,"August 27, 19",0.0,45800.0,45800.0,11.48333
0,2019-08-26,11.25,11.4,11.25,11.4,0.113111,0.15,1.333,"August 26, 19",0.01333,3000.0,3000.0,11.35
0,2019-08-23,11.48,11.48,11.2,11.25,0.111623,-0.23,-2.003,"August 23, 19",-0.02003,45800.0,45800.0,11.31
0,2019-08-22,11.5,11.6,11.47,11.5,0.114104,0.0,0.0,"August 22, 19",0.0,64400.0,64400.0,11.52333
0,2019-08-21,11.49,11.6,11.49,11.53,0.114401,0.04,0.348,"August 21, 19",0.00348,44100.0,44100.0,11.54
0,2019-08-20,11.3,11.6,11.3,11.5,0.114104,0.2,1.77,"August 20, 19",0.0177,24000.0,24000.0,11.46667
0,2019-08-19,11.6,11.75,11.5,11.7,0.116088,0.1,0.862,"August 19, 19",0.00862,45700.0,45700.0,11.65
0,2019-08-16,10.98,11.3,10.86,11.3,0.112119,0.32,2.914,"August 16, 19",0.02914,140300.0,140300.0,11.15333
0,2019-08-15,11.0,11.15,10.86,11.0,0.109143,0.0,0.0,"August 15, 19",0.0,189800.0,189800.0,11.00333
0,2019-08-14,11.01,11.255,10.9,10.9,0.10815,-0.11,-0.999,"August 14, 19",-0.00999,21900.0,21900.0,11.01833
0,2019-08-13,11.0,11.4,11.0,11.19,0.111028,0.19,1.727,"August 13, 19",0.01727,24200.0,24200.0,11.19667
0,2019-08-12,11.2,11.25,11.2,11.25,0.111623,0.05,0.446,"August 12, 19",0.00446,10100.0,10100.0,11.23333
0,2019-08-09,11.47,11.47,11.15,11.28,0.111921,-0.19,-1.656,"August 09, 19",-0.01656,32600.0,32600.0,11.3
0,2019-08-08,11.27,11.6,11.27,11.5,0.114104,0.23,2.041,"August 08, 19",0.02041,295000.0,295000.0,11.45667
0,2019-08-07,11.31,11.31,11.2,11.22,0.111325,-0.09,-0.796,"August 07, 19",-0.00796,120600.0,120600.0,11.24333
0,2019-08-06,11.39,11.39,11.2,11.215,0.111276,-0.175,-1.536,"August 06, 19",-0.01536,17500.0,17500.0,11.26833
0,2019-08-05,11.25,11.49,11.25,11.4,0.113111,0.15,1.333,"August 05, 19",0.01333,10400.0,10400.0,11.38
0,2019-08-02,11.505,11.55,11.5,11.515,0.114252,0.01,0.087,"August 02, 19",0.00087,3300.0,3300.0,11.52167
0,2019-08-01,11.505,11.505,11.42,11.42,0.11331,-0.085,-0.739,"August 01, 19",-0.00739,2300.0,2300.0,11.44833
0,2019-07-31,11.425,11.6,10.79,11.41,0.113211,-0.015,-0.131,"July 31, 19",-0.00131,20000.0,20000.0,11.26667
0,2019-07-30,11.35,11.475,11.35,11.438,0.113488,0.088,0.775,"July 30, 19",0.00775,6200.0,6200.0,11.421
0,2019-07-29,11.5,11.5,11.45,11.47,0.113806,-0.03,-0.261,"July 29, 19",-0.00261,900.0,900.0,11.47333
0,2019-07-26,11.3,11.6,11.3,11.6,0.115096,0.3,2.655,"July 26, 19",0.02655,9300.0,9300.0,11.5
0,2019-07-25,11.21,11.3,11.05,11.3,0.112119,0.09,0.803,"July 25, 19",0.00803,29900.0,29900.0,11.21667
0,2019-07-24,11.25,11.3,11.05,11.25,0.111623,0.0,0.0,"July 24, 19",0.0,35700.0,35700.0,11.2
0,2019-07-23,11.5,11.5,10.86,11.35,0.112615,-0.15,-1.304,"July 23, 19",-0.01304,387200.0,387200.0,11.23667
0,2019-07-22,11.725,11.75,11.4,11.5,0.114104,-0.225,-1.919,"July 22, 19",-0.01919,109000.0,109000.0,11.55
0,2019-07-19,11.5,11.75,11.45,11.75,0.116584,0.25,2.174,"July 19, 19",0.02174,76900.0,76900.0,11.65
0,2019-07-18,11.45,11.55,11.3,11.42,0.11331,-0.03,-0.262,"July 18, 19",-0.00262,192100.0,192100.0,11.42333
0,2019-07-17,12.35,12.35,11.26,11.44,0.113508,-0.91,-7.368,"July 17, 19",-0.07368,245900.0,245900.0,11.68333
0,2019-07-16,12.7,12.7,12.51,12.65,0.125514,-0.05,-0.394,"July 16, 19",-0.00394,74200.0,74200.0,12.62
0,2019-07-15,12.7,12.83,12.48,12.69,0.125911,-0.01,-0.079,"July 15, 19",-0.00079,35100.0,35100.0,12.66667
0,2019-07-12,12.59,12.63,12.5,12.6,0.125018,0.01,0.079,"July 12, 19",0.00079,38400.0,38400.0,12.57667
0,2019-07-11,12.65,12.65,12.56,12.58,0.124819,-0.07,-0.553,"July 11, 19",-0.00553,16300.0,16300.0,12.59667
0,2019-07-10,12.5,12.65,12.5,12.65,0.125514,0.15,1.2,"July 10, 19",0.012,105900.0,105900.0,12.6
0,2019-07-09,12.42,12.53,12.4,12.44,0.12343,0.02,0.161,"July 09, 19",0.00161,8500.0,8500.0,12.45667
0,2019-07-08,12.45,12.5,12.43,12.43,0.123331,-0.02,-0.161,"July 08, 19",-0.00161,4200.0,4200.0,12.45333
0,2019-07-05,12.52,12.55,12.45,12.45,0.12353,-0.07,-0.559,"July 05, 19",-0.00559,24500.0,24500.0,12.48333
0,2019-07-03,12.6,12.65,12.56,12.65,0.125514,0.05,0.397,"July 03, 19",0.00397,16000.0,16000.0,12.62
0,2019-07-02,12.7,12.7,12.56,12.58,0.124819,-0.12,-0.945,"July 02, 19",-0.00945,5800.0,5800.0,12.61333
0,2019-07-01,12.9,12.9,12.65,12.68,0.125812,-0.22,-1.705,"July 01, 19",-0.01705,44300.0,44300.0,12.74333
0,2019-06-28,12.7,12.7,12.62,12.7,0.12601,0.0,0.0,"June 28, 19",0.0,22900.0,22900.0,12.67333
0,2019-06-27,12.68,12.77,12.66,12.7,0.12601,0.02,0.158,"June 27, 19",0.00158,3300.0,3300.0,12.71
0,2019-06-26,12.55,12.9,12.55,12.85,0.127498,0.3,2.39,"June 26, 19",0.0239,20400.0,20400.0,12.76667
0,2019-06-25,12.65,12.65,12.57,12.6,0.125018,-0.05,-0.395,"June 25, 19",-0.00395,23700.0,23700.0,12.60667
0,2019-06-24,12.75,12.8,12.55,12.65,0.125514,-0.1,-0.784,"June 24, 19",-0.00784,97400.0,97400.0,12.66667
0,2019-06-21,12.85,12.85,12.65,12.75,0.126506,-0.1,-0.778,"June 21, 19",-0.00778,74300.0,74300.0,12.75
0,2019-06-20,12.7,12.99,12.61,12.915,0.128143,0.215,1.693,"June 20, 19",0.01693,130100.0,130100.0,12.83833
0,2019-06-19,12.7,12.9,12.61,12.61,0.125117,-0.09,-0.709,"June 19, 19",-0.00709,67900.0,67900.0,12.70667
0,2019-06-18,13.0,13.25,12.32,12.5,0.124026,-0.5,-3.846,"June 18, 19",-0.03846,349900.0,349900.0,12.69
0,2019-06-17,12.55,12.55,12.41,12.48,0.123827,-0.07,-0.558,"June 17, 19",-0.00558,55600.0,55600.0,12.48
0,2019-06-14,12.45,13.0,12.4,12.5,0.124026,0.05,0.402,"June 14, 19",0.00402,326200.0,326200.0,12.63333
0,2019-06-13,12.5,12.55,11.68,12.0,0.119065,-0.5,-4.0,"June 13, 19",-0.04,217400.0,217400.0,12.07667
0,2019-06-12,12.7,12.75,12.5,12.5,0.124026,-0.2,-1.575,"June 12, 19",-0.01575,78300.0,78300.0,12.58333
0,2019-06-11,12.6,12.9,12.56,12.65,0.125514,0.05,0.397,"June 11, 19",0.00397,11200.0,11200.0,12.70333
0,2019-06-10,12.57,12.64,12.56,12.56,0.124621,-0.01,-0.08,"June 10, 19",-0.0008,62400.0,62400.0,12.58667
0,2019-06-07,12.65,12.65,12.55,12.6,0.125018,-0.05,-0.395,"June 07, 19",-0.00395,1046800.0,1046800.0,12.6
0,2019-06-06,12.8,12.83,12.53,12.65,0.125514,-0.15,-1.172,"June 06, 19",-0.01172,191100.0,191100.0,12.67
0,2019-06-05,13.11,13.125,12.52,12.8,0.127002,-0.31,-2.365,"June 05, 19",-0.02365,79100.0,79100.0,12.815
0,2019-06-04,13.05,13.3,13.05,13.15,0.130475,0.1,0.766,"June 04, 19",0.00766,281900.0,281900.0,13.16667
0,2019-06-03,13.465,13.465,13.06,13.25,0.131467,-0.215,-1.597,"June 03, 19",-0.01597,15700.0,15700.0,13.25833
0,2019-05-31,13.45,13.5,13.15,13.5,0.133948,0.05,0.372,"May 31, 19",0.00372,36400.0,36400.0,13.38333
0,2019-05-30,13.9,13.9,13.5,13.5,0.133948,-0.4,-2.878,"May 30, 19",-0.02878,123900.0,123900.0,13.63333
0,2019-05-29,13.91,14.0,13.82,13.9,0.137917,-0.01,-0.072,"May 29, 19",-0.00072,183900.0,183900.0,13.90667
0,2019-05-28,14.02,14.05,13.9,13.9,0.137917,-0.12,-0.856,"May 28, 19",-0.00856,109900.0,109900.0,13.95
0,2019-05-24,14.0,14.05,14.0,14.05,0.139405,0.05,0.357,"May 24, 19",0.00357,313000.0,313000.0,14.03333
0,2019-05-23,13.98,14.05,13.76,13.9,0.137917,-0.08,-0.572,"May 23, 19",-0.00572,228900.0,228900.0,13.90333
0,2019-05-22,14.0,14.05,14.0,14.0,0.138909,0.0,0.0,"May 22, 19",0.0,484400.0,484400.0,14.01667
0,2019-05-21,13.85,14.0,13.75,14.0,0.138909,0.15,1.083,"May 21, 19",0.01083,28800.0,28800.0,13.91667
0,2019-05-20,14.0,14.0,13.55,13.95,0.138413,-0.05,-0.357,"May 20, 19",-0.00357,69000.0,69000.0,13.83333
0,2019-05-17,14.5,14.5,12.0,14.0,0.138909,-0.5,-3.448,"May 17, 19",-0.03448,518300.0,518300.0,13.5
0,2019-05-16,14.8,14.8,14.4,14.5,0.14387,-0.3,-2.027,"May 16, 19",-0.02027,316500.0,316500.0,14.56667
0,2019-05-15,14.99,15.01,14.51,15.0,0.148831,0.01,0.067,"May 15, 19",0.00067,11300.0,11300.0,14.84
0,2019-05-14,15.01,15.24,15.0,15.24,0.151212,0.23,1.532,"May 14, 19",0.01532,67200.0,67200.0,15.16
0,2019-05-13,15.175,15.2,14.95,15.2,0.150815,0.025,0.165,"May 13, 19",0.00165,26900.0,26900.0,15.11667
0,2019-05-10,15.3,15.4,15.2,15.2,0.150815,-0.1,-0.654,"May 10, 19",-0.00654,18700.0,18700.0,15.26667
0,2019-05-09,14.98,15.275,14.98,15.25,0.151311,0.27,1.802,"May 09, 19",0.01802,45200.0,45200.0,15.16833
