,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2019-02-15,234.66,400.0,400.0,0.0,0.0,Feb 15,17.05076923076923,,,,
0,2019-02-14,234.66,783309.0,783309.0,-0.07,-0.03,Feb 14,17.05076923076923,234.7,234.88,234.66,234.7157
0,2019-02-13,234.73,268109.0,268109.0,0.02,0.009,Feb 13,17.056153846153844,234.71,234.93,234.61,234.7231
0,2019-02-12,234.71,296095.0,296095.0,0.21,0.09,Feb 12,17.054615384615385,234.59,234.78,234.45,234.6418
0,2019-02-11,234.5,781712.0,781712.0,0.07,0.03,Feb 11,17.03846153846154,234.5,234.59,234.43,234.4871
0,2019-02-08,234.43,824517.0,824517.0,-0.11,-0.047,Feb 8,17.033076923076923,234.52,234.63,234.35,234.4774
0,2019-02-07,234.54,666001.0,666001.0,-0.09,-0.038,Feb 7,17.04153846153846,234.59,234.72,234.46,234.5661
0,2019-02-06,234.63,509314.0,509314.0,-0.12,-0.051,Feb 6,17.048461538461538,234.73,234.75,234.53,234.6256
0,2019-02-05,234.75,634333.0,634333.0,0.31,0.132,Feb 5,17.057692307692307,234.42,234.75,234.26,234.5237
0,2019-02-04,234.44,288614.0,288614.0,-0.19,-0.081,Feb 4,17.033846153846152,234.73,234.73,234.38,234.5004
0,2019-02-01,234.63,600249.0,600249.0,0.03,0.013,Feb 1,17.048461538461538,234.61,234.68,234.42,234.5919
0,2019-01-31,234.6,741517.0,741517.0,0.66,0.282,Jan 31,17.046153846153846,233.81,234.74,233.81,234.2648
0,2019-01-30,233.94,737840.0,737840.0,-0.09,-0.038,Jan 30,16.995384615384616,233.96,234.49,233.75,233.8625
0,2019-01-29,234.03,549316.0,549316.0,0.27,0.116,Jan 29,17.002307692307692,233.76,234.04,233.76,233.9087
0,2019-01-28,233.76,494737.0,494737.0,-0.02,-0.009,Jan 28,16.98153846153846,233.66,233.99,233.63,233.8185
0,2019-01-25,233.78,751714.0,751714.0,0.15,0.064,Jan 25,16.983076923076922,233.87,233.99,233.6,233.7903
0,2019-01-24,233.63,668682.0,668682.0,-0.07,-0.03,Jan 24,16.97153846153846,233.5,233.99,233.47,233.7366
0,2019-01-23,233.7,675636.0,675636.0,-0.08,-0.034,Jan 23,16.976923076923075,233.99,233.99,233.51,233.6849
0,2019-01-22,233.78,1039129.0,1039129.0,0.28,0.12,Jan 22,16.983076923076922,233.35,233.85,233.31,233.5985
0,2019-01-18,233.5,1541340.0,1541340.0,0.25,0.107,Jan 18,16.96153846153846,233.58,233.59,233.25,233.3839
0,2019-01-17,233.25,2479692.0,2479692.0,-0.01,-0.004,Jan 17,16.942307692307693,233.31,233.85,233.24,233.4988
0,2019-01-16,233.26,2673827.0,2673827.0,-0.41,-0.175,Jan 16,16.943076923076923,233.5,233.9,233.1415,233.3115
