,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2018-07-31,137.0,2500.0,2500.0,0.0,0.0,Jul 31,2.8755304101838757,,,,
0,2018-07-30,137.0,1009197.0,1009197.0,0.2,0.146,Jul 30,2.8755304101838757,136.8,137.0,136.75,136.9128
0,2018-07-27,136.8,1440287.0,1440287.0,0.05,0.037,Jul 27,2.8698727015558703,136.825,136.85,136.6,136.7454
0,2018-07-26,136.75,817047.0,817047.0,-0.05,-0.037,Jul 26,2.8684582743988685,136.8,136.9,136.75,136.8014
0,2018-07-25,136.8,898896.0,898896.0,0.0,0.0,Jul 25,2.8698727015558703,136.8,136.925,136.75,136.8316
0,2018-07-24,136.8,994399.0,994399.0,0.0,0.0,Jul 24,2.8698727015558703,136.9,136.9,136.65,136.8149
0,2018-07-23,136.8,493415.0,493415.0,-0.15,-0.11,Jul 23,2.8698727015558703,136.85,136.95,136.8,136.8432
0,2018-07-20,136.95,894530.0,894530.0,0.05,0.037,Jul 20,2.874115983026874,136.9,136.95,136.75,136.8346
0,2018-07-19,136.9,595013.0,595013.0,0.1,0.073,Jul 19,2.872701555869873,136.85,136.95,136.85,136.8931
0,2018-07-18,136.8,272434.0,272434.0,-0.05,-0.037,Jul 18,2.8698727015558703,136.85,136.9,136.8,136.8329
0,2018-07-17,136.85,348356.0,348356.0,0.15,0.11,Jul 17,2.871287128712871,136.7,136.9,136.7,136.796
0,2018-07-16,136.7,801135.0,801135.0,0.0,0.0,Jul 16,2.8670438472418667,136.7,136.8,136.7,136.7258
0,2018-07-13,136.7,301534.0,301534.0,0.025,0.018,Jul 13,2.8670438472418667,136.675,136.7,136.65,136.6763
0,2018-07-12,136.675,346307.0,346307.0,-0.025,-0.018,Jul 12,2.8663366336633667,136.7,136.7,136.65,136.6817
0,2018-07-11,136.7,344785.0,344785.0,0.05,0.037,Jul 11,2.8670438472418667,136.65,136.7,136.6,136.6699
0,2018-07-10,136.65,552911.0,552911.0,0.05,0.037,Jul 10,2.8656294200848658,136.65,136.7,136.6,136.6553
0,2018-07-09,136.6,920861.0,920861.0,-0.05,-0.037,Jul 9,2.864214992927864,136.7,136.7,136.6,136.6454
0,2018-07-06,136.65,859001.0,859001.0,-0.15,-0.11,Jul 6,2.8656294200848658,136.75,136.85,136.6,136.6547
0,2018-07-05,136.8,534424.0,534424.0,0.15,0.11,Jul 5,2.8698727015558703,136.65,136.8,136.6,136.6967
0,2018-07-03,136.65,595741.0,595741.0,-0.05,-0.037,Jul 3,2.8656294200848658,136.65,136.8,136.6,136.6874
0,2018-07-02,136.7,550296.0,550296.0,0.0,0.0,Jul 2,2.8670438472418667,136.55,136.7,136.55,136.6705
0,2018-06-29,136.7,1027363.0,1027363.0,0.1,0.073,"Jun 29, 18",2.8670438472418667,136.55,136.7,136.5,136.5752
0,2018-06-28,136.6,650753.0,650753.0,0.1,0.073,"Jun 28, 18",2.864214992927864,136.5,136.65,136.5,136.5552
0,2018-06-27,136.5,946979.0,946979.0,-0.1,-0.073,"Jun 27, 18",2.8613861386138613,136.65,136.65,136.45,136.553
0,2018-06-26,136.6,504540.0,504540.0,-0.05,-0.037,"Jun 26, 18",2.864214992927864,136.65,136.7,136.55,136.5877
0,2018-06-25,136.65,1389000.0,1389000.0,-0.05,-0.037,"Jun 25, 18",2.8656294200848658,136.55,136.7,136.45,136.5575
0,2018-06-22,136.7,1232997.0,1232997.0,0.3,0.22,"Jun 22, 18",2.8670438472418667,136.45,136.7,136.4,136.5944
0,2018-06-21,136.4,1174990.0,1174990.0,-0.05,-0.037,"Jun 21, 18",2.8585572842998586,136.4,136.5,136.35,136.445
0,2018-06-20,136.45,3456209.0,3456209.0,-0.3,-0.219,"Jun 20, 18",2.85997171145686,136.65,136.75,136.35,136.4927
0,2018-06-19,136.75,6435105.0,6435105.0,30.3,28.464,"Jun 19, 18",2.8684582743988685,136.5,137.2,136.35,136.6152
0,2018-06-18,106.45,346126.0,346126.0,4.5,4.414,"Jun 18, 18",2.0113154172560113,101.6,106.6,100.65,105.2704
0,2018-06-15,101.95,548244.0,548244.0,-4.55,-4.272,"Jun 15, 18",1.8840169731258838,105.45,105.5,99.65,102.0946
0,2018-06-14,106.5,322059.0,322059.0,3.1,2.998,"Jun 14, 18",2.0127298444130126,103.4,106.7,103.4,105.7551
0,2018-06-13,103.4,318596.0,318596.0,2.7,2.681,"Jun 13, 18",1.9250353606789252,101.25,103.85,100.1,102.4088
0,2018-06-12,100.7,235539.0,235539.0,2.0,2.026,"Jun 12, 18",1.8486562942008484,98.6,102.4,98.6,100.8285
