,date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
0,2019-03-15,0.01575,0.0199,0.011,0.0125,2598593.0,2598593.0,-0.0025,-16.667,0.013635,Mar 15,-0.9943693693693693
0,2019-03-14,0.03,0.03,0.012,0.015,3129888.0,3129888.0,-0.007,-31.818,0.017444,Mar 14,-0.9932432432432432
0,2019-03-13,0.06,0.07,0.011,0.022,9739947.0,9739947.0,-0.0781,-78.022,0.019367,Mar 13,-0.9900900900900902
0,2019-03-12,,,,0.1001,500.0,500.0,0.0,0.0,,Mar 12,-0.95490990990991
0,2019-03-11,0.095,0.103,0.0937,0.1001,1671549.0,1671549.0,0.0081,8.804,0.099452,Mar 11,-0.95490990990991
0,2019-03-08,0.0945,0.1027,0.09,0.092,1780774.0,1780774.0,-0.0055,-5.641,0.093972,Mar 8,-0.9585585585585585
0,2019-03-07,0.1087,0.1087,0.0888,0.0975,2294747.0,2294747.0,-0.0061,-5.888,0.098808,Mar 7,-0.956081081081081
0,2019-03-06,0.1137,0.1149,0.1,0.1036,2177664.0,2177664.0,-0.0068,-6.159,0.107595,Mar 6,-0.9533333333333333
0,2019-03-05,0.11,0.115,0.106,0.1104,1663866.0,1663866.0,-0.0046,-4.0,0.110392,Mar 5,-0.9502702702702703
0,2019-03-04,0.117,0.1185,0.105,0.115,2405239.0,2405239.0,-0.0005,-0.433,0.112152,Mar 4,-0.9481981981981981
0,2019-03-01,0.125,0.1279,0.1152,0.1155,2512166.0,2512166.0,-0.0063,-5.172,0.118613,Mar 1,-0.947972972972973
0,2019-02-28,0.13,0.1325,0.115,0.1218,4174721.0,4174721.0,-0.0044,-3.487,0.121265,Feb 28,-0.9451351351351351
0,2019-02-27,0.124,0.159,0.11,0.1262,15376696.0,15376696.0,0.0147,13.184,0.134743,Feb 27,-0.9431531531531532
0,2019-02-26,0.116,0.12,0.105,0.1115,4901975.0,4901975.0,0.0015,1.364,0.111962,Feb 26,-0.9497747747747748
0,2019-02-25,0.12,0.125,0.105,0.11,4515741.0,4515741.0,-0.0195,-15.058,0.112266,Feb 25,-0.9504504504504505
0,2019-02-22,0.13,0.145,0.11,0.1295,7620269.0,7620269.0,-0.003,-2.264,0.126049,Feb 22,-0.9416666666666665
0,2019-02-21,0.152,0.1697,0.122,0.1325,20755224.0,20755224.0,0.0025,1.923,0.150333,Feb 21,-0.9403153153153154
0,2019-02-20,0.1,0.157,0.09,0.13,31607694.0,31607694.0,0.0413,46.561,0.128725,Feb 20,-0.9414414414414415
0,2019-02-19,0.0771,0.09,0.0749,0.0887,8141547.0,8141547.0,0.0153,20.845,0.083988,Feb 19,-0.9600450450450452
0,2019-02-15,0.065,0.0777,0.065,0.0734,4568421.0,4568421.0,0.0034,4.857,0.072385,Feb 15,-0.9669369369369369
0,2019-02-14,0.0749,0.0773,0.0685,0.07,5190987.0,5190987.0,-0.0055,-7.285,0.0717,Feb 14,-0.9684684684684686
0,2019-02-13,0.08,0.08,0.07,0.0755,9000878.0,9000878.0,-0.0015,-1.948,0.074451,Feb 13,-0.9659909909909911
0,2019-02-12,0.0711,0.0998,0.0642,0.077,19101323.0,19101323.0,-0.113,-59.474,0.073416,Feb 12,-0.9653153153153153
0,2019-02-11,0.19,0.1999,0.186,0.19,59452.0,59452.0,0.0,0.0,0.190503,Feb 11,-0.9144144144144144
0,2019-02-08,0.1999,0.1999,0.19,0.19,27559.0,27559.0,-0.0013,-0.68,0.1942,"Feb 8, 19",-0.9144144144144144
0,2019-02-07,0.2031,0.2031,0.186,0.1913,78194.0,78194.0,-0.007827,-3.931,0.190854,"Feb 7, 19",-0.9138288288288289
0,2019-02-06,0.1996,0.205,0.1952,0.199127,86773.0,86773.0,0.009027,4.749,0.200361,"Feb 6, 19",-0.9103031531531532
0,2019-02-05,0.205,0.205,0.1901,0.1901,22869.0,22869.0,-0.0074,-3.747,0.198822,"Feb 5, 19",-0.9143693693693693
0,2019-02-04,0.1999,0.205,0.194,0.1975,223003.0,223003.0,0.0005,0.254,0.198058,"Feb 4, 19",-0.9110360360360359
0,2019-02-01,0.19,0.2,0.19,0.197,43913.0,43913.0,-0.0029,-1.451,0.196885,"Feb 1, 19",-0.9112612612612613
0,2019-01-31,0.1957,0.1999,0.19,0.1999,67986.0,67986.0,0.0099,5.211,0.194884,"Jan 31, 19",-0.9099549549549549
0,2019-01-30,0.19,0.1948,0.1884,0.19,136662.0,136662.0,-0.001741,-0.908,0.190572,"Jan 30, 19",-0.9144144144144144
0,2019-01-29,0.195,0.195,0.185,0.191741,69066.0,69066.0,0.004241,2.262,0.187657,"Jan 29, 19",-0.9136301801801802
0,2019-01-28,0.1942,0.195,0.185,0.1875,143103.0,143103.0,-0.0025,-1.316,0.187368,"Jan 28, 19",-0.9155405405405406
0,2019-01-25,0.21,0.21,0.1814,0.19,706273.0,706273.0,-0.0242,-11.298,0.193197,"Jan 25, 19",-0.9144144144144144
0,2019-01-24,0.206,0.222,0.2053,0.2142,545682.0,545682.0,0.0127,6.303,0.215142,"Jan 24, 19",-0.9035135135135135
0,2019-01-23,0.206,0.206,0.2,0.2015,32782.0,32782.0,-0.0007,-0.346,0.20186,"Jan 23, 19",-0.9092342342342343
0,2019-01-22,0.205,0.206,0.1945,0.2022,132134.0,132134.0,0.0028,1.404,0.202009,"Jan 22, 19",-0.908918918918919
0,2019-01-18,0.191,0.2031,0.185,0.1994,61403.0,61403.0,0.0094,4.947,0.195465,"Jan 18, 19",-0.9101801801801803
0,2019-01-17,0.2,0.203,0.19,0.19,157361.0,157361.0,-0.0033,-1.707,0.200157,"Jan 17, 19",-0.9144144144144144
0,2019-01-16,0.19,0.2,0.1883,0.1933,87783.0,87783.0,-0.004963,-2.503,0.19228,"Jan 16, 19",-0.912927927927928
0,2019-01-15,0.19,0.2,0.19,0.198263,79493.0,79493.0,-0.001737,-0.868,0.195837,"Jan 15, 19",-0.9106923423423424
0,2019-01-14,0.2,0.2,0.19,0.2,66778.0,66778.0,0.0,0.0,0.197567,"Jan 14, 19",-0.9099099099099098
0,2019-01-11,0.21,0.212,0.1972,0.2,80717.0,80717.0,-0.0021,-1.039,0.203085,"Jan 11, 19",-0.9099099099099098
0,2019-01-10,0.2104,0.216,0.2021,0.2021,92778.0,92778.0,-0.0079,-3.762,0.211893,"Jan 10, 19",-0.908963963963964
0,2019-01-09,0.21,0.216,0.206,0.21,108281.0,108281.0,0.0023,1.107,0.210938,"Jan 9, 19",-0.9054054054054055
0,2019-01-08,0.22,0.222,0.2052,0.2077,93324.0,93324.0,-0.0073,-3.395,0.213175,"Jan 8, 19",-0.9064414414414415
0,2019-01-07,0.21,0.2195,0.204,0.215,78071.0,78071.0,0.0055,2.625,0.210924,"Jan 7, 19",-0.9031531531531533
0,2019-01-04,0.1995,0.21,0.19,0.2095,144482.0,144482.0,0.01,5.013,0.202295,"Jan 4, 19",-0.9056306306306308
0,2019-01-03,0.1808,0.1999,0.1808,0.1995,62759.0,62759.0,0.0128,6.856,0.19102,"Jan 3, 19",-0.9101351351351351
0,2019-01-02,0.1898,0.19,0.1808,0.1867,48943.0,48943.0,0.0059,3.263,0.186644,"Jan 2, 19",-0.9159009009009008
0,2018-12-31,0.19,0.1999,0.1808,0.1808,139833.0,139833.0,-0.0017,-0.932,0.184566,"Dec 31, 18",-0.9185585585585585
0,2018-12-28,0.1808,0.19,0.1808,0.1825,97623.0,97623.0,0.0017,0.94,0.182761,"Dec 28, 18",-0.9177927927927928
0,2018-12-27,0.1808,0.19,0.18,0.1808,139377.0,139377.0,-0.0006,-0.331,0.182595,"Dec 27, 18",-0.9185585585585585
0,2018-12-26,0.1992,0.1992,0.18,0.1814,149545.0,149545.0,-0.008348,-4.4,0.184475,"Dec 26, 18",-0.9182882882882883
0,2018-12-24,0.189,0.195,0.185,0.189748,13929.0,13929.0,0.009748,5.416,0.188702,"Dec 24, 18",-0.914527927927928
0,2018-12-21,0.1901,0.1968,0.18,0.18,104632.0,104632.0,-0.01,-5.263,0.184172,"Dec 21, 18",-0.9189189189189189
0,2018-12-20,0.19,0.2,0.19,0.19,147453.0,147453.0,0.0,0.0,0.193827,"Dec 20, 18",-0.9144144144144144
0,2018-12-19,0.2001,0.2009,0.19,0.19,144515.0,144515.0,-0.0109,-5.426,0.193482,"Dec 19, 18",-0.9144144144144144
0,2018-12-18,0.2,0.2075,0.195,0.2009,73008.0,73008.0,0.0034,1.722,0.202873,"Dec 18, 18",-0.9095045045045046
0,2018-12-17,0.2,0.2039,0.195,0.1975,109888.0,109888.0,-0.0024,-1.201,0.197864,"Dec 17, 18",-0.9110360360360359
0,2018-12-14,0.2,0.2,0.195,0.1999,89353.0,89353.0,-0.0001,-0.05,0.196588,"Dec 14, 18",-0.9099549549549549
0,2018-12-13,0.191,0.205,0.1905,0.2,105918.0,105918.0,0.0096,5.042,0.199919,"Dec 13, 18",-0.9099099099099098
0,2018-12-12,0.2,0.203855,0.19,0.1904,109586.0,109586.0,0.0004,0.211,0.19957,"Dec 12, 18",-0.9142342342342343
0,2018-12-11,0.2015,0.2015,0.19,0.19,72505.0,72505.0,-0.0115,-5.707,0.192008,"Dec 11, 18",-0.9144144144144144
0,2018-12-10,0.19,0.2025,0.19,0.2015,61426.0,61426.0,0.0045,2.284,0.19884,"Dec 10, 18",-0.9092342342342343
0,2018-12-07,0.195,0.205,0.19,0.197,109063.0,109063.0,-0.0064,-3.147,0.19709,"Dec 7, 18",-0.9112612612612613
0,2018-12-06,0.182,0.2149,0.182,0.2034,310318.0,310318.0,0.0184,9.946,0.20486,"Dec 6, 18",-0.9083783783783784
0,2018-12-04,0.214756,0.225,0.17,0.185,304231.0,304231.0,-0.0251,-11.947,0.206756,"Dec 4, 18",-0.9166666666666666
0,2018-12-03,0.208,0.2149,0.201,0.2101,74824.0,74824.0,0.0076,3.753,0.208876,"Dec 3, 18",-0.9053603603603603
0,2018-11-30,0.2156,0.2206,0.2025,0.2025,156576.0,156576.0,-0.0181,-8.205,0.212272,"Nov 30, 18",-0.9087837837837838
0,2018-11-29,0.23,0.23,0.2145,0.2206,98102.0,98102.0,-0.0039,-1.737,0.222325,"Nov 29, 18",-0.9006306306306306
0,2018-11-28,0.215,0.23,0.2,0.2245,346639.0,346639.0,0.0145,6.905,0.222104,"Nov 28, 18",-0.898873873873874
0,2018-11-27,0.1999,0.2267,0.1977,0.21,241967.0,241967.0,0.01,5.0,0.216702,"Nov 27, 18",-0.9054054054054055
0,2018-11-26,0.2068,0.2068,0.1976,0.2,64861.0,64861.0,0.003,1.523,0.19974,"Nov 26, 18",-0.9099099099099098
0,2018-11-23,0.198,0.1996,0.185,0.197,52836.0,52836.0,0.0121,6.544,0.192818,"Nov 23, 18",-0.9112612612612613
0,2018-11-21,0.18,0.185432,0.18,0.1849,84377.0,84377.0,0.0042,2.324,0.183414,"Nov 21, 18",-0.9167117117117118
0,2018-11-20,0.1901,0.1949,0.1702,0.1807,293503.0,293503.0,-0.0094,-4.945,0.182892,"Nov 20, 18",-0.9186036036036037
0,2018-11-19,0.19,0.205,0.19,0.1901,109848.0,109848.0,0.0001,0.053,0.195014,"Nov 19, 18",-0.9143693693693693
0,2018-11-16,0.2,0.2,0.1862,0.19,229438.0,229438.0,-0.0098,-4.905,0.192835,"Nov 16, 18",-0.9144144144144144
0,2018-11-15,0.225,0.225,0.19,0.1998,365855.0,365855.0,-0.0112,-5.308,0.201146,"Nov 15, 18",-0.9099999999999999
0,2018-11-14,0.215,0.2198,0.211,0.211,213256.0,213256.0,-0.0088,-4.004,0.215255,"Nov 14, 18",-0.904954954954955
0,2018-11-13,0.2312,0.23582,0.2166,0.2198,135451.0,135451.0,-0.0013,-0.588,0.224964,"Nov 13, 18",-0.9009909909909911
0,2018-11-12,0.245,0.245,0.2202,0.2211,182324.0,182324.0,-0.0189,-7.875,0.228261,"Nov 12, 18",-0.9004054054054054
0,2018-11-09,0.24,0.25,0.2251,0.24,315163.0,315163.0,-0.0009,-0.374,0.236913,"Nov 9, 18",-0.8918918918918919
0,2018-11-08,0.23,0.2618,0.229,0.2409,581623.0,581623.0,0.014137,6.234,0.243505,"Nov 8, 18",-0.8914864864864865
0,2018-11-07,0.237,0.2549,0.226,0.226763,605487.0,605487.0,-0.009737,-4.117,0.239281,"Nov 7, 18",-0.8978545045045045
0,2018-11-06,0.226,0.237,0.226,0.2365,233134.0,233134.0,0.0105,4.646,0.232156,"Nov 6, 18",-0.8934684684684685
0,2018-11-05,0.226,0.2575,0.22,0.226,1254824.0,1254824.0,0.0058,2.634,0.236226,"Nov 5, 18",-0.8981981981981982
0,2018-11-02,0.2288,0.2288,0.2161,0.2202,38912.0,38912.0,-0.0015,-0.677,0.22069,"Nov 2, 18",-0.9008108108108108
0,2018-11-01,0.2275,0.2275,0.21475,0.2217,362747.0,362747.0,-0.0008,-0.36,0.218099,"Nov 1, 18",-0.9001351351351351
0,2018-10-31,0.2211,0.2289,0.2211,0.2225,29605.0,29605.0,-0.006387,-2.79,0.222887,"Oct 31, 18",-0.8997747747747749
0,2018-10-30,0.2291,0.2291,0.2201,0.228887,99943.0,99943.0,-0.001113,-0.484,0.223161,"Oct 30, 18",-0.8968977477477478
0,2018-10-29,0.24,0.24,0.22,0.23,156179.0,156179.0,0.0008,0.349,0.224843,"Oct 29, 18",-0.8963963963963965
0,2018-10-26,0.233,0.233,0.2222,0.2292,68338.0,68338.0,0.0052,2.321,0.226051,"Oct 26, 18",-0.8967567567567567
0,2018-10-25,0.23,0.2346,0.2209,0.224,334231.0,334231.0,-0.0019,-0.841,0.228297,"Oct 25, 18",-0.8990990990990991
0,2018-10-24,0.2201,0.2454,0.2201,0.2259,202109.0,202109.0,-0.005,-2.165,0.233278,"Oct 24, 18",-0.8982432432432432
0,2018-10-23,0.223,0.25,0.22,0.2309,676860.0,676860.0,0.0089,4.009,0.234132,"Oct 23, 18",-0.895990990990991
0,2018-10-22,0.225,0.2353,0.22,0.222,91589.0,91589.0,-0.0126,-5.371,0.226427,"Oct 22, 18",-0.9
0,2018-10-19,0.23,0.2356,0.222,0.2346,130039.0,130039.0,-0.001,-0.424,0.229031,"Oct 19, 18",-0.8943243243243244
0,2018-10-18,0.2208,0.2358,0.2108,0.2356,523806.0,523806.0,0.0148,6.703,0.222185,"Oct 18, 18",-0.8938738738738738
0,2018-10-17,0.2269,0.2309,0.2169,0.2208,332524.0,332524.0,-0.0061,-2.688,0.22305,"Oct 17, 18",-0.9005405405405404
0,2018-10-16,0.24,0.24,0.22,0.2269,435461.0,435461.0,-0.0131,-5.458,0.22846,"Oct 16, 18",-0.8977927927927928
0,2018-10-15,0.23,0.2499,0.23,0.24,247201.0,247201.0,-0.0027,-1.112,0.24087,"Oct 15, 18",-0.8918918918918919
0,2018-10-12,0.23,0.25,0.23,0.2427,243964.0,243964.0,0.0017,0.705,0.237662,"Oct 12, 18",-0.8906756756756757
0,2018-10-11,0.223,0.2462,0.223,0.241,182437.0,182437.0,0.006,2.553,0.229631,"Oct 11, 18",-0.8914414414414414
0,2018-10-10,0.25,0.25,0.235,0.235,223383.0,223383.0,-0.0135,-5.433,0.24373,"Oct 10, 18",-0.8941441441441442
0,2018-10-09,0.247,0.2543,0.245,0.2485,101012.0,101012.0,-0.0015,-0.6,0.248472,"Oct 9, 18",-0.8880630630630632
0,2018-10-08,0.267,0.267,0.24,0.25,184912.0,184912.0,-0.0096,-3.698,0.252164,"Oct 8, 18",-0.8873873873873874
0,2018-10-05,0.2602,0.2698,0.2552,0.2596,115794.0,115794.0,0.0044,1.724,0.261614,"Oct 5, 18",-0.883063063063063
0,2018-10-04,0.2697,0.2697,0.2543,0.2552,117446.0,117446.0,-0.0145,-5.376,0.260809,"Oct 4, 18",-0.8850450450450451
0,2018-10-03,0.269,0.27,0.255,0.2697,152303.0,152303.0,0.0067,2.548,0.261382,"Oct 3, 18",-0.8785135135135135
0,2018-10-02,0.277,0.2801,0.255,0.263,200626.0,200626.0,-0.002,-0.755,0.260139,"Oct 2, 18",-0.8815315315315316
0,2018-10-01,0.269,0.275,0.26,0.265,265343.0,265343.0,0.01,3.922,0.266971,"Oct 1, 18",-0.8806306306306306
0,2018-09-28,0.28,0.28,0.255,0.255,255083.0,255083.0,-0.0225,-8.108,0.266827,"Sep 28, 18",-0.8851351351351352
0,2018-09-27,0.29,0.29,0.277,0.2775,171629.0,171629.0,-0.0125,-4.31,0.279302,"Sep 27, 18",-0.875
0,2018-09-26,0.25,0.295,0.245,0.29,1035567.0,1035567.0,-0.0097,-3.237,0.266867,"Sep 26, 18",-0.8693693693693694
0,2018-09-25,0.309,0.3234,0.28,0.2997,1229684.0,1229684.0,0.0097,3.345,0.294319,"Sep 25, 18",-0.865
0,2018-09-24,0.289,0.3,0.28,0.29,305943.0,305943.0,0.005,1.754,0.289586,"Sep 24, 18",-0.8693693693693694
0,2018-09-21,0.2731,0.29,0.2731,0.285,352793.0,352793.0,0.0119,4.357,0.283774,"Sep 21, 18",-0.8716216216216217
0,2018-09-20,0.27,0.28,0.27,0.2731,141550.0,141550.0,0.0003,0.11,0.276573,"Sep 20, 18",-0.8769819819819821
0,2018-09-19,0.295,0.295,0.27,0.2728,286675.0,286675.0,-0.0072,-2.571,0.2786,"Sep 19, 18",-0.8771171171171172
0,2018-09-18,0.265,0.299,0.1826,0.28,1678668.0,1678668.0,-0.003,-1.06,0.268191,"Sep 18, 18",-0.8738738738738738
0,2018-09-17,0.29,0.3,0.28,0.283,281456.0,281456.0,-0.007,-2.414,0.28783,"Sep 17, 18",-0.8725225225225226
0,2018-09-14,0.3,0.3,0.285,0.29,124309.0,124309.0,-0.0099,-3.301,0.29305,"Sep 14, 18",-0.8693693693693694
0,2018-09-13,0.3,0.3,0.28511,0.2999,279381.0,279381.0,-0.0001,-0.033,0.298991,"Sep 13, 18",-0.8649099099099099
0,2018-09-12,0.308,0.308,0.2928,0.3,286534.0,286534.0,0.0107,3.699,0.295649,"Sep 12, 18",-0.8648648648648648
0,2018-09-11,0.305,0.305,0.2893,0.2893,512440.0,512440.0,-0.0207,-6.677,0.295779,"Sep 11, 18",-0.8696846846846847
0,2018-09-10,0.3,0.32,0.285,0.31,808151.0,808151.0,-0.0056,-1.774,0.295578,"Sep 10, 18",-0.8603603603603603
0,2018-09-07,0.289,0.33,0.2798,0.3156,3275564.0,3275564.0,0.0386,13.935,0.318715,"Sep 7, 18",-0.857837837837838
0,2018-09-06,0.2705,0.295,0.26,0.277,1738346.0,1738346.0,-0.0676,-19.617,0.273415,"Sep 6, 18",-0.8752252252252252
0,2018-09-05,0.3469,0.3469,0.33,0.3446,36761.0,36761.0,-0.0054,-1.543,0.338466,"Sep 5, 18",-0.8447747747747748
0,2018-09-04,0.36,0.36,0.3462,0.35,40795.0,40795.0,0.0,0.0,0.349969,"Sep 4, 18",-0.8423423423423423
0,2018-08-31,0.3405,0.35,0.3405,0.35,56204.0,56204.0,0.005,1.449,0.344729,"Aug 31, 18",-0.8423423423423423
0,2018-08-30,0.344,0.3489,0.3399,0.345,61860.0,61860.0,-0.0039,-1.118,0.342925,"Aug 30, 18",-0.8445945945945946
0,2018-08-29,0.345,0.35,0.3406,0.3489,119368.0,119368.0,0.0083,2.437,0.347908,"Aug 29, 18",-0.8428378378378378
0,2018-08-28,0.3405,0.3497,0.34,0.3406,91594.0,91594.0,0.0061,1.824,0.344173,"Aug 28, 18",-0.8465765765765766
0,2018-08-27,0.319,0.3497,0.319,0.3345,155008.0,155008.0,0.0125,3.882,0.338451,"Aug 27, 18",-0.8493243243243244
0,2018-08-24,0.319,0.33,0.316,0.322,92017.0,92017.0,0.006,1.899,0.326004,"Aug 24, 18",-0.854954954954955
0,2018-08-23,0.3303,0.3303,0.316,0.316,157412.0,157412.0,-0.0147,-4.445,0.321402,"Aug 23, 18",-0.8576576576576577
0,2018-08-22,0.33,0.3499,0.329,0.3307,67029.0,67029.0,0.0007,0.212,0.332419,"Aug 22, 18",-0.8510360360360361
