,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2018-09-24,10.9,5.0,5.0,0.0,0.0,Sep 24,0.14136125654450257,,,,
0,2018-09-21,10.9,105.0,105.0,0.07,0.646,"Sep 21, 18",0.14136125654450257,10.9,10.9,10.9,10.9
0,2018-09-20,10.83,300.0,300.0,0.0,0.0,"Sep 20, 18",0.13403141361256538,10.83,10.83,10.83,10.83
0,2018-09-17,10.83,150.0,150.0,0.03,0.278,"Sep 17, 18",0.13403141361256538,10.83,10.83,10.83,10.83
0,2018-09-13,10.8,12798.0,12798.0,0.1,0.935,"Sep 13, 18",0.13089005235602094,10.79,10.8,10.79,10.7999
0,2018-08-30,10.7,1.0,1.0,0.0,0.0,"Aug 30, 18",0.1204188481675391,,,,
0,2018-08-28,10.7,5.0,5.0,0.0,0.0,"Aug 28, 18",0.1204188481675391,,,,
0,2018-08-27,10.7,430.0,430.0,-0.02,-0.187,"Aug 27, 18",0.1204188481675391,10.7,10.7,10.7,10.7
0,2018-08-07,10.72,2000.0,2000.0,-0.08,-0.741,"Aug 7, 18",0.12251308900523558,10.72,10.72,10.72,10.72
0,2018-08-02,10.8,100.0,100.0,0.06,0.559,"Aug 2, 18",0.13089005235602094,10.8,10.8,10.8,10.8
0,2018-07-30,10.74,5.0,5.0,0.0,0.0,"Jul 30, 18",0.12460732984293188,,,,
0,2018-07-23,10.74,5002.0,5002.0,-0.01,-0.093,"Jul 23, 18",0.12460732984293188,10.75,10.75,10.74,10.7436
0,2018-07-19,10.75,1.0,1.0,0.0,0.0,"Jul 19, 18",0.12565445026178002,,,,
0,2018-07-18,10.75,98.0,98.0,0.0,0.0,"Jul 18, 18",0.12565445026178002,,,,
0,2018-07-17,10.75,500.0,500.0,0.199,1.886,"Jul 17, 18",0.12565445026178002,10.75,10.75,10.75,10.75
0,2018-07-10,10.551,1.0,1.0,0.0,0.0,"Jul 10, 18",0.1048167539267015,,,,
0,2018-06-29,10.551,202.0,202.0,-0.249,-2.306,"Jun 29, 18",0.1048167539267015,10.5,10.551,10.5,10.5255
0,2018-06-28,10.8,6.0,6.0,0.0,0.0,"Jun 28, 18",0.13089005235602094,,,,
0,2018-06-27,10.8,2101.0,2101.0,0.09,0.84,"Jun 27, 18",0.13089005235602094,10.6,11.0,10.6,10.8785
0,2018-06-26,10.71,7436.0,7436.0,-0.79,-6.87,"Jun 26, 18",0.12146596858638745,11.55,11.55,10.5,10.7699
0,2018-06-25,11.5,17205.0,17205.0,1.03,9.838,"Jun 25, 18",0.20418848167539258,11.95,12.0,10.83,10.9877
0,2018-06-18,10.47,2.0,2.0,0.0,0.0,"Jun 18, 18",0.0963350785340314,,,,
0,2018-06-14,10.47,2.0,2.0,0.0,0.0,"Jun 14, 18",0.0963350785340314,,,,
0,2018-05-22,10.47,9.0,9.0,0.0,0.0,"May 22, 18",0.0963350785340314,,,,
0,2018-05-07,10.47,49.0,49.0,0.0,0.0,"May 7, 18",0.0963350785340314,,,,
0,2018-04-30,10.47,12500.0,12500.0,-0.23,-2.15,"Apr 30, 18",0.0963350785340314,10.47,10.47,10.47,10.47
0,2018-04-23,10.7,6.0,6.0,0.0,0.0,"Apr 23, 18",0.1204188481675391,,,,
0,2018-04-20,10.7,1.0,1.0,0.0,0.0,"Apr 20, 18",0.1204188481675391,,,,
0,2018-04-17,10.7,1.0,1.0,0.0,0.0,"Apr 17, 18",0.1204188481675391,,,,
0,2018-04-11,10.7,1.0,1.0,0.0,0.0,"Apr 11, 18",0.1204188481675391,,,,
0,2018-04-05,10.7,1.0,1.0,0.0,0.0,"Apr 5, 18",0.1204188481675391,,,,
0,2018-04-04,10.7,100.0,100.0,0.0,0.0,"Apr 4, 18",0.1204188481675391,10.7,10.7,10.7,10.7
0,2018-04-02,10.7,1.0,1.0,0.0,0.0,"Apr 2, 18",0.1204188481675391,,,,
0,2018-03-29,10.7,1.0,1.0,0.0,0.0,"Mar 29, 18",0.1204188481675391,,,,
0,2018-03-28,10.7,100.0,100.0,0.0,0.0,"Mar 28, 18",0.1204188481675391,10.7,10.7,10.7,10.7
0,2018-03-19,10.7,15.0,15.0,0.0,0.0,"Mar 19, 18",0.1204188481675391,,,,
0,2018-03-13,10.7,1.0,1.0,0.0,0.0,"Mar 13, 18",0.1204188481675391,,,,
0,2018-03-08,10.7,3.0,3.0,0.0,0.0,"Mar 8, 18",0.1204188481675391,,,,
0,2018-03-07,10.7,1903.0,1903.0,0.17,1.614,"Mar 7, 18",0.1204188481675391,10.6999,10.7,10.6999,10.7
0,2018-03-01,10.53,10000.0,10000.0,0.0,0.0,"Mar 1, 18",0.10261780104712027,10.53,10.53,10.52,10.5298
0,2018-01-25,10.53,230.0,230.0,0.0,0.0,"Jan 25, 18",0.10261780104712027,10.53,10.53,10.53,10.53
0,2018-01-24,10.53,700.0,700.0,0.1,0.959,"Jan 24, 18",0.10261780104712027,10.446,10.53,10.43,10.4609
0,2018-01-23,10.43,330.0,330.0,-0.07,-0.667,"Jan 23, 18",0.09214659685863863,10.43,10.43,10.43,10.43
0,2018-01-09,10.5,2500.0,2500.0,0.05,0.478,"Jan 9, 18",0.09947643979057584,10.49,10.5,10.49,10.4996
0,2018-01-04,10.45,400.0,400.0,0.0087,0.083,"Jan 4, 18",0.09424083769633493,10.45,10.45,10.45,10.45
0,2017-12-22,10.4413,201.0,201.0,-0.5487,-4.993,"Dec 22, 17",0.0933298429319371,10.4413,10.4413,10.4413,10.4413
0,2017-12-18,10.99,15.0,15.0,0.0,0.0,"Dec 18, 17",0.15078534031413607,,,,
0,2017-12-12,10.99,1.0,1.0,0.0,0.0,"Dec 12, 17",0.15078534031413607,,,,
0,2017-12-11,10.99,3.0,3.0,0.0,0.0,"Dec 11, 17",0.15078534031413607,,,,
0,2017-12-06,10.99,33.0,33.0,0.0,0.0,"Dec 6, 17",0.15078534031413607,,,,
0,2017-12-05,10.99,7.0,7.0,0.0,0.0,"Dec 5, 17",0.15078534031413607,,,,
0,2017-12-04,10.99,63.0,63.0,0.0,0.0,"Dec 4, 17",0.15078534031413607,,,,
0,2017-12-01,10.99,35.0,35.0,0.0,0.0,"Dec 1, 17",0.15078534031413607,,,,
0,2017-11-30,10.99,42.0,42.0,0.0,0.0,"Nov 30, 17",0.15078534031413607,,,,
0,2017-11-29,10.99,22.0,22.0,0.0,0.0,"Nov 29, 17",0.15078534031413607,,,,
0,2017-11-28,10.99,84.0,84.0,0.0,0.0,"Nov 28, 17",0.15078534031413607,,,,
0,2017-11-24,10.99,50.0,50.0,0.0,0.0,"Nov 24, 17",0.15078534031413607,,,,
0,2017-11-22,10.99,6.0,6.0,0.0,0.0,"Nov 22, 17",0.15078534031413607,,,,
