,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2019-05-13,0.3656,134114.0,134114.0,0.0,0.0,May 13,-0.9826565464895636,,,,
0,2019-05-10,0.3656,51037237.0,51037237.0,-0.0145,-3.815,May 10,-0.9826565464895636,0.3649,0.4093,0.3599,0.382965
0,2019-05-09,0.3801,61614548.0,61614548.0,0.0107,2.897,May 9,-0.9819686907020874,0.37,0.4,0.3225,0.355305
0,2019-05-08,0.3694,50518848.0,50518848.0,-0.087,-19.062,May 8,-0.9824762808349147,0.41,0.4175,0.361,0.382676
0,2019-05-07,0.4564,37041173.0,37041173.0,-0.0172,-3.632,May 7,-0.978349146110057,0.4901,0.514947,0.4114,0.46777
0,2019-05-06,0.4736,22830320.0,22830320.0,0.0202,4.455,May 6,-0.9775332068311194,0.438,0.4826,0.4066,0.461179
0,2019-05-03,0.4534,39902487.0,39902487.0,0.097,27.217,May 3,-0.9784914611005693,0.376,0.47,0.3735,0.444301
0,2019-05-02,0.3564,45156988.0,45156988.0,-0.0724,-16.884,May 2,-0.9830929791271347,0.438,0.44,0.285,0.356141
0,2019-05-01,0.4288,48784503.0,48784503.0,-0.1245,-22.501,May 1,-0.9796584440227705,0.56,0.5631,0.4219,0.468327
0,2019-04-30,0.5533,16842951.0,16842951.0,0.0131,2.425,Apr 30,-0.9737523719165085,0.534,0.564,0.53,0.546756
0,2019-04-29,0.5402,21261139.0,21261139.0,-0.033,-5.757,Apr 29,-0.9743738140417458,0.5945,0.5945,0.5393,0.550064
0,2019-04-26,0.5732,19117157.0,19117157.0,-0.0302,-5.005,Apr 26,-0.97280834914611,0.61,0.611,0.56,0.577057
0,2019-04-25,0.6034,16292644.0,16292644.0,-0.0098,-1.598,Apr 25,-0.9713757115749525,0.62,0.6378,0.6011,0.622238
0,2019-04-24,0.6132,14346059.0,14346059.0,-0.0206,-3.25,Apr 24,-0.970910815939279,0.647,0.648,0.61,0.627041
0,2019-04-23,0.6338,22651437.0,22651437.0,0.0249,4.089,Apr 23,-0.9699335863377608,0.6137,0.66,0.6088,0.636501
0,2019-04-22,0.6089,13038674.0,13038674.0,0.0236,4.032,Apr 22,-0.9711148007590134,0.5741,0.619,0.573,0.599929
0,2019-04-18,0.5853,13043209.0,13043209.0,-0.023,-3.781,Apr 18,-0.9722343453510436,0.6123,0.6174,0.5746,0.586719
0,2019-04-17,0.6083,14732096.0,14732096.0,-0.0091,-1.474,Apr 17,-0.9711432637571158,0.63,0.648,0.6,0.61988
0,2019-04-16,0.6174,17442064.0,17442064.0,0.0477,8.373,Apr 16,-0.9707115749525617,0.5598,0.6279,0.5592,0.598395
0,2019-04-15,0.5697,20794997.0,20794997.0,-0.0061,-1.059,Apr 15,-0.9729743833017077,0.57,0.5909,0.558,0.569397
0,2019-04-12,0.5758,16857153.0,16857153.0,0.0169,3.024,"Apr 12, 19",-0.972685009487666,0.57,0.59,0.55,0.564999
0,2019-04-11,0.5589,21959411.0,21959411.0,-0.0425,-7.067,"Apr 11, 19",-0.9734867172675521,0.618,0.618,0.54,0.560701
0,2019-04-10,0.6014,19927626.0,19927626.0,-0.0164,-2.655,"Apr 10, 19",-0.9714705882352941,0.63,0.63,0.5995,0.608419
0,2019-04-09,0.6178,27508300.0,27508300.0,-0.052,-7.764,"Apr 9, 19",-0.9706925996204934,0.68,0.68,0.6025,0.625022
0,2019-04-08,0.6698,14197387.0,14197387.0,-0.0202,-2.928,"Apr 8, 19",-0.9682258064516129,0.69,0.695,0.6616,0.673023
0,2019-04-05,0.69,16483175.0,16483175.0,0.02,2.985,"Apr 5, 19",-0.9672675521821631,0.6813,0.7,0.675,0.684931
0,2019-04-04,0.67,29613413.0,29613413.0,-0.085,-11.258,"Apr 4, 19",-0.9682163187855787,0.69,0.695,0.6622,0.673635
0,2019-04-03,0.755,15474602.0,15474602.0,-0.0069,-0.906,"Apr 3, 19",-0.9641840607210627,0.7622,0.78,0.7429,0.762655
0,2019-04-02,0.7619,15830699.0,15830699.0,-0.003,-0.392,"Apr 2, 19",-0.9638567362428843,0.75,0.77,0.7481,0.763073
0,2019-04-01,0.7649,12618695.0,12618695.0,0.0669,9.585,"Apr 1, 19",-0.9637144212523718,0.702,0.7749,0.702,0.747241
0,2019-03-29,0.698,10387711.0,10387711.0,-0.003,-0.428,"Mar 29, 19",-0.966888045540797,0.7048,0.7198,0.69,0.70153
0,2019-03-28,0.701,8280141.0,8280141.0,0.0032,0.459,"Mar 28, 19",-0.9667457305502846,0.6827,0.7131,0.67,0.696388
0,2019-03-27,0.6978,13040334.0,13040334.0,-0.0126,-1.774,"Mar 27, 19",-0.966897533206831,0.709,0.71,0.6709,0.689546
