,date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
0,2018-08-27,22.03,22.29,21.83,22.06,181077630.0,181077630.0,0.13,0.593,22.0582,Aug 27,0.3716090603296585
0,2018-08-24,21.74,21.99,21.65,21.93,45401378.0,45401378.0,0.16,0.735,21.7889,Aug 24,0.36352614202309214
0,2018-08-23,21.69,21.855,21.54,21.77,27406949.0,27406949.0,0.15,0.694,21.6817,Aug 23,0.3535779348765488
0,2018-08-22,21.6,21.68,21.45,21.62,9332422.0,9332422.0,-0.01,-0.046,21.5885,Aug 22,0.34425149067666455
0,2018-08-21,21.57,21.84,21.55,21.63,13032541.0,13032541.0,0.0,0.0,21.6849,Aug 21,0.3448732536233234
0,2018-08-20,21.45,21.655,21.44,21.63,7457654.0,7457654.0,0.21,0.98,21.568,Aug 20,0.3448732536233234
0,2018-08-17,21.55,21.59,21.38,21.42,9377277.0,9377277.0,-0.11,-0.511,21.4649,Aug 17,0.33181623174348546
0,2018-08-16,21.46,21.62,21.41,21.53,6105184.0,6105184.0,0.13,0.607,21.5273,Aug 16,0.33865562415673395
0,2018-08-15,21.41,21.44,21.23,21.4,5273112.0,5273112.0,-0.05,-0.233,21.3512,Aug 15,0.33057270585016735
0,2018-08-14,21.31,21.45,21.23,21.45,13433319.0,13433319.0,0.21,0.989,21.4016,Aug 14,0.3336815205834622
0,2018-08-13,21.42,21.49,21.195,21.24,6357182.0,6357182.0,-0.18,-0.84,21.3048,Aug 13,0.32062449870362403
0,2018-08-10,21.49,21.54,21.39,21.42,5595937.0,5595937.0,-0.1,-0.465,21.4618,Aug 10,0.33181623174348546
0,2018-08-09,21.5,21.55,21.42,21.52,6038104.0,6038104.0,0.02,0.093,21.5088,Aug 9,0.3380338612100749
0,2018-08-08,21.54,21.615,21.46,21.5,8538368.0,8538368.0,-0.07,-0.325,21.5463,Aug 8,0.336790335316757
0,2018-08-07,21.64,21.66,21.49,21.57,6770659.0,6770659.0,-0.04,-0.185,21.5829,Aug 7,0.3411426759433697
0,2018-08-06,21.51,21.63,21.4,21.61,7680270.0,7680270.0,0.09,0.418,21.5349,Aug 6,0.3436297277300055
0,2018-08-03,21.39,21.585,21.32,21.52,6626468.0,6626468.0,0.13,0.608,21.5013,Aug 3,0.3380338612100749
0,2018-08-02,21.18,21.41,21.17,21.39,4872398.0,4872398.0,0.22,1.039,21.3491,Aug 2,0.3299509429035085
0,2018-08-01,21.21,21.27,21.16,21.17,4655969.0,4655969.0,-0.15,-0.704,21.1947,Aug 1,0.31627215807701153
0,2018-07-31,21.23,21.53,21.08,21.32,5678574.0,5678574.0,0.16,0.756,21.3363,Jul 31,0.3255986022768958
0,2018-07-30,21.26,21.27,21.095,21.16,5699585.0,5699585.0,-0.1,-0.47,21.1612,Jul 30,0.31565039513035253
0,2018-07-27,21.45,21.46,21.2,21.26,7754549.0,7754549.0,-0.13,-0.608,21.2794,Jul 27,0.32186802459694214
0,2018-07-26,21.5,21.92,21.37,21.39,12376599.0,12376599.0,0.04,0.187,21.4992,Jul 26,0.3299509429035085
0,2018-07-25,20.96,21.36,20.94,21.35,19291491.0,19291491.0,0.37,1.764,21.2584,Jul 25,0.32746389111687274
0,2018-07-24,21.26,21.36,20.94,20.98,27538684.0,27538684.0,-0.31,-1.456,21.0773,Jul 24,0.3044586620904913
0,2018-07-23,21.05,21.32,20.97,21.29,27815622.0,27815622.0,0.25,1.188,21.2039,Jul 23,0.32373331343691886
0,2018-07-20,20.79,21.07,20.63,21.04,19193490.0,19193490.0,0.25,1.203,20.9167,"Jul 20, 18",0.308189239770445
0,2018-07-19,20.39,20.88,20.34,20.79,18726406.0,18726406.0,0.36,1.762,20.7189,"Jul 19, 18",0.29264516610397107
0,2018-07-18,20.67,20.8,20.25,20.43,43707746.0,43707746.0,-0.27,-1.304,20.4044,"Jul 18, 18",0.27026170002424865
0,2018-07-17,20.85,20.93,20.7,20.7,11804900.0,11804900.0,-0.11,-0.529,20.7941,"Jul 17, 18",0.28704929958404046
0,2018-07-16,20.89,20.95,20.75,20.81,12527841.0,12527841.0,-0.09,-0.431,20.8271,"Jul 16, 18",0.29388869199728895
0,2018-07-13,20.92,20.9746,20.87,20.9,8592817.0,8592817.0,0.04,0.192,20.9119,"Jul 13, 18",0.29948455851721956
0,2018-07-12,20.75,20.89,20.68,20.86,11759219.0,11759219.0,0.139996,0.676,20.8281,"Jul 12, 18",0.2969975067305838
0,2018-07-11,20.7299,20.8338,20.6755,20.72,12418223.0,12418223.0,-0.03958,-0.191,20.745,"Jul 11, 18",0.28829282547735835
0,2018-07-10,20.6705,20.8387,20.6408,20.7596,12752755.0,12752755.0,0.089054,0.431,20.7525,"Jul 10, 18",0.2907550067461278
0,2018-07-09,20.6705,20.7398,20.4825,20.6705,7809767.0,7809767.0,0.049475,0.24,20.6442,"Jul 9, 18",0.2852150988913966
0,2018-07-06,20.3935,20.72,20.3935,20.6211,11082380.0,11082380.0,0.267163,1.313,20.5907,"Jul 6, 18",0.28214358993490124
