,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2018-12-13,13.1,20.0,20.0,0.0,0.0,Dec 13,-0.6076669661575321,,,,
0,2018-12-12,13.1,104168.0,104168.0,0.01,0.076,Dec 12,-0.6076669661575321,13.09,13.1,13.0832,13.0912
0,2018-12-11,13.09,135198.0,135198.0,0.0,0.0,Dec 11,-0.6079664570230608,13.08,13.1,13.08,13.0905
0,2018-12-10,13.09,88048.0,88048.0,0.01,0.076,Dec 10,-0.6079664570230608,13.08,13.1,13.08,13.0905
0,2018-12-07,13.08,133612.0,133612.0,0.0,0.0,Dec 7,-0.6082659478885895,13.07,13.09,13.07,13.0803
0,2018-12-06,13.08,244024.0,244024.0,0.02,0.153,Dec 6,-0.6082659478885895,13.07,13.08,13.06,13.0711
0,2018-12-04,13.06,134988.0,134988.0,0.0,0.0,Dec 4,-0.6088649296196466,13.06,13.08,13.06,13.0695
0,2018-12-03,13.06,25675.0,25675.0,-0.03,-0.229,Dec 3,-0.6088649296196466,13.08,13.09,13.06,13.0685
0,2018-11-30,13.09,193024.0,193024.0,0.0,0.0,Nov 30,-0.6079664570230608,13.07,13.09,13.061,13.0789
0,2018-11-29,13.09,331745.0,331745.0,0.03,0.23,Nov 29,-0.6079664570230608,13.05,13.09,13.05,13.0646
0,2018-11-28,13.06,94847.0,94847.0,0.01,0.077,Nov 28,-0.6088649296196466,13.08,13.09,13.06,13.0648
0,2018-11-27,13.05,408368.0,408368.0,-0.01,-0.077,Nov 27,-0.6091644204851752,13.06,13.09,13.04,13.0518
0,2018-11-26,13.06,151762.0,151762.0,-0.02,-0.153,Nov 26,-0.6088649296196466,13.07,13.08,13.05,13.0699
0,2018-11-23,13.08,111350.0,111350.0,0.03,0.23,Nov 23,-0.6082659478885895,13.05,13.09,13.045,13.0573
0,2018-11-21,13.05,402035.0,402035.0,0.0,0.0,Nov 21,-0.6091644204851752,13.05,13.08,13.04,13.0504
0,2018-11-20,13.05,186435.0,186435.0,0.0,0.0,Nov 20,-0.6091644204851752,13.04,13.05,13.04,13.0453
0,2018-11-19,13.05,479847.0,479847.0,-0.01,-0.077,Nov 19,-0.6091644204851752,13.06,13.08,13.04,13.0504
0,2018-11-16,13.06,209905.0,209905.0,-0.03,-0.229,Nov 16,-0.6088649296196466,13.06,13.1,13.04,13.0578
0,2018-11-15,13.09,160015.0,160015.0,0.02,0.153,Nov 15,-0.6079664570230608,13.07,13.12,13.05,13.0591
0,2018-11-14,13.07,89561.0,89561.0,-0.01,-0.076,Nov 14,-0.608565438754118,13.1,13.15,13.06,13.0785
0,2018-11-13,13.08,123872.0,123872.0,0.0,0.0,Nov 13,-0.6082659478885895,13.09,13.1,13.04,13.0778
0,2018-11-12,13.08,464268.0,464268.0,-0.09,-0.683,Nov 12,-0.6082659478885895,13.11,13.16,13.05,13.0706
0,2018-11-09,13.17,294178.0,294178.0,0.0,0.0,"Nov 9, 18",-0.605570530098832,13.12,13.33,13.05,13.1554
0,2018-11-08,13.17,264166.0,264166.0,-0.03,-0.227,"Nov 8, 18",-0.605570530098832,13.15,13.24,13.1,13.1811
0,2018-11-07,13.2,258235.0,258235.0,0.12,0.917,"Nov 7, 18",-0.6046720575022462,13.08,13.24,13.08,13.1438
0,2018-11-06,13.08,665263.0,665263.0,-0.01,-0.076,"Nov 6, 18",-0.6082659478885895,13.09,13.11,13.06,13.0811
0,2018-11-05,13.09,5270839.0,5270839.0,3.4,35.088,"Nov 5, 18",-0.6079664570230608,13.06,13.11,13.03,13.0589
0,2018-11-02,9.69,19907.0,19907.0,0.06,0.623,"Nov 2, 18",-0.7097933513027853,9.68,9.8,9.5,9.6917
0,2018-11-01,9.63,49845.0,49845.0,0.3,3.215,"Nov 1, 18",-0.7115902964959568,9.34,9.75,9.2,9.4951
0,2018-10-31,9.33,61461.0,61461.0,0.15,1.634,"Oct 31, 18",-0.7205750224618149,9.22,9.46,9.14,9.3062
0,2018-10-30,9.18,42501.0,42501.0,-0.17,-1.818,"Oct 30, 18",-0.7250673854447439,9.36,9.7,9.015,9.3587
