,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2018-08-30,4.725,160.0,160.0,0.0,0.0,Aug 30,-0.45058139534883723,,,,
0,2018-08-29,4.725,674432.0,674432.0,-0.025,-0.526,Aug 29,-0.45058139534883723,4.75,4.8,4.675,4.7135
0,2018-08-28,4.75,116339.0,116339.0,0.05,1.064,Aug 28,-0.4476744186046511,4.7,4.75,4.675,4.7143
0,2018-08-27,4.7,68116.0,68116.0,0.025,0.535,Aug 27,-0.45348837209302323,4.7,4.75,4.65,4.6954
0,2018-08-24,4.675,47166.0,47166.0,0.025,0.538,Aug 24,-0.4563953488372093,4.6822,4.7,4.655,4.6935
0,2018-08-23,4.65,74513.0,74513.0,-0.125,-2.618,Aug 23,-0.4593023255813953,4.755,4.8,4.65,4.7342
0,2018-08-22,4.775,81391.0,81391.0,0.075,1.596,Aug 22,-0.4447674418604651,4.75,4.8,4.722,4.783
0,2018-08-21,4.7,35754.0,35754.0,0.0,0.0,Aug 21,-0.45348837209302323,4.7,4.75,4.6604,4.6977
0,2018-08-20,4.7,47913.0,47913.0,0.05,1.075,Aug 20,-0.45348837209302323,4.7,4.75,4.65,4.7005
0,2018-08-17,4.65,131900.0,131900.0,-0.1,-2.105,Aug 17,-0.4593023255813953,4.75,4.75,4.65,4.6602
0,2018-08-16,4.75,28369.0,28369.0,0.0,0.0,Aug 16,-0.4476744186046511,4.7,4.75,4.65,4.7126
0,2018-08-15,4.75,69390.0,69390.0,0.0,0.0,Aug 15,-0.4476744186046511,4.7215,4.75,4.7,4.7343
0,2018-08-14,4.75,24815.0,24815.0,0.0,0.0,Aug 14,-0.4476744186046511,4.7,4.75,4.7,4.7119
0,2018-08-13,4.75,14165.0,14165.0,0.025,0.529,Aug 13,-0.4476744186046511,4.75,4.8,4.75,4.7597
0,2018-08-10,4.725,40515.0,40515.0,0.025,0.532,Aug 10,-0.45058139534883723,4.7,4.75,4.6926,4.7184
0,2018-08-09,4.7,52699.0,52699.0,0.05,1.075,Aug 9,-0.45348837209302323,4.675,4.7,4.65,4.686
0,2018-08-08,4.65,59424.0,59424.0,-0.05,-1.064,Aug 8,-0.4593023255813953,4.6,4.7,4.6,4.6702
0,2018-08-07,4.7,39034.0,39034.0,0.1,2.174,Aug 7,-0.45348837209302323,4.6,4.7,4.6,4.6523
0,2018-08-06,4.6,50058.0,50058.0,-0.1,-2.128,Aug 6,-0.46511627906976744,4.7,4.7,4.6,4.6506
0,2018-08-03,4.7,32285.0,32285.0,0.0,0.0,Aug 3,-0.45348837209302323,4.7,4.75,4.7,4.7084
0,2018-08-02,4.7,14487.0,14487.0,-0.05,-1.053,Aug 2,-0.45348837209302323,4.75,4.75,4.7,4.7245
0,2018-08-01,4.75,107786.0,107786.0,0.0,0.0,Aug 1,-0.4476744186046511,4.75,4.75,4.7,4.7236
0,2018-07-31,4.75,41134.0,41134.0,0.075,1.604,Jul 31,-0.4476744186046511,4.65,4.75,4.65,4.7009
0,2018-07-30,4.675,28241.0,28241.0,0.0,0.0,Jul 30,-0.4563953488372093,4.7,4.7,4.65,4.6842
0,2018-07-27,4.675,19543.0,19543.0,0.0,0.0,Jul 27,-0.4563953488372093,4.7,4.7,4.655,4.6931
0,2018-07-26,4.675,32184.0,32184.0,-0.025,-0.532,Jul 26,-0.4563953488372093,4.675,4.7,4.65,4.6764
0,2018-07-25,4.7,14145.0,14145.0,0.1,2.174,Jul 25,-0.45348837209302323,4.7,4.7,4.65,4.6729
0,2018-07-24,4.6,78827.0,78827.0,-0.05,-1.075,Jul 24,-0.46511627906976744,4.6,4.7,4.6,4.6508
0,2018-07-23,4.65,190320.0,190320.0,0.05,1.087,Jul 23,-0.4593023255813953,4.6,4.65,4.6,4.6271
0,2018-07-20,4.6,682899.0,682899.0,0.1,2.222,"Jul 20, 18",-0.46511627906976744,4.55,4.65,4.55,4.59
0,2018-07-19,4.5,124104.0,124104.0,0.0,0.0,"Jul 19, 18",-0.4767441860465116,4.5,4.55,4.5,4.5245
0,2018-07-18,4.5,439315.0,439315.0,0.0,0.0,"Jul 18, 18",-0.4767441860465116,4.5,4.55,4.45,4.502
0,2018-07-17,4.5,314576.0,314576.0,0.0,0.0,"Jul 17, 18",-0.4767441860465116,4.5,4.55,4.5,4.5077
0,2018-07-16,4.5,79610.0,79610.0,-0.1,-2.174,"Jul 16, 18",-0.4767441860465116,4.6,4.65,4.5,4.5689
0,2018-07-13,4.6,12400.0,12400.0,-0.05,-1.075,"Jul 13, 18",-0.46511627906976744,4.625,4.65,4.6,4.6185
0,2018-07-12,4.65,7687.0,7687.0,0.025,0.541,"Jul 12, 18",-0.4593023255813953,4.7,4.7,4.6,4.6333
0,2018-07-11,4.625,57010.0,57010.0,-0.025,-0.538,"Jul 11, 18",-0.4622093023255814,4.7,4.7,4.619,4.6563
0,2018-07-10,4.65,37653.0,37653.0,-0.05,-1.064,"Jul 10, 18",-0.4593023255813953,4.7,4.7,4.65,4.6845
0,2018-07-09,4.7,54540.0,54540.0,0.025,0.535,"Jul 9, 18",-0.45348837209302323,4.7,4.7,4.65,4.6761
0,2018-07-06,4.675,98992.0,98992.0,0.075,1.63,"Jul 6, 18",-0.4563953488372093,4.6,4.675,4.575,4.6106
0,2018-07-05,4.6,1243165.0,1243165.0,0.075,1.657,"Jul 5, 18",-0.46511627906976744,4.5,4.6,4.5,4.5072
0,2018-07-03,4.525,27714.0,27714.0,0.0,0.0,"Jul 3, 18",-0.47383720930232553,4.5,4.55,4.5,4.5159
0,2018-07-02,4.525,136553.0,136553.0,0.025,0.556,"Jul 2, 18",-0.47383720930232553,4.5,4.55,4.5,4.5019
0,2018-06-29,4.5,157120.0,157120.0,0.0,0.0,"Jun 29, 18",-0.4767441860465116,4.5,4.55,4.5,4.5124
0,2018-06-28,4.5,558006.0,558006.0,0.0,0.0,"Jun 28, 18",-0.4767441860465116,4.5,4.55,4.5,4.5049
0,2018-06-27,4.5,36888.0,36888.0,-0.025,-0.552,"Jun 27, 18",-0.4767441860465116,4.55,4.55,4.5,4.5182
0,2018-06-26,4.525,61797.0,61797.0,-0.025,-0.549,"Jun 26, 18",-0.47383720930232553,4.5,4.55,4.5,4.5294
0,2018-06-25,4.55,45307.0,45307.0,0.025,0.552,"Jun 25, 18",-0.47093023255813954,4.525,4.55,4.5,4.5182
0,2018-06-22,4.525,23985.0,23985.0,0.025,0.556,"Jun 22, 18",-0.47383720930232553,4.525,4.55,4.5,4.5276
0,2018-06-21,4.5,123006.0,123006.0,-0.05,-1.099,"Jun 21, 18",-0.4767441860465116,4.55,4.55,4.5,4.5165
0,2018-06-20,4.55,134111.0,134111.0,0.05,1.111,"Jun 20, 18",-0.47093023255813954,4.5,4.6,4.5,4.5502
