,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2019-03-27,95.0,37.0,37.0,0.0,0.0,Mar 27,8.743589743589743,,,,
0,2019-03-26,95.0,717481.0,717481.0,76.59,416.024,Mar 26,8.743589743589743,33.5,103.9,32.3488,57.0035
0,2019-03-25,18.41,164830.0,164830.0,9.06,96.898,Mar 25,0.8882051282051282,9.7473,20.5,9.74,15.9294
0,2019-03-22,9.35,1069.0,1069.0,-0.04,-0.426,"Mar 22, 19",-0.04102564102564106,9.3968,9.3968,9.35,9.392
0,2019-03-21,9.39,400.0,400.0,-0.03,-0.318,"Mar 21, 19",-0.036923076923076864,9.4558,9.4558,9.3747,9.4191
0,2019-03-20,9.42,1072.0,1072.0,-0.23,-2.383,"Mar 20, 19",-0.03384615384615385,10.0,10.0,9.42,9.7898
0,2019-03-19,9.65,3850.0,3850.0,-0.01,-0.104,"Mar 19, 19",-0.01025641025641022,9.75,9.82,9.65,9.7102
0,2019-03-18,9.66,7851.0,7851.0,-0.13,-1.328,"Mar 18, 19",-0.009230769230769216,9.62,9.93,9.62,9.747
0,2019-03-15,9.79,1830.0,1830.0,0.28,2.944,"Mar 15, 19",0.004102564102564015,9.6,9.84,9.6,9.8018
0,2019-03-14,9.51,9274.0,9274.0,-0.72,-7.038,"Mar 14, 19",-0.024615384615384636,10.2173,10.23,9.33,9.9019
0,2019-03-13,10.23,752.0,752.0,-0.0081,-0.079,"Mar 13, 19",0.04923076923076927,10.2146,10.23,10.15,10.1931
0,2019-03-12,10.2381,600.0,600.0,0.0181,0.177,"Mar 12, 19",0.050061538461538393,10.2509,10.2509,10.2381,10.2483
0,2019-03-11,10.22,571.0,571.0,-0.05,-0.487,"Mar 11, 19",0.04820512820512827,10.2585,10.28,10.22,10.2481
0,2019-03-08,10.27,2723.0,2723.0,0.1035,1.018,"Mar 8, 19",0.05333333333333329,10.27,10.27,10.2319,10.2583
0,2019-03-07,10.1665,981.0,981.0,-0.0735,-0.718,"Mar 7, 19",0.04271794871794864,10.27,10.27,10.1665,10.2049
0,2019-03-06,10.24,165.0,165.0,0.0,0.0,"Mar 6, 19",0.050256410256410276,,,,
0,2019-03-05,10.24,1285.0,1285.0,-0.31,-2.938,"Mar 5, 19",0.050256410256410276,10.26,10.329,10.24,10.2888
0,2019-03-04,10.55,6109.0,6109.0,0.31,3.027,"Mar 4, 19",0.08205128205128212,10.3,10.5939,10.27,10.4596
