,date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
0,2018-06-28,0.11,0.117,0.0901,0.103,2372020.0,2372020.0,-0.0145,-12.34,0.106869,Jun 28,-0.9967162313813507
0,2018-06-27,0.1799,0.18,0.115,0.1175,9018592.0,9018592.0,-0.1536,-56.658,0.13837,Jun 27,-0.9962539532748419
0,2018-06-26,0.26,0.28,0.26,0.2711,273053.0,273053.0,0.008986,3.428,0.271193,Jun 26,-0.9913569934707203
0,2018-06-25,0.261,0.2783,0.26,0.262114,173432.0,173432.0,-0.016286,-5.85,0.267366,Jun 25,-0.9916434783717608
0,2018-06-22,0.275,0.29,0.26,0.2784,276120.0,276120.0,0.0034,1.236,0.270064,Jun 22,-0.9911242603550295
0,2018-06-21,0.29,0.2999,0.275,0.275,212048.0,212048.0,-0.012,-4.181,0.283011,Jun 21,-0.9912326566006938
0,2018-06-20,0.2995,0.309,0.2835,0.287,303427.0,303427.0,-0.0125,-4.174,0.293718,Jun 20,-0.9908500816159967
0,2018-06-19,0.307,0.309929,0.281,0.2995,484540.0,484540.0,-0.0105,-3.387,0.294736,Jun 19,-0.9904515660069374
0,2018-06-18,0.29,0.314,0.26,0.31,735662.0,735662.0,0.0169,5.766,0.286366,Jun 18,-0.9901168128953275
0,2018-06-15,0.3141,0.325,0.2904,0.2931,632364.0,632364.0,-0.015,-4.869,0.302795,Jun 15,-0.9906556059987758
0,2018-06-14,0.3175,0.318,0.29,0.3081,658147.0,658147.0,-0.0095,-2.991,0.305667,Jun 14,-0.9901773872679045
0,2018-06-13,0.3397,0.345,0.3,0.3176,1139138.0,1139138.0,-0.0191,-5.673,0.311731,Jun 13,-0.9898745154050195
0,2018-06-12,0.32,0.399,0.315,0.3367,6987975.0,6987975.0,0.045788,15.739,0.355921,Jun 12,-0.9892655835543767
0,2018-06-11,0.25,0.299,0.245,0.290912,1637794.0,1637794.0,0.046412,18.982,0.270339,Jun 11,-0.9907253621709855
0,2018-06-08,0.23,0.255,0.23,0.2445,772825.0,772825.0,0.0145,6.304,0.243583,Jun 8,-0.9922050346867987
0,2018-06-07,0.24,0.24,0.225,0.23,388623.0,388623.0,-0.004,-1.709,0.232144,Jun 7,-0.9926673127933074
0,2018-06-06,0.235,0.2399,0.225,0.234,423805.0,423805.0,0.008,3.54,0.233981,Jun 6,-0.9925397877984085
0,2018-06-05,0.225,0.2399,0.22121,0.226,257981.0,257981.0,0.0086,3.956,0.228938,Jun 5,-0.9927948377882065
0,2018-06-04,0.23,0.237304,0.216,0.2174,327821.0,327821.0,-0.0165,-7.054,0.223093,Jun 4,-0.9930690165272393
0,2018-06-01,0.24,0.24,0.2261,0.2339,334768.0,334768.0,-0.0021,-0.89,0.235059,Jun 1,-0.992542975923281
0,2018-05-31,0.2208,0.236796,0.2208,0.236,310314.0,310314.0,0.012,5.357,0.229475,May 31,-0.992476025300959
0,2018-05-30,0.226,0.2383,0.2142,0.224,407399.0,407399.0,-0.004,-1.754,0.227265,May 30,-0.992858600285656
0,2018-05-29,0.23,0.238,0.2131,0.228,341178.0,341178.0,-0.002,-0.87,0.224215,May 29,-0.992731075290757
0,2018-05-25,0.221,0.23,0.213,0.23,901768.0,901768.0,-0.0003,-0.13,0.2209,"May 25, 18",-0.9926673127933074
0,2018-05-24,0.25,0.25,0.2196,0.2303,2727645.0,2727645.0,-0.0407,-15.018,0.236093,"May 24, 18",-0.99265774841869
0,2018-05-23,0.28,0.283,0.27,0.271,411439.0,411439.0,-0.0115,-4.071,0.276312,"May 23, 18",-0.9913601815955927
0,2018-05-22,0.29,0.29,0.2615,0.2825,691494.0,691494.0,-0.0024,-0.842,0.276614,"May 22, 18",-0.9909935472352581
0,2018-05-21,0.29,0.295,0.282,0.2849,296658.0,296658.0,-0.0041,-1.419,0.285989,"May 21, 18",-0.9909170322383187
0,2018-05-18,0.3,0.3,0.2751,0.289,503820.0,503820.0,0.0005,0.173,0.28498,"May 18, 18",-0.9907863191185472
0,2018-05-17,0.3076,0.3077,0.283,0.2885,638760.0,638760.0,-0.008,-2.698,0.289514,"May 17, 18",-0.9908022597429096
0,2018-05-16,0.3101,0.3177,0.2909,0.2965,928488.0,928488.0,-0.0181,-5.753,0.301728,"May 16, 18",-0.9905472097531115
0,2018-05-15,0.317,0.32,0.3101,0.3146,457457.0,457457.0,-0.0032,-1.007,0.314156,"May 15, 18",-0.9899701591511937
0,2018-05-14,0.313,0.328,0.312,0.3178,323626.0,323626.0,0.0008,0.252,0.318251,"May 14, 18",-0.9898681391552745
0,2018-05-11,0.328,0.328,0.312,0.317,529004.0,529004.0,-0.0054,-1.675,0.316525,"May 11, 18",-0.9898936441542542
0,2018-05-10,0.332,0.3351,0.3201,0.3224,291957.0,291957.0,-0.0026,-0.8,0.322729,"May 10, 18",-0.9897214854111406
0,2018-05-09,0.34,0.34,0.3249,0.325,510450.0,510450.0,-0.0143,-4.215,0.332419,"May 9, 18",-0.9896385941644562
0,2018-05-08,0.34,0.349,0.3334,0.3393,489715.0,489715.0,-0.0019,-0.557,0.339107,"May 8, 18",-0.9891826923076923
0,2018-05-07,0.3399,0.3501,0.3308,0.3412,1322223.0,1322223.0,0.008865,2.667,0.343154,"May 7, 18",-0.9891221179351153
0,2018-05-04,0.3215,0.339,0.3201,0.332335,278473.0,278473.0,0.011435,3.563,0.330017,"May 4, 18",-0.9894047452050602
0,2018-05-03,0.3279,0.3351,0.32,0.3209,382340.0,382340.0,-0.0089,-2.699,0.323937,"May 3, 18",-0.9897693072842276
0,2018-05-02,0.3112,0.335,0.3112,0.3298,604260.0,604260.0,0.0153,4.865,0.324834,"May 2, 18",-0.9894855641705774
0,2018-05-01,0.3127,0.3219,0.31,0.3145,210620.0,210620.0,-0.0055,-1.719,0.314697,"May 1, 18",-0.9899733472760661
0,2018-04-30,0.32,0.3266,0.311,0.32,397373.0,397373.0,0.0075,2.4,0.316842,"Apr 30, 18",-0.98979800040808
0,2018-04-27,0.32,0.329,0.31,0.3125,812442.0,812442.0,-0.0045,-1.42,0.315272,"Apr 27, 18",-0.9900371097735156
0,2018-04-26,0.32,0.3287,0.3121,0.317,228624.0,228624.0,-0.0053,-1.644,0.318904,"Apr 26, 18",-0.9898936441542542
0,2018-04-25,0.3336,0.3336,0.3103,0.3223,514153.0,514153.0,0.0024,0.75,0.31895,"Apr 25, 18",-0.9897246735360131
0,2018-04-24,0.3206,0.3233,0.3102,0.3199,742920.0,742920.0,-0.0031,-0.96,0.314188,"Apr 24, 18",-0.9898011885329524
0,2018-04-23,0.3345,0.3345,0.3206,0.323,1003237.0,1003237.0,-0.0115,-3.438,0.326515,"Apr 23, 18",-0.9897023566619058
0,2018-04-20,0.3397,0.3499,0.3302,0.3345,1693802.0,1693802.0,-0.0065,-1.906,0.339718,"Apr 20, 18",-0.9893357223015712
0,2018-04-19,0.3397,0.348,0.33,0.341,1392735.0,1392735.0,0.0099,2.99,0.340054,"Apr 19, 18",-0.9891284941848602
0,2018-04-18,0.339,0.34,0.3205,0.3311,264759.0,264759.0,-0.0005,-0.151,0.331694,"Apr 18, 18",-0.9894441185472352
0,2018-04-17,0.33,0.3398,0.324,0.3316,737535.0,737535.0,-0.0124,-3.605,0.331892,"Apr 17, 18",-0.9894281779228729
0,2018-04-16,0.3415,0.3499,0.3301,0.344,691819.0,691819.0,-0.0059,-1.686,0.340629,"Apr 16, 18",-0.9890328504386859
0,2018-04-13,0.36,0.36,0.34,0.3499,818351.0,818351.0,-0.0024,-0.681,0.346025,"Apr 13, 18",-0.98884475107121
0,2018-04-12,0.367,0.367,0.34,0.3523,916802.0,916802.0,-0.006,-1.675,0.355359,"Apr 12, 18",-0.9887682360742706
0,2018-04-11,0.35,0.365,0.345,0.3583,1106023.0,1106023.0,0.0144,4.187,0.355952,"Apr 11, 18",-0.988576948581922
0,2018-04-10,0.3436,0.356,0.335,0.3439,1273879.0,1273879.0,0.0127,3.835,0.349511,"Apr 10, 18",-0.9890360385635584
0,2018-04-09,0.325,0.3531,0.3153,0.3312,1466642.0,1466642.0,0.0134,4.216,0.334771,"Apr 9, 18",-0.9894409304223628
0,2018-04-06,0.3443,0.3443,0.315,0.3178,692612.0,692612.0,-0.0264,-7.67,0.328805,"Apr 6, 18",-0.9898681391552745
0,2018-04-05,0.3237,0.3549,0.3237,0.3442,1553928.0,1553928.0,0.0205,6.333,0.33974,"Apr 5, 18",-0.989026474188941
0,2018-04-04,0.3063,0.336,0.3053,0.3237,1047698.0,1047698.0,0.0087,2.762,0.318419,"Apr 4, 18",-0.9896800397877984
0,2018-04-03,0.3115,0.32,0.3014,0.315,621867.0,621867.0,0.0016,0.511,0.30809,"Apr 3, 18",-0.9899574066517037
0,2018-04-02,0.33,0.33,0.3013,0.3134,1363013.0,1363013.0,-0.006,-1.879,0.307968,"Apr 2, 18",-0.9900084166496633
0,2018-03-29,0.3144,0.3298,0.3001,0.3194,1030906.0,1030906.0,0.0125,4.073,0.309988,"Mar 29, 18",-0.9898171291573148
0,2018-03-28,0.3287,0.33,0.3003,0.3069,2365321.0,2365321.0,-0.0216,-6.575,0.310646,"Mar 28, 18",-0.9902156447663742
0,2018-03-27,0.3228,0.388,0.3154,0.3285,5432075.0,5432075.0,0.0132,4.186,0.354923,"Mar 27, 18",-0.9895270097939196
0,2018-03-26,0.3495,0.35,0.313,0.3153,2106177.0,2106177.0,-0.0196,-5.852,0.322759,"Mar 26, 18",-0.9899478422770863
0,2018-03-23,0.3449,0.369,0.33,0.3349,1128401.0,1128401.0,-0.0101,-2.928,0.339082,"Mar 23, 18",-0.9893229698020811
0,2018-03-22,0.38,0.38,0.335,0.345,2487131.0,2487131.0,-0.03,-8.0,0.355302,"Mar 22, 18",-0.9890009691899613
0,2018-03-21,0.3292,0.3875,0.317,0.375,5276456.0,5276456.0,0.0459,13.947,0.353316,"Mar 21, 18",-0.9880445317282187
0,2018-03-20,0.3637,0.367,0.31,0.3291,3630300.0,3630300.0,-0.0309,-8.583,0.328621,"Mar 20, 18",-0.9895078810446848
0,2018-03-19,0.39,0.3988,0.3501,0.36,2471864.0,2471864.0,-0.025,-6.494,0.36327,"Mar 19, 18",-0.98852275045909
0,2018-03-16,0.41,0.4294,0.382,0.385,2837376.0,2837376.0,-0.029,-7.005,0.401658,"Mar 16, 18",-0.9877257192409712
0,2018-03-15,0.4468,0.452,0.412,0.414,3404910.0,3404910.0,-0.0436,-9.528,0.430672,"Mar 15, 18",-0.9868011630279534
0,2018-03-14,0.4699,0.4829,0.432,0.4576,5145925.0,5145925.0,-0.0244,-5.062,0.458576,"Mar 14, 18",-0.9854111405835544
0,2018-03-13,0.498,0.5399,0.4612,0.482,8355646.0,8355646.0,-0.023,-4.554,0.494594,"Mar 13, 18",-0.9846332381146705
0,2018-03-12,0.406,0.57,0.4,0.505,39824252.0,39824252.0,-2.135,-80.871,0.498049,"Mar 12, 18",-0.9838999693940013
0,2018-03-09,2.7,2.75,2.6,2.64,1412148.0,1412148.0,-0.06,-2.222,2.6721,"Mar 9, 18",-0.9158335033666598
0,2018-03-08,2.74,2.82,2.62,2.7,1254864.0,1254864.0,0.02,0.746,2.7036,"Mar 8, 18",-0.9139206284431749
0,2018-03-07,2.61,2.97,2.59,2.68,4082833.0,4082833.0,0.0,0.0,2.7956,"Mar 7, 18",-0.9145582534176698
0,2018-03-06,2.52,2.79,2.37,2.68,2815179.0,2815179.0,0.16,6.349,2.5724,"Mar 6, 18",-0.9145582534176698
0,2018-03-05,2.4,2.64,2.37,2.52,3093283.0,3093283.0,0.18,7.692,2.5529,"Mar 5, 18",-0.9196592532136298
0,2018-03-02,2.15,2.4289,2.0814,2.34,1644224.0,1644224.0,0.16,7.339,2.3123,"Mar 2, 18",-0.9253978779840849
0,2018-03-01,2.18,2.239,2.05,2.18,975219.0,975219.0,0.03,1.395,2.1559,"Mar 1, 18",-0.9304988777800449
0,2018-02-28,2.26,2.3597,2.1,2.15,1083720.0,1083720.0,-0.11,-4.867,2.2332,"Feb 28, 18",-0.9314553152417875
0,2018-02-27,2.46,2.46,2.26,2.26,1583572.0,1583572.0,-0.2,-8.13,2.3384,"Feb 27, 18",-0.927948377882065
0,2018-02-26,2.49,2.58,2.311,2.46,2314226.0,2314226.0,0.06,2.5,2.4758,"Feb 26, 18",-0.9215721281371149
0,2018-02-23,2.4,2.5699,2.17,2.4,5065553.0,5065553.0,0.04,1.695,2.41,"Feb 23, 18",-0.9234850030605999
0,2018-02-22,2.4,2.73,2.23,2.36,10724615.0,10724615.0,-0.07,-2.881,2.4444,"Feb 22, 18",-0.9247602530095899
0,2018-02-21,1.92,2.83,1.9102,2.43,36627582.0,36627582.0,0.74,43.787,2.4327,"Feb 21, 18",-0.9225285655988574
0,2018-02-20,1.7,1.84,1.65,1.69,816914.0,816914.0,0.0,0.0,1.7406,"Feb 20, 18",-0.9461206896551724
0,2018-02-16,1.75,1.75,1.65,1.69,487872.0,487872.0,-0.03,-1.744,1.6803,"Feb 16, 18",-0.9461206896551724
0,2018-02-15,1.82,1.874,1.68,1.72,491235.0,491235.0,-0.07,-3.911,1.7405,"Feb 15, 18",-0.9451642521934299
0,2018-02-14,1.61,1.83,1.6,1.79,1119567.0,1119567.0,0.17,10.494,1.7329,"Feb 14, 18",-0.9429325647826974
0,2018-02-13,1.59,1.6342,1.59,1.62,120966.0,120966.0,0.03,1.887,1.6092,"Feb 13, 18",-0.9483523770659049
0,2018-02-12,1.56,1.62,1.55,1.59,275283.0,275283.0,0.03,1.923,1.5862,"Feb 12, 18",-0.9493088145276474
0,2018-02-09,1.56,1.58,1.46,1.56,351462.0,351462.0,0.0,0.0,1.5183,"Feb 9, 18",-0.9502652519893899
0,2018-02-08,1.59,1.63,1.55,1.56,365837.0,365837.0,-0.03,-1.887,1.5822,"Feb 8, 18",-0.9502652519893899
0,2018-02-07,1.56,1.66,1.55,1.59,576965.0,576965.0,0.08,5.298,1.6013,"Feb 7, 18",-0.9493088145276474
0,2018-02-06,1.4,1.52,1.4,1.51,240508.0,240508.0,0.06,4.138,1.469,"Feb 6, 18",-0.9518593144256273
0,2018-02-05,1.51,1.56,1.44,1.45,370416.0,370416.0,-0.11,-7.051,1.4933,"Feb 5, 18",-0.9537721893491125
0,2018-02-02,1.6,1.61,1.53,1.56,328125.0,328125.0,-0.04,-2.5,1.5546,"Feb 2, 18",-0.9502652519893899
0,2018-02-01,1.66,1.69,1.6,1.6,249291.0,249291.0,-0.08,-4.762,1.6377,"Feb 1, 18",-0.9489900020403998
0,2018-01-31,1.7,1.7199,1.66,1.68,250881.0,250881.0,-0.02,-1.176,1.6839,"Jan 31, 18",-0.9464395021424199
0,2018-01-30,1.72,1.75,1.68,1.7,310814.0,310814.0,-0.02,-1.163,1.7191,"Jan 30, 18",-0.945801877167925
0,2018-01-29,1.85,1.9,1.7,1.72,985636.0,985636.0,-0.15,-8.021,1.796,"Jan 29, 18",-0.9451642521934299
0,2018-01-26,1.89,1.9,1.8,1.87,917074.0,917074.0,-0.01,-0.532,1.8487,"Jan 26, 18",-0.9403820648847173
0,2018-01-25,1.81,1.9598,1.76,1.88,1485380.0,1485380.0,0.01,0.535,1.8631,"Jan 25, 18",-0.9400632523974699
0,2018-01-24,1.63,1.8999,1.57,1.87,3966537.0,3966537.0,0.33,21.429,1.7566,"Jan 24, 18",-0.9403820648847173
0,2018-01-23,1.45,1.58,1.35,1.54,1045280.0,1045280.0,0.12,8.451,1.4508,"Jan 23, 18",-0.950902876963885
0,2018-01-22,1.44,1.4401,1.32,1.42,1508600.0,1508600.0,0.14,10.938,1.3784,"Jan 22, 18",-0.9547286268108549
0,2018-01-19,1.31,1.33,1.25,1.28,560331.0,560331.0,-0.01,-0.775,1.2825,"Jan 19, 18",-0.9591920016323199
0,2018-01-18,1.31,1.35,1.24,1.29,545280.0,545280.0,0.0,0.0,1.2874,"Jan 18, 18",-0.9588731891450725
0,2018-01-17,1.35,1.37,1.28,1.29,573177.0,573177.0,-0.03,-2.273,1.3043,"Jan 17, 18",-0.9588731891450725
0,2018-01-16,1.41,1.41,1.32,1.32,461133.0,461133.0,-0.03,-2.222,1.3737,"Jan 16, 18",-0.9579167516833299
0,2018-01-12,1.47,1.4728,1.32,1.35,1545717.0,1545717.0,-0.13,-8.784,1.3925,"Jan 12, 18",-0.9569603142215873
0,2018-01-11,1.47,1.49,1.43,1.48,666478.0,666478.0,0.02,1.37,1.4656,"Jan 11, 18",-0.9528157518873699
0,2018-01-10,1.5,1.5,1.46,1.46,285373.0,285373.0,-0.035,-2.341,1.4778,"Jan 10, 18",-0.9534533768618649
0,2018-01-09,1.49,1.501,1.48,1.495,321154.0,321154.0,0.005,0.336,1.4918,"Jan 9, 18",-0.9523375331564986
0,2018-01-08,1.61,1.62,1.48,1.49,651873.0,651873.0,-0.155,-9.422,1.5152,"Jan 8, 18",-0.9524969394001225
0,2018-01-05,1.66,1.67,1.63,1.645,238261.0,238261.0,-0.025,-1.497,1.6556,"Jan 5, 18",-0.9475553458477862
0,2018-01-04,1.84,1.84,1.65,1.67,514614.0,514614.0,-0.17,-9.239,1.6997,"Jan 4, 18",-0.9467583146296673
0,2018-01-03,1.83,1.88,1.73,1.84,305739.0,305739.0,0.05,2.793,1.8214,"Jan 3, 18",-0.9413385023464599
0,2018-01-02,1.68,1.85,1.635,1.79,440775.0,440775.0,0.14,8.485,1.7548,"Jan 2, 18",-0.9429325647826974
0,2017-12-29,1.59,1.65,1.56,1.65,353518.0,353518.0,0.06,3.774,1.6183,"Dec 29, 17",-0.9473959396041625
0,2017-12-28,1.46,1.6142,1.46,1.59,763314.0,763314.0,0.12,8.163,1.5399,"Dec 28, 17",-0.9493088145276474
0,2017-12-27,1.47,1.5015,1.46,1.47,140627.0,140627.0,-0.01,-0.676,1.4801,"Dec 27, 17",-0.9531345643746174
0,2017-12-26,1.48,1.52,1.44,1.48,106304.0,106304.0,-0.02,-1.333,1.487,"Dec 26, 17",-0.9528157518873699
0,2017-12-22,1.53,1.53,1.47,1.5,164320.0,164320.0,-0.03,-1.961,1.5015,"Dec 22, 17",-0.952178126912875
0,2017-12-21,1.52,1.53,1.45,1.53,144337.0,144337.0,0.04,2.685,1.5,"Dec 21, 17",-0.9512216894511324
0,2017-12-20,1.5,1.5,1.45,1.49,199629.0,199629.0,0.03,2.055,1.4711,"Dec 20, 17",-0.9524969394001225
0,2017-12-19,1.5,1.5182,1.45,1.46,216182.0,216182.0,-0.045,-2.99,1.4721,"Dec 19, 17",-0.9534533768618649
0,2017-12-18,1.58,1.5893,1.49,1.505,207399.0,207399.0,-0.045,-2.903,1.5243,"Dec 18, 17",-0.9520187206692512
0,2017-12-15,1.48,1.58,1.461,1.55,243954.0,243954.0,0.06,4.027,1.5365,"Dec 15, 17",-0.9505840644766373
0,2017-12-14,1.5,1.52,1.43,1.49,272941.0,272941.0,-0.01,-0.667,1.4594,"Dec 14, 17",-0.9524969394001225
0,2017-12-13,1.47,1.569,1.45,1.5,383684.0,383684.0,0.02,1.351,1.481,"Dec 13, 17",-0.952178126912875
0,2017-12-12,1.6,1.6,1.46,1.48,374543.0,374543.0,-0.09,-5.732,1.5047,"Dec 12, 17",-0.9528157518873699
0,2017-12-11,1.8,1.85,1.56,1.57,968868.0,968868.0,-0.03,-1.875,1.6698,"Dec 11, 17",-0.9499464395021424
0,2017-12-08,1.51,1.6094,1.51,1.6,268551.0,268551.0,0.09,5.96,1.562,"Dec 8, 17",-0.9489900020403998
0,2017-12-07,1.67,1.6701,1.4501,1.51,716830.0,716830.0,-0.19,-11.176,1.5449,"Dec 7, 17",-0.9518593144256273
0,2017-12-06,1.77,1.8,1.65,1.7,257935.0,257935.0,-0.07,-3.955,1.6947,"Dec 6, 17",-0.945801877167925
0,2017-12-05,1.85,1.86,1.73,1.77,337097.0,337097.0,-0.07,-3.804,1.7802,"Dec 5, 17",-0.9435701897571924
0,2017-12-04,1.92,1.98,1.84,1.84,173814.0,173814.0,-0.07,-3.665,1.885,"Dec 4, 17",-0.9413385023464599
0,2017-12-01,1.97,2.01,1.88,1.91,154884.0,154884.0,-0.06,-3.046,1.9307,"Dec 1, 17",-0.9391068149357273
0,2017-11-30,1.9,2.0,1.9,1.97,220922.0,220922.0,0.08,4.233,1.974,"Nov 30, 17",-0.9371939400122424
0,2017-11-29,1.92,2.0,1.89,1.89,185102.0,185102.0,-0.05,-2.577,1.9765,"Nov 29, 17",-0.9397444399102224
0,2017-11-28,1.9,1.96,1.87,1.94,284978.0,284978.0,0.01,0.518,1.9169,"Nov 28, 17",-0.9381503774739849
0,2017-11-27,2.01,2.01,1.81,1.93,419276.0,419276.0,-0.09,-4.455,1.9043,"Nov 27, 17",-0.9384691899612324
0,2017-11-24,2.07,2.0899,1.98,2.02,112165.0,112165.0,-0.04,-1.942,2.0351,"Nov 24, 17",-0.9355998775760049
0,2017-11-22,2.15,2.2094,1.96,2.06,381915.0,381915.0,-0.07,-3.286,2.0705,"Nov 22, 17",-0.934324627627015
0,2017-11-21,2.05,2.15,2.0211,2.13,297444.0,297444.0,0.07,3.398,2.114,"Nov 21, 17",-0.9320929402162824
0,2017-11-20,2.09,2.15,1.8,2.06,1203179.0,1203179.0,-0.15,-6.787,1.9868,"Nov 20, 17",-0.934324627627015
0,2017-11-17,2.18,2.33,2.1,2.21,467776.0,467776.0,-0.03,-1.339,2.1964,"Nov 17, 17",-0.9295424403183024
0,2017-11-16,2.32,2.43,2.01,2.24,1030148.0,1030148.0,0.01,0.448,2.2901,"Nov 16, 17",-0.9285860028565598
0,2017-11-15,2.09,2.35,1.98,2.23,1118694.0,1118694.0,0.2,9.852,2.2114,"Nov 15, 17",-0.9289048153438074
0,2017-11-14,1.8,2.07,1.75,2.03,878630.0,878630.0,0.14,7.407,1.9356,"Nov 14, 17",-0.9352810650887574
0,2017-11-13,1.94,1.95,1.71,1.89,476035.0,476035.0,0.03,1.613,1.8628,"Nov 13, 17",-0.9397444399102224
0,2017-11-10,1.89,2.15,1.8302,1.86,1851280.0,1851280.0,0.0,0.0,2.0113,"Nov 10, 17",-0.940700877371965
0,2017-11-09,1.6,1.92,1.581,1.86,1063406.0,1063406.0,0.23,14.11,1.8234,"Nov 9, 17",-0.940700877371965
0,2017-11-08,1.65,1.659,1.56,1.63,114680.0,114680.0,0.01,0.617,1.6087,"Nov 8, 17",-0.9480335645786574
0,2017-11-07,1.59,1.67,1.51,1.62,206675.0,206675.0,-0.01,-0.613,1.6026,"Nov 7, 17",-0.9483523770659049
0,2017-11-06,1.78,1.78,1.54,1.63,570462.0,570462.0,-0.15,-8.427,1.639,"Nov 6, 17",-0.9480335645786574
0,2017-11-03,1.71,1.89,1.65,1.78,1261217.0,1261217.0,0.07,4.094,1.7982,"Nov 3, 17",-0.9432513772699449
0,2017-11-02,1.63,1.76,1.6,1.71,381061.0,381061.0,0.11,6.875,1.6892,"Nov 2, 17",-0.9454830646806773
0,2017-11-01,1.62,1.6358,1.56,1.6,76339.0,76339.0,-0.02,-1.235,1.5871,"Nov 1, 17",-0.9489900020403998
0,2017-10-31,1.6,1.62,1.53,1.62,206903.0,206903.0,0.02,1.25,1.5796,"Oct 31, 17",-0.9483523770659049
0,2017-10-30,1.77,1.77,1.57,1.6,273907.0,273907.0,-0.12,-6.977,1.6517,"Oct 30, 17",-0.9489900020403998
0,2017-10-27,1.7,1.7971,1.66,1.72,556656.0,556656.0,0.01,0.585,1.7321,"Oct 27, 17",-0.9451642521934299
0,2017-10-26,1.56,1.74,1.47,1.71,465586.0,465586.0,0.14,8.917,1.6457,"Oct 26, 17",-0.9454830646806773
0,2017-10-25,1.46,1.58,1.41,1.57,375846.0,375846.0,0.09,6.081,1.4934,"Oct 25, 17",-0.9499464395021424
0,2017-10-24,1.4,1.5127,1.3401,1.48,787661.0,787661.0,-0.09,-5.732,1.4446,"Oct 24, 17",-0.9528157518873699
0,2017-10-23,1.62,1.66,1.54,1.57,199650.0,199650.0,-0.09,-5.422,1.6043,"Oct 23, 17",-0.9499464395021424
0,2017-10-20,1.62,1.68,1.6129,1.66,138044.0,138044.0,0.0401,2.475,1.6533,"Oct 20, 17",-0.9470771271169149
