,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2018-10-17,10.86,11.0,11.0,0.0,0.0,Oct 17,0.05951219512195116,,,,
0,2018-10-16,10.86,2.0,2.0,0.0,0.0,Oct 16,0.05951219512195116,,,,
0,2018-10-12,10.86,100.0,100.0,0.18,1.685,Oct 12,0.05951219512195116,10.86,10.86,10.86,10.86
0,2018-10-11,10.68,67792.0,67792.0,-0.22,-2.018,Oct 11,0.0419512195121951,10.68,10.68,10.68,10.68
0,2018-10-08,10.9,2.0,2.0,0.0,0.0,Oct 8,0.06341463414634149,,,,
0,2018-10-04,10.9,1.0,1.0,0.0,0.0,Oct 4,0.06341463414634149,,,,
0,2018-10-01,10.9,50.0,50.0,0.0,0.0,Oct 1,0.06341463414634149,,,,
0,2018-09-17,10.9,2.0,2.0,0.0,0.0,"Sep 17, 18",0.06341463414634149,,,,
0,2018-09-06,10.9,250000.0,250000.0,-0.02,-0.183,"Sep 6, 18",0.06341463414634149,10.9,10.9,10.9,10.9
0,2018-09-04,10.92,2.0,2.0,0.0,0.0,"Sep 4, 18",0.06536585365853657,,,,
0,2018-08-31,10.92,119030.0,119030.0,0.05,0.46,"Aug 31, 18",0.06536585365853657,10.92,10.92,10.92,10.92
0,2018-08-30,10.87,6562.0,6562.0,-0.02,-0.184,"Aug 30, 18",0.0604878048780487,10.89,11.2363,10.85,10.9143
0,2018-08-29,10.89,100.0,100.0,-0.01,-0.092,"Aug 29, 18",0.06243902439024396,10.89,10.89,10.89,10.89
0,2018-08-23,10.9,7100.0,7100.0,-0.3,-2.679,"Aug 23, 18",0.06341463414634149,10.8,10.9,10.8,10.8211
0,2018-08-22,11.2,83.0,83.0,0.0,0.0,"Aug 22, 18",0.09268292682926822,,,,
0,2018-08-16,11.2,1600.0,1600.0,-0.2,-1.754,"Aug 16, 18",0.09268292682926822,10.7,11.3,10.7,11.1337
0,2018-08-15,11.4,324.0,324.0,0.0,0.0,"Aug 15, 18",0.11219512195121954,11.4,11.4,11.4,11.4
0,2018-08-14,11.4,1680.0,1680.0,0.0,0.0,"Aug 14, 18",0.11219512195121954,11.4,11.4,11.3,11.324
0,2018-08-13,11.4,400.0,400.0,0.05,0.441,"Aug 13, 18",0.11219512195121954,11.4,11.4,11.4,11.4
0,2018-08-10,11.35,2720.0,2720.0,0.2,1.794,"Aug 10, 18",0.10731707317073168,11.05,11.35,11.05,11.1026
0,2018-08-09,11.15,52377.0,52377.0,0.05,0.45,"Aug 9, 18",0.08780487804878052,11.0,11.15,11.0,11.0067
0,2018-08-08,11.1,51145.0,51145.0,0.0,0.0,"Aug 8, 18",0.08292682926829265,10.8999,11.1,10.8999,11.0
0,2018-08-07,11.1,1600.0,1600.0,0.0,0.0,"Aug 7, 18",0.08292682926829265,10.85,11.1,10.85,10.87
0,2018-08-03,11.1,3507.0,3507.0,0.1,0.909,"Aug 3, 18",0.08292682926829265,11.0,11.1,10.9786,11.0051
0,2018-08-02,11.0,7300.0,7300.0,0.01,0.091,"Aug 2, 18",0.07317073170731707,10.99,11.0,10.99,10.9904
0,2018-07-24,10.99,525.0,525.0,0.28,2.614,"Jul 24, 18",0.07219512195121953,10.98,10.99,10.98,10.984
0,2018-07-19,10.71,373155.0,373155.0,0.0,0.0,"Jul 19, 18",0.044878048780487886,,,,
0,2018-07-17,10.71,295161.0,295161.0,0.2391,2.283,"Jul 17, 18",0.044878048780487886,10.7,10.72,10.7,10.7165
0,2018-07-13,10.4709,1480.0,1480.0,-0.4491,-4.113,"Jul 13, 18",0.021551219512195154,10.93,10.93,10.4709,10.7801
0,2018-07-12,10.92,1243.0,1243.0,0.19,1.771,"Jul 12, 18",0.06536585365853657,10.95,10.95,10.92,10.9476
0,2018-07-10,10.73,1.0,1.0,0.0,0.0,"Jul 10, 18",0.04682926829268297,,,,
0,2018-07-05,10.73,3.0,3.0,0.0,0.0,"Jul 5, 18",0.04682926829268297,,,,
0,2018-06-29,10.73,25221.0,25221.0,-0.12,-1.106,"Jun 29, 18",0.04682926829268297,10.8,10.8967,10.73,10.7443
0,2018-06-28,10.85,1700.0,1700.0,0.05,0.463,"Jun 28, 18",0.05853658536585363,10.95,10.95,10.7684,10.8255
0,2018-06-27,10.8,20.0,20.0,0.0,0.0,"Jun 27, 18",0.05365853658536592,,,,
0,2018-06-26,10.8,13018.0,13018.0,-0.0216,-0.2,"Jun 26, 18",0.05365853658536592,10.8,10.8,10.8,10.8
0,2018-06-25,10.8216,100.0,100.0,-0.0284,-0.262,"Jun 25, 18",0.0557658536585366,10.8216,10.8216,10.8216,10.8216
0,2018-06-21,10.85,9417.0,9417.0,0.275,2.6,"Jun 21, 18",0.05853658536585363,11.08,11.08,10.759,10.9763
0,2018-06-19,10.575,75100.0,75100.0,-0.1743,-1.622,"Jun 19, 18",0.03170731707317066,10.7,10.7,10.575,10.5752
0,2018-06-18,10.7493,1200.0,1200.0,0.0493,0.461,"Jun 18, 18",0.048712195121951206,10.71,10.7493,10.71,10.7264
0,2018-06-14,10.7,2400.0,2400.0,0.0013,0.012,"Jun 14, 18",0.04390243902439017,10.2705,10.7,10.2705,10.3382
0,2018-06-13,10.6987,750.0,750.0,0.1987,1.892,"Jun 13, 18",0.043775609756097615,10.6987,10.6987,10.6987,10.6987
0,2018-06-04,10.5,940.0,940.0,-0.245,-2.28,"Jun 4, 18",0.024390243902439025,10.5,10.5,10.5,10.5
0,2018-06-01,10.745,1100.0,1100.0,0.025,0.233,"Jun 1, 18",0.04829268292682919,10.74,10.745,10.74,10.7416
0,2018-05-29,10.72,4133.0,4133.0,0.05,0.469,"May 29, 18",0.04585365853658543,10.72,10.72,10.69,10.7158
0,2018-05-23,10.67,2500.0,2500.0,0.17,1.619,"May 23, 18",0.040975609756097556,10.6,10.67,10.6,10.628
0,2018-05-22,10.5,29.0,29.0,0.0,0.0,"May 22, 18",0.024390243902439025,,,,
0,2018-05-17,10.5,420.0,420.0,-0.23,-2.144,"May 17, 18",0.024390243902439025,10.6,10.6,10.5,10.525
0,2018-05-11,10.73,2932.0,2932.0,0.23,2.19,"May 11, 18",0.04682926829268297,10.7,10.73,10.41,10.4597
0,2018-05-09,10.5,7075.0,7075.0,-0.25,-2.326,"May 9, 18",0.024390243902439025,10.7075,10.7075,10.4,10.5125
0,2018-05-08,10.75,5436.0,5436.0,0.25,2.381,"May 8, 18",0.04878048780487805,10.5,10.75,10.5,10.5046
0,2018-05-04,10.5,1300.0,1300.0,-0.24,-2.235,"May 4, 18",0.024390243902439025,10.53,10.53,10.5,10.5201
0,2018-05-01,10.74,1850.0,1850.0,0.02,0.187,"May 1, 18",0.04780487804878051,10.7499,10.75,10.74,10.7494
0,2018-04-30,10.72,475.0,475.0,0.1,0.942,"Apr 30, 18",0.04585365853658543,10.75,10.75,10.47,10.6445
0,2018-04-27,10.62,1300.0,1300.0,-0.03,-0.282,"Apr 27, 18",0.03609756097560968,10.4,10.62,10.4,10.6023
0,2018-04-25,10.65,6170.0,6170.0,0.05,0.472,"Apr 25, 18",0.039024390243902474,10.5,10.65,10.4,10.4836
0,2018-04-24,10.6,200.0,200.0,0.0,0.0,"Apr 24, 18",0.0341463414634146,10.48,10.6,10.48,10.54
0,2018-04-23,10.6,4900.0,4900.0,-0.05,-0.469,"Apr 23, 18",0.0341463414634146,10.5,10.6001,10.5,10.5276
0,2018-04-20,10.65,1600.0,1600.0,0.04,0.377,"Apr 20, 18",0.039024390243902474,10.49,10.65,10.49,10.5337
0,2018-04-18,10.61,2618.0,2618.0,-0.01,-0.094,"Apr 18, 18",0.03512195121951214,10.56,10.61,10.5,10.508
0,2018-04-17,10.62,200.0,200.0,0.04,0.378,"Apr 17, 18",0.03609756097560968,10.58,10.62,10.58,10.6
0,2018-04-16,10.58,200.0,200.0,0.155,1.487,"Apr 16, 18",0.03219512195121952,10.42,10.58,10.42,10.5
0,2018-04-13,10.425,1200.0,1200.0,-0.325,-3.023,"Apr 13, 18",0.017073170731707388,10.68,10.68,10.425,10.4587
0,2018-04-12,10.75,200.0,200.0,0.25,2.381,"Apr 12, 18",0.04878048780487805,10.43,10.75,10.43,10.59
0,2018-04-10,10.5,2700.0,2700.0,0.04,0.382,"Apr 10, 18",0.024390243902439025,10.3,10.5,10.3,10.3696
0,2018-04-09,10.46,400.0,400.0,-0.1,-0.947,"Apr 9, 18",0.020487804878048865,10.46,10.46,10.46,10.46
0,2018-04-06,10.56,300.0,300.0,-0.0698,-0.657,"Apr 6, 18",0.030243902439024438,10.57,10.5999,10.56,10.5766
