,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2019-04-23,0.89,1201.0,1201.0,0.0,0.0,Apr 23,-0.9668405365126677,,,,
0,2019-04-22,0.89,479903.0,479903.0,-0.0499,-5.309,Apr 22,-0.9668405365126677,0.9361,0.9361,0.85,0.894392
0,2019-04-18,0.9399,1982202.0,1982202.0,-0.1301,-12.159,Apr 18,-0.9649813710879284,1.05,1.05,0.92,0.954913
0,2019-04-17,1.07,6046124.0,6046124.0,0.05,4.902,Apr 17,-0.960134128166915,1.03,1.27,0.82,1.0799
0,2019-04-16,1.02,930529.0,930529.0,0.03,3.03,Apr 16,-0.9619970193740686,1.06,1.07,0.9529,1.0086
0,2019-04-15,0.99,1283753.0,1283753.0,0.0736,8.031,Apr 15,-0.9631147540983607,0.9496,0.995,0.9,0.945198
0,2019-04-12,0.9164,260375.0,260375.0,-0.0436,-4.542,Apr 12,-0.9658569299552906,0.9788,0.9949,0.885,0.92789
0,2019-04-11,0.96,75472.0,75472.0,0.0,0.0,Apr 11,-0.9642324888226528,0.9479,0.9998,0.932,0.966984
0,2019-04-10,0.96,141906.0,141906.0,-0.05,-4.95,Apr 10,-0.9642324888226528,1.02,1.06,0.902,0.962637
0,2019-04-09,1.01,117846.0,117846.0,0.02,2.02,Apr 9,-0.9623695976154992,0.9912,1.06,0.99,1.0219
0,2019-04-08,0.99,468356.0,468356.0,-0.09,-8.333,Apr 8,-0.9631147540983607,1.09,1.13,0.943,0.997443
0,2019-04-05,1.08,170948.0,170948.0,-0.03,-2.703,Apr 5,-0.9597615499254842,1.1,1.15,1.05,1.0921
0,2019-04-04,1.11,126280.0,126280.0,-0.02,-1.77,Apr 4,-0.9586438152011922,1.12,1.2,1.09,1.133
0,2019-04-03,1.13,584690.0,584690.0,-0.03,-2.586,Apr 3,-0.9578986587183309,1.16,1.23,1.01,1.1405
0,2019-04-02,1.16,464061.0,464061.0,0.02,1.754,Apr 2,-0.9567809239940387,1.13,1.17,1.1,1.1454
0,2019-04-01,1.14,673994.0,673994.0,0.1,9.615,Apr 1,-0.9575260804769001,1.06,1.14,1.0349,1.0985
0,2019-03-29,1.04,633371.0,633371.0,0.0,0.0,Mar 29,-0.9612518628912072,1.05,1.09,1.01,1.0577
0,2019-03-28,1.04,770571.0,770571.0,0.085,8.901,Mar 28,-0.9612518628912072,0.9433,1.05,0.9403,0.994137
0,2019-03-27,0.955,166498.0,166498.0,-0.0201,-2.061,Mar 27,-0.9644187779433682,0.98,0.98,0.94,0.954665
0,2019-03-26,0.9751,173657.0,173657.0,0.0262,2.761,Mar 26,-0.9636698956780924,0.9224,0.9855,0.91,0.962104
0,2019-03-25,0.9489,305713.0,305713.0,0.0654,7.402,Mar 25,-0.9646460506706409,0.869,0.95,0.85,0.905609
0,2019-03-22,0.8835,132808.0,132808.0,-0.0182,-2.018,Mar 22,-0.9670827123695975,0.9,0.9238,0.8502,0.877861
0,2019-03-21,0.9017,369635.0,369635.0,-0.0382,-4.064,Mar 21,-0.9664046199701937,0.95,0.95,0.8502,0.910127
0,2019-03-20,0.9399,241703.0,241703.0,-0.0101,-1.063,Mar 20,-0.9649813710879284,0.95,0.95,0.9191,0.928518
0,2019-03-19,0.95,631103.0,631103.0,-0.0258,-2.644,Mar 19,-0.9646050670640834,0.956,0.9808,0.9127,0.947575
0,2019-03-18,0.9758,609369.0,609369.0,-0.0152,-1.534,Mar 18,-0.9636438152011922,0.975,0.9897,0.9126,0.9587
