,date,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime,open,high,low,vwap
0,2018-12-19,58.23,37.0,37.0,0.0,0.0,Dec 19,2.023364485981308,,,,
0,2018-12-18,58.23,352447.0,352447.0,-0.03,-0.051,Dec 18,2.023364485981308,58.25,58.28,58.21,58.2428
0,2018-12-17,58.26,272309.0,272309.0,-0.05,-0.086,Dec 17,2.0249221183800623,58.28,58.31,58.26,58.2765
0,2018-12-14,58.31,513811.0,513811.0,-0.04,-0.069,Dec 14,2.027518172377985,58.35,58.38,58.28,58.3512
0,2018-12-13,58.35,264103.0,264103.0,0.02,0.034,Dec 13,2.029595015576324,58.3,58.35,58.28,58.3372
0,2018-12-12,58.33,447263.0,447263.0,0.09,0.155,Dec 12,2.028556593977154,58.25,58.4,58.25,58.3484
0,2018-12-11,58.24,368202.0,368202.0,0.04,0.069,Dec 11,2.023883696780893,58.23,58.35,58.22,58.2304
0,2018-12-10,58.2,403009.0,403009.0,0.0,0.0,Dec 10,2.021806853582554,58.23,58.25,58.185,58.199
0,2018-12-07,58.2,181806.0,181806.0,0.02,0.034,Dec 7,2.021806853582554,58.18,58.23,58.1567,58.1968
0,2018-12-06,58.18,363578.0,363578.0,-0.11,-0.189,Dec 6,2.020768431983385,58.27,58.3,58.15,58.2437
0,2018-12-04,58.29,182839.0,182839.0,0.01,0.017,Dec 4,2.026479750778816,58.28,58.34,58.275,58.2904
0,2018-12-03,58.28,330088.0,330088.0,-0.01,-0.017,Dec 3,2.025960539979231,58.29,58.33,58.27,58.2835
0,2018-11-30,58.29,216015.0,216015.0,0.02,0.034,Nov 30,2.026479750778816,58.27,58.4,58.27,58.3311
0,2018-11-29,58.27,225680.0,225680.0,0.0,0.0,Nov 29,2.025441329179647,58.28,58.33,58.26,58.2737
0,2018-11-28,58.27,1008051.0,1008051.0,-0.08,-0.137,Nov 28,2.025441329179647,58.26,58.39,58.25,58.3038
0,2018-11-27,58.35,229438.0,229438.0,0.0,0.0,Nov 27,2.029595015576324,58.28,58.35,58.24,58.2864
0,2018-11-26,58.35,381374.0,381374.0,0.12,0.206,Nov 26,2.029595015576324,58.25,58.39,58.23,58.3167
0,2018-11-23,58.23,108347.0,108347.0,0.0,0.0,Nov 23,2.023364485981308,58.23,58.38,58.21,58.2845
0,2018-11-21,58.23,316776.0,316776.0,0.02,0.034,Nov 21,2.023364485981308,58.22,58.32,58.21,58.2469
0,2018-11-20,58.21,442485.0,442485.0,-0.09,-0.154,Nov 20,2.0223260643821392,58.29,58.34,58.2,58.2667
0,2018-11-19,58.3,257906.0,257906.0,0.0,0.0,Nov 19,2.0269989615784003,58.2,58.37,58.2,58.3018
0,2018-11-16,58.3,206783.0,206783.0,0.0,0.0,"Nov 16, 18",2.0269989615784003,58.25,58.32,58.18,58.2772
0,2018-11-15,58.3,393306.0,393306.0,0.1,0.172,"Nov 15, 18",2.0269989615784003,58.18,58.33,58.18,58.2889
0,2018-11-14,58.2,454390.0,454390.0,0.06,0.103,"Nov 14, 18",2.021806853582554,58.21,58.21,58.14,58.1696
0,2018-11-13,58.14,178603.0,178603.0,-0.15,-0.257,"Nov 13, 18",2.0186915887850465,58.3,58.35,58.14,58.2359
0,2018-11-12,58.29,223324.0,223324.0,-0.03,-0.051,"Nov 12, 18",2.026479750778816,58.2,58.33,58.17,58.2437
0,2018-11-09,58.32,176467.0,176467.0,0.0,0.0,"Nov 9, 18",2.02803738317757,58.25,58.38,58.12,58.2526
0,2018-11-08,58.32,328917.0,328917.0,0.07,0.12,"Nov 8, 18",2.02803738317757,58.16,58.39,58.16,58.3023
0,2018-11-07,58.25,459524.0,459524.0,0.11,0.189,"Nov 7, 18",2.0244029075804773,58.05,58.25,58.05,58.0972
0,2018-11-06,58.14,236200.0,236200.0,0.06,0.103,"Nov 6, 18",2.0186915887850465,58.06,58.15,58.02,58.0776
0,2018-11-05,58.08,230229.0,230229.0,0.02,0.034,"Nov 5, 18",2.0155763239875384,58.05,58.15,58.01,58.0781
0,2018-11-02,58.06,315149.0,315149.0,-0.05,-0.086,"Nov 2, 18",2.014537902388369,58.12,58.17,58.02,58.0685
0,2018-11-01,58.11,267282.0,267282.0,-0.11,-0.189,"Nov 1, 18",2.0171339563862922,58.19,58.3,58.0944,58.1649
0,2018-10-31,58.22,299946.0,299946.0,0.19,0.327,"Oct 31, 18",2.0228452751817234,58.0,58.23,58.0,58.1131
0,2018-10-30,58.03,395390.0,395390.0,0.04,0.069,"Oct 30, 18",2.0129802699896153,58.0,58.14,57.98,58.0383
0,2018-10-29,57.99,576414.0,576414.0,-0.11,-0.189,"Oct 29, 18",2.0109034267912773,58.08,58.09,57.97,58.0196
0,2018-10-26,58.1,627453.0,627453.0,0.06,0.103,"Oct 26, 18",2.016614745586708,58.04,58.11,58.0,58.0487
0,2018-10-25,58.04,607632.0,607632.0,0.0,0.0,"Oct 25, 18",2.0134994807892004,58.04,58.12,58.04,58.0795
0,2018-10-24,58.04,543000.0,543000.0,-0.03,-0.052,"Oct 24, 18",2.0134994807892004,58.05,58.12,58.04,58.0519
0,2018-10-23,58.07,811876.0,811876.0,0.17,0.294,"Oct 23, 18",2.015057113187954,57.97,58.11,57.97,58.0516
0,2018-10-22,57.9,420984.0,420984.0,-0.03,-0.052,"Oct 22, 18",2.0062305295950154,57.9,57.97,57.838,57.9021
0,2018-10-19,57.93,775649.0,775649.0,-0.15,-0.258,"Oct 19, 18",2.007788161993769,57.46,58.09,57.46,57.7803
0,2018-10-18,58.08,859210.0,859210.0,0.08,0.138,"Oct 18, 18",2.0155763239875384,57.98,58.09,57.9,57.9816
0,2018-10-17,58.0,595595.0,595595.0,0.03,0.052,"Oct 17, 18",2.0114226375908615,57.88,58.0,57.86,57.9397
0,2018-10-16,57.97,956416.0,956416.0,0.13,0.225,"Oct 16, 18",2.0098650051921076,57.8,58.0,57.8,57.9162
0,2018-10-15,57.84,1016648.0,1016648.0,-0.17,-0.293,"Oct 15, 18",2.0031152647975077,57.99,58.0,57.83,57.884
0,2018-10-12,58.01,1355874.0,1355874.0,0.15,0.259,"Oct 12, 18",2.0119418483904465,57.9,58.09,57.85,58.012
0,2018-10-11,57.86,1596786.0,1596786.0,-0.05,-0.086,"Oct 11, 18",2.0041536863966765,57.9,57.94,57.8,57.8628
0,2018-10-10,57.91,902070.0,902070.0,-0.07,-0.121,"Oct 10, 18",2.0067497403945995,57.99,58.03,57.89,57.927
0,2018-10-09,57.98,1005661.0,1005661.0,-0.01,-0.017,"Oct 9, 18",2.0103842159916923,57.97,58.05,57.68,57.9547
0,2018-10-08,57.99,1240797.0,1240797.0,-0.07,-0.121,"Oct 8, 18",2.0109034267912773,58.02,58.07,57.91,58.0061
0,2018-10-05,58.06,1046394.0,1046394.0,-0.05,-0.086,"Oct 5, 18",2.014537902388369,58.08,58.15,58.02,58.0601
0,2018-10-04,58.11,849779.0,849779.0,0.05,0.086,"Oct 4, 18",2.0171339563862922,58.03,58.17,58.03,58.0936
0,2018-10-03,58.06,607269.0,607269.0,-0.02,-0.034,"Oct 3, 18",2.014537902388369,58.08,58.17,58.05,58.0897
