,date,symbol,fillingDate,acceptedDate,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
0,2019-10-31,UBA,2020-01-10,2020-01-10 16:21:39,FY,137585000,45264000,92321000,0.671011,0.0,10707000,0.0,74493000,38633999.99999999,83897999.99999999,14102000,27927000,79309000,0.576436,53687000,0.39021,0.0,41613000,0.302453,0.0,37280000,0.27096,0.95582,0.95582,39003000,39003000,https://www.sec.gov/Archives/edgar/data/1029800/000102980020000008/form10k2019.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980020000008/form10k2019.htm
0,2018-10-31,UBA,2019-01-11,2019-01-11 16:19:26,FY,135352000,43176000,92176000,0.68101,0.0,10426000,0.0,72703000,38750000,81926000,13678000,28324000,79469000,0.587128,53426000,0.394719,0.0,42183000,0.311654,0.0,37467000,0.276812,0.96997,0.96997,38627000,38627000,https://www.sec.gov/Archives/edgar/data/1029800/000102980019000008/form10k2018.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980019000008/form10k2018.htm
0,2017-10-31,UBA,2018-01-12,2018-01-12 16:12:45,FY,123560000,39695000,83865000,0.678739,0.0,10087000,0.0,67111000,36599000,76294000,12981000,26512000,92426000,0.748025,47266000,0.382535,0.0,55432000,0.448624,0.0,52933000,0.428399,1.37385,1.37385,38529000,38529000,https://www.sec.gov/Archives/edgar/data/1029800/000102980018000010/form10k2017.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980018000010/form10k2017.htm
0,2016-10-31,UBA,2017-01-13,2017-01-13 16:08:53,FY,116792000,37265000,79527000,0.680928,0.0,10763000,0.0,62181000,34200000,71465000,12983000,23025000,69724000,0.596993,45327000,0.3881,0.0,34605000,0.296296,0.0,33716000,0.288684,0.93598,0.93598,36022000,36022000,https://www.sec.gov/Archives/edgar/data/1029800/000102980017000007/form10k2016.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980017000007/form10k2016.htm
0,2015-10-31,UBA,2016-01-13,2016-01-13 16:04:09,FY,115312000,39491000,75821000,0.657529,0.0,10177000,0.0,65595000,34680000.00000001,74171000.00000001,13475000,22435000,85174000,0.73864,41141000,0.35678,0.0,50212000,0.435445,0.0,49264000,0.427224,1.40513,1.40513,35060000,35060000,https://www.sec.gov/Archives/edgar/data/1029800/000102980016000052/form10k2015.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980016000052/form10k2015.htm
0,2014-10-31,UBA,2015-01-13,2015-01-13 16:30:38,FY,102300000,35900000,66400000,0.649071,0.0,9200000.0,0.0,57069000,29199999.999999996,65099999.99999999,10235000,19250000,94685000,0.925562,37200000,0.363636,0.0,53100000,0.519062,0.0,65200000,0.637341,2.0375,2.0375,32000000,32000000,https://www.sec.gov/Archives/edgar/data/1029800/000102980015000004/form10k2014.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980015000004/form10k2014.htm
0,2013-10-31,UBA,2014-01-13,2014-01-14 10:24:44,FY,94200000,33000000,61300000,0.650743,0.0,8500000.0,0.0,51958000,27200000.000000004,60200000,9094000.0,17820000,56714000,0.602059,34100000,0.361996,0.0,29100000,0.308917,0.0,29800000,0.316348,0.94006,0.94006,31700000,31700000,https://www.sec.gov/Archives/edgar/data/1029800/000102980014000005/form10k.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980014000005/form10k.htm
0,2012-10-31,UBA,2013-01-11,2013-01-11 16:16:55,FY,91300000,29300000,62000000,0.67908,0.0,7800000.0,0.0,46596000,24800000,54100000,9148000.0,16720000,54168000,0.593297,37200000,0.407448,0.0,28800000,0.315444,0.0,28300000,0.309967,0.96918,0.96918,29200000,29200000,https://www.sec.gov/Archives/edgar/data/1029800/000102980013000005/form10k2012.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980013000005/form10k2012.htm
0,2011-10-31,UBA,2012-01-13,2012-01-13 13:47:23,FY,91000000,29300000,61700000,0.678022,0.0,7800000.0,0.0,44914000,23099999.999999996,52400000,7865000.0,15290000,54755000,0.601703,38600000,0.424176,0.0,31900000,0.350549,0.0,31600000,0.347253,1.10105,1.10105,28700000,28700000,https://www.sec.gov/Archives/edgar/data/1029800/000102980012000004/form10k2011.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980012000004/form10k2011.htm
0,2010-10-31,UBA,2011-01-13,2011-01-13 16:12:34,FY,85100000,27300000,57800000,0.679201,0.0,7200000.0,0.0,42994000,22599999.999999996,49900000,7585000.0,15070000,50155000,0.589365,35300000,0.414806,-500000.0,27800000,0.326675,0.0,27500000,0.323149,1.05364,1.05364,26100000,26100000,https://www.sec.gov/Archives/edgar/data/1029800/000102980011000002/form10k2010.htm,https://www.sec.gov/Archives/edgar/data/1029800/000102980011000002/form10k2010.htm
