,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,link,finalLink,timestamp,est_time,est_date
0,2019-12-31,AU2.DE,EUR,2019-12-31,2019-12-31,Q4,167760.23,0.0,167760.23,0.0,4228875.83,-234.15,6530510.69,8914000.0,1212000.0,15749.65,1227749.65,0.0,40919.2,404.26,10183334.71,0.0,16713845.4,1165621.32,0.0,0.0,0.0,0.0,10210749.18,984078.33,0.0,13895.54,0.0,5331116.74,0.0,15541865.92,936000.0,-5695028.46,-3814000.0,0.0,1164911.09,16706777.01,0.0,9170516.18,9002755.95,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
1,2019-06-30,AU2.DE,EUR,2019-06-30,2019-06-30,Q2,335818.8,0.0,335818.8,0.0,6236321.43,0.0,8433093.8,8800704.55,0.0,0.0,1232806.36,0.0,0.0,-1.01,10033774.649999999,0.0,18466868.45,0.0,0.0,0.0,0.0,2921849.5,9739612.54,985722.84,0.0,12826.65,0.0,5718956.51,1.862645149230957e-09,15458569.05,936000.0,-3845822.48,0.0,0.0,2998562.97,18457132.02,0.0,8217265.41,7881446.61,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
2,2018-12-31,AU2.DE,EUR,2018-12-31,2018-12-31,Q4,210480.51,0.0,210480.51,0.0,3512599.44,475.09,5993562.14,5190000.0,1212000.0,25096.62,1237096.62,0.0,0.0,-265.82,6427100.240000001,9.313225746154785e-10,12420662.38,477000.0,0.0,0.0,0.0,330706.61,6902632.9,798826.55,0.0,0.0,0.0,1928002.54,0.0,8830635.44,936000.0,-3245792.78,-2871000.0,0.0,3578562.14,12409197.58,0.0,3362032.08,3151551.5700000003,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
3,2018-06-30,AU2.DE,EUR,2018-06-30,2018-06-30,Q2,200267.46,0.0,200267.46,0.0,5521689.95,0.0,6330513.46,5557589.37,0.0,0.0,1237238.62,0.0,0.0,0.0,6795097.45,0.0,13125610.91,0.0,0.0,0.0,0.0,2213341.42,7566825.22,867321.2,0.0,0.0,0.01,2668792.01,0.0,10235617.23,936000.0,-3926947.43,0.0,0.0,2881161.17,13116778.4,0.0,3856952.87,3656685.41,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
4,2017-12-31,AU2.DE,EUR,2017-12-31,2017-12-31,Q4,226572.92,0.0,226572.92,0.0,2847364.01,286.21,4061908.87,4177000.0,1212000.0,28593.71,1240593.71,0.0,0.0,-62.29,5417801.19,0.0,9479710.06,0.0,0.0,0.0,0.0,433331.64,4661189.97,107149.69,0.0,0.0,0.0,1498168.48,4.656612873077393e-10,6159358.45,936000.0,-3479103.11,-2283000.0,0.0,3311250.24,9470608.690000001,0.0,2346761.05,2120188.13,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
5,2017-06-30,AU2.DE,EUR,2017-06-30,2017-06-30,Q2,383749.98,0.0,383749.98,0.0,4811531.37,0.0,5790672.27,4330489.39,0.0,0.0,1230914.02,0.0,3042.67,-0.01,5564723.290000001,9.313225746154785e-10,11355395.56,0.0,0.0,0.0,0.0,1720087.57,4109807.86,481351.14,0.0,20487.5,-0.01,4027702.77,0.0,8137510.63,851000.0,-3223244.69,0.0,0.0,3208886.96,11346397.59,0.0,2703068.23,2319318.25,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
6,2016-12-31,AU2.DE,EUR,2016-12-31,2016-12-31,Q4,785850.55,0.0,785850.55,0.0,2673905.29,0.0,4971088.72,3717000.0,0.0,0.0,1221767.08,0.0,3005.02,91.38,4942141.5200000005,9.313225746154785e-10,9913230.24,0.0,0.0,0.0,0.0,772800.2,2661632.9,388267.33,0.0,20487.5,0.0,3355248.54,4.656612873077393e-10,6016881.44,851000.0,-2520601.28,-2138000.0,0.0,3886587.81,9903469.25,0.0,1754507.55,968657.0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
7,2014-12-31,AU2.DE,EUR,2014-12-31,2014-12-31,Q4,539316.03,0.0,539316.03,0.0,1431757.46,805.21,2434469.55,2403949.98,1212000.0,11696.33,1223696.33,0.0,6438.6,0.0,3634359.74,0.0,6068829.29,0.0,0.0,0.0,0.0,957370.33,2209760.92,15616.5,0.0,0.0,0.0,278244.48,0.0,2488005.4,8510000.0,-5322582.33,-1820000.0,0.0,3573676.86,6061682.26,0.0,226603.69,-312712.34,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
8,2014-06-30,AU2.DE,EUR,2014-06-30,2014-06-30,Q2,201338.89,0.0,201338.89,0.0,3045199.67,0.0,3771131.23,2071872.17,0.0,0.0,1227796.99,0.0,0.0,0.0,3721445.25,0.0,7492576.48,0.0,0.0,0.0,0.0,1728866.68,3092841.1,20116.5,0.0,0.0,0.0,451607.21,0.0,3544448.31,8510000.0,-4805876.18,0.0,0.0,3941460.9,7485909.21,0.0,438838.49,237499.59999999998,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
9,2013-12-31,AU2.DE,EUR,2013-12-31,2013-12-31,Q4,686665.68,0.0,686665.68,0.0,1042352.72,-375.5,2310114.88,2768897.67,1212000.0,15157.29,1227157.29,0.0,0.0,0.0,3996330.51,0.0,6306445.39,0.0,0.0,0.0,0.0,665705.82,2675025.55,24616.5,0.0,0.0,360047.98,424537.99,0.0,3099563.54,8510000.0,-5506204.33,-1561000.0,0.0,3201579.84,6301143.38,0.0,911369.04,224703.36,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620588913,15:35:13,20210509
