,sectors_list,symbols_list
1594,Consumer Defensive,CECO
1595,Consumer Defensive,CELH
1596,Consumer Defensive,CENTA
1597,Consumer Defensive,CENT
1598,Consumer Defensive,CHD
1599,Consumer Defensive,CHEF
1600,Consumer Defensive,CHGG
1601,Consumer Defensive,CHSCL
1602,Consumer Defensive,CHSCM
1603,Consumer Defensive,CHSCN
1604,Consumer Defensive,CHSCO
1605,Consumer Defensive,CHSCP
1606,Consumer Defensive,CLR.TO
1607,Consumer Defensive,CLXT
1608,Consumer Defensive,CLX
1609,Consumer Defensive,CL
1610,Consumer Defensive,CO.PA
1611,Consumer Defensive,COBH.BR
1612,Consumer Defensive,COE
1613,Consumer Defensive,COKE
1614,Consumer Defensive,COLR.BR
1615,Consumer Defensive,CORE
1616,Consumer Defensive,COST
1617,Consumer Defensive,COTY
1618,Consumer Defensive,COT
1619,Consumer Defensive,CPA.LS
1620,Consumer Defensive,CPB
1621,Consumer Defensive,CPLA
1622,Consumer Defensive,CRVP
1623,Consumer Defensive,CVGW
1624,Consumer Defensive,CYAN
1625,Consumer Defensive,DAR
1626,Consumer Defensive,DEO
1627,Consumer Defensive,DF
1628,Consumer Defensive,DGE.PA
1629,Consumer Defensive,DG
1630,Consumer Defensive,DIT
1631,Consumer Defensive,DLTR
1632,Consumer Defensive,DL
1633,Consumer Defensive,DOGZ
1634,Consumer Defensive,DOL.TO
1635,Consumer Defensive,DTEA
1636,Consumer Defensive,EAST
1637,Consumer Defensive,EDU
1638,Consumer Defensive,ELF
1639,Consumer Defensive,EL
1640,Consumer Defensive,EPC
1641,Consumer Defensive,FAMI
1642,Consumer Defensive,FARM
1643,Consumer Defensive,FAYE.PA
1644,Consumer Defensive,FBEL.PA
1645,Consumer Defensive,FDP
1646,Consumer Defensive,FEDU
1647,Consumer Defensive,FFARM.AS
1648,Consumer Defensive,FIZZ
1649,Consumer Defensive,FLO
1650,Consumer Defensive,FMX
1651,Consumer Defensive,FNTS.PA
1652,Consumer Defensive,FOU.BR
1653,Consumer Defensive,FRED
1654,Consumer Defensive,FRPT
1655,Consumer Defensive,GCL.TO
1656,Consumer Defensive,GHC
1657,Consumer Defensive,GIS
1658,Consumer Defensive,GLG.TO
1659,Consumer Defensive,GO
1660,Consumer Defensive,GPX
1661,Consumer Defensive,GREEN.BR
1662,Consumer Defensive,GSX
1663,Consumer Defensive,HAIN
1664,Consumer Defensive,HEIA.AS
1665,Consumer Defensive,HEIO.AS
1666,Consumer Defensive,HELE
1667,Consumer Defensive,HFFG
1668,Consumer Defensive,HLF.TO
1669,Consumer Defensive,HLF
1670,Consumer Defensive,HLG
1671,Consumer Defensive,HMHC
1672,Consumer Defensive,HRL
1673,Consumer Defensive,HSY
1674,Consumer Defensive,IBA
1675,Consumer Defensive,IFMK
1676,Consumer Defensive,IMKTA
1677,Consumer Defensive,INGR
1678,Consumer Defensive,IPAR
1679,Consumer Defensive,ITP.PA
1680,Consumer Defensive,JBOG.PA
1681,Consumer Defensive,JBSS
1682,Consumer Defensive,JJSF
1683,Consumer Defensive,JMT.LS
1684,Consumer Defensive,JVA
1685,Consumer Defensive,KDP
1686,Consumer Defensive,KHC
1687,Consumer Defensive,KMB
1688,Consumer Defensive,KOF
1689,Consumer Defensive,KO
1690,Consumer Defensive,KPT.TO
1691,Consumer Defensive,KR
1692,Consumer Defensive,K
1693,Consumer Defensive,L.TO
1694,Consumer Defensive,LAIX
1695,Consumer Defensive,LANC
1696,Consumer Defensive,LAUR
1697,Consumer Defensive,LBY
1698,Consumer Defensive,LFVN
1699,Consumer Defensive,LINC
1700,Consumer Defensive,LMNR
1701,Consumer Defensive,LNCE
1702,Consumer Defensive,LNDC
1703,Consumer Defensive,LOPE
1704,Consumer Defensive,LOTB.BR
1705,Consumer Defensive,LOUP.PA
1706,Consumer Defensive,LPE.PA
1707,Consumer Defensive,LRN
1708,Consumer Defensive,LWAY
1709,Consumer Defensive,LW
1710,Consumer Defensive,MALT.PA
1711,Consumer Defensive,MBA.TO
1712,Consumer Defensive,MBWS.PA
1713,Consumer Defensive,MDLZ
1714,Consumer Defensive,METX
1715,Consumer Defensive,MFI.TO
1716,Consumer Defensive,MGPI
1717,Consumer Defensive,MIKO.BR
1718,Consumer Defensive,MKC
1719,Consumer Defensive,MLABO.PA
1720,Consumer Defensive,MLCAC.PA
1721,Consumer Defensive,MLSRP.PA
1722,Consumer Defensive,MLTRC.PA
1723,Consumer Defensive,MNST
1724,Consumer Defensive,MO
1725,Consumer Defensive,MRU.TO
1726,Consumer Defensive,MTEX
1727,Consumer Defensive,NAII
1728,Consumer Defensive,NATR
1729,Consumer Defensive,NAUH
1730,Consumer Defensive,NBEV
1731,Consumer Defensive,NEW
1732,Consumer Defensive,NGVC
1733,Consumer Defensive,NOMD
1734,Consumer Defensive,NUS
1735,Consumer Defensive,NWC.TO
1736,Consumer Defensive,NWL
1737,Consumer Defensive,OLLI
1738,Consumer Defensive,ONE
1739,Consumer Defensive,ONTEX.BR
1740,Consumer Defensive,OR.PA
1741,Consumer Defensive,PBH.TO
1742,Consumer Defensive,PEP
1743,Consumer Defensive,PETZ
1744,Consumer Defensive,PFGC
1745,Consumer Defensive,PF
1746,Consumer Defensive,PG
1747,Consumer Defensive,PLAG
1748,Consumer Defensive,PLIN
1749,Consumer Defensive,PME
1750,Consumer Defensive,PM
1751,Consumer Defensive,PORF.AS
1752,Consumer Defensive,POST
1753,Consumer Defensive,PPC
1754,Consumer Defensive,PRDO
1755,Consumer Defensive,PRMW
1756,Consumer Defensive,PSMT
1757,Consumer Defensive,PYX
1758,Consumer Defensive,RAL.PA
1759,Consumer Defensive,RCO.PA
1760,Consumer Defensive,REDU
1761,Consumer Defensive,REED
1762,Consumer Defensive,RELV
1763,Consumer Defensive,REV
1764,Consumer Defensive,RI.PA
1765,Consumer Defensive,RIBTW
1766,Consumer Defensive,RIBT
1767,Consumer Defensive,RIN.PA
1768,Consumer Defensive,RMCF
1769,Consumer Defensive,ROX
1770,Consumer Defensive,RSI.TO
1771,Consumer Defensive,RYB
1772,Consumer Defensive,RYCE
1773,Consumer Defensive,SABE.PA
1774,Consumer Defensive,SAFM
1775,Consumer Defensive,SAM
1776,Consumer Defensive,SANW
1777,Consumer Defensive,SAP.TO
1778,Consumer Defensive,SAVE.PA
1779,Consumer Defensive,SBT.PA
1780,Consumer Defensive,SDI
1781,Consumer Defensive,SENEA
1782,Consumer Defensive,SENEB
1783,Consumer Defensive,SFM
1784,Consumer Defensive,SFS
1785,Consumer Defensive,SIP.BR
1786,Consumer Defensive,SJM
1787,Consumer Defensive,SLIGR.AS
1788,Consumer Defensive,SMPL
1789,Consumer Defensive,SOY.TO
1790,Consumer Defensive,SPA.BR
1791,Consumer Defensive,SPB
1792,Consumer Defensive,SPTN
1793,Consumer Defensive,STG
1794,Consumer Defensive,STKL
1795,Consumer Defensive,STRA
1796,Consumer Defensive,STZ
1797,Consumer Defensive,SUCR.BR
1798,Consumer Defensive,SUMR
1799,Consumer Defensive,SVU
1800,Consumer Defensive,SYY
1801,Consumer Defensive,TAL
1802,Consumer Defensive,TAP-A
1803,Consumer Defensive,TAP
1804,Consumer Defensive,TEDU
1805,Consumer Defensive,TERB.BR
1806,Consumer Defensive,TGT
1807,Consumer Defensive,THST
1808,Consumer Defensive,THS
1809,Consumer Defensive,TIPI.PA
1810,Consumer Defensive,TIS
1811,Consumer Defensive,TPB
1812,Consumer Defensive,TR
1813,Consumer Defensive,TSN
1814,Consumer Defensive,TUES
1815,Consumer Defensive,TWNK
1816,Consumer Defensive,TWOU
1817,Consumer Defensive,UG
1818,Consumer Defensive,UL
1819,Consumer Defensive,UNA.AS
1820,Consumer Defensive,UNBL.PA
1821,Consumer Defensive,UNFI
1822,Consumer Defensive,UN
1823,Consumer Defensive,USFD
1824,Consumer Defensive,USNA
1825,Consumer Defensive,UTI
1826,Consumer Defensive,UVV
1827,Consumer Defensive,VFF.TO
1828,Consumer Defensive,VGR
1829,Consumer Defensive,VLGEA
1830,Consumer Defensive,VRAP.PA
1831,Consumer Defensive,WAFU
1832,Consumer Defensive,WILC
1833,Consumer Defensive,WMK
1834,Consumer Defensive,WMT
1835,Consumer Defensive,WN.TO
1836,Consumer Defensive,WTER
1837,Consumer Defensive,WVVIP
1838,Consumer Defensive,WVVI
1839,Consumer Defensive,YGYI
1840,Consumer Defensive,ZVO
1841,Energy,AAV.TO
1842,Energy,AE
1843,Energy,ALDIE.PA
1844,Energy,ALTM
1845,Energy,AMID
1846,Energy,AMPY
1847,Energy,AMTX
1848,Energy,AM
1849,Energy,AOI.TO
1850,Energy,APC
1851,Energy,APLP
1852,Energy,APY
1853,Energy,ARCH
1854,Energy,AREC
1855,Energy,AREX
1856,Energy,ARLP
1857,Energy,AROC
1858,Energy,ARX.TO
1859,Energy,AR
1860,Energy,ATH.TO
1861,Energy,AXAS
1862,Energy,AZZ.TO
1863,Energy,BAS
1864,Energy,BATL
1865,Energy,BCEI
1866,Energy,BIR.TO
1867,Energy,BKEPP
1868,Energy,BKEP
1869,Energy,BKR
1870,Energy,BKX.TO
1871,Energy,BNE.TO
1872,Energy,BNG.TO
1873,Energy,BNP.TO
1874,Energy,BOOM
1875,Energy,BORR
1876,Energy,BPL
1877,Energy,BPMP
1878,Energy,BPT
1879,Energy,BP
1880,Energy,BRN
1881,Energy,BROG
1882,Energy,BRY.TO
1883,Energy,BRY
1884,Energy,BSM
1885,Energy,BTE.TO
1886,Energy,BTE
1887,Energy,BTU
1888,Energy,BWP
1889,Energy,CAPL
1890,Energy,CCJ
1891,Energy,CCLP
1892,Energy,CCO.TO
1893,Energy,CCR
1894,Energy,CDEV
1895,Energy,CEIX
1896,Energy,CEI
1897,Energy,CELP
1898,Energy,CEO
1899,Energy,CEQP
1900,Energy,CET.TO
1901,Energy,CEU.TO
1902,Energy,CFW.TO
1903,Energy,CGG.PA
1904,Energy,CHAP
1905,Energy,CHKR
1906,Energy,CHK
1907,Energy,CHX
1908,Energy,CJ.TO
1909,Energy,CJ
1910,Energy,CKH
1911,Energy,CLB.AS
1912,Energy,CLB
1913,Energy,CLMT
1914,Energy,CLNE
1915,Energy,CLR
1916,Energy,CNE.TO
1917,Energy,CNQ.TO
1918,Energy,CNQ
1919,Energy,CNXM
1920,Energy,CNX
1921,Energy,COG
1922,Energy,COP
1923,Energy,CPE
1924,Energy,CPG.TO
1925,Energy,CPG
1926,Energy,CPI.TO
1927,Energy,CQE.TO
1928,Energy,CQH
1929,Energy,CQP
1930,Energy,CR.TO
1931,Energy,CRC
1932,Energy,CRK
1933,Energy,CRR
1934,Energy,CRT
1935,Energy,CRZO
1936,Energy,CSM.TO
1937,Energy,CTRA
1938,Energy,CVE.TO
1939,Energy,CVE
1940,Energy,CVIA
1941,Energy,CVI
1942,Energy,CVRR
1943,Energy,CVX
1944,Energy,CXO
1945,Energy,DCP
1946,Energy,DKL
1947,Energy,DK
1948,Energy,DLNG
1949,Energy,DML.TO
1950,Energy,DMLP
1951,Energy,DM
1952,Energy,DNN
1953,Energy,DNOW
1954,Energy,DNR
1955,Energy,DO
1956,Energy,DPAM.PA
1957,Energy,DRQ
1958,Energy,DSSI
1959,Energy,DVN
1960,Energy,DWSN
1961,Energy,DXI.TO
1962,Energy,EC.PA
1963,Energy,ECA
1964,Energy,ECT
1965,Energy,EEP
1966,Energy,EEQ
1967,Energy,EFR.TO
1968,Energy,EFX.TO
1969,Energy,EGN
1970,Energy,EGY
1971,Energy,EMES
1972,Energy,ENB.TO
1973,Energy,ENBL
1974,Energy,ENB
1975,Energy,ENLC
1976,Energy,ENLK
1977,Energy,ENSV
1978,Energy,EOG
1979,Energy,EPD
1980,Energy,EPM
1981,Energy,EPSN
1982,Energy,EQGP
1983,Energy,EQM
1984,Energy,EQNR
1985,Energy,EQT
1986,Energy,ERF.TO
1987,Energy,ERF
1988,Energy,ERN
1989,Energy,ES.PA
1990,Energy,ESES
1991,Energy,ESI.TO
1992,Energy,ESN.TO
1993,Energy,ESTE
1994,Energy,ETP
1995,Energy,ETRN
1996,Energy,ET
1997,Energy,EURN.BR
1998,Energy,EURN
1999,Energy,EVEP
2000,Energy,EXM.BR
2001,Energy,EXTN
2002,Energy,FANG
2003,Energy,FCU.TO
2004,Energy,FET
2005,Energy,FI
2006,Energy,FLMN
2007,Energy,FLUX.BR
2008,Energy,FMSA
2009,Energy,FP.PA
2010,Energy,FRU.TO
2011,Energy,FTI.PA
2012,Energy,FTI
2013,Energy,FTK
2014,Energy,FTSI
2015,Energy,FUR.AS
2016,Energy,GALP.LS
2017,Energy,GAZP.ME
2018,Energy,GBR
2019,Energy,GDP
2020,Energy,GEI.TO
2021,Energy,GEL
2022,Energy,GEOS
2023,Energy,GIFI
2024,Energy,GLF
2025,Energy,GLOG
2026,Energy,GLOP
2027,Energy,GLP
2028,Energy,GNE
2029,Energy,GPOR
2030,Energy,GPP
2031,Energy,GPRK
2032,Energy,GTE.TO
2033,Energy,GTE
2034,Energy,GTT.PA
2035,Energy,GXE.TO
2036,Energy,HAL
2037,Energy,HCR
2038,Energy,HE.TO
2039,Energy,HEP
2040,Energy,HES
2041,Energy,HFC
2042,Energy,HLX
2043,Energy,HMLP
2044,Energy,HNRG
2045,Energy,HOS
2046,Energy,HPR
2047,Energy,HP
2048,Energy,HSE.TO
2049,Energy,HUSA
2050,Energy,HWO.TO
2051,Energy,ICD
2052,Energy,IMO.TO
2053,Energy,IMO
2054,Energy,INDO
2055,Energy,INT
2056,Energy,IO
2057,Energy,IPL.TO
2058,Energy,IPO.TO
2059,Energy,ISRL
2060,Energy,JAG
2061,Energy,JONE
2062,Energy,JOY.TO
2063,Energy,KEG
2064,Energy,KEL.TO
2065,Energy,KEY.TO
2066,Energy,KLXE
2067,Energy,KMI
2068,Energy,KOS
2069,Energy,KRP
2070,Energy,LBRT
2071,Energy,LEU
2072,Energy,LFDE.PA
2073,Energy,LGCY
2074,Energy,LKOH.ME
2075,Energy,LLEX
2076,Energy,LNG
2077,Energy,LONE
2078,Energy,LPG
2079,Energy,LPI
2080,Energy,MARPS
2081,Energy,MAU.PA
2082,Energy,MCB.TO
2083,Energy,MCEP
2084,Energy,MCF
2085,Energy,MDR
2086,Energy,MEG.TO
2087,Energy,MGA.TO
2088,Energy,MGY
2089,Energy,MLSEQ.PA
2090,Energy,MMLP
2091,Energy,MMP
2092,Energy,MNRL
2093,Energy,MPC
2094,Energy,MPLX
2095,Energy,MRC
2096,Energy,MRO
2097,Energy,MR
2098,Energy,MTDR
2099,Energy,MTL.TO
2100,Energy,MTRX
2101,Energy,MTR
2102,Energy,MUR
2103,Energy,MVO
2104,Energy,MXC
2105,Energy,NBLX
2106,Energy,NBL
2107,Energy,NBR
2108,Energy,NCSM
2109,Energy,NC
2110,Energy,NESR
2111,Energy,NEXT
2112,Energy,NEX
2113,Energy,NE
2114,Energy,NFG
2115,Energy,NFX
2116,Energy,NGL
2117,Energy,NGS
2118,Energy,NINE
2119,Energy,NNA
2120,Energy,NOA.TO
2121,Energy,NOA
2122,Energy,NOG
2123,Energy,NOV
2124,Energy,NRP
2125,Energy,NRT
2126,Energy,NR
2127,Energy,NSH
2128,Energy,NS
2129,Energy,NVA.TO
2130,Energy,NVGS
2131,Energy,NXE.TO
2132,Energy,NXE
2133,Energy,OAS
2134,Energy,OBE
2135,Energy,OII
2136,Energy,OIS
2137,Energy,OKE
2138,Energy,OMP
2139,Energy,OSG
2140,Energy,OXC.TO
2141,Energy,OXY
2142,Energy,PAA
2143,Energy,PACD
2144,Energy,PAGP
2145,Energy,PARR
2146,Energy,PBA
2147,Energy,PBFX
2148,Energy,PBF
2149,Energy,PBR-A
2150,Energy,PBR
2151,Energy,PBT
2152,Energy,PD.TO
2153,Energy,PDCE
2154,Energy,PDS
2155,Energy,PED
2156,Energy,PEIX
2157,Energy,PER
2158,Energy,PES
2159,Energy,PEY.TO
2160,Energy,PE
2161,Energy,PFIE
2162,Energy,PHX.TO
2163,Energy,PHX
2164,Energy,PKD
2165,Energy,PKI.TO
2166,Energy,PMT.TO
2167,Energy,PNE.TO
2168,Energy,PNRG
2169,Energy,POU.TO
2170,Energy,PPL.TO
2171,Energy,PPR.TO
2172,Energy,PRQ.TO
2173,Energy,PRT
2174,Energy,PSD.TO
2175,Energy,PSI.TO
2176,Energy,PSK.TO
2177,Energy,PSXP
2178,Energy,PSX
2179,Energy,PTEN
2180,Energy,PTR
2181,Energy,PUMP
2182,Energy,PVAC
2183,Energy,PVL
2184,Energy,PXD
2185,Energy,PXT.TO
2186,Energy,QEC.TO
2187,Energy,QEP
2188,Energy,QES
2189,Energy,RCON
2190,Energy,RDC
2191,Energy,RDS-B
2192,Energy,RDSA.AS
2193,Energy,REGI
2194,Energy,REI
2195,Energy,REN
2196,Energy,RES
2197,Energy,REXX
2198,Energy,REX
2199,Energy,RIG
2200,Energy,RMP
2201,Energy,RNET
2202,Energy,RNGR
2203,Energy,ROSE
2204,Energy,ROYT
2205,Energy,RRC
2206,Energy,RSPP
2207,Energy,RTLR
2208,Energy,SAEX
2209,Energy,SBMO.AS
2210,Energy,SBOW
2211,Energy,SBR
2212,Energy,SCL.TO
2213,Energy,SDPI
2214,Energy,SDRL
2215,Energy,SD
2216,Energy,SEMG
2217,Energy,SEP
2218,Energy,SES.TO
2219,Energy,SFD.TO
2220,Energy,SGQ.TO
2221,Energy,SGU
2222,Energy,SGY.TO
2223,Energy,SGY
2224,Energy,SHI
2225,Energy,SHLX
2226,Energy,SJT
2227,Energy,SLB.PA
2228,Energy,SLB
2229,Energy,SLCA
2230,Energy,SLNG
2231,Energy,SMLP
2232,Energy,SM
2233,Energy,SND
2234,Energy,SNMP
2235,Energy,SNP
2236,Energy,SOI
2237,Energy,SPN
2238,Energy,SRCI
2239,Energy,SRLP
2240,Energy,SSL
2241,Energy,STNG
2242,Energy,SU.TO
2243,Energy,SUN
2244,Energy,SU
2245,Energy,SWN
2246,Energy,TALO
2247,Energy,TAT
2248,Energy,TCP
2249,Energy,TCW.TO
2250,Energy,TDW
2251,Energy,TEI.TO
2252,Energy,TELL
2253,Energy,TEP
2254,Energy,TGA
2255,Energy,TGC
2256,Energy,TGE
2257,Energy,TGL.TO
2258,Energy,TGP
2259,Energy,TH
2260,Energy,TK
2261,Energy,TLP
2262,Energy,TNK
2263,Energy,TNP.TO
2264,Energy,TNP
2265,Energy,TOG.TO
2266,Energy,TOT.TO
2267,Energy,TOU.TO
2268,Energy,TPL
2269,Energy,TRCH
2270,Energy,TRGP
2271,Energy,TRMD
2272,Energy,TRNX
2273,Energy,TRP.TO
2274,Energy,TRP
2275,Energy,TTI
2276,Energy,TUSK
2277,Energy,TVE.TO
2278,Energy,TVK.TO
2279,Energy,TXP.TO
2280,Energy,U.TO
2281,Energy,UEC
2282,Energy,UGP
2283,Energy,UNT
2284,Energy,URE.TO
2285,Energy,URG
2286,Energy,USAC
2287,Energy,USEG
2288,Energy,USWS
2289,Energy,UUUU
2290,Energy,VAL
2291,Energy,VET.TO
2292,Energy,VET
2293,Energy,VII.TO
2294,Energy,VLE.TO
2295,Energy,VLO
2296,Energy,VLP
2297,Energy,VNOM
2298,Energy,VOC
2299,Energy,VPK.AS
2300,Energy,VTNR
2301,Energy,VVV
2302,Energy,WCP.TO
2303,Energy,WES
2304,Energy,WHD
2305,Energy,WLL
2306,Energy,WMB
2307,Energy,WPX
2308,Energy,WPZ
2309,Energy,WRG.TO
2310,Energy,WTI
2311,Energy,WTTR
2312,Energy,XEC
2313,Energy,XOG
2314,Energy,XOM
2315,Energy,YGR.TO
2316,Energy,YUMA
2317,Energy,ZAR.TO
2318,Energy,ZN
2319,Financial Services,AAB.TO
2320,Financial Services,AABA
2321,Financial Services,AAMC
2322,Financial Services,AAME
2323,Financial Services,ABCA.PA
2324,Financial Services,ABCB
2325,Financial Services,ABDC
2326,Financial Services,ABN.AS
2327,Financial Services,ABTX
2328,Financial Services,AB
2329,Financial Services,ACA.PA
2330,Financial Services,ACAMU
2331,Financial Services,ACAM
2332,Financial Services,ACBI
2333,Financial Services,ACCB.BR
2334,Financial Services,ACD.TO
2335,Financial Services,ACFC
2336,Financial Services,ACGLO
2337,Financial Services,ACGLP
2338,Financial Services,ACGL
2339,Financial Services,ACNB
2340,Financial Services,ACP
2341,Financial Services,ACTTU
2342,Financial Services,ACV
2343,Financial Services,AC
2344,Financial Services,ADS
2345,Financial Services,ADV.PA
2346,Financial Services,ADX
2347,Financial Services,AEF
2348,Financial Services,AEG
2349,Financial Services,AEL
2350,Financial Services,AFB
2351,Financial Services,AFG
2352,Financial Services,AFH
2353,Financial Services,AFL
2354,Financial Services,AFSI
2355,Financial Services,AFT
2356,Financial Services,AGBAU
2357,Financial Services,AGBA
2358,Financial Services,AGD
2359,Financial Services,AGM
2360,Financial Services,AGN.AS
2361,Financial Services,AGO
2362,Financial Services,AGS.BR
2363,Financial Services,AHL
2364,Financial Services,AI.TO
2365,Financial Services,AIG
2366,Financial Services,AIHS
2367,Financial Services,AINC
2368,Financial Services,AINV
2369,Financial Services,AIY
2370,Financial Services,AIZP
2371,Financial Services,AIZ
2372,Financial Services,AJG
2373,Financial Services,ALACU
2374,Financial Services,ALAC
2375,Financial Services,ALGRU
2376,Financial Services,ALGR
2377,Financial Services,ALIDS.PA
2378,Financial Services,ALLY
2379,Financial Services,ALL
2380,Financial Services,ALRS
2381,Financial Services,ALSIP.PA
2382,Financial Services,ALTUR.PA
2383,Financial Services,ALUS
2384,Financial Services,AMAL
2385,Financial Services,AMBCW
2386,Financial Services,AMBC
2387,Financial Services,AMCIU
2388,Financial Services,AMCI
2389,Financial Services,AMG
2390,Financial Services,AMHCU
2391,Financial Services,AMK
2392,Financial Services,AMNB
2393,Financial Services,AMP
2394,Financial Services,AMRB
2395,Financial Services,AMRK
2396,Financial Services,AMSF
2397,Financial Services,AMTBB
2398,Financial Services,AMTB
2399,Financial Services,AMTD
2400,Financial Services,AMUN.PA
2401,Financial Services,ANCB
2402,Financial Services,ANCX
2403,Financial Services,ANDAU
2404,Financial Services,ANDA
2405,Financial Services,AOD
2406,Financial Services,AON
2407,Financial Services,APAM
2408,Financial Services,APO
2409,Financial Services,APR.PA
2410,Financial Services,APXT
2411,Financial Services,ARCC
2412,Financial Services,ARDC
2413,Financial Services,ARES
2414,Financial Services,ARGO
2415,Financial Services,AROW
2416,Financial Services,ARYAU
2417,Financial Services,ARYA
2418,Financial Services,ASA
2419,Financial Services,ASB
2420,Financial Services,ASFI
2421,Financial Services,ASPS
2422,Financial Services,ASRNL.AS
2423,Financial Services,ASRVP
2424,Financial Services,ASRV
2425,Financial Services,ATAC
2426,Financial Services,ATAX
2427,Financial Services,ATCO
2428,Financial Services,ATH
2429,Financial Services,ATIF
2430,Financial Services,ATLC
2431,Financial Services,ATLO
2432,Financial Services,ATRS.AS
2433,Financial Services,AUBAP
2434,Financial Services,AUBN
2435,Financial Services,AUB
2436,Financial Services,AXP
2437,Financial Services,AXS
2438,Financial Services,AX
2439,Financial Services,BAC
2440,Financial Services,BAM
2441,Financial Services,BANC
2442,Financial Services,BANF
2443,Financial Services,BANR
2444,Financial Services,BANX
2445,Financial Services,BAP
2446,Financial Services,BBDC
2447,Financial Services,BBD
2448,Financial Services,BBK
2449,Financial Services,BBN
2450,Financial Services,BCBP
2451,Financial Services,BCML
2452,Financial Services,BCOR
2453,Financial Services,BCOW
2454,Financial Services,BCP.LS
2455,Financial Services,BCRH
2456,Financial Services,BCSF
2457,Financial Services,BCTF
2458,Financial Services,BCV
2459,Financial Services,BCX
2460,Financial Services,BDGE
2461,Financial Services,BDJ
2462,Financial Services,BELR.BR
2463,Financial Services,BELU.BR
2464,Financial Services,BEN
2465,Financial Services,BFC
2466,Financial Services,BFIN
2467,Financial Services,BFK
2468,Financial Services,BFST
2469,Financial Services,BFY
2470,Financial Services,BFZ
2471,Financial Services,BGB
2472,Financial Services,BGCA
2473,Financial Services,BGCP
2474,Financial Services,BGHL.AS
2475,Financial Services,BGR
2476,Financial Services,BGX
2477,Financial Services,BGY
2478,Financial Services,BHBK
2479,Financial Services,BHB
2480,Financial Services,BHFAO
2481,Financial Services,BHFAP
2482,Financial Services,BHF
2483,Financial Services,BHK
2484,Financial Services,BHLB
2485,Financial Services,BHV
2486,Financial Services,BIPC
2487,Financial Services,BKCC
2488,Financial Services,BKJ
2489,Financial Services,BKK
2490,Financial Services,BKN
2491,Financial Services,BKSC
2492,Financial Services,BKT
2493,Financial Services,BKU
2494,Financial Services,BK
2495,Financial Services,BLE
2496,Financial Services,BLK
2497,Financial Services,BLMT
2498,Financial Services,BLW
2499,Financial Services,BLX
2500,Financial Services,BME
2501,Financial Services,BMO.TO
2502,Financial Services,BMO
2503,Financial Services,BMRC
2504,Financial Services,BMTC
2505,Financial Services,BNB.BR
2506,Financial Services,BNP.PA
2507,Financial Services,BNS.TO
2508,Financial Services,BNS
2509,Financial Services,BNY
2510,Financial Services,BOCH
2511,Financial Services,BOH
2512,Financial Services,BOKF
2513,Financial Services,BOTJ
2514,Financial Services,BPFHP
2515,Financial Services,BPFHW
2516,Financial Services,BPFH
2517,Financial Services,BPOPM
2518,Financial Services,BPOPN
2519,Financial Services,BPOP
2520,Financial Services,BPRN
2521,Financial Services,BQH
2522,Financial Services,BRBS
2523,Financial Services,BREB.BR
2524,Financial Services,BRK-A
2525,Financial Services,BRK-B
2526,Financial Services,BRKL
2527,Financial Services,BRO
2528,Financial Services,BRPAU
2529,Financial Services,BRPA
2530,Financial Services,BRPM
2531,Financial Services,BRP
2532,Financial Services,BSBK
2533,Financial Services,BSD.PA
2534,Financial Services,BSD
2535,Financial Services,BSE
2536,Financial Services,BSF
2537,Financial Services,BSIG
2538,Financial Services,BSL
2539,Financial Services,BSRR
2540,Financial Services,BST
2541,Financial Services,BSVN
2542,Financial Services,BTA
2543,Financial Services,BTO
2544,Financial Services,BTZ
2545,Financial Services,BUSE
2546,Financial Services,BWB
2547,Financial Services,BWFG
2548,Financial Services,BWG
2549,Financial Services,BWMCU
2550,Financial Services,BXS
2551,Financial Services,BX
2552,Financial Services,BYBK
2553,Financial Services,BYFC
2554,Financial Services,BYM
2555,Financial Services,BY
2556,Financial Services,BZM
2557,Financial Services,CACC
2558,Financial Services,CAC
2559,Financial Services,CADE
2560,Financial Services,CAF.PA
2561,Financial Services,CAF
2562,Financial Services,CALB
2563,Financial Services,CAND.BR
2564,Financial Services,CARE
2565,Financial Services,CARO
2566,Financial Services,CART
2567,Financial Services,CARV
2568,Financial Services,CASH
2569,Financial Services,CAT31.PA
2570,Financial Services,CATC
2571,Financial Services,CATYW
2572,Financial Services,CATY
2573,Financial Services,CBAN
2574,Financial Services,CBFV
2575,Financial Services,CBMB
2576,Financial Services,CBNK
2577,Financial Services,CBOE
2578,Financial Services,CBSHP
2579,Financial Services,CBSH
2580,Financial Services,CBTX
2581,Financial Services,CBU
2582,Financial Services,CB
2583,Financial Services,CCAP
2584,Financial Services,CCBG
2585,Financial Services,CCB
2586,Financial Services,CCD
2587,Financial Services,CCH
2588,Financial Services,CCN.PA
2589,Financial Services,CCNE
2590,Financial Services,CEE
2591,Financial Services,CEM
2592,Financial Services,CET
2593,Financial Services,CF.TO
2594,Financial Services,CFBI
2595,Financial Services,CFBK
2596,Financial Services,CFB
2597,Financial Services,CFFAU
2598,Financial Services,CFFA
2599,Financial Services,CFFI
2600,Financial Services,CFFN
2601,Financial Services,CFG
2602,Financial Services,CFR
2603,Financial Services,CGBD
2604,Financial Services,CGI.TO
2605,Financial Services,CGO
2606,Financial Services,CG
2607,Financial Services,CHCO
2608,Financial Services,CHFN
2609,Financial Services,CHI
2610,Financial Services,CHMG
2611,Financial Services,CHN
2612,Financial Services,CHW.TO
