datetime,symbol,name,exchange,begin_date,marketCap,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap
2019-01-01,GNLN,"Greenlane Holdings, Inc.",NASDAQ,2019-04-18,303120863.6,29.0,29.0,2.35,3.255,3.255,59953000.0,59953000.0,-31.386999999999993,-1.3733483146067413,7.900724662921343
2020-01-01,GNLN,"Greenlane Holdings, Inc.",NASDAQ,2019-04-18,226825175.3,3.29,4.2,1.018,2.41,2.41,33634230.0,33634230.0,-4.389999999999998,-0.48507821229050274,2.7643501675977653
