,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,timestamp,est_time,est_date
0,2020-12-31,PHM7.DE,USD,2020-12-31,2020-12-31,FY,4467000000,257000000,-164000000,0.0,249000000,0.0,2000000.0,53000000.0,-29000000.0,681000000.0,8385000000,0.0,0.0,0.0,0.0,88000000.0,-143000000,-4000000000.0,0.0,0.0,-6290000000,-99000000.0,-5396000000,0.0,2846000000.0,5006000000.0,2160000000,8385000000,-231000000,8154000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
1,2019-12-31,PHM7.DE,USD,2019-12-31,2019-12-31,FY,-1293000000,226000000,-95000000,0.0,-53000000,-8000000.0,42000000.0,-79000000.0,11000000.0,303000000.0,7837000000,0.0,0.0,0.0,0.0,173000000.0,-2398000000,-13944000000.0,0.0,-845000000.0,-6069000000,-119000000.0,-4712000000,0.0,727000000.0,2160000000.0,1433000000,7837000000,-246000000,7591000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
2,2018-12-31,PHM7.DE,USD,2018-12-31,2018-12-31,FY,6963000000,227000000,-57000000,0.0,1075000000,0.0,-129000000.0,27000000.0,-21000000.0,58000000.0,8391000000,0.0,0.0,0.0,72000000.0,-7000000.0,-12988000000,-864000000.0,0.0,-1673000000.0,-5415000000,-132000000.0,4716000000,0.0,119000000.0,1433000000.0,1314000000,8391000000,-238000000,8153000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
3,2017-12-31,PHM7.DE,USD,2017-12-31,2017-12-31,FY,10222000000,209000000,-3126000000,0.0,-1854000000,10000000.0,-171000000.0,-55000000.0,-85000000.0,-770000000.0,4922000000,0.0,0.0,-5000000.0,133000000.0,19000000.0,-467000000,0.0,0.0,-2917000000.0,-4807000000,-47000000.0,-7771000000,0.0,-3316000000.0,1253000000.0,4569000000,4922000000,-199000000,4723000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
4,2016-12-31,PHM7.DE,USD,2016-12-31,2016-12-31,FY,14239000000,204000000,3119000000,0.0,-300000000,-27000000.0,-34000000.0,-6000000.0,-113000000.0,-14349000000.0,3791000000,0.0,0.0,-3000000.0,741000000.0,-36000000.0,3708000000,-1742000000.0,0.0,-1030000000.0,-4512000000,9000000.0,-5299000000,0.0,2200000000.0,4569000000.0,2369000000,3791000000,-189000000,3602000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
5,2015-12-31,PHM7.DE,USD,2015-12-31,2015-12-31,FY,5241000000,225000000,-132000000,0.0,240000000,3000000.0,-33000000.0,-7000000.0,199000000.0,268000000.0,5810000000,0.0,0.0,-132000000.0,354000000.0,-8000000.0,-15000000,-2019000000.0,0.0,-554000000.0,-4179000000,5000000.0,-6747000000,0.0,-952000000.0,2369000000.0,3321000000,5810000000,-229000000,5581000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
6,2014-12-31,PHM7.DE,USD,2014-12-31,2014-12-31,FY,5070000000,208000000,-129000000,0.0,-194000000,-8000000.0,-184000000.0,-5000000.0,-107000000.0,214000000.0,4663000000,0.0,0.0,0.0,369000000.0,73000000.0,177000000,-869000000.0,0.0,-939000000.0,-3892000000,7000000.0,-4694000000,0.0,146000000.0,3321000000.0,3175000000,4663000000,-163000000,4500000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
7,2013-12-31,PHM7.DE,USD,2013-12-31,2013-12-31,FY,4535000000,212000000,-86000000,0.0,-558000000,78000000.0,-133000000.0,-76000000.0,-107000000.0,-225000000.0,4375000000,0.0,0.0,0.0,716000000.0,17000000.0,602000000,-4613000000.0,0.0,-634000000.0,-3612000000,-22000000.0,-4702000000,0.0,275000000.0,3175000000.0,2900000000,4375000000,-131000000,4244000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
8,2012-12-31,PHM7.DE,USD,2012-12-31,2012-12-31,FY,4180000000,225000000,406000000,0.0,-133000000,202000000.0,33000000.0,5000000.0,-1345000000.0,-757000000.0,3903000000,0.0,0.0,0.0,1049000000.0,-5000000.0,920000000,-3464000000.0,0.0,-1082000000.0,-3400000000,-34000000.0,-5193000000,0.0,-370000000.0,2900000000.0,3270000000,3903000000,-124000000,3779000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
9,2011-12-31,PHM7.DE,USD,2011-12-31,2011-12-31,FY,3390000000,253000000,-443000000,0.0,-207000000,0.0,24000000.0,-60000000.0,21000000.0,1165000000.0,3613000000,0.0,0.0,0.0,490000000.0,2000000.0,387000000,-24000000.0,29000000.0,-1327000000.0,-3222000000,-18000000.0,-3044000000,0.0,956000000.0,3270000000.0,2314000000,3613000000,-105000000,3508000000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620596553,17:42:33,20210509
