,date,symbol,reportedCurrency,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,timestamp,est_time,est_date
0,2020-12-31,AZ2.DE,EUR,2020-12-31,2020-12-31,FY,207120000,256028000,0.0,0.0,-7737000.0,0.0,42499000.0,0.0,0.0,53032000.0,461480000.0,0.0,0.0,-372607000.0,207996000.0,0.0,0.0,-120213000.0,0.0,-18118000.0,-49889000,-20492000.0,-186997000.0,-80943000.0,-42767000,1158027000,1200794000,461480000.0,-87893000.0,373587000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
1,2019-12-31,AZ2.DE,EUR,2019-12-31,2019-12-31,FY,127804000,299676000,0.0,0.0,358909000.0,0.0,18230000.0,0.0,0.0,84535000.0,821577000.0,0.0,0.0,-259182000.0,276607000.0,0.0,-107892000.0,-436458000.0,0.0,-39776000.0,-156492000,-79761000.0,-365507000.0,-4975000.0,342036000,1200794000,858758000,821577000.0,-122036000.0,699541000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
2,2018-12-31,AZ2.DE,EUR,2018-12-31,2018-12-31,FY,221991000,176434000,0.0,0.0,-384682000.0,0.0,-23070000.0,0.0,0.0,37390000.0,7754000.0,0.0,0.0,-234187000.0,514623000.0,0.0,-89836000.0,-505658000.0,0.0,-4922000.0,-156642000,-411000.0,-112227000.0,-18306000.0,-212720000,858758000,1071478000,7754000.0,-127128000.0,-119374000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
3,2017-12-31,AZ2.DE,EUR,2017-12-31,2017-12-31,FY,262967000,142398000,0.0,0.0,-66642000.0,0.0,-40868000.0,0.0,0.0,-13828000.0,246511000.0,0.0,0.0,-652677000.0,151217000.0,0.0,-544039000.0,-107622000.0,400033000.0,-48310000.0,-153090000,-817000.0,134452000.0,-52618000.0,-224858000,1071478000,1296336000,246511000.0,-115453000.0,131058000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
4,2016-12-31,AZ2.DE,EUR,2016-12-31,2016-12-31,FY,274646000,156606000,0.0,0.0,-87575000.0,0.0,-8733000.0,0.0,0.0,987000.0,366636000.0,0.0,0.0,-171432000.0,138543000.0,-34800000.0,-239632000.0,-43721000.0,0.0,-12544000.0,-137802000,-2380000.0,-123212000.0,36635000.0,40590000,1296336000,1255746000,366636000.0,-122086000.0,244550000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
5,2015-12-31,AZ2.DE,EUR,2015-12-31,2015-12-31,FY,267688000,165648000,0.0,0.0,-268494000.0,0.0,38431000.0,0.0,0.0,-14006000.0,179438000.0,-96222000.0,0.0,-119924000.0,158002000.0,-30604000.0,-57231000.0,-206382000.0,1530000.0,-38801000.0,-103240000,-3023000.0,-301995000.0,-21801000.0,-201589000,1255746000,1457335000,179438000.0,-96222000.0,83216000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
6,2014-12-31,AZ2.DE,EUR,2014-12-31,2014-12-31,FY,210874000,176296000,0.0,0.0,-94257000.0,0.0,5751000.0,0.0,0.0,7314000.0,342072000.0,-106450000.0,0.0,-80531000.0,123414000.0,-1069000.0,-85281000.0,0.0,3226000.0,-28218000.0,-51907000,-4529000.0,-50918000.0,23602000.0,229475000,1457335000,1227860000,342072000.0,-106450000.0,235622000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
7,2013-12-31,AZ2.DE,EUR,2013-12-31,2013-12-31,FY,66609000,165420000,0.0,0.0,-42817000.0,0.0,-125320000.0,0.0,0.0,18925000.0,93702000.0,-111354000.0,0.0,-18977000.0,248839000.0,6489000.0,83037000.0,-229650000.0,7129000.0,-21264000.0,-123738000,-21884000.0,-390199000.0,-51529000.0,-264988000,1227860000,1492848000,93702000.0,-111354000.0,-17652000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
8,2012-12-31,AZ2.DE,EUR,2012-12-31,2012-12-31,FY,243637000,84094000,0.0,0.0,11151000.0,0.0,19931000.0,0.0,0.0,-5426000.0,346478000.0,-109112000.0,0.0,-199197000.0,128715000.0,3894000.0,-224291000.0,0.0,1853000.0,0.0,-113551000,-15937000.0,210983000.0,-10210000.0,322960000,1492848000,1169888000,346478000.0,-109112000.0,237366000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
9,2011-12-31,AZ2.DE,EUR,2011-12-31,2011-12-31,FY,231468000,73456000,0.0,0.0,123849000.0,0.0,-53548000.0,0.0,0.0,-7966000.0,433797000.0,-76974000.0,0.0,-247247000.0,0.0,2518000.0,-382971000.0,-10581000.0,13534000.0,0.0,-86857000,6282000.0,-77622000.0,8738000.0,-18058000,1169888000,1187946000,433797000.0,-76974000.0,356823000,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,https://www.bundesanzeiger.de/pub/de/suche;wwwsid=627BFD7A56A5CB624C47FDDEAB2FC509.web07-pub?0,1620589058,15:37:38,20210509
