,index,Unnamed: 0,date,symbol,filing_date,accepted_date,period,revenue_sales,cost_of_sales_cost_of_revenue_cost_of_goods_sold,gross_profit_gross_income,gross_income_ratio_gross_profit_ratio,research_and_development_expenses,general_and_administrative_expenses,s_and_m_selling_and_marketing_expenses,other_expenses,operating_expenses,cost_and_expenses,interest_expense,depreciation_and_amortization,ebitda,ebitda_ratio,operating_income,operating_income_ratio,other_income_other_expenses_net,income_before_tax_provisions,income_before_tax_ratio,income_tax_expense_provisions,net_income,net_income_ratio,eps_earnings_per_share,eps_earnings_per_share_diluted,shares_outstanding,shares_outstanding_weighted_diluted,sec_filing_url,sec_statement_url,pct_chg_temp
42,10,0.0,2010-06-30,AAPL,2010-10-27 00:00:00,2010-10-27 16:36:21,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,1.0
43,10,0.0,2010-03-31,AAPL,2010-10-27 00:00:00,2010-10-27 16:36:21,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,1.5660136286201023
44,11,0.0,2009-12-31,AAPL,2009-10-27 00:00:00,2009-10-27 16:18:29,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1.0
45,11,0.0,2009-09-30,AAPL,2009-10-27 00:00:00,2009-10-27 16:18:29,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1.0
46,11,0.0,2009-06-30,AAPL,2009-10-27 00:00:00,2009-10-27 16:18:29,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1.0
47,11,0.0,2009-03-31,AAPL,2009-10-27 00:00:00,2009-10-27 16:18:29,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1.8709163346613547
48,12,0.0,2008-12-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,1.0
49,12,0.0,2008-09-30,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,1.0
50,12,0.0,2008-06-30,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,1.0
51,12,0.0,2008-03-31,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,1.42322522113858
52,13,0.0,2007-12-31,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,1.0
53,13,0.0,2007-09-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,1.0
54,13,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,1.0
55,13,0.0,2007-03-31,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,1.7973909498573175
56,14,0.0,2006-12-31,AAPL,2006-12-29,2006-12-29 06:05:58,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,-7250000.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,-7250000.0,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1.0
57,14,0.0,2006-09-30,AAPL,2006-12-29,2006-12-29 06:05:58,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,-7250000.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,-7250000.0,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1.0
58,14,0.0,2006-06-30,AAPL,2006-12-29,2006-12-29 06:05:58,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,-7250000.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,-7250000.0,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1.0
59,14,0.0,2006-03-31,AAPL,2006-12-29,2006-12-29 06:05:58,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,-7250000.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,-7250000.0,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1.4866666666666666
60,15,0.0,2005-12-31,AAPL,2005-12-01,2005-11-30 21:22:48,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,41250000.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,-4500000.0,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,1.0
61,15,0.0,2005-09-30,AAPL,2005-12-01,2005-11-30 21:22:48,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,41250000.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,-4500000.0,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,1.0
62,15,0.0,2005-06-30,AAPL,2005-12-01,2005-11-30 21:22:48,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,41250000.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,-4500000.0,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,1.0
63,15,0.0,2005-03-31,AAPL,2005-12-01,2005-11-30 21:22:48,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,41250000.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,-4500000.0,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,5.061349693251533
64,16,0.0,2004-12-31,AAPL,2004-12-03,2004-12-02 18:05:49,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,5750000.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,-2250000.0,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,1.0
65,16,0.0,2004-09-30,AAPL,2004-12-03,2004-12-02 18:05:49,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,5750000.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,-2250000.0,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,1.0
66,16,0.0,2004-06-30,AAPL,2004-12-03,2004-12-02 18:05:49,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,5750000.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,-2250000.0,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,1.0
67,16,0.0,2004-03-31,AAPL,2004-12-03,2004-12-02 18:05:49,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,5750000.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,-2250000.0,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,-326.0
68,17,0.0,2003-12-31,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,1.0
69,17,0.0,2003-09-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,1.0
70,17,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,1.0
71,17,0.0,2003-03-31,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,-0.058823529411764705
72,18,0.0,2002-12-31,AAPL,2002-12-19 00:00:00,2002-12-19 17:20:21,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,7250000.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,1250000.0,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,1.0
73,18,0.0,2002-09-30,AAPL,2002-12-19 00:00:00,2002-12-19 17:20:21,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,7250000.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,1250000.0,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,1.0
74,18,0.0,2002-06-30,AAPL,2002-12-19 00:00:00,2002-12-19 17:20:21,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,7250000.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,1250000.0,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,1.0
75,18,0.0,2002-03-31,AAPL,2002-12-19 00:00:00,2002-12-19 17:20:21,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,7250000.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,1250000.0,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,-0.04941860465116279
76,19,0.0,2001-12-31,AAPL,2001-12-21,2001-12-21 00:00:00,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,2750000.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,3750000.0,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,1.0
77,19,0.0,2001-09-30,AAPL,2001-12-21,2001-12-21 00:00:00,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,2750000.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,3750000.0,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,1.0
78,19,0.0,2001-06-30,AAPL,2001-12-21,2001-12-21 00:00:00,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,2750000.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,3750000.0,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,1.0
79,19,0.0,2001-03-31,AAPL,2001-12-21,2001-12-21 00:00:00,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,2750000.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,3750000.0,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,-0.5548387096774193
80,20,0.0,2000-12-31,AAPL,2000-12-14 00:00:00,2000-12-14 00:00:00,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,1500000.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,70750000.0,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,1.0
81,20,0.0,2000-09-30,AAPL,2000-12-14 00:00:00,2000-12-14 00:00:00,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,1500000.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,70750000.0,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,1.0
82,20,0.0,2000-06-30,AAPL,2000-12-14 00:00:00,2000-12-14 00:00:00,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,1500000.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,70750000.0,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,1.0
83,20,0.0,2000-03-31,AAPL,2000-12-14 00:00:00,2000-12-14 00:00:00,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,1500000.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,70750000.0,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,1.7270194986072422
84,21,0.0,1999-12-31,AAPL,1999-12-22 00:00:00,1999-12-22 00:00:00,FY,1533500.0,1109500000.0,424000000.0,0.069123,78500000.0,249000000.0,0.0,0.0,334250000.0,1443750000.0,81750000.0,21250000.0,272000000.0,0.044343,89750000.0,0.0146315,-2500000.0,169000000.0,0.02755125,18750000.0,150250000.0,0.0244945,0.0077025,0.0077025,4877000000.0,4877000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,1.0
85,21,0.0,1999-09-30,AAPL,1999-12-22 00:00:00,1999-12-22 00:00:00,FY,1533500.0,1109500000.0,424000000.0,0.069123,78500000.0,249000000.0,0.0,0.0,334250000.0,1443750000.0,81750000.0,21250000.0,272000000.0,0.044343,89750000.0,0.0146315,-2500000.0,169000000.0,0.02755125,18750000.0,150250000.0,0.0244945,0.0077025,0.0077025,4877000000.0,4877000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,1.0
