,Cash and Cash Equivalents,Short Term Investments,Cash And Short-Term Investments,Accounts Receivables,Inventory,Other Current Assets,Total Current Assets,PP&E,Long-term Investments,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payables,Short-term Debt,Deferred Revenue,Other Current Liabilities,Total Current Liabilities,Long-term Debt,Other Non-Current Liabilities,Total Non-Current Liabilities,Total Liabilities,Common Stock,Retained Earnings,Accumulated Other Comprehensive Income Loss,Total Shareholders Equity,Total Liabilities & Stockholders Equity,Total Investments,Total Debt,Net Debt
0,0.8,1.5841999902348518,1.1860772577582268,-0.4687407309758429,0.7288207747977864,1.1603579714948626,0.607923650115241,0.6361532642072003,-0.3850790845091885,6.842493544817411,-0.10345977200236856,3.412249475788755,0.11552807866503634,0.19177233023386875,0.03223908695140598,-0.25693512304250554,3.790996784565916,0.3074308398461729,0.8501565752217368,3.1950881515128184,0.6945895109537508,0.5120708813380899,-0.38077170265538374,-0.8378267088552729,0.1768115942028985,-0.4525658749109799,0.11552807866503634,-0.16652758661797062,0.6701902748414377,0.6067394926865395
