,index,Unnamed: 0,date,symbol,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,Year,QQ-YYYY
80,20,0.0,2000-12-31,AAPL,12/14/2000 0:00,12/14/2000 0:00,FY,196500000.0,21000000.0,40750000.0,0.0,39250000.0,-68000000.0,-3250000.0,86250000.0,-3750000.0,0.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,-9500000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,2000,FY-2000
81,20,0.0,2000-09-30,AAPL,12/14/2000 0:00,12/14/2000 0:00,FY,196500000.0,21000000.0,40750000.0,0.0,39250000.0,-68000000.0,-3250000.0,86250000.0,-3750000.0,0.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,-9500000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,2000,FY-2000
82,20,0.0,2000-06-30,AAPL,12/14/2000 0:00,12/14/2000 0:00,FY,196500000.0,21000000.0,40750000.0,0.0,39250000.0,-68000000.0,-3250000.0,86250000.0,-3750000.0,0.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,-9500000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,2000,FY-2000
83,20,0.0,2000-03-31,AAPL,12/14/2000 0:00,12/14/2000 0:00,FY,196500000.0,21000000.0,40750000.0,0.0,39250000.0,-68000000.0,-3250000.0,86250000.0,-3750000.0,0.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,-9500000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,2000,FY-2000
84,21,0.0,1999-12-31,AAPL,12/22/1999 0:00,12/22/1999 0:00,FY,150250000.0,21250000.0,-8750000.0,0.0,139500000.0,68500000.0,14500000.0,-23250000.0,684000000.0,-57000000.0,199500000.0,0.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,1999,FY-1999
85,21,0.0,1999-09-30,AAPL,12/22/1999 0:00,12/22/1999 0:00,FY,150250000.0,21250000.0,-8750000.0,0.0,139500000.0,68500000.0,14500000.0,-23250000.0,684000000.0,-57000000.0,199500000.0,0.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,1999,FY-1999
86,21,0.0,1999-06-30,AAPL,12/22/1999 0:00,12/22/1999 0:00,FY,150250000.0,21250000.0,-8750000.0,0.0,139500000.0,68500000.0,14500000.0,-23250000.0,684000000.0,-57000000.0,199500000.0,0.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,1999,FY-1999
87,21,0.0,1999-03-31,AAPL,12/22/1999 0:00,12/22/1999 0:00,FY,150250000.0,21250000.0,-8750000.0,0.0,139500000.0,68500000.0,14500000.0,-23250000.0,684000000.0,-57000000.0,199500000.0,0.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,1999,FY-1999
88,22,0.0,1998-12-31,AAPL,,,FY,77250000.0,27750000.0,250000.0,0.0,143000000.0,20000000.0,89750000.0,-8500000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,,,1998,FY-1998
89,22,0.0,1998-09-30,AAPL,,,FY,77250000.0,27750000.0,250000.0,0.0,143000000.0,20000000.0,89750000.0,-8500000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,,,1998,FY-1998
90,22,0.0,1998-06-30,AAPL,,,FY,77250000.0,27750000.0,250000.0,0.0,143000000.0,20000000.0,89750000.0,-8500000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,,,1998,FY-1998
91,22,0.0,1998-03-31,AAPL,,,FY,77250000.0,27750000.0,250000.0,0.0,143000000.0,20000000.0,89750000.0,-8500000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,,,1998,FY-1998
92,23,0.0,1997-12-31,AAPL,12/5/1997 0:00,12/5/1997 0:00,FY,-261250000.0,29500000.0,-1750000.0,0.0,-226500000.0,115250000.0,56250000.0,26500000.0,401500000.0,127000000.0,47000000.0,0.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,1997,FY-1997
93,23,0.0,1997-09-30,AAPL,12/5/1997 0:00,12/5/1997 0:00,FY,-261250000.0,29500000.0,-1750000.0,0.0,-226500000.0,115250000.0,56250000.0,26500000.0,401500000.0,127000000.0,47000000.0,0.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,1997,FY-1997
94,23,0.0,1997-06-30,AAPL,12/5/1997 0:00,12/5/1997 0:00,FY,-261250000.0,29500000.0,-1750000.0,0.0,-226500000.0,115250000.0,56250000.0,26500000.0,401500000.0,127000000.0,47000000.0,0.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,1997,FY-1997
95,23,0.0,1997-03-31,AAPL,12/5/1997 0:00,12/5/1997 0:00,FY,-261250000.0,29500000.0,-1750000.0,0.0,-226500000.0,115250000.0,56250000.0,26500000.0,401500000.0,127000000.0,47000000.0,0.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,1997,FY-1997
96,24,0.0,1996-12-31,AAPL,12/19/1996 0:00,12/19/1996 0:00,FY,-204000000.0,39000000.0,-109750000.0,0.0,-96750000.0,108750000.0,278250000.0,93500000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,1996,FY-1996
97,24,0.0,1996-09-30,AAPL,12/19/1996 0:00,12/19/1996 0:00,FY,-204000000.0,39000000.0,-109750000.0,0.0,-96750000.0,108750000.0,278250000.0,93500000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,1996,FY-1996
98,24,0.0,1996-06-30,AAPL,12/19/1996 0:00,12/19/1996 0:00,FY,-204000000.0,39000000.0,-109750000.0,0.0,-96750000.0,108750000.0,278250000.0,93500000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,1996,FY-1996
99,24,0.0,1996-03-31,AAPL,12/19/1996 0:00,12/19/1996 0:00,FY,-204000000.0,39000000.0,-109750000.0,0.0,-96750000.0,108750000.0,278250000.0,93500000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,1996,FY-1996
100,25,0.0,1995-12-31,AAPL,12/19/1995 0:00,12/19/1995 0:00,FY,106000000.0,31750000.0,18250000.0,0.0,91750000.0,-87500000.0,-171750000.0,-70750000.0,724750000.0,-10250000.0,-60000000.0,0.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,0.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,1995,FY-1995
101,25,0.0,1995-09-30,AAPL,12/19/1995 0:00,12/19/1995 0:00,FY,106000000.0,31750000.0,18250000.0,0.0,91750000.0,-87500000.0,-171750000.0,-70750000.0,724750000.0,-10250000.0,-60000000.0,0.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,0.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,1995,FY-1995
102,25,0.0,1995-06-30,AAPL,12/19/1995 0:00,12/19/1995 0:00,FY,106000000.0,31750000.0,18250000.0,0.0,91750000.0,-87500000.0,-171750000.0,-70750000.0,724750000.0,-10250000.0,-60000000.0,0.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,0.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,1995,FY-1995
103,25,0.0,1995-03-31,AAPL,12/19/1995 0:00,12/19/1995 0:00,FY,106000000.0,31750000.0,18250000.0,0.0,91750000.0,-87500000.0,-171750000.0,-70750000.0,724750000.0,-10250000.0,-60000000.0,0.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,0.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,1995,FY-1995
104,26,0.0,1994-12-31,AAPL,12/13/1994 0:00,12/13/1994 0:00,FY,77544500.0,41989500.0,10200000.0,0.0,61932250.0,-49850250.0,104551000.0,34773750.0,3968250.0,0.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,-934250.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,1994,FY-1994
105,26,0.0,1994-09-30,AAPL,12/13/1994 0:00,12/13/1994 0:00,FY,77544500.0,41989500.0,10200000.0,0.0,61932250.0,-49850250.0,104551000.0,34773750.0,3968250.0,0.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,-934250.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,1994,FY-1994
106,26,0.0,1994-06-30,AAPL,12/13/1994 0:00,12/13/1994 0:00,FY,77544500.0,41989500.0,10200000.0,0.0,61932250.0,-49850250.0,104551000.0,34773750.0,3968250.0,0.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,-934250.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,1994,FY-1994
107,26,0.0,1994-03-31,AAPL,12/13/1994 0:00,12/13/1994 0:00,FY,77544500.0,41989500.0,10200000.0,0.0,61932250.0,-49850250.0,104551000.0,34773750.0,3968250.0,0.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,-934250.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,1994,FY-1994
