,Period,Net Revenue (Sales),Cost of Revenue (Sales),Gross Profit Margin,Gross Profit Margin Ratio,Research and Development (R&D),"Selling, General, and Administrative (SG&A)",Selling & Marketing Expenses (S&M),Total Operating Expenses,Cost & Expenses,"Interest Expense/Income, Net",Depreciation & Amortization (D&A),EBITDA,EBITDA Margin,Operating Income,Operating Margin,Pretax Income (Earnings),Pretax Income (Earnings) Margin,Provision For Income Taxes,Net Income (Earnings),Profit Margin,Earnings Per Share (EPS),Earnings Per Share (EPS) Diluted,Shares Outstanding,Shares Outstanding (Diluted),sec_filing_link,sec_statement_link,Cash and Cash Equivalents,Short Term Investments,Cash And Short-Term Investments,Inventory,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Long-term Investments,Tax Assets,Total Assets,Accounts Payables,Short-term Debt,Income Tax Payables,Deferred Revenue,Total Current Liabilities,Long-term Debt,Deferred Revenue Non-Current,Deferred Tax Liabilities Non-Current,Total Non-Current Liabilities,Total Liabilities,Common Stock,Retained Earnings,Total Shareholders Equity,Total Liabilities & Stockholders Equity,Total Investments,Total Debt,Net Debt,Deferred Income Tax,Stock-Based Compensation (SBC),Change in Working Capital,Accounts Receivables,Net Cash Provided by Operating Activities,Investments in PP&E,Acquisitions (Net),Purchase of Investments,Sales/Maturities of Investments,Net Cash used for Investing Activities,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Net Cash Used Provided by Financing Activities,Effect of Exchange Rate Changes on Cash,Net Change in Cash,Cash at End of Period,Cash at Beginning of Period,Operating Cash Flow,Capital Expenditure (capex),Free Cash Flow,QQ-YYYY
320,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,5280000000.0,5120250000.0,10400250000.0,587250000.0,22344500000.0,5617750000.0,1279000000.0,973250000.0,2252250000.0,41016250000.0,6015500000.0,72586250000.0,8872500000.0,2124750000.0,0.0,2235000000.0,20152500000.0,13332250000.0,906000000.0,0.0,22595000000.0,42747500000.0,6854000000.0,23071000000.0,29838750000.0,72586250000.0,46136500000.0,16082000000.0,10802000000.0,345500000.0,896500000.0,921250000.0,152750000.0,20316500000.0,-2811750000.0,-85750000.0,-8813250000.0,3634500000.0,-14068500000.0,-374750000.0,135750000.0,-8677500000.0,-2890250000.0,-4429000000.0,0.0,1819000000.0,5280000000.0,3461000000.0,20316500000.0,-2872000000.0,17444500000.0,FY-2015
321,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,5280000000.0,5120250000.0,10400250000.0,587250000.0,22344500000.0,5617750000.0,1279000000.0,973250000.0,2252250000.0,41016250000.0,6015500000.0,72586250000.0,8872500000.0,2124750000.0,0.0,2235000000.0,20152500000.0,13332250000.0,906000000.0,0.0,22595000000.0,42747500000.0,6854000000.0,23071000000.0,29838750000.0,72586250000.0,46136500000.0,16082000000.0,10802000000.0,345500000.0,896500000.0,921250000.0,152750000.0,20316500000.0,-2811750000.0,-85750000.0,-8813250000.0,3634500000.0,-14068500000.0,-374750000.0,135750000.0,-8677500000.0,-2890250000.0,-4429000000.0,0.0,1819000000.0,5280000000.0,3461000000.0,20316500000.0,-2872000000.0,17444500000.0,FY-2015
322,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,5280000000.0,5120250000.0,10400250000.0,587250000.0,22344500000.0,5617750000.0,1279000000.0,973250000.0,2252250000.0,41016250000.0,6015500000.0,72586250000.0,8872500000.0,2124750000.0,0.0,2235000000.0,20152500000.0,13332250000.0,906000000.0,0.0,22595000000.0,42747500000.0,6854000000.0,23071000000.0,29838750000.0,72586250000.0,46136500000.0,16082000000.0,10802000000.0,345500000.0,896500000.0,921250000.0,152750000.0,20316500000.0,-2811750000.0,-85750000.0,-8813250000.0,3634500000.0,-14068500000.0,-374750000.0,135750000.0,-8677500000.0,-2890250000.0,-4429000000.0,0.0,1819000000.0,5280000000.0,3461000000.0,20316500000.0,-2872000000.0,17444500000.0,FY-2015
323,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,5280000000.0,5120250000.0,10400250000.0,587250000.0,22344500000.0,5617750000.0,1279000000.0,973250000.0,2252250000.0,41016250000.0,6015500000.0,72586250000.0,8872500000.0,2124750000.0,0.0,2235000000.0,20152500000.0,13332250000.0,906000000.0,0.0,22595000000.0,42747500000.0,6854000000.0,23071000000.0,29838750000.0,72586250000.0,46136500000.0,16082000000.0,10802000000.0,345500000.0,896500000.0,921250000.0,152750000.0,20316500000.0,-2811750000.0,-85750000.0,-8813250000.0,3634500000.0,-14068500000.0,-374750000.0,135750000.0,-8677500000.0,-2890250000.0,-4429000000.0,0.0,1819000000.0,5280000000.0,3461000000.0,20316500000.0,-2872000000.0,17444500000.0,FY-2015
384,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,3461000000.0,2808250000.0,6269250000.0,527750000.0,17132750000.0,5156000000.0,1154000000.0,1035500000.0,2189500000.0,32540500000.0,5064750000.0,57959750000.0,7549000000.0,1577000000.0,0.0,2122750000.0,15862000000.0,7246750000.0,757750000.0,1079500000.0,14211000000.0,30073000000.0,5828250000.0,21788000000.0,27886750000.0,57959750000.0,35348750000.0,8823750000.0,5362750000.0,586750000.0,715750000.0,-6136250000.0,-1058000000.0,14928250000.0,-2392750000.0,-941250000.0,-11250000000.0,4702500000.0,-5644750000.0,-289500000.0,182500000.0,-11067500000.0,-2781500000.0,-9387250000.0,0.0,-103750000.0,3461000000.0,3564750000.0,14928250000.0,-2453250000.0,12475000000.0,FY-2014
385,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,3461000000.0,2808250000.0,6269250000.0,527750000.0,17132750000.0,5156000000.0,1154000000.0,1035500000.0,2189500000.0,32540500000.0,5064750000.0,57959750000.0,7549000000.0,1577000000.0,0.0,2122750000.0,15862000000.0,7246750000.0,757750000.0,1079500000.0,14211000000.0,30073000000.0,5828250000.0,21788000000.0,27886750000.0,57959750000.0,35348750000.0,8823750000.0,5362750000.0,586750000.0,715750000.0,-6136250000.0,-1058000000.0,14928250000.0,-2392750000.0,-941250000.0,-11250000000.0,4702500000.0,-5644750000.0,-289500000.0,182500000.0,-11067500000.0,-2781500000.0,-9387250000.0,0.0,-103750000.0,3461000000.0,3564750000.0,14928250000.0,-2453250000.0,12475000000.0,FY-2014
386,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,3461000000.0,2808250000.0,6269250000.0,527750000.0,17132750000.0,5156000000.0,1154000000.0,1035500000.0,2189500000.0,32540500000.0,5064750000.0,57959750000.0,7549000000.0,1577000000.0,0.0,2122750000.0,15862000000.0,7246750000.0,757750000.0,1079500000.0,14211000000.0,30073000000.0,5828250000.0,21788000000.0,27886750000.0,57959750000.0,35348750000.0,8823750000.0,5362750000.0,586750000.0,715750000.0,-6136250000.0,-1058000000.0,14928250000.0,-2392750000.0,-941250000.0,-11250000000.0,4702500000.0,-5644750000.0,-289500000.0,182500000.0,-11067500000.0,-2781500000.0,-9387250000.0,0.0,-103750000.0,3461000000.0,3564750000.0,14928250000.0,-2453250000.0,12475000000.0,FY-2014
387,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,3461000000.0,2808250000.0,6269250000.0,527750000.0,17132750000.0,5156000000.0,1154000000.0,1035500000.0,2189500000.0,32540500000.0,5064750000.0,57959750000.0,7549000000.0,1577000000.0,0.0,2122750000.0,15862000000.0,7246750000.0,757750000.0,1079500000.0,14211000000.0,30073000000.0,5828250000.0,21788000000.0,27886750000.0,57959750000.0,35348750000.0,8823750000.0,5362750000.0,586750000.0,715750000.0,-6136250000.0,-1058000000.0,14928250000.0,-2392750000.0,-941250000.0,-11250000000.0,4702500000.0,-5644750000.0,-289500000.0,182500000.0,-11067500000.0,-2781500000.0,-9387250000.0,0.0,-103750000.0,3461000000.0,3564750000.0,14928250000.0,-2453250000.0,12475000000.0,FY-2014
448,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,3564750000.0,6571750000.0,10136500000.0,441000000.0,18321500000.0,4149250000.0,394250000.0,1044750000.0,1439000000.0,26553750000.0,4122250000.0,51750000000.0,5591750000.0,0.0,0.0,1858750000.0,10914500000.0,4240000000.0,656250000.0,863250000.0,9948250000.0,20862750000.0,4941000000.0,26064000000.0,30887250000.0,51750000000.0,33125500000.0,4240000000.0,675250000.0,285250000.0,563250000.0,2629250000.0,-543000000.0,13416500000.0,-2041250000.0,-124000000.0,-5715000000.0,5079250000.0,-8443500000.0,-270500000.0,132500000.0,-5582500000.0,-2641000000.0,-4094750000.0,0.0,878250000.0,3564750000.0,2686500000.0,13416500000.0,-2269000000.0,11147500000.0,FY-2013
449,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,3564750000.0,6571750000.0,10136500000.0,441000000.0,18321500000.0,4149250000.0,394250000.0,1044750000.0,1439000000.0,26553750000.0,4122250000.0,51750000000.0,5591750000.0,0.0,0.0,1858750000.0,10914500000.0,4240000000.0,656250000.0,863250000.0,9948250000.0,20862750000.0,4941000000.0,26064000000.0,30887250000.0,51750000000.0,33125500000.0,4240000000.0,675250000.0,285250000.0,563250000.0,2629250000.0,-543000000.0,13416500000.0,-2041250000.0,-124000000.0,-5715000000.0,5079250000.0,-8443500000.0,-270500000.0,132500000.0,-5582500000.0,-2641000000.0,-4094750000.0,0.0,878250000.0,3564750000.0,2686500000.0,13416500000.0,-2269000000.0,11147500000.0,FY-2013
450,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,3564750000.0,6571750000.0,10136500000.0,441000000.0,18321500000.0,4149250000.0,394250000.0,1044750000.0,1439000000.0,26553750000.0,4122250000.0,51750000000.0,5591750000.0,0.0,0.0,1858750000.0,10914500000.0,4240000000.0,656250000.0,863250000.0,9948250000.0,20862750000.0,4941000000.0,26064000000.0,30887250000.0,51750000000.0,33125500000.0,4240000000.0,675250000.0,285250000.0,563250000.0,2629250000.0,-543000000.0,13416500000.0,-2041250000.0,-124000000.0,-5715000000.0,5079250000.0,-8443500000.0,-270500000.0,132500000.0,-5582500000.0,-2641000000.0,-4094750000.0,0.0,878250000.0,3564750000.0,2686500000.0,13416500000.0,-2269000000.0,11147500000.0,FY-2013
451,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,3564750000.0,6571750000.0,10136500000.0,441000000.0,18321500000.0,4149250000.0,394250000.0,1044750000.0,1439000000.0,26553750000.0,4122250000.0,51750000000.0,5591750000.0,0.0,0.0,1858750000.0,10914500000.0,4240000000.0,656250000.0,863250000.0,9948250000.0,20862750000.0,4941000000.0,26064000000.0,30887250000.0,51750000000.0,33125500000.0,4240000000.0,675250000.0,285250000.0,563250000.0,2629250000.0,-543000000.0,13416500000.0,-2041250000.0,-124000000.0,-5715000000.0,5079250000.0,-8443500000.0,-270500000.0,132500000.0,-5582500000.0,-2641000000.0,-4094750000.0,0.0,878250000.0,3564750000.0,2686500000.0,13416500000.0,-2269000000.0,11147500000.0,FY-2013
512,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,9635500000.0,0.0,662000000.0,645750000.0,4828000000.0,14463500000.0,4105500000.0,25322250000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,12714000000.0,-2073750000.0,-87500000.0,-37750000000.0,3258750000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012
513,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,9635500000.0,0.0,662000000.0,645750000.0,4828000000.0,14463500000.0,4105500000.0,25322250000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,12714000000.0,-2073750000.0,-87500000.0,-37750000000.0,3258750000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012
514,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,9635500000.0,0.0,662000000.0,645750000.0,4828000000.0,14463500000.0,4105500000.0,25322250000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,12714000000.0,-2073750000.0,-87500000.0,-37750000000.0,3258750000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012
515,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2686500000.0,4595750000.0,7282250000.0,197750000.0,14413250000.0,3863000000.0,283750000.0,1056000000.0,1339750000.0,23030500000.0,3461750000.0,44016000000.0,5293750000.0,0.0,0.0,1488250000.0,9635500000.0,0.0,662000000.0,645750000.0,4828000000.0,14463500000.0,4105500000.0,25322250000.0,29552500000.0,44016000000.0,27626250000.0,0.0,-2686500000.0,1101250000.0,435000000.0,523250000.0,-1387750000.0,12714000000.0,-2073750000.0,-87500000.0,-37750000000.0,3258750000.0,-12056750000.0,-306500000.0,166250000.0,166250000.0,-622000000.0,-424500000.0,0.0,232750000.0,2686500000.0,2453750000.0,12714000000.0,-2350500000.0,10363500000.0,FY-2012
576,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2453750000.0,4034250000.0,6488000000.0,194000000.0,11247000000.0,1944250000.0,224000000.0,884000000.0,1108000000.0,13904500000.0,2039750000.0,29092750000.0,3658000000.0,0.0,0.0,1022750000.0,6992500000.0,0.0,421500000.0,503500000.0,2946500000.0,9939000000.0,3332750000.0,15710250000.0,19153750000.0,29092750000.0,17938750000.0,0.0,-2453750000.0,717000000.0,292000000.0,-984500000.0,35750000.0,9382250000.0,-1065000000.0,-61000000.0,-25500000000.0,5109250000.0,-10104750000.0,-130000000.0,207750000.0,207750000.0,0.0,361000000.0,0.0,-361500000.0,2453750000.0,2815250000.0,9382250000.0,-1863000000.0,7519250000.0,FY-2011
577,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2453750000.0,4034250000.0,6488000000.0,194000000.0,11247000000.0,1944250000.0,224000000.0,884000000.0,1108000000.0,13904500000.0,2039750000.0,29092750000.0,3658000000.0,0.0,0.0,1022750000.0,6992500000.0,0.0,421500000.0,503500000.0,2946500000.0,9939000000.0,3332750000.0,15710250000.0,19153750000.0,29092750000.0,17938750000.0,0.0,-2453750000.0,717000000.0,292000000.0,-984500000.0,35750000.0,9382250000.0,-1065000000.0,-61000000.0,-25500000000.0,5109250000.0,-10104750000.0,-130000000.0,207750000.0,207750000.0,0.0,361000000.0,0.0,-361500000.0,2453750000.0,2815250000.0,9382250000.0,-1863000000.0,7519250000.0,FY-2011
578,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2453750000.0,4034250000.0,6488000000.0,194000000.0,11247000000.0,1944250000.0,224000000.0,884000000.0,1108000000.0,13904500000.0,2039750000.0,29092750000.0,3658000000.0,0.0,0.0,1022750000.0,6992500000.0,0.0,421500000.0,503500000.0,2946500000.0,9939000000.0,3332750000.0,15710250000.0,19153750000.0,29092750000.0,17938750000.0,0.0,-2453750000.0,717000000.0,292000000.0,-984500000.0,35750000.0,9382250000.0,-1065000000.0,-61000000.0,-25500000000.0,5109250000.0,-10104750000.0,-130000000.0,207750000.0,207750000.0,0.0,361000000.0,0.0,-361500000.0,2453750000.0,2815250000.0,9382250000.0,-1863000000.0,7519250000.0,FY-2011
579,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2453750000.0,4034250000.0,6488000000.0,194000000.0,11247000000.0,1944250000.0,224000000.0,884000000.0,1108000000.0,13904500000.0,2039750000.0,29092750000.0,3658000000.0,0.0,0.0,1022750000.0,6992500000.0,0.0,421500000.0,503500000.0,2946500000.0,9939000000.0,3332750000.0,15710250000.0,19153750000.0,29092750000.0,17938750000.0,0.0,-2453750000.0,717000000.0,292000000.0,-984500000.0,35750000.0,9382250000.0,-1065000000.0,-61000000.0,-25500000000.0,5109250000.0,-10104750000.0,-130000000.0,207750000.0,207750000.0,0.0,361000000.0,0.0,-361500000.0,2453750000.0,2815250000.0,9382250000.0,-1863000000.0,7519250000.0,FY-2011
640,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2815250000.0,3589750000.0,6405000000.0,262750000.0,10419500000.0,1192000000.0,185250000.0,85500000.0,270750000.0,6347750000.0,1075000000.0,18795750000.0,3003750000.0,0.0,0.0,746000000.0,5180500000.0,0.0,284750000.0,409000000.0,1667500000.0,6848000000.0,2667000000.0,9292250000.0,11947750000.0,18795750000.0,9937500000.0,0.0,-2815250000.0,360000000.0,219750000.0,226750000.0,-535500000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,FY-2010
641,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2815250000.0,3589750000.0,6405000000.0,262750000.0,10419500000.0,1192000000.0,185250000.0,85500000.0,270750000.0,6347750000.0,1075000000.0,18795750000.0,3003750000.0,0.0,0.0,746000000.0,5180500000.0,0.0,284750000.0,409000000.0,1667500000.0,6848000000.0,2667000000.0,9292250000.0,11947750000.0,18795750000.0,9937500000.0,0.0,-2815250000.0,360000000.0,219750000.0,226750000.0,-535500000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,FY-2010
