,Period,Net Revenue (Sales),Cost of Revenue (Sales),Gross Profit Margin,Gross Profit Margin Ratio,Research and Development (R&D),"Selling, General, and Administrative (SG&A)",Selling & Marketing Expenses (S&M),Total Operating Expenses,Cost & Expenses,"Interest Expense/Income, Net",Depreciation & Amortization (D&A),EBITDA,EBITDA Margin,Operating Income,Operating Margin,Pretax Income (Earnings),Pretax Income (Earnings) Margin,Provision For Income Taxes,Net Income (Earnings),Profit Margin,Earnings Per Share (EPS),Earnings Per Share (EPS) Diluted,Shares Outstanding,Shares Outstanding (Diluted),sec_filing_link,sec_statement_link,Cash and Cash Equivalents,Short Term Investments,Cash And Short-Term Investments,Inventory,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Long-term Investments,Tax Assets,Total Assets,Accounts Payables,Short-term Debt,Income Tax Payables,Deferred Revenue,Total Current Liabilities,Long-term Debt,Deferred Revenue Non-Current,Deferred Tax Liabilities Non-Current,Total Non-Current Liabilities,Total Liabilities,Common Stock,Retained Earnings,Total Shareholders Equity,Total Liabilities & Stockholders Equity,Total Investments,Total Debt,Net Debt,Deferred Income Tax,Stock-Based Compensation (SBC),Change in Working Capital,Accounts Receivables,Net Cash Provided by Operating Activities,Investments in PP&E,Acquisitions (Net),Purchase of Investments,Sales/Maturities of Investments,Net Cash used for Investing Activities,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Net Cash Used Provided by Financing Activities,Effect of Exchange Rate Changes on Cash,Net Change in Cash,Cash at End of Period,Cash at Beginning of Period,Operating Cash Flow,Capital Expenditure (capex),Free Cash Flow,QQ-YYYY
642,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2815250000.0,3589750000.0,6405000000.0,262750000.0,10419500000.0,1192000000.0,185250000.0,85500000.0,270750000.0,6347750000.0,1075000000.0,18795750000.0,3003750000.0,0.0,0.0,746000000.0,5180500000.0,0.0,284750000.0,409000000.0,1667500000.0,6848000000.0,2667000000.0,9292250000.0,11947750000.0,18795750000.0,9937500000.0,0.0,-2815250000.0,360000000.0,219750000.0,226750000.0,-535500000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,FY-2010
643,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2815250000.0,3589750000.0,6405000000.0,262750000.0,10419500000.0,1192000000.0,185250000.0,85500000.0,270750000.0,6347750000.0,1075000000.0,18795750000.0,3003750000.0,0.0,0.0,746000000.0,5180500000.0,0.0,284750000.0,409000000.0,1667500000.0,6848000000.0,2667000000.0,9292250000.0,11947750000.0,18795750000.0,9937500000.0,0.0,-2815250000.0,360000000.0,219750000.0,226750000.0,-535500000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,FY-2010
704,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1315750000.0,4550250000.0,5866000000.0,113750000.0,7888750000.0,738500000.0,51500000.0,88250000.0,139750000.0,2632000000.0,554000000.0,11875250000.0,1400250000.0,0.0,0.0,2576250000.0,2876500000.0,0.0,1121250000.0,0.0,1088750000.0,3965250000.0,2052500000.0,5838250000.0,7910000000.0,11875250000.0,7182250000.0,0.0,-1315750000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,FY-2009
705,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1315750000.0,4550250000.0,5866000000.0,113750000.0,7888750000.0,738500000.0,51500000.0,88250000.0,139750000.0,2632000000.0,554000000.0,11875250000.0,1400250000.0,0.0,0.0,2576250000.0,2876500000.0,0.0,1121250000.0,0.0,1088750000.0,3965250000.0,2052500000.0,5838250000.0,7910000000.0,11875250000.0,7182250000.0,0.0,-1315750000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,FY-2009
706,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1315750000.0,4550250000.0,5866000000.0,113750000.0,7888750000.0,738500000.0,51500000.0,88250000.0,139750000.0,2632000000.0,554000000.0,11875250000.0,1400250000.0,0.0,0.0,2576250000.0,2876500000.0,0.0,1121250000.0,0.0,1088750000.0,3965250000.0,2052500000.0,5838250000.0,7910000000.0,11875250000.0,7182250000.0,0.0,-1315750000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,FY-2009
707,FY,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,0.076955,2935000000.0,0.06840700000000001,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.047984,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1315750000.0,4550250000.0,5866000000.0,113750000.0,7888750000.0,738500000.0,51500000.0,88250000.0,139750000.0,2632000000.0,554000000.0,11875250000.0,1400250000.0,0.0,0.0,2576250000.0,2876500000.0,0.0,1121250000.0,0.0,1088750000.0,3965250000.0,2052500000.0,5838250000.0,7910000000.0,11875250000.0,7182250000.0,0.0,-1315750000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,FY-2009
768,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,3523000000.0,0.0,0.0,0.0,1112500000.0,4635500000.0,1794250000.0,3461250000.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008
769,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,3523000000.0,0.0,0.0,0.0,1112500000.0,4635500000.0,1794250000.0,3461250000.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008
770,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,3523000000.0,0.0,0.0,0.0,1112500000.0,4635500000.0,1794250000.0,3461250000.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008
771,FY,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,0.061739999999999996,1568750000.0,0.048300499999999996,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.03720875,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2968750000.0,3153750000.0,6122500000.0,127250000.0,8672500000.0,613750000.0,51750000.0,88000000.0,139750000.0,0.0,168750000.0,9893000000.0,1380000000.0,0.0,0.0,0.0,3523000000.0,0.0,0.0,0.0,1112500000.0,4635500000.0,1794250000.0,3461250000.0,5257500000.0,9893000000.0,3153750000.0,0.0,-2968750000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,FY-2008
832,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,2324750000.0,0.0,0.0,0.0,379000000.0,2703750000.0,1342000000.0,2275250000.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007
833,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,2324750000.0,0.0,0.0,0.0,379000000.0,2703750000.0,1342000000.0,2275250000.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007
834,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,2324750000.0,0.0,0.0,0.0,379000000.0,2703750000.0,1342000000.0,2275250000.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007
835,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,2324750000.0,0.0,0.0,0.0,379000000.0,2703750000.0,1342000000.0,2275250000.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007
896,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1598000000.0,929500000.0,2527500000.0,67500000.0,3627250000.0,320250000.0,9500000.0,34750000.0,44250000.0,0.0,0.0,4301250000.0,847500000.0,929500000.0,0.0,186500000.0,1617750000.0,0.0,88750000.0,95250000.0,187500000.0,1805250000.0,1088750000.0,1401750000.0,2496000000.0,1805250000.0,0.0,0.0,-1598000000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,0.0,0.0,79500000.0,-88750000.0,0.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,FY-2006
897,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1598000000.0,929500000.0,2527500000.0,67500000.0,3627250000.0,320250000.0,9500000.0,34750000.0,44250000.0,0.0,0.0,4301250000.0,847500000.0,929500000.0,0.0,186500000.0,1617750000.0,0.0,88750000.0,95250000.0,187500000.0,1805250000.0,1088750000.0,1401750000.0,2496000000.0,1805250000.0,0.0,0.0,-1598000000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,0.0,0.0,79500000.0,-88750000.0,0.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,FY-2006
898,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1598000000.0,929500000.0,2527500000.0,67500000.0,3627250000.0,320250000.0,9500000.0,34750000.0,44250000.0,0.0,0.0,4301250000.0,847500000.0,929500000.0,0.0,186500000.0,1617750000.0,0.0,88750000.0,95250000.0,187500000.0,1805250000.0,1088750000.0,1401750000.0,2496000000.0,1805250000.0,0.0,0.0,-1598000000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,0.0,0.0,79500000.0,-88750000.0,0.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,FY-2006
899,FY,4828750000.0,3429250000.0,1399500000.0,0.07245663991716282,178000000.0,608250000.0,0.0,786250000.0,4215500000.0,0.0,0.0,760750000.0,0.03938648718612477,613250000.0,0.03647424281646389,704500000.0,0.03647424281646389,207250000.0,497250000.0,0.025744240227802227,0.0210715,0.02026775,5908406000.0,6142682000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1598000000.0,929500000.0,2527500000.0,67500000.0,3627250000.0,320250000.0,9500000.0,34750000.0,44250000.0,0.0,0.0,4301250000.0,847500000.0,929500000.0,0.0,186500000.0,1617750000.0,0.0,88750000.0,95250000.0,187500000.0,1805250000.0,1088750000.0,1401750000.0,2496000000.0,1805250000.0,0.0,0.0,-1598000000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,0.0,0.0,79500000.0,-88750000.0,0.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,FY-2006
960,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,872750000.0,1192500000.0,2065250000.0,41250000.0,2575000000.0,204250000.0,17250000.0,16250000.0,33500000.0,0.0,77000000.0,2887750000.0,444750000.0,0.0,0.0,0.0,871000000.0,0.0,0.0,0.0,150250000.0,1021250000.0,880250000.0,1001250000.0,1866500000.0,2887750000.0,1192500000.0,0.0,-872750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,FY-2005
961,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,872750000.0,1192500000.0,2065250000.0,41250000.0,2575000000.0,204250000.0,17250000.0,16250000.0,33500000.0,0.0,77000000.0,2887750000.0,444750000.0,0.0,0.0,0.0,871000000.0,0.0,0.0,0.0,150250000.0,1021250000.0,880250000.0,1001250000.0,1866500000.0,2887750000.0,1192500000.0,0.0,-872750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,FY-2005
962,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,872750000.0,1192500000.0,2065250000.0,41250000.0,2575000000.0,204250000.0,17250000.0,16250000.0,33500000.0,0.0,77000000.0,2887750000.0,444750000.0,0.0,0.0,0.0,871000000.0,0.0,0.0,0.0,150250000.0,1021250000.0,880250000.0,1001250000.0,1866500000.0,2887750000.0,1192500000.0,0.0,-872750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,FY-2005
963,FY,3482750000.0,2472000000.0,1010750000.0,0.072554,133500000.0,464750000.0,0.0,598250000.0,3070250000.0,45750000.0,44750000.0,544250000.0,0.0390675,412500000.0,0.02961025,453750000.0,0.032571249999999996,120000000.0,333750000.0,0.02395725,0.0139125,0.0139125,5997000000.0,5997000000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,872750000.0,1192500000.0,2065250000.0,41250000.0,2575000000.0,204250000.0,17250000.0,16250000.0,33500000.0,0.0,77000000.0,2887750000.0,444750000.0,0.0,0.0,0.0,871000000.0,0.0,0.0,0.0,150250000.0,1021250000.0,880250000.0,1001250000.0,1866500000.0,2887750000.0,1192500000.0,0.0,-872750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,FY-2005
1024,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,742250000.0,623750000.0,1366000000.0,25250000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,670000000.0,0.0,0.0,73500000.0,73500000.0,743500000.0,628500000.0,667500000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,5000000.0,8250000.0,211250000.0,-2000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,FY-2004
